ZAVSIFMAT,ZAVMATNAZ,ZAVSIF,ZAVNAZ,KAT_MAT,KATEGORIJA,REGIJA,OBCINA,DAT_OD,DAT_DO,VNOS,OBD_SIF,OBDOBJE,STEV_UCENCEV,DOG_SIF,DOGODEK,VZROK_SIF,VZROK
1118,Vrtec Šoštanj,21518,"Vrtec Šoštanj, Enota Biba",1010,1010,Savinjska,Šoštanj,21.10.2020,26.10.2020,21.10.2020,1001,1. star. obd.,14,2002,Otroci oddelka so v domači karanteni,3004,Sum na okužbo s Covid-19 pri otroku ali več otrocih skupine
1119,Vrtec Zelena jama,1119,Vrtec Zelena jama,1010,1010,Osrednjeslovenska,Ljubljana,02.11.2020,04.11.2020,02.11.2020,1002,2. star. obd.,19,2002,Otroci oddelka so v domači karanteni,3006,Okužba s Covid-19 pri drugem strokovnem delavcu
1119,Vrtec Zelena jama,13070,"Vrtec Zelena jama, Enota Zelena jama",1010,1010,Osrednjeslovenska,Ljubljana,16.10.2020,22.10.2020,21.10.2020,1002,2. star. obd.,24,2002,Otroci oddelka so v domači karanteni,3006,Okužba s Covid-19 pri drugem strokovnem delavcu
1119,Vrtec Zelena jama,13070,"Vrtec Zelena jama, Enota Zelena jama",1010,1010,Osrednjeslovenska,Ljubljana,19.10.2020,21.10.2020,19.10.2020,1002,2. star. obd.,24,2001,Vzgojno delo poteka po prilagojenem načinu,3006,Okužba s Covid-19 pri drugem strokovnem delavcu
112,Osnovna šola Ledina,112,Osnovna šola Ledina,2010,2010,Osrednjeslovenska,Ljubljana,03.10.2020,10.10.2020,03.10.2020,1004,1. razred,21,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3013,Okužba s Covid-19 pri učitelju
112,Osnovna šola Ledina,112,Osnovna šola Ledina,2010,2010,Osrednjeslovenska,Ljubljana,03.10.2020,10.10.2020,03.10.2020,1004,1. razred,21,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3013,Okužba s Covid-19 pri učitelju
112,Osnovna šola Ledina,112,Osnovna šola Ledina,2010,2010,Osrednjeslovenska,Ljubljana,11.10.2020,16.10.2020,11.10.2020,1008,5. razred,25,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3016,Okužba s Covid-19 pri učencu ali več učencih oddelka
112,Osnovna šola Ledina,112,Osnovna šola Ledina,2010,2010,Osrednjeslovenska,Ljubljana,14.10.2020,16.10.2020,14.10.2020,1012,9. razred,22,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3016,Okužba s Covid-19 pri učencu ali več učencih oddelka
112,Osnovna šola Ledina,112,Osnovna šola Ledina,2010,2010,Osrednjeslovenska,Ljubljana,14.10.2020,16.10.2020,14.10.2020,1012,9. razred,23,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3016,Okužba s Covid-19 pri učencu ali več učencih oddelka
112,Osnovna šola Ledina,112,Osnovna šola Ledina,2010,2010,Osrednjeslovenska,Ljubljana,16.09.2020,20.09.2020,03.10.2020,1007,4. razred,24,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3016,Okužba s Covid-19 pri učencu ali več učencih oddelka
114,Šolski center Slovenske Konjice - Zreče,9972,"Šolski center Slovenske Konjice - Zreče, Gimnazija Slovenske Konjice",3010,3010,Savinjska,Slovenske Konjice,20.09.2020,25.09.2020,20.09.2020,1031,4. letnik,22,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3030,Okužba s Covid-19 pri drugem strokovnem delavcu
114,Šolski center Slovenske Konjice - Zreče,9973,"Šolski center Slovenske Konjice - Zreče, Srednja poklicna in strokovna šola Zreče",3010,3010,Savinjska,Zreče,22.09.2020,27.09.2020,23.09.2020,1029,2. letnik,24,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3030,Okužba s Covid-19 pri drugem strokovnem delavcu
115,Osnovna šola Dobravlje,658,Osnovna šola Dobravlje Podružnica Črniče,2010,2010,Goriška,Ajdovščina,14.10.2020,18.10.2020,16.10.2020,1008,5. razred,26,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3013,Okužba s Covid-19 pri učitelju
115,Osnovna šola Dobravlje,658,Osnovna šola Dobravlje Podružnica Črniče,2010,2010,Goriška,Ajdovščina,22.10.2020,23.10.2020,21.10.2020,1007,4. razred,16,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3016,Okužba s Covid-19 pri učencu ali več učencih oddelka
115,Osnovna šola Dobravlje,658,Osnovna šola Dobravlje Podružnica Črniče,2010,2010,Goriška,Ajdovščina,23.10.2020,23.10.2020,22.10.2020,1006,3. razred,17,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3016,Okužba s Covid-19 pri učencu ali več učencih oddelka
1169,Vrtec Zagorje ob Savi,14774,"Vrtec Zagorje ob Savi, Enota Kekec",1010,1010,Zasavska,Zagorje ob Savi,23.10.2020,01.11.2020,28.10.2020,1002,2. star. obd.,24,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1184,Vrtec Lendava Lendvai Ovoda,14079,"Vrtec Lendava Lendvai Ovoda, DE II LENDAVA",1010,1010,Pomurska,Lendava,28.10.2020,02.11.2020,28.10.2020,1001,1. star. obd.,13,2002,Otroci oddelka so v domači karanteni,3006,Okužba s Covid-19 pri drugem strokovnem delavcu
1184,Vrtec Lendava Lendvai Ovoda,14079,"Vrtec Lendava Lendvai Ovoda, DE II LENDAVA",1010,1010,Pomurska,Lendava,28.10.2020,02.11.2020,28.10.2020,1003,Komb. 1. in 2. star. obd.,17,2002,Otroci oddelka so v domači karanteni,3006,Okužba s Covid-19 pri drugem strokovnem delavcu
1188,Vrtec Ribnica,1188,Vrtec Ribnica,1010,1010,Jugovzhodna Slovenija,Ribnica,22.01.2021,01.02.2021,28.01.2021,1001,1. star. obd.,10,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1188,Vrtec Ribnica,1188,Vrtec Ribnica,1010,1010,Jugovzhodna Slovenija,Ribnica,22.01.2021,01.02.2021,28.01.2021,1001,1. star. obd.,7,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1188,Vrtec Ribnica,1188,Vrtec Ribnica,1010,1010,Jugovzhodna Slovenija,Ribnica,22.01.2021,01.02.2021,28.01.2021,1001,1. star. obd.,5,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1188,Vrtec Ribnica,1188,Vrtec Ribnica,1010,1010,Jugovzhodna Slovenija,Ribnica,22.01.2021,01.02.2021,28.01.2021,1001,1. star. obd.,7,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1188,Vrtec Ribnica,1188,Vrtec Ribnica,1010,1010,Jugovzhodna Slovenija,Ribnica,26.01.2021,05.02.2021,27.01.2021,1001,1. star. obd.,5,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1188,Vrtec Ribnica,1188,Vrtec Ribnica,1010,1010,Jugovzhodna Slovenija,Ribnica,26.01.2021,05.02.2021,27.01.2021,1001,1. star. obd.,2,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1188,Vrtec Ribnica,1188,Vrtec Ribnica,1010,1010,Jugovzhodna Slovenija,Ribnica,26.01.2021,05.02.2021,28.01.2021,1001,1. star. obd.,7,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1189,OTROŠKI VRTEC METLIKA,1189,OTROŠKI VRTEC METLIKA,1010,1010,Jugovzhodna Slovenija,Metlika,04.11.2020,13.11.2020,09.11.2020,1001,1. star. obd.,14,2002,Otroci oddelka so v domači karanteni,3008,Okužba s Covid-19 pri otroku ali več otrocih skupine
1189,OTROŠKI VRTEC METLIKA,1189,OTROŠKI VRTEC METLIKA,1010,1010,Jugovzhodna Slovenija,Metlika,18.12.2020,28.12.2020,20.12.2020,1001,1. star. obd.,4,2002,Otroci oddelka so v domači karanteni,3004,Sum na okužbo s Covid-19 pri otroku ali več otrocih skupine
1189,OTROŠKI VRTEC METLIKA,1189,OTROŠKI VRTEC METLIKA,1010,1010,Jugovzhodna Slovenija,Metlika,18.12.2020,28.12.2020,20.12.2020,1002,2. star. obd.,9,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1189,OTROŠKI VRTEC METLIKA,1189,OTROŠKI VRTEC METLIKA,1010,1010,Jugovzhodna Slovenija,Metlika,18.12.2020,28.12.2020,20.12.2020,1002,2. star. obd.,7,2002,Otroci oddelka so v domači karanteni,3008,Okužba s Covid-19 pri otroku ali več otrocih skupine
1189,OTROŠKI VRTEC METLIKA,1189,OTROŠKI VRTEC METLIKA,1010,1010,Jugovzhodna Slovenija,Metlika,22.12.2020,31.01.2021,23.12.2020,1002,2. star. obd.,5,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1189,OTROŠKI VRTEC METLIKA,1189,OTROŠKI VRTEC METLIKA,1010,1010,Jugovzhodna Slovenija,Metlika,22.12.2020,31.12.2020,23.12.2020,1002,2. star. obd.,4,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1193,Vrtec Sežana,11693,"Vrtec Sežana, enota Dutovlje",1010,1010,Obalno-kraška,Sežana,08.12.2020,17.12.2020,15.12.2020,1002,2. star. obd.,6,2002,Otroci oddelka so v domači karanteni,3008,Okužba s Covid-19 pri otroku ali več otrocih skupine
1194,Vrtec Martin Krpan Cerknica,1194,Vrtec Martin Krpan Cerknica,1010,1010,Primorsko-notranjska,Cerknica,01.12.2020,05.12.2020,16.12.2020,1001,1. star. obd.,14,2002,Otroci oddelka so v domači karanteni,3006,Okužba s Covid-19 pri drugem strokovnem delavcu
1194,Vrtec Martin Krpan Cerknica,1194,Vrtec Martin Krpan Cerknica,1010,1010,Primorsko-notranjska,Cerknica,01.12.2020,05.12.2020,16.12.2020,1001,1. star. obd.,14,2002,Otroci oddelka so v domači karanteni,3006,Okužba s Covid-19 pri drugem strokovnem delavcu
1194,Vrtec Martin Krpan Cerknica,1194,Vrtec Martin Krpan Cerknica,1010,1010,Primorsko-notranjska,Cerknica,15.12.2020,20.12.2020,16.12.2020,1001,1. star. obd.,14,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1194,Vrtec Martin Krpan Cerknica,1194,Vrtec Martin Krpan Cerknica,1010,1010,Primorsko-notranjska,Cerknica,15.12.2020,20.12.2020,16.12.2020,1001,1. star. obd.,14,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1194,Vrtec Martin Krpan Cerknica,1194,Vrtec Martin Krpan Cerknica,1010,1010,Primorsko-notranjska,Cerknica,15.12.2020,20.12.2020,16.12.2020,1003,Komb. 1. in 2. star. obd.,19,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1194,Vrtec Martin Krpan Cerknica,1194,Vrtec Martin Krpan Cerknica,1010,1010,Primorsko-notranjska,Cerknica,15.12.2020,20.12.2020,16.12.2020,1003,Komb. 1. in 2. star. obd.,19,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1195,Vrtec Mavrica Trebnje,22037,"Vrtec Mavrica Trebnje, enota Kekec",1010,1010,Jugovzhodna Slovenija,Trebnje,03.12.2020,12.12.2020,08.12.2020,1001,1. star. obd.,6,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1195,Vrtec Mavrica Trebnje,22037,"Vrtec Mavrica Trebnje, enota Kekec",1010,1010,Jugovzhodna Slovenija,Trebnje,04.12.2020,13.12.2020,08.12.2020,1002,2. star. obd.,6,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1195,Vrtec Mavrica Trebnje,22037,"Vrtec Mavrica Trebnje, enota Kekec",1010,1010,Jugovzhodna Slovenija,Trebnje,04.12.2020,13.12.2020,08.12.2020,1002,2. star. obd.,7,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1197,Vrtec Pedenjped,13249,"Vrtec Pedenjped, Enota Radovednež",1010,1010,Osrednjeslovenska,Ljubljana,26.10.2020,04.10.2020,26.10.2020,1003,Komb. 1. in 2. star. obd.,19,2002,Otroci oddelka so v domači karanteni,3006,Okužba s Covid-19 pri drugem strokovnem delavcu
1197,Vrtec Pedenjped,23555,"Vrtec Pedenjped, enota PEDENJCARSTVO",1010,1010,Osrednjeslovenska,Ljubljana,20.09.2020,30.09.2020,21.09.2020,1002,2. star. obd.,20,2002,Otroci oddelka so v domači karanteni,3004,Sum na okužbo s Covid-19 pri otroku ali več otrocih skupine
1197,Vrtec Pedenjped,23555,"Vrtec Pedenjped, enota PEDENJCARSTVO",1010,1010,Osrednjeslovenska,Ljubljana,21.10.2020,30.10.2020,26.10.2020,1001,1. star. obd.,14,2002,Otroci oddelka so v domači karanteni,3006,Okužba s Covid-19 pri drugem strokovnem delavcu
1197,Vrtec Pedenjped,23555,"Vrtec Pedenjped, enota PEDENJCARSTVO",1010,1010,Osrednjeslovenska,Ljubljana,22.10.2020,28.10.2020,22.10.2020,1001,1. star. obd.,14,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1198,VVZ Ilke Devetak Bignami Tolmin,1198,VVZ Ilke Devetak Bignami Tolmin,1010,1010,Goriška,Tolmin,08.01.2021,15.01.2021,08.01.2021,1003,Komb. 1. in 2. star. obd.,8,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
11,Gimnazija Bežigrad,10829,"Gimnazija Bežigrad, Gimnazija",3010,3010,Osrednjeslovenska,Ljubljana,06.10.2020,15.10.2020,12.10.2020,1030,3. letnik,31,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
11,Gimnazija Bežigrad,10829,"Gimnazija Bežigrad, Gimnazija",3010,3010,Osrednjeslovenska,Ljubljana,11.10.2020,18.10.2020,12.10.2020,1031,4. letnik,23,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
11,Gimnazija Bežigrad,10829,"Gimnazija Bežigrad, Gimnazija",3010,3010,Osrednjeslovenska,Ljubljana,12.10.2020,18.10.2020,13.10.2020,1028,1. letnik,28,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
11,Gimnazija Bežigrad,10829,"Gimnazija Bežigrad, Gimnazija",3010,3010,Osrednjeslovenska,Ljubljana,14.10.2020,18.10.2020,14.10.2020,1031,4. letnik,29,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
11,Gimnazija Bežigrad,10829,"Gimnazija Bežigrad, Gimnazija",3010,3010,Osrednjeslovenska,Ljubljana,14.10.2020,18.10.2020,14.10.2020,1031,4. letnik,26,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
11,Gimnazija Bežigrad,10829,"Gimnazija Bežigrad, Gimnazija",3010,3010,Osrednjeslovenska,Ljubljana,15.10.2020,18.10.2020,16.10.2020,1029,2. letnik,29,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
1200,Vrtec Jesenice,1200,Vrtec Jesenice,1010,1010,Gorenjska,Jesenice,01.09.2020,06.09.2020,15.09.2020,1001,1. star. obd.,3,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1203,Osnovna šola Lovrenc na Pohorju,1058,"Osnovna šola Lovrenc na Pohorju, Vrtec Lovrenc na Pohorju",2010,1010,Podravska,Lovrenc na Pohorju,09.10.2020,18.10.2020,14.10.2020,1002,2. star. obd.,20,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3013,Okužba s Covid-19 pri učitelju
1203,Osnovna šola Lovrenc na Pohorju,1203,Osnovna šola Lovrenc na Pohorju,2010,2010,Podravska,Lovrenc na Pohorju,08.10.2020,18.10.2020,11.10.2020,1006,3. razred,19,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3013,Okužba s Covid-19 pri učitelju
1203,Osnovna šola Lovrenc na Pohorju,1203,Osnovna šola Lovrenc na Pohorju,2010,2010,Podravska,Lovrenc na Pohorju,09.09.2020,19.09.2020,14.09.2020,1012,9. razred,24,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3016,Okužba s Covid-19 pri učencu ali več učencih oddelka
1207,Osnovna šola Josipa Vandota Kranjska Gora,1207,Osnovna šola Josipa Vandota Kranjska Gora,2010,2010,Gorenjska,Kranjska Gora,17.09.2020,26.09.2020,21.09.2020,1010,7. razred,20,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3016,Okužba s Covid-19 pri učencu ali več učencih oddelka
1207,Osnovna šola Josipa Vandota Kranjska Gora,1207,Osnovna šola Josipa Vandota Kranjska Gora,2010,2010,Gorenjska,Kranjska Gora,21.10.2020,29.10.2020,22.10.2020,1005,2. razred,21,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3014,Okužba s Covid-19 pri drugem strokovnem delavcu
1208,Osnovna šola 16. decembra Mojstrana,3677,"Osnovna šola 16. decembra Mojstrana, Enota Vrtec",2010,1010,Gorenjska,Kranjska Gora,21.10.2020,30.10.2020,05.11.2020,1002,2. star. obd.,17,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3010,Sum na okužbo s Covid-19 pri drugem strokovnem delavcu
1211,Vrtec Mojca Ljubljana,14709,VRTEC MOJCA ENOTA MUCA,1010,1010,Osrednjeslovenska,Ljubljana,22.10.2020,01.11.2020,29.10.2020,1001,1. star. obd.,3,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1211,Vrtec Mojca Ljubljana,14709,VRTEC MOJCA ENOTA MUCA,1010,1010,Osrednjeslovenska,Ljubljana,22.10.2020,01.11.2020,29.10.2020,1001,1. star. obd.,1,2002,Otroci oddelka so v domači karanteni,3004,Sum na okužbo s Covid-19 pri otroku ali več otrocih skupine
1211,Vrtec Mojca Ljubljana,14709,VRTEC MOJCA ENOTA MUCA,1010,1010,Osrednjeslovenska,Ljubljana,22.10.2020,01.11.2020,30.10.2020,1001,1. star. obd.,12,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1211,Vrtec Mojca Ljubljana,14709,VRTEC MOJCA ENOTA MUCA,1010,1010,Osrednjeslovenska,Ljubljana,23.10.2020,02.11.2020,30.10.2020,1001,1. star. obd.,6,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1211,Vrtec Mojca Ljubljana,14709,VRTEC MOJCA ENOTA MUCA,1010,1010,Osrednjeslovenska,Ljubljana,23.10.2020,02.11.2020,30.10.2020,1001,1. star. obd.,2,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1211,Vrtec Mojca Ljubljana,14709,VRTEC MOJCA ENOTA MUCA,1010,1010,Osrednjeslovenska,Ljubljana,23.10.2020,02.11.2020,30.10.2020,1001,1. star. obd.,6,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1211,Vrtec Mojca Ljubljana,14710,VRTEC MOJCA ENOTA KEKEC,1010,1010,Osrednjeslovenska,Ljubljana,17.11.2020,26.11.2020,23.11.2020,1002,2. star. obd.,23,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1211,Vrtec Mojca Ljubljana,14710,VRTEC MOJCA ENOTA KEKEC,1010,1010,Osrednjeslovenska,Ljubljana,17.11.2020,26.11.2020,23.11.2020,1002,2. star. obd.,20,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1211,Vrtec Mojca Ljubljana,14710,VRTEC MOJCA ENOTA KEKEC,1010,1010,Osrednjeslovenska,Ljubljana,17.11.2020,26.11.2020,23.11.2020,1002,2. star. obd.,22,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1211,Vrtec Mojca Ljubljana,14710,VRTEC MOJCA ENOTA KEKEC,1010,1010,Osrednjeslovenska,Ljubljana,17.11.2020,26.11.2020,23.11.2020,1002,2. star. obd.,19,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1211,Vrtec Mojca Ljubljana,14710,VRTEC MOJCA ENOTA KEKEC,1010,1010,Osrednjeslovenska,Ljubljana,24.09.2020,27.09.2020,24.09.2020,1002,2. star. obd.,22,2002,Otroci oddelka so v domači karanteni,3007,Okužba s Covid-19 pri drugem delavcu
1211,Vrtec Mojca Ljubljana,14710,VRTEC MOJCA ENOTA KEKEC,1010,1010,Osrednjeslovenska,Ljubljana,27.10.2020,05.11.2020,27.10.2020,1002,2. star. obd.,19,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1211,Vrtec Mojca Ljubljana,14710,VRTEC MOJCA ENOTA KEKEC,1010,1010,Osrednjeslovenska,Ljubljana,29.10.2020,08.11.2020,29.10.2020,1002,2. star. obd.,18,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1211,Vrtec Mojca Ljubljana,14711,VRTEC MOJCA ENOTA TINKARA,1010,1010,Osrednjeslovenska,Ljubljana,14.10.2020,21.10.2020,14.10.2020,1002,2. star. obd.,24,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1211,Vrtec Mojca Ljubljana,14711,VRTEC MOJCA ENOTA TINKARA,1010,1010,Osrednjeslovenska,Ljubljana,27.10.2020,06.11.2020,26.10.2020,1001,1. star. obd.,14,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1211,Vrtec Mojca Ljubljana,15029,VRTEC MOJCA ENOTA MOJCA,1010,1010,Osrednjeslovenska,Ljubljana,22.10.2020,01.11.2020,29.10.2020,1001,1. star. obd.,3,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1212,Vrtec Radovljica,12389,"Vrtec Radovljica, Enota Begunje",1010,1010,Gorenjska,Radovljica,12.10.2020,16.10.2020,12.11.2020,1001,1. star. obd.,5,2001,Vzgojno delo poteka po prilagojenem načinu,3005,Okužba s Covid-19 pri vzgojitelju
1212,Vrtec Radovljica,12389,"Vrtec Radovljica, Enota Begunje",1010,1010,Gorenjska,Radovljica,12.10.2020,16.10.2020,12.11.2020,1001,1. star. obd.,2,2001,Vzgojno delo poteka po prilagojenem načinu,3001,Sum na okužbo s Covid-19 pri učitelju
1212,Vrtec Radovljica,12389,"Vrtec Radovljica, Enota Begunje",1010,1010,Gorenjska,Radovljica,12.10.2020,16.10.2020,12.11.2020,1002,2. star. obd.,1,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1212,Vrtec Radovljica,12389,"Vrtec Radovljica, Enota Begunje",1010,1010,Gorenjska,Radovljica,12.10.2020,16.10.2020,12.11.2020,1002,2. star. obd.,5,2001,Vzgojno delo poteka po prilagojenem načinu,3005,Okužba s Covid-19 pri vzgojitelju
1212,Vrtec Radovljica,12389,"Vrtec Radovljica, Enota Begunje",1010,1010,Gorenjska,Radovljica,12.10.2020,16.10.2020,12.11.2020,1002,2. star. obd.,5,2001,Vzgojno delo poteka po prilagojenem načinu,3005,Okužba s Covid-19 pri vzgojitelju
1212,Vrtec Radovljica,12389,"Vrtec Radovljica, Enota Begunje",1010,1010,Gorenjska,Radovljica,19.10.2020,23.10.2020,12.11.2020,1001,1. star. obd.,6,2001,Vzgojno delo poteka po prilagojenem načinu,3005,Okužba s Covid-19 pri vzgojitelju
1212,Vrtec Radovljica,12389,"Vrtec Radovljica, Enota Begunje",1010,1010,Gorenjska,Radovljica,19.10.2020,23.10.2020,12.11.2020,1001,1. star. obd.,5,2001,Vzgojno delo poteka po prilagojenem načinu,3005,Okužba s Covid-19 pri vzgojitelju
1212,Vrtec Radovljica,12389,"Vrtec Radovljica, Enota Begunje",1010,1010,Gorenjska,Radovljica,19.10.2020,23.10.2020,12.11.2020,1001,1. star. obd.,5,2001,Vzgojno delo poteka po prilagojenem načinu,3001,Sum na okužbo s Covid-19 pri učitelju
1212,Vrtec Radovljica,12389,"Vrtec Radovljica, Enota Begunje",1010,1010,Gorenjska,Radovljica,19.10.2020,23.10.2020,12.11.2020,1002,2. star. obd.,1,2001,Vzgojno delo poteka po prilagojenem načinu,3005,Okužba s Covid-19 pri vzgojitelju
1212,Vrtec Radovljica,12389,"Vrtec Radovljica, Enota Begunje",1010,1010,Gorenjska,Radovljica,19.10.2020,23.10.2020,12.11.2020,1002,2. star. obd.,5,2001,Vzgojno delo poteka po prilagojenem načinu,3005,Okužba s Covid-19 pri vzgojitelju
1212,Vrtec Radovljica,12409,"Vrtec Radovljica, Enota Radovljica",1010,1010,Gorenjska,Radovljica,19.10.2020,23.10.2020,12.11.2020,1002,2. star. obd.,2,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1212,Vrtec Radovljica,12409,"Vrtec Radovljica, Enota Radovljica",1010,1010,Gorenjska,Radovljica,22.10.2020,28.10.2020,12.11.2020,1001,1. star. obd.,2,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1212,Vrtec Radovljica,12409,"Vrtec Radovljica, Enota Radovljica",1010,1010,Gorenjska,Radovljica,22.10.2020,28.10.2020,12.11.2020,1001,1. star. obd.,4,2001,Vzgojno delo poteka po prilagojenem načinu,3005,Okužba s Covid-19 pri vzgojitelju
1212,Vrtec Radovljica,12409,"Vrtec Radovljica, Enota Radovljica",1010,1010,Gorenjska,Radovljica,26.10.2020,30.10.2020,12.11.2020,1002,2. star. obd.,8,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
1212,Vrtec Radovljica,12410,"Vrtec Radovljica, Enota Lesce",1010,1010,Gorenjska,Radovljica,02.11.2020,06.11.2020,12.11.2020,1003,Komb. 1. in 2. star. obd.,4,2001,Vzgojno delo poteka po prilagojenem načinu,3001,Sum na okužbo s Covid-19 pri učitelju
1212,Vrtec Radovljica,12410,"Vrtec Radovljica, Enota Lesce",1010,1010,Gorenjska,Radovljica,02.11.2020,06.11.2020,12.11.2020,1003,Komb. 1. in 2. star. obd.,5,2001,Vzgojno delo poteka po prilagojenem načinu,3001,Sum na okužbo s Covid-19 pri učitelju
1212,Vrtec Radovljica,12410,"Vrtec Radovljica, Enota Lesce",1010,1010,Gorenjska,Radovljica,02.11.2020,06.11.2020,12.11.2020,1003,Komb. 1. in 2. star. obd.,5,2001,Vzgojno delo poteka po prilagojenem načinu,3001,Sum na okužbo s Covid-19 pri učitelju
1212,Vrtec Radovljica,12410,"Vrtec Radovljica, Enota Lesce",1010,1010,Gorenjska,Radovljica,02.11.2020,06.11.2020,12.11.2020,1003,Komb. 1. in 2. star. obd.,6,2001,Vzgojno delo poteka po prilagojenem načinu,3001,Sum na okužbo s Covid-19 pri učitelju
1212,Vrtec Radovljica,12410,"Vrtec Radovljica, Enota Lesce",1010,1010,Gorenjska,Radovljica,04.01.2021,07.01.2021,10.01.2021,1003,Komb. 1. in 2. star. obd.,3,2001,Vzgojno delo poteka po prilagojenem načinu,3001,Sum na okužbo s Covid-19 pri učitelju
