Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Medion,P1061X,P1061X,1874MB,Tablet,Qualcomm MSM8937,1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Medion,P1071X,P1071X,2867MB,Tablet,Qualcomm SDM439,1920x1200,240,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Medion,P73035,P72035,972MB,Tablet,Mediatek MT8163,1024x600,160,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Medion,P850X,P850X,1889-1897MB,Tablet,Intel Z8500,800x1280,213,armeabi;armeabi-v7a;x86,22;25,"3,1"
Medion,P851X,P851X,1889-1891MB,Tablet,Intel x5-8300,1200x1920;1920x1200,320,armeabi;armeabi-v7a;x86,23;25,"3,1"
Medion,P852X,P852X,1960MB,Tablet,Mediatek MT8163,1200x1920,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Medion,S1035X,S1035X,917-920MB,Tablet,Mediatek MT8735,1280x800,160,arm64-v8a;armeabi;armeabi-v7a,21;22;23,"3,0"
Medion,X1030x,X1030X,1904-1907MB,Tablet,Mediatek MT8783T,1200x1920;1920x1200,240,arm64-v8a;armeabi;armeabi-v7a,23;24,"3,0;3,1"
Medion,X1031X,X1031X,1908MB,Tablet,Mediatek MT8783T,1920x1200,240,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Meiigoo,S8,MEIIGOO_S8,3873MB,Phone,Mediatek MT6750T,1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
Meiigoo,S9,S9,3776MB,Phone,Mediatek MT6750,1080x2246,480,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Meitu,M6,M6,2779MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
Meitu,Maya,Maya,3765MB,Phone,Mediatek MT6797M,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
Meitu,M8s,MayaS,3751MB,Phone,Mediatek MT6797,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,25,"3,2"
Meitu,T9,Melody,3743MB,Phone,Qualcomm SDM660,1080x2244,480,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Meitu,T9,Tiffany,5741MB,Phone,Qualcomm SDM660,1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Meitu,Victoria,Victoria,3765MB,Phone,Mediatek MT6797,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
Meitu,Meitu T8s,VictoriaS,3751MB,Phone,Mediatek MT6797,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,25,"3,2"
Meitu,Meitu V6,Vivian,5660MB,Phone,Mediatek MT6799,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
Meitu,MI CC 9 Meitu Edition,vela,7622MB,Phone,Qualcomm SDM710,1080x2340,440,arm64-v8a;armeabi;armeabi-v7a,28;29,"3,2"
Meizu,15,15,3742MB,Phone,Qualcomm SDM660,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,25,"3,2"
Meizu,15 Lite,15Lite,3601MB,Phone,Qualcomm MSM8953 Pro,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,25,"3,2"
Meizu,15 Plus,15Plus,5689MB,Phone,Samsung Exynos 8895,1440x2560,640,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
Meizu,16,16,5679-5707MB,Phone,Qualcomm SDM710,1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Meizu,16 X,16X,5679MB,Phone,Qualcomm SDM710,1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Meizu,16s,16s,7513MB,Phone,Qualcomm SM8150,1080x2232,480,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Meizu,16th,16th,5661-5689MB,Phone,Qualcomm SDM845,1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Meizu,16th Plus,16thPlus,7665MB,Phone,Qualcomm SDM845,1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Meizu,M15,M15,3601MB,Phone,Qualcomm MSM8953 Pro,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,25,"3,2"
Meizu,M1813,M1813,3729MB,Phone,Mediatek MT6762,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Meizu,M1816,M1816,2832MB,Phone,Mediatek MT6739CW,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Meizu,M1822,M1822,3473MB,Phone,Qualcomm SDM636,1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Meizu,M1852,M1852,5703MB,Phone,Qualcomm SDM710,1080x2220,480,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Meizu,M6 Note,M6Note,2848-2849MB,Phone,Qualcomm MSM8953,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,25,"3,2"
Meizu,meizu M8 lite,M8lite,2832MB,Phone,Mediatek MT6739CW,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Meizu,Meizu 6T,Meizu6T,2785MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
Meizu,E3,MeizuE3,5745MB,Phone,Qualcomm SDM636,1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,25,"3,2"
Meizu,M6T,MeizuM6T,1778-2785MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
Meizu,M6s,MeizuM6s,2700MB,Phone,Samsung Exynos 7872,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
Meizu,M8c,MeizuM8c,1873MB,Phone,Qualcomm MSM8917,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,25,"3,0"
Meizu,Meizu S6,MeizuS6,2700MB,Phone,Samsung Exynos 7872,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
Meizu,Note9,Note9,3669MB,Phone,Qualcomm SDM675,1080x2244,480,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Meizu,PRO 7,PRO7H,3624MB,Phone,Mediatek MT6799,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
Meizu,PRO 7 Plus,PRO7Plus,5613MB,Phone,Mediatek MT6799,1440x2560,640,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
Meizu,PRO7S,PRO7S,3767MB,Phone,Mediatek MT6757,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
Meizu,meizu X8,X8,3705MB,Phone,Qualcomm SDM710,1080x2220,480,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Meizu,16T,meizu16T,7530MB,Phone,Qualcomm SM8150,1080x2232,480,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Meizu,meizu 16Xs,meizu16Xs,5616MB,Phone,Qualcomm SM6150,1080x2232,480,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Meizu,16s pro,meizu16sPro,7496MB,Phone,Qualcomm SM8150,1080x2232,480,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Meizu,meizu 17,meizu17,7698MB,Phone,Qualcomm SM8250,1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Meizu,meizu 17 Pro,meizu17Pro,11726MB,Phone,Qualcomm SM8250,1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Meizu,meizu C9,meizuC9,1796-1801MB,Phone,Spreadtrum SC9832E,1440x720;720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Meizu,meizu C9 pro,meizuC9pro,2801MB,Phone,Spreadtrum SC9832E,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Meizu,meizu M10,meizuM10,2794MB,Phone,Mediatek MT6757V,720x1600,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Meizu,meizu M8,meizuM8,3729MB,Phone,Mediatek MT6762,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Meizu,meizu M6,meizu_M6,1783MB,Phone,Mediatek MT6750,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
Meizu,meizu note8,meizunote8,3473MB,Phone,Qualcomm SDM632,1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Meizu,meizu note9,meizunote9,3669MB,Phone,Qualcomm SDM675,1080x2244,480,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Memorex,MTAB-07530A,MTAB-07530A,1002MB,Tablet,Allwinner A33,1024x600,160,armeabi;armeabi-v7a,23,"2,0"
Mgt electric,Lumyai,Lumyai,862MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Mgt electric,M2,M2,954MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,27,"2,0"
Mgt electric,Super,Super,862MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Mgt electric,MGT_T4,T4,1024MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
MiTAC,N651,centaur,3591MB,Tablet,Qualcomm SDM450,600x1024,160,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
MiTAC,N635,chiron_pro,3591MB,Tablet,Qualcomm MSM8953,600x1024,160,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
MiTAC,N630,surfing_pro,1835MB,Tablet,Qualcomm SDM450,800x1280,160,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Micromax,Canvas A1,AQ4501_sprout,963-965MB,Phone,Mediatek MT6582,480x854,240,armeabi;armeabi-v7a,19;22;23,"2,0"
Micromax,Canvas A1,AQ4502_sprout,965MB,Phone,Mediatek MT6582,480x854,240,armeabi;armeabi-v7a,22;23,"2,0"
Micromax,B5 Pro,B5_Pro,2916MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,1"
Micromax,Bharat 5,Bharat_5,902MB,Phone,Mediatek MT6737M,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Micromax,Bharat 5 Plus,Bharat_5_Plus,1903MB,Phone,Mediatek MT6737M,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Micromax,Bhart 5 PRO,Bharat_5_Pro,2910MB,Phone,Mediatek MT6737M,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Micromax,Micromax C1,C1,1903MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Micromax,Micromax Canvax 1(2018),C1A,1896MB,Phone,Mediatek MT6737T,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Micromax,Micromax C2A,C2A,1860MB,Phone,Mediatek MT6737T,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Micromax,Micromax C2APLS,C2APlus,2867MB,Phone,Mediatek MT6737T,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Micromax,Evok Note,E453,2918MB,Phone,Mediatek MT6573,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
Micromax,Selfie 3,E460,2852MB,Phone,Qualcomm MSM8940,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,25,"3,2"
Micromax,EVOK DUAL NOTE,E4815,2808MB,Phone,Mediatek MT6750T,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
Micromax,Dual 4,E4816,3594MB,Phone,Qualcomm MSM8940,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
Micromax,Evok Dual Note,E4817,3818MB,Phone,Mediatek MT6750T,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
Micromax,Canvas Infinity Life,HS1,1880MB,Phone,Mediatek MT6737,720x1440,320,armeabi;armeabi-v7a,24,"3,1"
Micromax,Canvas Infinity,HS2,2860MB,Phone,Qualcomm MSM8917,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,25,"3,0"
Micromax,Canvas Infinity Pro,HS3,3612MB,Phone,Qualcomm MSM8937,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,25,"3,2"
Micromax,Micromax Kicka 6,N4120,873MB,Phone,Spreadtrum SC9832E,540x1132,240,armeabi;armeabi-v7a,28,"3,2"
Micromax,Infinity N Series N12,N8301,2826MB,Phone,Mediatek MT6762,720x1500,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Micromax,Ione Note,N8305,2824MB,Phone,Spreadtrum SC9863A,720x1560,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Micromax,Canvas Tab,P681,959MB,Tablet,Mediatek MT8321,800x1280,213,armeabi;armeabi-v7a,23,"2,0"
Micromax,Canvas Tab,P702,1931-1934MB,Tablet,Mediatek MT8735,600x1024,160,arm64-v8a;armeabi;armeabi-v7a,22;23,"3,0"
Micromax,Canvas Tab,P802,1926MB,Tablet,Mediatek MT8735,800x1280,213,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
Micromax,Bolt,Q303,461MB,Phone,Mediatek MT6580,480x800,240,armeabi;armeabi-v7a,23,"2,0"
Micromax,Bolt Prime 3G,Q306,451MB,Phone,Mediatek MT6580M,480x800,240,armeabi;armeabi-v7a,27,"2,0"
Micromax,Canvas Selfie 4,Q349,960MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,23,"2,0"
Micromax,Canvas Spark 2 Plus,Q350,969MB,Phone,Mediatek MT6580,480x854,240,armeabi;armeabi-v7a,23,"2,0"
Micromax,Canvas Fashion 3G,Q3502,904MB,Phone,Spreadtrum SC7731,480x960,240,armeabi;armeabi-v7a,27,"3,2"
Micromax,Q350R,Q350R,960MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,23,"2,0"
Micromax,Bolt Supreme 4,Q352,959MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,23,"2,0"
Micromax,Micromax Q353,Q353,903MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,24,"2,0"
Micromax,Micromax Q353 Plus,Q353P,903MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,24,"2,0"
Micromax,Q354,Q354,966MB,Phone,Mediatek MT6580,480x854,240,armeabi;armeabi-v7a,23,"2,0"
Micromax,Canvas Fire 5,Q386,959MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,23,"2,0"
Micromax,Canvas Juice 6,Q398,960MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,23,"2,0"
Micromax,Vdeo 1,Q4001,926MB,Phone,Spreadtrum SC9832,480x800,240,armeabi;armeabi-v7a,23,"2,0"
Micromax,Spark 4g,Q4002,885MB,Phone,Spreadtrum SC9832E,480x854,240,armeabi;armeabi-v7a,27,"3,2"
Micromax,Bolt Pace,Q402,464MB,Phone,Spreadtrum SC9832,480x800,240,armeabi;armeabi-v7a,23,"2,0"
Micromax,Micromax Q402+,Q402Plus,878MB,Phone,Spreadtrum SC9832,480x800,240,armeabi;armeabi-v7a,24,"2,0"
Micromax,Spark  4G(2017),Q409,917-934MB,Phone,Mediatek MT6735M,480x854,213;240,armeabi;armeabi-v7a,23;24,"3,0;3,1"
Micromax,Spark Go,Q409A,885MB,Phone,Spreadtrum SC9832,480x854,240,armeabi;armeabi-v7a,27,"3,2"
Micromax,Vdeo 2,Q4101_Ru,926MB,Phone,Spreadtrum SC9832,480x854,240,armeabi;armeabi-v7a,23,"2,0"
Micromax,Canvas Spark 4G,Q4201,926MB,Phone,Spreadtrum SC9832,480x854,240,armeabi;armeabi-v7a,23,"2,0"
Micromax,Vdeo 3,Q4202,901MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi;armeabi-v7a,23,"3,0"
Micromax,Bharat 5 Infinity Edition,Q4204,885MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Micromax,Canvas Magnus HD,Q421,900MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Micromax,Vdeo 5,Q4220,916MB,Phone,Spreadtrum SC9832,720x1280,320,armeabi;armeabi-v7a,23,"2,0"
Micromax,Vdeo 4,Q4251,901MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi;armeabi-v7a,23,"3,0"
Micromax,Canvas Mega 2,Q426,913-1936MB,Phone,Spreadtrum SC9832,540x960,240,armeabi;armeabi-v7a,22;23,"2,0"
Micromax,Evok Power,Q4260,1944MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,23,"3,0"
Micromax,Micromax Canvas Music M1,Q4261,2874MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Micromax,Canvas Unite 4,Q427,1942MB,Phone,Mediatek MT6735P,720x1280,320,armeabi;armeabi-v7a,23,"3,0"
Micromax,Canvas 2,Q4310,2899MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Micromax,Micromax Selfie 2,Q4311,2899MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Micromax,Bharat Go,Q437,909-917MB,Phone,Mediatek MT6737M,480x854,240,armeabi;armeabi-v7a,24;27,"3,1"
Micromax,MIcromax Bharat 4,Q440,902-1900MB,Phone,Mediatek MT6737M,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Micromax,Bharat 4,Q440Plus,1918MB,Phone,Mediatek MT6737M,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Micromax,Micromax Spark 4G Prime(2017),Q452,1925MB,Phone,Mediatek MT6737M,480x854,240,armeabi;armeabi-v7a,24,"3,1"
Micromax,Micromax Q454,Q454,1867MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Micromax,Micromax Selfie 2 Note,Q4601,2899MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Micromax,Canvas Space 2+,Q479,1927MB,Phone,Mediatek MT6735P,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
Micromax,Canvas Space 2,Q480,1927MB,Phone,Mediatek MT6735V,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
Micromax,Yunique 2 Plus,YU5012,2934MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Micromax,YU ACE,YU5014,1839MB,Phone,Mediatek MT6739WW,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Micromax,YUNIQUE,YUNIQUE,891MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi;armeabi-v7a,23,"3,0"
Micromax,Yuphoria,YUPHORIA,1890-1912MB,Phone,Qualcomm MSM8916,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,21;22;23,"3,0"
Micromax,YUREKA S,YUREKA2,2882-3596MB,Phone,Qualcomm MSM8939,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,22;23,"3,0;3,1"
Microtech,ETW101GT_EEA,ETW101GT_EEA,2978MB,Tablet,Allwinner A133,800x1280,160,armeabi;armeabi-v7a,29,"3,2"
Microtech,Microtech_e-tab_Style,Microtech_etabStyle,1959MB,Tablet,Mediatek MT8163,1920x1200,240,arm64-v8a;armeabi;armeabi-v7a,27,"3,1"
Microtech,e-tab_Style,e-tab_Style,1953MB,Tablet,Mediatek MT8163,1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,28,"3,1"
Microtech,e-tab_style_rev.3,e-tab_style_REV3,1960MB,Tablet,Mediatek MT8163,1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Microtech,etab_LTE,etab_LTE,3778MB,Tablet,Spreadtrum SC9863A,1200x1920,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Mightier,MT003-19,MT003-19,1883MB,Tablet,Mediatek MT8765A,600x1024,160,armeabi;armeabi-v7a,28,"3,2"
Mightier,MT003-20,MT003-20,1890MB,Tablet,Mediatek MT8765A,600x1024,160,armeabi;armeabi-v7a,28,"3,2"
Mikona,MFHD_BT1067QC16IPS2,MFHD_BT1067QC16IPS2,1948MB,Tablet,Mediatek MT8167D,1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
Mikona,MHDBT10267,MHDBT10267,1947MB,Tablet,Mediatek MT8167A,1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Mikona,MIKONA,MSW_BT767QC8TN,961MB,Tablet,Mediatek MT8167A,600x1024,160,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
Mint,Emerald,Emerald,964MB,Phone,Mediatek MT6580,480x854,240,armeabi;armeabi-v7a,24,"2,0"
Mint,MINT Pandora,MINT_Pandora,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Mint,MINT_Pearl_plus,MINT_Pearl_plus,957MB,Phone,Mediatek MT6580,1280x720,320,armeabi;armeabi-v7a,24,"2,0"
Mint,Mint Fusion,Mint_Fusion,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Mint,Mint Leo,Mint_Leo,451MB,Phone,Mediatek MT6580M,480x800,240,armeabi;armeabi-v7a,27,"2,0"
Mint,Mint Triton,Mint_Triton,958MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,28,"2,0"
Mint,Mint VirGo,Mint_VirGo,451MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,27,"2,0"
Mint,M55LD,Mint_fire,878MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Mint,Pearl_Neo,Pearl_Neo,964MB,Phone,Mediatek MT6580,480x854,240,armeabi;armeabi-v7a,24,"2,0"
Mint,ULTRAMINTT_X5,ULTRAMINTT_X5,3804MB,Phone,Mediatek MT6762,720x1600,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Mintt,A1,A1,853MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Mintt,CoolMinttA3,CoolMinttA3,1896MB,Phone,Mediatek MT6739WA,600x1280,260,armeabi;armeabi-v7a,28,"3,2"
Mintt,CoolMinttA5,CoolMinttA5,2823MB,Phone,Mediatek MT6762,720x1560,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Mintt,CoolMinttBlaze,CoolMinttBlaze,956MB,Phone,Mediatek MT6580M,540x960,240,armeabi;armeabi-v7a,28,"2,0"
Mintt,CoolMinttDUO3,CoolMinttDUO3,2869MB,Phone,Mediatek MT6739WA,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Mintt,CoolMinttM2,CoolMinttM2,1878MB,Phone,Mediatek MT6737H,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,1"
Mintt,CoolMintt_A3,CoolMintt_A3,2906MB,Phone,Mediatek MT6739WW,720x1560,320,armeabi;armeabi-v7a,28,"3,2"
Mintt,Coolmintt P2,Coolmintt_P2,1879MB,Phone,Mediatek MT6739WW,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Mintt,DIGI,DIGI,451MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,27,"2,0"
Mintt,FRESHMINTTA7,FRESHMINTTA7,902MB,Tablet,Mediatek MT8735V,600x1024,160,armeabi;armeabi-v7a,27,"3,1"
Mintt,M1,M1,1862MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Mintt,Mintt_Tab_T1,Mintt_Tab_T1,1896MB,Tablet,Mediatek MT8735,1920x1200,240,armeabi;armeabi-v7a,27,"3,1"
Mintt,ULTRAMINTT A5,ULTRAMINTT_A5,2797MB,Phone,Mediatek MT6762,720x1560,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Mintt,ULTRAMINTT_P3,ULTRAMINTT_P3,2798MB,Phone,Mediatek MT6761,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Mintt,ULTRAMINTT Y3,ULTRAMINTT_Y3,3725-3729MB,Phone,Mediatek MT6771,1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,28;29,"3,2"
Mintt,ULTRAMINTT Y5,ULTRAMINTT_Y5,3729MB,Phone,Mediatek MT6771,1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Mintt,UltraMinttS2,UltraMinttS2,2783MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Mintt,UltraMinttX2,UltraMinttX2,3745MB,Phone,Mediatek MT6750,1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,26,"3,2"
Mintt,Ultramintt R1,Ultramintt_R1,1859MB,Phone,Mediatek MT6737T,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Mio Tab,MI106,MI106,981MB,Tablet,Rockchip RK3126C,1280x800,160,armeabi;armeabi-v7a,27,"2,0"
Mio Tab,MI706,MI706,955MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
Mio Tab,MI86,MI86,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
Mio Tab,MioTab2017,MioTab2017,960MB,Tablet,Mediatek MT8167B,1280x800,160,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
Mio Tab,Mio_Tab_2019,Mio_Tab_2019,976MB,Tablet,Mediatek MT8167B,1024x600,160,armeabi;armeabi-v7a,27,"3,2"
Mione,Mione_Pro,MIONEI,3831MB,Phone,Spreadtrum SC9863A,600x1280,240,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Mione,Mione_PUBG_1,Mione_PUBG_1,3831MB,Phone,Spreadtrum SC9863A,600x1280,240,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Mione,mione_S20,mione_S20,5787MB,Phone,Spreadtrum SC9863A,720x1560,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Miophone,Mio Phone,MioPhone2017,926MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Mirage,62S,62S,964MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,24,"2,0"
Mirage,82S,MI-CH-82S,1885MB,Phone,Spreadtrum SC9832A,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Mito,A10,A10_sprout,965MB,Phone,Mediatek MT6582,480x854,240,armeabi;armeabi-v7a,22;23,"2,0"
Mito,MITO A21,A21,801MB,Phone,Spreadtrum SC9850,480x960,240,armeabi;armeabi-v7a,24,"3,2"
Mito,MITO A39,A39,2958MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Mito,T5091A,MITO_A16,803MB,Phone,Spreadtrum SC9832,480x960,240,armeabi;armeabi-v7a,24,"3,2"
Mito,MITO A17,MITO_A17,877MB,Phone,Spreadtrum SC9832,480x854,240,armeabi;armeabi-v7a,24,"2,0"
Mito,MITO_A19_1GB,MITO_A19_1GB,878MB,Phone,Spreadtrum SC9832,480x854,213,armeabi;armeabi-v7a,24,"2,0"
Mito,MITO_A19_2GB,MITO_A19_2GB,1890MB,Phone,Spreadtrum SC9832,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
