Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Advance,Pr6150,Pr6150,952MB,Tablet,Mediatek MT8321,800x1280,160,armeabi;armeabi-v7a,24,"2,0"
Advance,ADVANCE,SP4871,1910MB,Tablet,Mediatek MT8735B,1280x800,160,armeabi;armeabi-v7a,24,"3,1"
Advance,SP5712,SP5712,3729MB,Tablet,Spreadtrum T618,1920x1200,240,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Advance,Sp5730,Sp5730,1997MB,Tablet,Allwinner A50,800x1280,213,armeabi;armeabi-v7a,28,"2,0"
Advance,TR3947,TR3947,952MB,Tablet,Rockchip RK3326,600x1024,160,armeabi;armeabi-v7a,28,"3,2"
Advance,Tablet_Advance,Tablet_adv_v1,961MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,24,"2,0"
Advance,Tr3946,Tr3946,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi;armeabi-v7a,27,"2,0"
Advance,Tr4986,Tr4986,920MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
Advance,Advance,Tr4995,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi;armeabi-v7a,27,"2,0"
Advantage,I101MTK,I101MTK,1972MB,Tablet,Mediatek MT8321,1280x800,160,armeabi;armeabi-v7a,24,"2,0"
Advantage Air,PIC10GS10,PIC10GS10,1963MB,Tablet,Mediatek MT8167A,800x1280,160,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Advantage Air,PIC10GS8,PIC10GS8,1975MB,Tablet,Mediatek MT8163,800x1280,160,arm64-v8a;armeabi;armeabi-v7a,27,"3,1"
Advantage Air,PIC7GS10-A,PIC7GS10-A,1967MB,Tablet,Mediatek MT8167B,600x1024,160,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Advantage Air,PIC7GS8,PIC7GS8,975MB,Tablet,Mediatek MT8167B,600x1024,160,armeabi;armeabi-v7a,27,"3,2"
Advantage Air,PIC8GS10,PIC8GS10,1963MB,Tablet,Mediatek MT8167A,800x1280,160,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Advantage Air,PIC8GS8,PIC8GS8,1975MB,Phone,Mediatek MT8163,800x1280,240,arm64-v8a;armeabi;armeabi-v7a,27,"3,1"
Aelion,i8,Aelion_i8,1910MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Affix,T737,AFFIX_T737,923MB,Tablet,Mediatek MT8735M,600x1024,160,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
AfriOne,CYGNUS,CYGNUS,2857MB,Phone,Mediatek MT6761,720x1520,320,armeabi;armeabi-v7a,28,"3,2"
AfriOne,CYGNUSX,CYGNUSX,3741MB,Phone,Mediatek MT6762,720x1560,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
AfriOne,ChampionPro,ChampionPro,942MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,27,"2,0"
AfriOne,Gravity Z2,Gravity_Z2,867MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Aikun,EDSTAR LC-TS08A,LC-TS08A,970MB,Tablet,Mediatek MT8127,800x1280,213,armeabi;armeabi-v7a,23,"2,0"
Aikun,EDSTAR LC-TS08S,LC-TS08S,970MB,Tablet,Mediatek MT8127,800x1280,213,armeabi;armeabi-v7a,23,"2,0"
Aimson,7C08S,7C08S,982MB,Tablet,Allwinner A50,1024x600,160,armeabi;armeabi-v7a,27,"2,0"
Aimson,AINOL_Q88X,AINOL_Q88X,982MB,Tablet,Allwinner A50,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
Ainol,7C08X,7C08X,982MB,Tablet,Allwinner A50,1024x600,160,armeabi;armeabi-v7a,27,"2,0"
Ainol,Q88A_EEA,Q88A_EEA,982MB,Tablet,Allwinner A50,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
Airpha,Halo3_Pro,Halo3,1795MB,Phone,Spreadtrum SC9832E,600x1280,240,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Airpha,Halo3_Pro,Halo3_Pro,2823MB,Phone,Spreadtrum SC9863A,720x1560,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Airpha,Halo4 Pro,Halo4_Pro,3830MB,Phone,Mediatek MT6762d,720x1600,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Airpha,Sense2,Sense2,878MB,Phone,Spreadtrum SC9832E,480x854,240,armeabi;armeabi-v7a,28,"3,2"
Airpha,Sense2_Pro,Sense2_Pro,878MB,Phone,Spreadtrum SC9832E,600x1280,280,armeabi;armeabi-v7a,28,"3,2"
Aiuto,AT1001,AT1001,1976MB,Tablet,Mediatek MT8163,800x1280,160,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
Aiuto,AT1002,AT1002,2950MB,Tablet,Mediatek MT8167A,1920x1200,240,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Aiuto,AT701,AT701,972MB,Tablet,Mediatek MT8163,600x1024,160,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
Aiuto,AT702,AT702,1965MB,Tablet,Mediatek MT8167A,600x1024,160,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Aiwa,Z9,AIWA_Z9,926MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Aiwa,Z9 PLUS,AIWA_Z9_PLUS,1927MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Aiwa,AW790,AW790,2861MB,Phone,Mediatek MT6737T,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Aiwa,AWM501,AWM501,953MB,Phone,Mediatek MT6580,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Aiwa,AWM509,AWM509,901MB,Phone,Mediatek MT6739WA,480x960,240,armeabi;armeabi-v7a,27,"3,2"
Aiwa,AWM539,AWM539,894MB,Phone,Mediatek MT6739WW,480x960,240,armeabi;armeabi-v7a,27,"3,2"
Aiwa,AWM561,AWM561,906MB,Phone,Mediatek MT6739WW,480x960,240,armeabi;armeabi-v7a,27,"3,2"
Aiwa,AWM580,AWM580,887MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Aiwa,AWM999,AWM999,1879MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Akai,FZ101,FZ101,954MB,Tablet,Rockchip RK3326,1280x800,160,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Akai,FZ701,FZ701,981MB,Tablet,Rockchip RK3126,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
Akai,FZ702,FZ702,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi;armeabi-v7a,27,"2,0"
Akai,FZ703,FZ703,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
Akai,MD1063,MD1063,922MB,Tablet,Spreadtrum SC7731E,800x1280,213,armeabi;armeabi-v7a,28,"3,2"
Alba,Alba10Nou,Alba10Nou,974MB,Tablet,Mediatek MT8163,800x1280,160,armeabi;armeabi-v7a,27,"3,1"
Alba,Alba10Pie,Alba10Pie,969MB,Tablet,Mediatek MT8163,1280x800,160,armeabi;armeabi-v7a,28,"3,1"
Alba,Alba7Nou,Alba7Nou,980MB,Tablet,Mediatek MT8163,600x1024,160,armeabi;armeabi-v7a,27,"3,1"
Alba,Alba7Pie,Alba7Pie,976MB,Tablet,Mediatek MT8163,600x1024,160,armeabi;armeabi-v7a,28,"3,1"
Alba,Alba8Nou,Alba8Nou,974MB,Tablet,Mediatek MT8163,800x1280,213,armeabi;armeabi-v7a,27,"3,1"
Alba,Alba_8in,Alba_8in,968MB,Tablet,Mediatek MT8163,800x1280,213,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Alba,Alba 4G Plus,ac57crs,876MB,Phone,Spreadtrum SC9832,720x1440,280,armeabi;armeabi-v7a,24,"2,0"
Alba,Alba 6,ac60crs,1814MB,Phone,Spreadtrum SC9850,720x1440,280,armeabi;armeabi-v7a,24,"3,2"
Alba,ALBA 7 TABLET,ac70plv6,972MB,Tablet,Mediatek MT8163,600x1024,160,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Alco,Alco S9,Alco_S9,3757MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Alco,RCT6613W23PG,RCT6613W23PG,1970MB,Tablet,Mediatek MT8163,1366x768,160,arm64-v8a;armeabi;armeabi-v7a,28,"3,1"
Alco,Voyager Pro,RCT6873W42BMF8KC,980MB,Tablet,Mediatek MT8167B,1024x600,160,armeabi;armeabi-v7a,27,"3,2"
Alcor,Alcor,Access_Q784C,951MB,Tablet,Mediatek MT8321,1024x600,160,armeabi;armeabi-v7a,24,"2,0"
Alcor,Comet_O118LR,Comet_O118LR,1860MB,Tablet,Mediatek MT6753,1920x1200,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,1"
Aldo Mobile,T10S,T10S,1819MB,Tablet,Spreadtrum SC9863A,1280x800,160,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Aldo Mobile,T7Q-4G,T7Q-4G,1819MB,Phone,Spreadtrum SC9863A,600x1024,213,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Aldo Mobile,T8S,T8S,1819MB,Tablet,Spreadtrum SC9863A,800x1280,213,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Aligator,S5065,ALIGATORS5065,904MB,Phone,Mediatek MT6580,480x854,240,armeabi;armeabi-v7a,24,"2,0"
Aligator,ALIGATOR_RX710_EEA,ALIGATOR_RX710,2870MB,Phone,Mediatek MT6739CH,720x1440,320,armeabi;armeabi-v7a,28,"3,2"
Aligator,ALIGATOR RX800,ALIGATOR_RX800,3742MB,Phone,Mediatek MT6580,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Aligator,ALIGATOR S5070,ALIGATOR_S5070,953MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Aligator,ALIGATOR S5520,ALIGATOR_S5520,954MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Aligator,ALIGATOR S5540,ALIGATOR_S5540,1888MB,Phone,Mediatek MT6739WW,480x960,240,armeabi;armeabi-v7a,28,"3,2"
Aligator,ALIGATOR S6000,ALIGATOR_S6000,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Aligator,ALIGATOR S6500,ALIGATOR_S6500,1910MB,Phone,Mediatek MT6737,540x1200,240,armeabi;armeabi-v7a,29,"3,1"
Aligator,Aligator S5066,Aligator_S5066,958MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,27,"2,0"
Aligator,RX460,RX460,963MB,Phone,Mediatek MT6580,540x960,240,armeabi;armeabi-v7a,24,"2,0"
Aligator,RX600,RX600,1831MB,Phone,Mediatek MT6739WW,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Aligator,RX700,RX700,2875MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Aligator,S4090,S4090,945MB,Phone,Mediatek MT6580M,480x800,240,armeabi;armeabi-v7a,27,"2,0"
Aligator,S5710,S5710,1865MB,Phone,Mediatek MT6739WA,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
AllCall,AllCall_Madrid,AllCall_Madrid,953MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
AllCall,AllCall_S1,AllCall_S1,1932MB,Phone,Mediatek MT6580,640x1280,320,armeabi;armeabi-v7a,27,"2,0"
AllCall,AllCall_S1_X,AllCall_S1_X,1939MB,Phone,Mediatek MT6580,480x960,240,armeabi;armeabi-v7a,27,"2,0"
AllCall,MIX2,MIX2,6144MB,Phone,Mediatek MT6737,1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,25,"3,2"
AllCall,Rio_X,Rio_X,953MB,Phone,Mediatek MT6580,480x960,240,armeabi;armeabi-v7a,27,"2,0"
AllCall,S10,S10,3853MB,Phone,Mediatek MT6763,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
AllCall,S5500,S5500,1939MB,Phone,Mediatek MT6580,480x960,240,armeabi;armeabi-v7a,27,"2,0"
AllView,A10 Lite,A10_Lite,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,27,"2,0"
AllView,A10 Lite 2019,A10_Lite_2019,957MB,Phone,Mediatek MT6580,480x960,240,armeabi;armeabi-v7a,27,"2,0"
AllView,A10 Lite 2GB,A10_Lite_2GB,1970MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,27,"2,0"
AllView,A10 Max,A10_Max,928MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,28,"2,0"
AllView,A10 Plus,A10_Plus,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,27,"2,0"
AllView,A20 Lite,A20_Lite,943MB,Phone,Mediatek MT6580,480x960,240,armeabi;armeabi-v7a,29,"2,0"
AllView,A20 Max,A20_Max,924MB,Phone,Mediatek MT6580,480x1014,213,armeabi;armeabi-v7a,29,"2,0"
AllView,A5 Ready,A5_Ready,967-968MB,Phone,Mediatek MT6580,480x800,240,armeabi;armeabi-v7a,22;23,"2,0"
AllView,A8 Lite TM,A8_Lite,964MB,Phone,Mediatek MT6580,480x854,240,armeabi;armeabi-v7a,24,"2,0"
AllView,A9 Lite,A9_Lite,964MB,Phone,Mediatek MT6580,480x854,240,armeabi;armeabi-v7a,24,"2,0"
AllView,A9  Plus,A9_Plus,898MB,Phone,Mediatek MT6580,480x960,240,armeabi;armeabi-v7a,27,"2,0"
AllView,AX501Q,AX501Q,961-965MB,Phone,Mediatek MT8321,600x1024,160;213,armeabi;armeabi-v7a,22;24,"2,0"
AllView,AX502,AX502,957MB,Tablet,Mediatek MT8321,1024x600,160,armeabi;armeabi-v7a,24,"2,0"
AllView,AX503,AX503,920MB,Phone,Mediatek MT8321,600x1024,240,armeabi;armeabi-v7a,27,"2,0"
AllView,E3 Jump,E3_Jump,1951MB,Phone,Mediatek MT6735,480x854,240,armeabi;armeabi-v7a,23,"3,0"
AllView,P10 Life,P10_Life,1890MB,Phone,Mediatek MT6739WW,480x960,240,armeabi;armeabi-v7a,27,"3,2"
AllView,P10 Max,P10_Max,882MB,Phone,Mediatek MT6739CH,480x960,240,armeabi;armeabi-v7a,27,"3,2"
AllView,P10 Mini,P10_Mini,900MB,Phone,Mediatek MT6739WA,720x1280,320,armeabi;armeabi-v7a,27,"3,2"
AllView,P10 Pro,P10_Pro,2890MB,Phone,Mediatek MT6739CH,1440x720,320,armeabi;armeabi-v7a,27,"3,2"
AllView,P10_Style,P10_Style,882MB,Phone,Mediatek MT6739CH,480x960,240,armeabi;armeabi-v7a,27,"3,2"
AllView,P41 eMagic,P41_eMagic,901-967MB,Phone,Mediatek MT6580,480x800,240,armeabi;armeabi-v7a,23;24,"2,0"
AllView,P42,P42,462MB,Phone,Mediatek MT6570,480x800,240,armeabi;armeabi-v7a,23,"2,0"
AllView,P43 Easy,P43_Easy,963MB,Phone,Mediatek MT8321,480x800,240,armeabi;armeabi-v7a,24,"2,0"
AllView,P4 Pro,P4_Pro,866MB,Phone,Mediatek MT6737,768x1280,360,armeabi;armeabi-v7a,24,"3,1"
AllView,P4 Quad,P4_Quad,866MB,Phone,Mediatek MT6737,768x1280,360,armeabi;armeabi-v7a,24,"3,1"
AllView,P5 Lite,P5_Lite,925MB,Phone,Mediatek MT6735,480x854,240,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
AllView,P6 Energy Lite,P6_Energy_Lite,925MB,Phone,Mediatek MT6753,480x854,213,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
AllView,P6 Energy mini,P6_Energy_mini,926MB,Phone,Mediatek MT6737,480x854,213,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
AllView,P6 Pro,P6_Pro,918-920MB,Phone,Mediatek MT6735M,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,22;23,"3,0"
AllView,P6 Lite,P6_lite,967-968MB,Phone,Mediatek MT6580,480x854,213,armeabi;armeabi-v7a,22;23,"2,0"
AllView,P6  Plus,P6_plus,1983MB,Phone,Mediatek MT6580,480x854,213,armeabi;armeabi-v7a,23,"2,0"
AllView,P7 Lite,P7_Lite,909MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
AllView,P7 PRO_TM,P7_PRO,1915MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
AllView,P8 Energy mini,P8_Energy_mini,1975-1976MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,22;23,"2,0"
AllView,P8 Life,P8_Life,1943MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,23,"3,0"
AllView,P8 Pro,P8_PRO,1839MB,Phone,Mediatek MT6737,1920x1080,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
AllView,P8 eMagic,P8_eMagic,1927MB,Phone,Mediatek MT6735V,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23;24,"3,0;3,1"
AllView,P9 Energy,P9_Energy,3824MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
AllView,P9 Energy Lite,P9_Energy_Lite,2889MB,Phone,Mediatek MT6750,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
AllView,P9 Energy Lite 2017,P9_Energy_Lite_2017,2932MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
AllView,P9 Energy S,P9_Energy_S,2857MB,Phone,Mediatek MT6573,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
AllView,P9 Energy Mini,P9_Energy_mini,2922MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
AllView,P9 Life,P9_Life,1864MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
AllView,V2 Viper S,V2_Viper_S,2893-2916MB,Phone,Mediatek MT6753,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23;24,"3,0;3,1"
AllView,V2 Viper X,V2_Viper_X,1414-1416MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,22;23,"3,0"
AllView,V2 Viper X plus,V2_Viper_X_plus,2933-2935MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,22;23,"3,0"
AllView,V2 Viper Xe,V2_Viper_Xe,2921MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
AllView,V3 Viper,V3_Viper,2868MB,Phone,Mediatek MT6737,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,26,"3,1"
AllView,V4 Viper,V4_Viper,2048MB,Phone,Mediatek MT6761,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
AllView,V4 Viper PRO,V4_Viper_PRO,1893MB,Phone,Mediatek MT6739CH,640x1352,240,armeabi;armeabi-v7a,28,"3,2"
AllView,Viva 1001G,Viva_1001G,964MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,23,"2,0"
AllView,Viva 1003G,Viva_1003G,1929MB,Tablet,Mediatek MT6580,1280x800,160,armeabi;armeabi-v7a,28,"2,0"
AllView,Viva 1003G Lite,Viva_1003G_Lite,915MB,Tablet,Mediatek MT8321,1280x800,213,armeabi;armeabi-v7a,27,"2,0"
AllView,Viva 803G,Viva_803G,915MB,Phone,Mediatek MT8321,800x1280,240,armeabi;armeabi-v7a,28,"2,0"
AllView,Viva C703,Viva_C703,982MB,Tablet,Allwinner A50,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
AllView,Viva H1001 LTE,Viva_H1001_LTE,901-920MB,Tablet,Mediatek MT6735P,800x1280,213,armeabi;armeabi-v7a,22;24,"3,0;3,1"
AllView,Viva H1002 LTE,Viva_H1002_LTE,2907MB,Tablet,Mediatek MT8735,1280x800,213,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
AllView,Viva  H1003 LTE,Viva_H1003_LTE,1874MB,Tablet,Mediatek MT6739CH,800x1280,213,armeabi;armeabi-v7a,29,"3,2"
AllView,Viva_H701_LTE,Viva_H701_LTE,925-931MB,Phone,Mediatek MT8735,600x1024,160;213,armeabi;armeabi-v7a,22;24,"3,0;3,1"
AllView,Viva H801 LTE,Viva_H801_LTE,917-926MB,Tablet,Mediatek MT8735,1280x800,213,armeabi;armeabi-v7a,23;24,"3,0;3,1"
AllView,Viva H802 LTE,Viva_H802_LTE,1900MB,Tablet,Mediatek MT8735,1280x800;800x1280,213,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
AllView,Viva Home,Viva_Home,1957MB,Tablet,Mediatek MT8163,1920x1080,240,arm64-v8a;armeabi;armeabi-v7a,28,"3,1"
AllView,X3 Soul Lite,X3_Soul_Lite,2933MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
AllView,X3 Soul Plus,X3_Soul_PLUS,3811MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
AllView, X3 Soul Pro,X3_Soul_PRO,3811MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
AllView,X3 Soul Style,X3_Soul_Style,2878-2917MB,Phone,Mediatek MT6753,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23;24,"3,0;3,1"
AllView,X4 Soul,X4_Soul,3768MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
AllView,X4 Soul Infinity L,X4_Soul_Infinity_L,1864MB,Phone,Mediatek MT6737,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
AllView,X4 Soul Infinity L,X4_Soul_Infinity_LV,1849MB,Phone,Mediatek MT6737,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
AllView,X4 Soul Infinity N,X4_Soul_Infinity_N,3832MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
AllView,X4 Soul Infinity N,X4_Soul_Infinity_NV,3766MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
AllView,X4 Soul Infinity S,X4_Soul_Infinity_S,2822MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
AllView,X4 Soul Infinity SV,X4_Soul_Infinity_SV,2816MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
AllView,X4 Soul Infinity Z,X4_Soul_Infinity_Z,3832MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
AllView,X4 Soul Infinity Z,X4_Soul_Infinity_ZV,3826MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
AllView,X4 Soul Lite,X4_Soul_Lite,3817MB,Phone,Mediatek MT6570,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
AllView,X4 Soul Mini,X4_Soul_Mini,2874MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
AllView,X4 Soul Mini S,X4_Soul_Mini_S,927MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
AllView,X4 Soul Infinity Plus,X4_Soul_Plus,5871MB,Phone,Mediatek MT6757V,1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,25,"3,2"
AllView,X4 Soul Style,X4_Soul_Style,3804MB,Phone,Mediatek MT6755,1920x1080,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
AllView,X4 Soul Vision,X4_Soul_Vision,2808MB,Phone,Mediatek MT6750,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
AllView,X4 Soul Xtreme,X4_Soul_Xtreme,3851MB,Phone,Mediatek MT6757,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
AllView,X5_Soul,X5_Soul,3772MB,Phone,Mediatek MT6737,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
AllView,X5 Soul Mini,X5_Soul_Mini,1878MB,Phone,Mediatek MT6739CH,720x1498,320,armeabi;armeabi-v7a,27,"3,2"
AllView,X5 Soul Pro,X5_Soul_Pro,3765MB,Phone,Mediatek MT6771,1080x2246,480,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
AllView,X5_Soul_Style,X5_Soul_Style,2828MB,Phone,Mediatek MT6762,1500x720,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
AllView,X6 Soul Xtreme,X6_Soul_Xtreme,3718MB,Phone,Mediatek MT6771,1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
AllView,X6 Soul mini,X6_Soul_mini,1821MB,Phone,Mediatek MT6765,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
AllView,X7_Soul_Pro_EEA,X7_Soul_Pro,3748MB,Phone,Qualcomm SDM630,1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
AllView,X7 Soul Style,X7_Soul_Style,3847MB,Phone,Mediatek MT6763,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Alldocube,T1001,T1001,1860MB,Tablet,Mediatek MT6753,1920x1200,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,1"
Alldocube,T701,T701,1796MB,Phone,Spreadtrum SC9832E,720x1280,240,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Alldocube,T701_X,T701_X,1906MB,Phone,Spreadtrum SC9832E,720x1280,300,armeabi;armeabi-v7a,29,"3,2"
Alldocube,T806,T806,1935MB,Tablet,Mediatek MT8321,800x1280,160,armeabi;armeabi-v7a,28,"2,0"
Alldocube,T806ME,T806ME,1935MB,Tablet,Mediatek MT8321,800x1280,160,armeabi;armeabi-v7a,28,"2,0"
Alldocube,iPlay 8 Pro,T806MH,1935MB,Tablet,Mediatek MT8321,800x1280,160,armeabi;armeabi-v7a,28,"2,0"
Alldocube,iPlay 8 Pro,T806MHE,1935MB,Tablet,Mediatek MT8321,1280x800,160,armeabi;armeabi-v7a,28,"2,0"
Alldocube,U1005,U1005,3921MB,Tablet,Mediatek MT8176A,1600x2560,240,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Alldocube,U1005E,U1005E,3921MB,Tablet,Mediatek MT8176A,2560x1600,240,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Alldocube,U1006,U1006,2958MB,Tablet,Mediatek MT8163,1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,28,"3,1"
Alldocube,U1006E,U1006E,2958MB,Tablet,Mediatek MT8163,1920x1200,240,arm64-v8a;armeabi;armeabi-v7a,28,"3,1"
Alldocube,U1006H,U1006H,2958MB,Tablet,Mediatek MT8163,1920x1200,240,arm64-v8a;armeabi;armeabi-v7a,28,"3,1"
