TheISOYearWeek,TheDate,st_test_PCR,st_test_HAGT,st_potrjenih_primerov
2023-50,2023-12-14,269,548,195
2023-50,2023-12-15,317,610,169
2023-50,2023-12-16,141,219,98
2023-50,2023-12-17,124,209,71
2023-51,2023-12-18,326,649,188
2023-51,2023-12-19,275,657,151
2023-51,2023-12-20,275,567,134
2023-51,2023-12-21,268,516,115
2023-51,2023-12-22,300,427,128
2023-51,2023-12-23,152,237,75
2023-51,2023-12-24,150,204,68
2023-52,2023-12-25,156,235,81
2023-52,2023-12-26,196,274,66
2023-52,2023-12-27,331,607,157
2023-52,2023-12-28,255,489,129
2023-52,2023-12-29,252,511,106
2023-52,2023-12-30,135,235,57
2023-52,2023-12-31,130,203,52
2024-01,2024-01-01,136,214,42
2024-01,2024-01-02,176,329,57
2024-01,2024-01-03,391,680,102
2024-01,2024-01-04,312,553,92
2024-01,2024-01-05,322,584,75
2024-01,2024-01-06,171,226,47
2024-01,2024-01-07,188,170,38
2024-02,2024-01-08,300,584,59
2024-02,2024-01-09,280,441,60
2024-02,2024-01-10,270,502,42
2024-02,2024-01-11,268,408,44
2024-02,2024-01-12,290,434,30
2024-02,2024-01-13,121,158,12
2024-02,2024-01-14,165,188,21
2024-03,2024-01-15,314,483,39
2024-03,2024-01-16,325,404,47
2024-03,2024-01-17,284,417,32
2024-03,2024-01-18,331,393,32
2024-03,2024-01-19,352,325,20
2024-03,2024-01-20,165,114,7
2024-03,2024-01-21,170,185,12
2024-04,2024-01-22,387,453,30
2024-04,2024-01-23,306,398,28
2024-04,2024-01-24,344,408,27
2024-04,2024-01-25,329,353,23
2024-04,2024-01-26,357,362,23
2024-04,2024-01-27,180,152,8
2024-04,2024-01-28,167,151,6
2024-05,2024-01-29,370,440,21
2024-05,2024-01-30,347,348,15
2024-05,2024-01-31,359,411,15
2024-05,2024-02-01,368,287,10
2024-05,2024-02-02,349,328,10
2024-05,2024-02-03,183,121,3
2024-05,2024-02-04,195,146,8
2024-06,2024-02-05,447,440,24
2024-06,2024-02-06,417,357,19
2024-06,2024-02-07,0,0,15
2024-06,2024-02-08,214,138,14
2024-06,2024-02-09,422,292,15
2024-06,2024-02-10,207,118,2
2024-06,2024-02-11,191,99,5
2024-07,2024-02-12,435,369,13
2024-07,2024-02-13,347,333,11
2024-07,2024-02-14,364,352,6
2024-07,2024-02-15,318,194,10
2024-07,2024-02-16,327,260,11
2024-07,2024-02-17,160,81,5
2024-07,2024-02-18,150,92,3
2024-08,2024-02-19,297,331,7
2024-08,2024-02-20,290,262,12
2024-08,2024-02-21,265,281,7
2024-08,2024-02-22,263,208,8
2024-08,2024-02-23,305,254,8
2024-08,2024-02-24,169,84,4
2024-08,2024-02-25,137,75,2
2024-09,2024-02-26,322,320,4
2024-09,2024-02-27,257,258,5
2024-09,2024-02-28,249,224,6
2024-09,2024-02-29,237,237,4
2024-09,2024-03-01,237,172,1
2024-09,2024-03-02,121,46,2
2024-09,2024-03-03,112,76,0
2024-10,2024-03-04,247,288,5
2024-10,2024-03-05,249,226,6
2024-10,2024-03-06,217,219,4
2024-10,2024-03-07,249,194,5
2024-10,2024-03-08,179,208,2
2024-10,2024-03-09,126,62,5
2024-10,2024-03-10,113,81,3
2024-11,2024-03-11,249,274,5
2024-11,2024-03-12,242,224,3
2024-11,2024-03-13,234,233,2
2024-11,2024-03-14,216,198,1
2024-11,2024-03-15,198,171,2
2024-11,2024-03-16,102,52,1
2024-11,2024-03-17,74,43,0
2024-12,2024-03-18,220,215,1
2024-12,2024-03-19,189,258,3
2024-12,2024-03-20,201,176,2
2024-12,2024-03-21,185,167,0
2024-12,2024-03-22,166,136,3
2024-12,2024-03-23,107,42,1
2024-12,2024-03-24,84,52,4
2024-13,2024-03-25,223,199,4
2024-13,2024-03-26,158,262,3
2024-13,2024-03-27,204,184,2
2024-13,2024-03-28,180,156,1
2024-13,2024-03-29,212,115,2
2024-13,2024-03-30,100,55,1
2024-13,2024-03-31,95,56,1
2024-14,2024-04-01,111,66,1
2024-14,2024-04-02,199,232,4
2024-14,2024-04-03,174,182,4
2024-14,2024-04-04,180,127,2
2024-14,2024-04-05,176,93,2
2024-14,2024-04-06,95,36,0
2024-14,2024-04-07,103,46,0
2024-15,2024-04-08,195,178,2
2024-15,2024-04-09,180,202,1
2024-15,2024-04-10,168,122,1
2024-15,2024-04-11,163,143,2
2024-15,2024-04-12,148,90,1
2024-15,2024-04-13,83,54,1
2024-15,2024-04-14,64,46,1
2024-16,2024-04-15,186,170,2
2024-16,2024-04-16,167,232,0
2024-16,2024-04-17,153,114,0
2024-16,2024-04-18,143,133,2
2024-16,2024-04-19,150,104,1
2024-16,2024-04-20,74,31,0
2024-16,2024-04-21,63,44,0
2024-17,2024-04-22,157,129,1
2024-17,2024-04-23,117,118,1
2024-17,2024-04-24,138,137,1
2024-17,2024-04-25,145,109,2
2024-17,2024-04-26,153,71,2
2024-17,2024-04-27,70,11,0
2024-17,2024-04-28,58,20,0
2024-18,2024-04-29,145,107,3
2024-18,2024-04-30,145,68,1
2024-18,2024-05-01,84,18,0
2024-18,2024-05-02,79,20,0
2024-18,2024-05-03,123,74,4
2024-18,2024-05-04,76,39,0
2024-18,2024-05-05,86,39,0
2024-19,2024-05-06,140,129,1
2024-19,2024-05-07,138,84,2
2024-19,2024-05-08,130,79,0
2024-19,2024-05-09,130,91,4
2024-19,2024-05-10,136,28,0
2024-19,2024-05-11,62,17,4
2024-19,2024-05-12,70,19,4
2024-20,2024-05-13,134,115,4
2024-20,2024-05-14,131,67,1
2024-20,2024-05-15,130,99,2
2024-20,2024-05-16,123,49,1
2024-20,2024-05-17,106,70,0
2024-20,2024-05-18,64,9,2
2024-20,2024-05-19,58,23,1
2024-21,2024-05-20,157,91,9
2024-21,2024-05-21,132,57,5
2024-21,2024-05-22,137,83,6
2024-21,2024-05-23,119,69,4
2024-21,2024-05-24,99,69,3
2024-21,2024-05-25,65,8,1
2024-21,2024-05-26,52,12,1
2024-22,2024-05-27,146,85,2
2024-22,2024-05-28,149,45,6
2024-22,2024-05-29,115,62,4
2024-22,2024-05-30,117,79,5
2024-22,2024-05-31,110,41,2
2024-22,2024-06-01,72,12,2
2024-22,2024-06-02,62,24,2
2024-23,2024-06-03,131,94,3
2024-23,2024-06-04,122,58,4
2024-23,2024-06-05,108,52,4
2024-23,2024-06-06,118,74,2
2024-23,2024-06-07,130,28,9
2024-23,2024-06-08,47,16,1
2024-23,2024-06-09,66,11,0
2024-24,2024-06-10,144,67,7
2024-24,2024-06-11,123,53,5
2024-24,2024-06-12,148,53,5
2024-24,2024-06-13,104,81,7
2024-24,2024-06-14,125,39,5
2024-24,2024-06-15,68,14,4
2024-24,2024-06-16,50,25,0
2024-25,2024-06-17,125,69,7
2024-25,2024-06-18,107,47,9
2024-25,2024-06-19,135,44,7
2024-25,2024-06-20,117,58,4
2024-25,2024-06-21,116,36,9
2024-25,2024-06-22,63,6,4
2024-25,2024-06-23,54,10,1
2024-26,2024-06-24,120,48,4
2024-26,2024-06-25,53,12,0
2024-26,2024-06-26,110,31,3
2024-26,2024-06-27,125,55,5
2024-26,2024-06-28,84,14,4
2024-26,2024-06-29,81,11,5
2024-26,2024-06-30,53,6,2
2024-27,2024-07-01,130,45,9
2024-27,2024-07-02,107,26,4
2024-27,2024-07-03,117,23,7
2024-27,2024-07-04,107,74,10
2024-27,2024-07-05,121,58,17
2024-27,2024-07-06,81,14,5
2024-27,2024-07-07,58,15,4
2024-28,2024-07-08,111,71,15
2024-28,2024-07-09,130,51,16
2024-28,2024-07-10,103,41,15
2024-28,2024-07-11,111,71,9
2024-28,2024-07-12,99,39,7
2024-28,2024-07-13,78,21,10
2024-28,2024-07-14,68,37,11
2024-29,2024-07-15,121,88,21
2024-29,2024-07-16,103,57,8
2024-29,2024-07-17,142,58,17
2024-29,2024-07-18,137,84,22
2024-29,2024-07-19,103,46,18
2024-29,2024-07-20,75,25,8
2024-29,2024-07-21,62,17,7
2024-30,2024-07-22,159,87,25
2024-30,2024-07-23,112,52,14
2024-30,2024-07-24,141,89,25
2024-30,2024-07-25,136,74,11
2024-30,2024-07-26,131,52,20
2024-30,2024-07-27,81,28,10
2024-30,2024-07-28,65,21,9
2024-31,2024-07-29,145,88,29
2024-31,2024-07-30,113,96,29
2024-31,2024-07-31,151,99,31
2024-31,2024-08-01,127,115,25
2024-31,2024-08-02,139,67,16
2024-31,2024-08-03,79,36,14
2024-31,2024-08-04,79,43,13
2024-32,2024-08-05,125,92,22
2024-32,2024-08-06,144,83,31
2024-32,2024-08-07,116,102,34
2024-32,2024-08-08,116,96,28
2024-32,2024-08-09,147,78,24
2024-32,2024-08-10,76,31,9
2024-32,2024-08-11,81,41,12
2024-33,2024-08-12,171,139,46
2024-33,2024-08-13,155,82,27
2024-33,2024-08-14,137,75,31
2024-33,2024-08-15,88,57,23
2024-33,2024-08-16,139,120,30
2024-33,2024-08-17,110,72,24
2024-33,2024-08-18,94,49,22
2024-34,2024-08-19,166,156,32
2024-34,2024-08-20,140,123,27
2024-34,2024-08-21,133,130,41
2024-34,2024-08-22,147,132,38
2024-34,2024-08-23,181,120,47
2024-34,2024-08-24,87,60,25
2024-34,2024-08-25,79,84,31
2024-35,2024-08-26,194,214,51
2024-35,2024-08-27,161,144,40
2024-35,2024-08-28,170,147,46
2024-35,2024-08-29,134,177,38
2024-35,2024-08-30,152,136,44
2024-35,2024-08-31,76,59,18
2024-35,2024-09-01,82,69,21
2024-36,2024-09-02,187,192,49
2024-36,2024-09-03,151,148,35
2024-36,2024-09-04,150,158,40
2024-36,2024-09-05,150,167,45
2024-36,2024-09-06,144,130,37
2024-36,2024-09-07,92,68,25
2024-36,2024-09-08,96,79,25
2024-37,2024-09-09,200,242,78
2024-37,2024-09-10,181,153,39
2024-37,2024-09-11,176,150,33
2024-37,2024-09-12,181,196,41
2024-37,2024-09-13,189,136,41
2024-37,2024-09-14,107,65,30
2024-37,2024-09-15,95,53,21
2024-38,2024-09-16,196,207,65
2024-38,2024-09-17,196,189,57
2024-38,2024-09-18,208,184,74
2024-38,2024-09-19,173,219,62
2024-38,2024-09-20,232,182,66
2024-38,2024-09-21,115,84,45
2024-38,2024-09-22,125,79,22
2024-39,2024-09-23,244,295,78
2024-39,2024-09-24,226,228,72
2024-39,2024-09-25,208,213,58
2024-39,2024-09-26,202,261,65
2024-39,2024-09-27,190,203,55
2024-39,2024-09-28,93,92,34
2024-39,2024-09-29,106,64,21
2024-40,2024-09-30,172,250,59
2024-40,2024-10-01,210,201,48
2024-40,2024-10-02,220,204,63
2024-40,2024-10-03,169,213,51
2024-40,2024-10-04,209,207,61
2024-40,2024-10-05,120,75,32
2024-40,2024-10-06,90,102,16
2024-41,2024-10-07,222,254,64
2024-41,2024-10-08,217,266,66
2024-41,2024-10-09,223,234,70
2024-41,2024-10-10,198,219,55
2024-41,2024-10-11,217,164,40
2024-41,2024-10-12,103,65,33
2024-41,2024-10-13,91,91,25
2024-42,2024-10-14,214,247,52
2024-42,2024-10-15,222,215,51
2024-42,2024-10-16,214,172,34
2024-42,2024-10-17,195,199,31
2024-42,2024-10-18,223,145,41
2024-42,2024-10-19,91,56,17
2024-42,2024-10-20,100,67,15
2024-43,2024-10-21,231,224,47
2024-43,2024-10-22,202,141,33
2024-43,2024-10-23,197,148,31
2024-43,2024-10-24,216,204,32
2024-43,2024-10-25,213,137,28
2024-43,2024-10-26,116,61,25
2024-43,2024-10-27,106,78,11
2024-44,2024-10-28,211,173,27
2024-44,2024-10-29,202,129,35
2024-44,2024-10-30,159,142,25
2024-44,2024-10-31,100,57,12
2024-44,2024-11-01,96,43,13
2024-44,2024-11-02,118,51,9
2024-44,2024-11-03,117,56,14
2024-45,2024-11-04,220,205,24
2024-45,2024-11-05,195,163,21
2024-45,2024-11-06,139,143,17
2024-45,2024-11-07,199,176,18
2024-45,2024-11-08,164,112,17
2024-45,2024-11-09,119,57,9
2024-45,2024-11-10,97,43,8
2024-46,2024-11-11,209,184,25
2024-46,2024-11-12,176,135,10
2024-46,2024-11-13,184,145,25
2024-46,2024-11-14,174,148,28
2024-46,2024-11-15,188,97,23
2024-46,2024-11-16,84,31,5
2024-46,2024-11-17,103,35,7
2024-47,2024-11-18,249,169,27
2024-47,2024-11-19,183,143,34
2024-47,2024-11-20,199,149,21
2024-47,2024-11-21,242,159,19
2024-47,2024-11-22,233,157,31
2024-47,2024-11-23,105,54,14
2024-47,2024-11-24,90,45,15
2024-48,2024-11-25,265,182,45
2024-48,2024-11-26,208,158,27
2024-48,2024-11-27,197,169,21
2024-48,2024-11-28,192,184,38
2024-48,2024-11-29,191,120,33
2024-48,2024-11-30,115,43,10
2024-48,2024-12-01,113,58,15
2024-49,2024-12-02,243,233,41
2024-49,2024-12-03,195,166,29
2024-49,2024-12-04,198,155,21
2024-49,2024-12-05,231,198,26
2024-49,2024-12-06,189,129,30
2024-49,2024-12-07,110,47,12
2024-49,2024-12-08,125,67,17
2024-50,2024-12-09,249,192,26
2024-50,2024-12-10,216,137,39
2024-50,2024-12-11,213,145,25
2024-50,2024-12-12,231,174,34
2024-50,2024-12-13,209,114,21
2024-50,2024-12-14,121,40,12
2024-50,2024-12-15,84,54,13
2024-51,2024-12-16,271,182,26
2024-51,2024-12-17,223,135,30
2024-51,2024-12-18,209,111,20
2024-51,2024-12-19,215,178,23
2024-51,2024-12-20,236,103,21
2024-51,2024-12-21,131,43,14
2024-51,2024-12-22,135,42,10
2024-52,2024-12-23,289,172,21
2024-52,2024-12-24,218,112,23
2024-52,2024-12-25,113,65,9
2024-52,2024-12-26,140,44,15
2024-52,2024-12-27,251,140,25
2024-52,2024-12-28,156,59,8
2024-52,2024-12-29,130,51,7
2025-01,2024-12-30,306,163,23
2025-01,2024-12-31,243,112,27
2025-01,2025-01-01,158,68,7
2025-01,2025-01-02,187,59,15
2025-01,2025-01-03,380,150,32
2025-01,2025-01-04,177,62,10
2025-01,2025-01-05,154,82,13
2025-02,2025-01-06,383,197,19
2025-02,2025-01-07,366,153,14
2025-02,2025-01-08,321,146,11
2025-02,2025-01-09,354,156,20
2025-02,2025-01-10,333,132,18
2025-02,2025-01-11,144,39,7
2025-02,2025-01-12,135,49,4
2025-03,2025-01-13,304,213,19
2025-03,2025-01-14,285,119,16
2025-03,2025-01-15,273,167,14
2025-03,2025-01-16,273,142,10
2025-03,2025-01-17,270,161,19
2025-03,2025-01-18,123,56,6
2025-03,2025-01-19,152,35,9
2025-04,2025-01-20,315,188,13
2025-04,2025-01-21,304,154,9
2025-04,2025-01-22,285,138,14
2025-04,2025-01-23,318,203,15
2025-04,2025-01-24,282,114,13
2025-04,2025-01-25,140,49,3
2025-04,2025-01-26,156,63,12
2025-05,2025-01-27,300,198,11
2025-05,2025-01-28,289,98,16
2025-05,2025-01-29,294,130,3
2025-05,2025-01-30,237,148,9
2025-05,2025-01-31,279,91,3
2025-05,2025-02-01,160,56,1
2025-05,2025-02-02,125,36,5
2025-06,2025-02-03,295,146,8
2025-06,2025-02-04,287,88,8
2025-06,2025-02-05,274,95,5
2025-06,2025-02-06,242,113,6
2025-06,2025-02-07,260,75,5
2025-06,2025-02-08,143,44,3
2025-06,2025-02-09,141,63,8
2025-07,2025-02-10,290,135,9
2025-07,2025-02-11,265,78,8
2025-07,2025-02-12,258,105,8
2025-07,2025-02-13,239,132,8
2025-07,2025-02-14,291,87,7
2025-07,2025-02-15,140,41,3
2025-07,2025-02-16,138,42,3
2025-08,2025-02-17,333,151,11
2025-08,2025-02-18,248,89,7
2025-08,2025-02-19,224,104,7
2025-08,2025-02-20,250,167,9
2025-08,2025-02-21,252,105,9
2025-08,2025-02-22,137,45,1
2025-08,2025-02-23,140,47,3
2025-09,2025-02-24,298,185,16
2025-09,2025-02-25,275,141,9
2025-09,2025-02-26,272,116,9
2025-09,2025-02-27,249,164,9
2025-09,2025-02-28,285,83,5
2025-09,2025-03-01,136,46,1
2025-09,2025-03-02,134,59,5
2025-10,2025-03-03,273,154,4
2025-10,2025-03-04,261,83,3
2025-10,2025-03-05,248,82,6
2025-10,2025-03-06,240,82,1
2025-10,2025-03-07,232,70,2
2025-10,2025-03-08,133,30,3
2025-10,2025-03-09,132,39,0
2025-11,2025-03-10,0,0,5
2025-11,2025-03-11,307,87,4
2025-11,2025-03-12,246,96,3
2025-11,2025-03-13,268,104,0
2025-11,2025-03-14,222,64,4
2025-11,2025-03-15,125,26,0
2025-11,2025-03-16,104,26,3
2025-12,2025-03-17,262,113,3
2025-12,2025-03-18,244,68,3
2025-12,2025-03-19,210,67,3
2025-12,2025-03-20,215,94,4
2025-12,2025-03-21,214,72,2
2025-12,2025-03-22,134,34,2
2025-12,2025-03-23,98,33,0
2025-13,2025-03-24,211,109,2
2025-13,2025-03-25,191,60,2
2025-13,2025-03-26,220,66,1
2025-13,2025-03-27,199,76,0
2025-13,2025-03-28,201,45,2
2025-13,2025-03-29,106,27,2
2025-13,2025-03-30,93,16,1
2025-14,2025-03-31,210,97,5
2025-14,2025-04-01,215,55,1
2025-14,2025-04-02,196,42,2
2025-14,2025-04-03,196,64,0
2025-14,2025-04-04,161,59,3
2025-14,2025-04-05,107,21,0
2025-14,2025-04-06,106,18,2
2025-15,2025-04-07,218,79,1
2025-15,2025-04-08,172,48,1
2025-15,2025-04-09,156,49,3
2025-15,2025-04-10,187,76,3
2025-15,2025-04-11,197,34,4
2025-15,2025-04-12,100,7,0
2025-15,2025-04-13,99,13,2
2025-16,2025-04-14,198,85,0
2025-16,2025-04-15,173,36,2
2025-16,2025-04-16,178,44,2
2025-16,2025-04-17,194,62,4
2025-16,2025-04-18,175,30,1
2025-16,2025-04-19,79,14,0
2025-16,2025-04-20,93,18,1
2025-17,2025-04-21,96,18,1
2025-17,2025-04-22,207,46,4
2025-17,2025-04-23,168,32,0
2025-17,2025-04-24,171,70,3
2025-17,2025-04-25,167,25,1
2025-17,2025-04-26,74,8,0
2025-17,2025-04-27,78,4,0
2025-18,2025-04-28,160,49,0
2025-18,2025-04-29,138,21,1
2025-18,2025-04-30,132,18,1
2025-18,2025-05-01,69,11,1
2025-18,2025-05-02,80,20,0
2025-18,2025-05-03,63,8,0
2025-18,2025-05-04,71,15,0
2025-19,2025-05-05,181,51,1
2025-19,2025-05-06,128,18,0
2025-19,2025-05-07,131,35,0
2025-19,2025-05-08,135,69,2
2025-19,2025-05-09,121,27,0
2025-19,2025-05-10,64,8,0
2025-19,2025-05-11,72,15,1
2025-20,2025-05-12,135,51,0
2025-20,2025-05-13,142,28,0
2025-20,2025-05-14,133,20,1
2025-20,2025-05-15,134,45,2
2025-20,2025-05-16,151,12,2
2025-20,2025-05-17,83,12,3
2025-20,2025-05-18,56,10,0
2025-21,2025-05-19,141,52,1
2025-21,2025-05-20,138,34,1
2025-21,2025-05-21,138,28,0
2025-21,2025-05-22,122,57,0
2025-21,2025-05-23,148,15,1
2025-21,2025-05-24,64,11,1
2025-21,2025-05-25,57,12,0
2025-22,2025-05-26,126,55,0
2025-22,2025-05-27,153,25,1
2025-22,2025-05-28,149,23,0
2025-22,2025-05-29,152,55,1
2025-22,2025-05-30,133,24,1
2025-22,2025-05-31,78,6,1
2025-22,2025-06-01,69,11,0
2025-23,2025-06-02,144,58,0
2025-23,2025-06-03,154,15,0
2025-23,2025-06-04,126,21,1
2025-23,2025-06-05,123,58,2
2025-23,2025-06-06,113,12,0
2025-23,2025-06-07,77,4,1
2025-23,2025-06-08,66,7,1
2025-24,2025-06-09,125,59,2
2025-24,2025-06-10,127,15,1
2025-24,2025-06-11,122,20,3
2025-24,2025-06-12,135,18,5
2025-24,2025-06-13,119,24,4
2025-24,2025-06-14,56,5,0
2025-24,2025-06-15,60,14,1
2025-25,2025-06-16,115,36,0
2025-25,2025-06-17,126,23,1
2025-25,2025-06-18,127,27,1
2025-25,2025-06-19,111,28,2
2025-25,2025-06-20,106,15,1
2025-25,2025-06-21,69,9,1
2025-25,2025-06-22,58,10,2
2025-26,2025-06-23,126,29,1
2025-26,2025-06-24,122,9,2
2025-26,2025-06-25,52,10,2
2025-26,2025-06-26,124,10,3
2025-26,2025-06-27,106,7,3
2025-26,2025-06-28,56,7,1
2025-26,2025-06-29,56,7,0
2025-27,2025-06-30,120,31,0
2025-27,2025-07-01,103,16,2
2025-27,2025-07-02,100,11,1
2025-27,2025-07-03,104,5,2
2025-27,2025-07-04,118,5,2
2025-27,2025-07-05,76,8,0
2025-27,2025-07-06,57,18,4
2025-28,2025-07-07,123,37,2
2025-28,2025-07-08,112,8,2
2025-28,2025-07-09,110,6,1
2025-28,2025-07-10,95,5,0
2025-28,2025-07-11,82,9,3
2025-28,2025-07-12,63,5,2
2025-28,2025-07-13,58,7,2
2025-29,2025-07-14,129,30,0
2025-29,2025-07-15,111,5,2
2025-29,2025-07-16,102,11,2
2025-29,2025-07-17,116,4,1
2025-29,2025-07-18,126,2,2
2025-29,2025-07-19,60,8,3
2025-29,2025-07-20,53,5,2
2025-30,2025-07-21,92,28,1
2025-30,2025-07-22,114,6,0
2025-30,2025-07-23,106,8,5
2025-30,2025-07-24,98,6,3
2025-30,2025-07-25,101,12,1
2025-30,2025-07-26,64,4,0
2025-30,2025-07-27,51,4,0
2025-31,2025-07-28,93,34,2
2025-31,2025-07-29,66,11,0
2025-31,2025-07-30,85,7,1
2025-31,2025-07-31,73,9,2
2025-31,2025-08-01,92,11,3
2025-31,2025-08-02,45,2,1
2025-31,2025-08-03,39,5,1
2025-32,2025-08-04,69,26,0
2025-32,2025-08-05,74,6,1
2025-32,2025-08-06,70,4,2
2025-32,2025-08-07,89,6,2
2025-32,2025-08-08,81,4,2
2025-32,2025-08-09,57,5,1
2025-32,2025-08-10,63,4,4
2025-33,2025-08-11,116,22,6
2025-33,2025-08-12,103,4,2
2025-33,2025-08-13,102,5,4
2025-33,2025-08-14,85,3,2
2025-33,2025-08-15,52,4,0
2025-33,2025-08-16,66,3,1
2025-33,2025-08-17,58,8,4
2025-34,2025-08-18,115,42,8
2025-34,2025-08-19,123,10,1
2025-34,2025-08-20,100,13,4
2025-34,2025-08-21,101,10,5
2025-34,2025-08-22,102,9,10
2025-34,2025-08-23,59,6,4
2025-34,2025-08-24,57,19,2
2025-35,2025-08-25,101,50,4
2025-35,2025-08-26,92,10,5
2025-35,2025-08-27,92,4,5
2025-35,2025-08-28,114,15,6
2025-35,2025-08-29,105,21,15
2025-35,2025-08-30,63,7,5
2025-35,2025-08-31,70,9,6
2025-36,2025-09-01,99,52,7
2025-36,2025-09-02,92,30,16
2025-36,2025-09-03,124,29,9
2025-36,2025-09-04,97,25,11
2025-36,2025-09-05,131,28,12
2025-36,2025-09-06,69,17,9
2025-36,2025-09-07,57,8,1
2025-37,2025-09-08,127,49,14
2025-37,2025-09-09,130,36,15
2025-37,2025-09-10,134,47,16
2025-37,2025-09-11,119,37,16
2025-37,2025-09-12,119,46,20
2025-37,2025-09-13,75,18,10
2025-37,2025-09-14,83,25,11
2025-38,2025-09-15,145,97,27
2025-38,2025-09-16,144,35,14
2025-38,2025-09-17,121,60,8
2025-38,2025-09-18,124,70,20
2025-38,2025-09-19,139,51,17
2025-38,2025-09-20,87,22,9
2025-38,2025-09-21,53,25,7
2025-39,2025-09-22,182,85,36
2025-39,2025-09-23,169,57,19
2025-39,2025-09-24,155,50,29
2025-39,2025-09-25,129,48,23
2025-39,2025-09-26,153,55,24
2025-39,2025-09-27,86,28,6
2025-39,2025-09-28,85,29,10
2025-40,2025-09-29,150,92,14
2025-40,2025-09-30,163,61,18
2025-40,2025-10-01,147,60,26
2025-40,2025-10-02,125,72,30
2025-40,2025-10-03,126,59,21
2025-40,2025-10-04,87,42,19
2025-40,2025-10-05,107,34,18
2025-41,2025-10-06,192,112,38
2025-41,2025-10-07,159,78,25
2025-41,2025-10-08,178,90,38
2025-41,2025-10-09,166,70,35
2025-41,2025-10-10,194,99,44
2025-41,2025-10-11,104,48,20
2025-41,2025-10-12,103,52,25
2025-42,2025-10-13,195,126,44
2025-42,2025-10-14,195,91,30
2025-42,2025-10-15,170,93,38
2025-42,2025-10-16,172,92,31
2025-42,2025-10-17,152,77,36
2025-42,2025-10-18,96,36,15
2025-42,2025-10-19,71,36,15
2025-43,2025-10-20,200,106,35
2025-43,2025-10-21,161,86,30
2025-43,2025-10-22,174,126,45
2025-43,2025-10-23,194,108,48
2025-43,2025-10-24,149,141,37
2025-43,2025-10-25,90,38,17
2025-43,2025-10-26,70,42,18
2025-44,2025-10-27,164,84,26
2025-44,2025-10-28,131,68,23
2025-44,2025-10-29,154,69,30
2025-44,2025-10-30,150,68,22
2025-44,2025-10-31,62,46,9
2025-44,2025-11-01,94,29,11
2025-44,2025-11-02,86,34,19
2025-45,2025-11-03,154,111,29
2025-45,2025-11-04,149,53,17
2025-45,2025-11-05,161,48,26
2025-45,2025-11-06,154,90,19
2025-45,2025-11-07,152,43,27
2025-45,2025-11-08,85,17,4
2025-45,2025-11-09,70,16,9
2025-46,2025-11-10,0,0,18
2025-46,2025-11-11,0,0,26
2025-46,2025-11-12,0,0,25
2025-46,2025-11-13,0,0,30
2025-46,2025-11-14,0,0,18
2025-46,2025-11-15,0,0,7
2025-46,2025-11-16,0,0,5
