date,vaccination.age.0-11.1st.todate,vaccination.age.0-11.2nd.todate,vaccination.age.0-11.3rd.todate,vaccination.age.12-17.1st.todate,vaccination.age.12-17.2nd.todate,vaccination.age.12-17.3rd.todate,vaccination.age.18-24.1st.todate,vaccination.age.18-24.2nd.todate,vaccination.age.18-24.3rd.todate,vaccination.age.25-29.1st.todate,vaccination.age.25-29.2nd.todate,vaccination.age.25-29.3rd.todate,vaccination.age.30-34.1st.todate,vaccination.age.30-34.2nd.todate,vaccination.age.30-34.3rd.todate,vaccination.age.35-39.1st.todate,vaccination.age.35-39.2nd.todate,vaccination.age.35-39.3rd.todate,vaccination.age.40-44.1st.todate,vaccination.age.40-44.2nd.todate,vaccination.age.40-44.3rd.todate,vaccination.age.45-49.1st.todate,vaccination.age.45-49.2nd.todate,vaccination.age.45-49.3rd.todate,vaccination.age.50-54.1st.todate,vaccination.age.50-54.2nd.todate,vaccination.age.50-54.3rd.todate,vaccination.age.55-59.1st.todate,vaccination.age.55-59.2nd.todate,vaccination.age.55-59.3rd.todate,vaccination.age.60-64.1st.todate,vaccination.age.60-64.2nd.todate,vaccination.age.60-64.3rd.todate,vaccination.age.65-69.1st.todate,vaccination.age.65-69.2nd.todate,vaccination.age.65-69.3rd.todate,vaccination.age.70-74.1st.todate,vaccination.age.70-74.2nd.todate,vaccination.age.70-74.3rd.todate,vaccination.age.75-79.1st.todate,vaccination.age.75-79.2nd.todate,vaccination.age.75-79.3rd.todate,vaccination.age.80-84.1st.todate,vaccination.age.80-84.2nd.todate,vaccination.age.80-84.3rd.todate,vaccination.age.85-89.1st.todate,vaccination.age.85-89.2nd.todate,vaccination.age.85-89.3rd.todate,vaccination.age.90+.1st.todate,vaccination.age.90+.2nd.todate,vaccination.age.90+.3rd.todate
2021-11-30,24,17,,34919,28733,54,82916,76178,3238,61132,55645,4388,69947,63129,5634,82361,74656,7874,98340,89758,11304,102380,94077,13603,103723,96201,16158,113214,106005,23534,109555,104200,33418,110464,106277,45009,94873,91808,47658,65812,63744,34859,53387,51488,28007,32280,30882,15618,16619,15608,6780
2021-12-01,24,17,,35042,28942,55,83010,76337,3326,61212,55780,4482,70045,63290,5770,82435,74809,8060,98414,89925,11559,102435,94238,13907,103763,96312,16782,113268,106157,24539,109613,104348,34801,110515,106394,46476,94913,91889,48661,65844,63818,35551,53411,51541,28515,32296,30924,15929,16627,15624,6905
2021-12-02,25,17,,35216,29272,58,83123,76589,3448,61302,55975,4576,70136,63542,5923,82536,75038,8290,98498,90159,11857,102514,94470,14369,103826,96497,17985,113330,106375,25868,109671,104549,35864,110553,106555,47678,94951,92017,49571,65872,63903,36119,53437,51612,28976,32313,30971,16254,16634,15644,7053
2021-12-03,25,17,,35373,29594,61,83233,76830,3565,61391,56178,4701,70227,63792,6068,82619,75268,8517,98577,90404,12175,102587,94711,14824,103885,96689,18721,113395,106557,26870,109716,104726,36772,110597,106686,48622,94983,92106,50396,65899,63961,36609,53459,51659,29325,32326,31003,16442,16643,15661,7141
2021-12-04,25,17,,35411,29666,61,83261,76886,3595,61412,56222,4732,70252,63854,6108,82648,75317,8571,98600,90459,12252,102610,94760,14961,103896,96741,18925,113416,106582,27133,109724,104742,36958,110605,106696,48766,94992,92121,50495,65900,63965,36661,53463,51671,29380,32328,31007,16473,16644,15661,7147
2021-12-05,25,17,,35418,29685,61,83271,76900,3602,61419,56234,4742,70258,63876,6118,82655,75337,8587,98610,90474,12266,102616,94775,14980,103904,96750,18961,113424,106588,27163,109726,104751,36978,110609,106699,48784,94993,92121,50499,65901,63965,36668,53463,51671,29383,32328,31007,16477,16644,15661,7147
2021-12-06,25,17,,35519,29965,61,83347,77073,3669,61470,56368,4813,70320,64063,6193,82698,75517,8679,98655,90643,12409,102663,94927,15243,103939,96892,19341,113455,106695,27757,109748,104857,37511,110649,106805,49370,95015,92175,50913,65927,64003,36928,53473,51711,29555,32336,31023,16564,16648,15670,7191
2021-12-07,27,18,,35602,30186,62,83427,77228,3758,61527,56515,4892,70364,64255,6317,82750,75718,8834,98703,90841,12611,102718,95097,15579,103973,97031,19805,113501,106843,28402,109789,104987,38158,110698,106917,50069,95051,92233,51378,65956,64054,37231,53487,51754,29774,32342,31047,16694,16657,15678,7254
2021-12-08,27,18,,35714,30461,62,83507,77399,3846,61573,56674,4986,70425,64453,6419,82805,75935,9001,98746,91028,12870,102760,95281,15948,104009,97185,20365,113544,107010,29128,109835,105122,38920,110725,107056,50945,95089,92347,52102,65978,64130,37631,53509,51816,30137,32360,31088,16886,16669,15697,7353
2021-12-09,28,18,,35839,30849,63,83589,77662,3946,61641,56895,5121,70486,64723,6595,82882,76150,9209,98801,91257,13177,102800,95489,16395,104061,97375,21151,113585,107205,30190,109871,105296,39849,110765,107229,51678,95111,92472,52642,65998,64207,37938,53533,51885,30377,32371,31135,17045,16677,15715,7430
2021-12-10,28,18,,35957,31269,65,83665,77927,4088,61688,57098,5279,70533,64983,6771,82935,76396,9457,98841,91480,13552,102824,95683,16861,104084,97552,21804,113620,107386,30955,109894,105467,40497,110795,107370,52313,95129,92576,53084,66016,64287,38191,53544,51939,30579,32382,31202,17181,16682,15747,7490
2021-12-11,28,18,,35997,31354,65,83681,77972,4138,61698,57144,5312,70547,65030,6808,82947,76453,9514,98852,91544,13616,102843,95725,16965,104090,97586,21923,113623,107415,31102,109899,105494,40596,110796,107389,52410,95129,92587,53135,66017,64300,38234,53545,51946,30600,32383,31207,17200,16682,15748,7495
2021-12-12,28,18,,36003,31369,66,83682,77980,4145,61702,57151,5316,70550,65038,6811,82948,76461,9520,98854,91556,13628,102843,95732,16973,104091,97590,21942,113625,107418,31124,109899,105495,40613,110796,107393,52416,95129,92588,53145,66017,64303,38237,53545,51947,30609,32384,31208,17203,16682,15749,7496
2021-12-13,28,19,,36088,31573,66,83736,78116,4214,61748,57271,5393,70593,65143,6908,82983,76586,9660,98883,91670,13826,102869,95824,17245,104115,97674,22249,113648,107494,31567,109919,105574,41017,110816,107464,52832,95141,92637,53415,66021,64326,38402,53555,51971,30722,32392,31217,17266,16683,15753,7519
2021-12-14,28,19,,36190,31706,67,83801,78234,4311,61800,57374,5501,70632,65278,7048,83028,76700,9851,98915,91781,14088,102897,95941,17589,104143,97775,22703,113675,107618,32159,109946,105665,41659,110840,107534,53494,95155,92692,53869,66037,64367,38656,53563,52005,30899,32402,31229,17373,16687,15762,7553
2021-12-15,73,19,,36309,31910,70,83868,78377,4481,61842,57508,5658,70691,65403,7236,83076,76850,10085,98960,91913,14480,102939,96060,18090,104173,97891,23379,113701,107738,33030,109980,105781,42595,110874,107639,54476,95192,92752,54580,66061,64441,39092,53581,52064,31234,32419,31258,17549,16695,15785,7612
2021-12-16,208,19,,36463,32155,75,83942,78541,4638,61881,57657,5804,70729,65555,7459,83126,77004,10368,98999,92067,14892,102978,96188,18628,104200,98021,24140,113733,107860,34040,110016,105908,43618,110914,107749,55491,95219,92857,55345,66079,64511,39572,53598,52131,31601,32440,31284,17759,16704,15813,7699
2021-12-17,277,19,,36564,32416,84,83997,78698,4829,61938,57786,5967,70782,65685,7685,83174,77152,10696,99048,92206,15382,103011,96320,19217,104231,98145,24815,113754,107993,34781,110047,106021,44336,110941,107843,56208,95249,92938,55901,66098,64573,39891,53619,52174,31831,32447,31310,17903,16714,15830,7776
2021-12-18,279,20,1,36586,32461,86,84019,78734,4889,61957,57808,6048,70802,65725,7762,83187,77183,10765,99069,92245,15475,103023,96343,19357,104245,98165,24971,113757,108015,34938,110056,106028,44455,110948,107858,56308,95254,92946,55968,66103,64575,39935,53623,52176,31866,32448,31311,17921,16714,15830,7786
2021-12-19,279,20,1,36727,32521,106,84061,78778,5240,61986,57848,6296,70836,65775,8017,83223,77228,11152,99094,92294,16085,103064,96396,20130,104280,98217,25771,113788,108074,35871,110087,106064,45224,110975,107888,56951,95271,92970,56390,66114,64584,40210,53633,52184,32089,32458,31318,18033,16719,15832,7827
2021-12-20,346,22,1,36879,32686,144,84156,78924,5705,62066,57982,6707,70926,65922,8483,83303,77371,11739,99149,92433,16891,103116,96535,21151,104338,98333,27035,113860,108194,37447,110160,106160,46885,111055,107993,58755,95343,93039,57756,66162,64624,41072,53668,52223,32670,32479,31332,18316,16729,15838,7920
2021-12-21,427,23,1,37022,32839,168,84242,79072,6196,62139,58110,7120,70996,66067,8940,83371,77503,12340,99215,92586,17731,103183,96657,22222,104409,98467,28401,113942,108320,39152,110249,106295,48794,111175,108097,60531,95415,93124,59089,66218,64672,41897,53720,52266,33338,32503,31353,18655,16747,15847,8026
2021-12-22,569,23,1,37198,33010,202,84345,79200,6804,62213,58232,7582,71070,66185,9464,83447,77635,13003,99312,92713,18676,103263,96774,23472,104485,98613,29897,114025,108454,41092,110340,106441,50777,111271,108216,62407,95481,93218,60515,66287,64718,42825,53769,52311,33987,32541,31383,19030,16768,15873,8187
2021-12-23,982,24,1,37432,33267,266,84462,79373,7760,62288,58359,8132,71143,66341,10082,83526,77811,13826,99394,92871,19888,103340,96929,24944,104560,98767,31531,114083,108624,42976,110427,106590,52594,111347,108321,64097,95532,93296,61752,66329,64774,43533,53806,52363,34481,32573,31411,19325,16782,15879,8315
2021-12-24,1016,24,1,37473,33346,276,84495,79428,8022,62308,58407,8279,71160,66380,10210,83545,77856,13993,99411,92910,20131,103355,96976,25276,104577,98818,31817,114090,108667,43254,110442,106621,52814,111363,108346,64283,95542,93311,61891,66335,64786,43604,53810,52373,34534,32575,31419,19365,16784,15888,8339
2021-12-25,1016,24,1,37473,33346,276,84495,79428,8022,62308,58407,8279,71160,66380,10210,83545,77856,13993,99411,92910,20131,103355,96976,25276,104577,98818,31817,114090,108667,43254,110442,106621,52814,111363,108346,64283,95542,93311,61891,66335,64786,43604,53810,52373,34534,32575,31419,19365,16784,15888,8339
2021-12-26,1016,24,1,37476,33352,285,84497,79429,8047,62313,58408,8294,71165,66383,10224,83546,77858,14009,99413,92914,20147,103357,96980,25299,104581,98821,31843,114091,108675,43272,110444,106622,52827,111363,108346,64285,95543,93311,61898,66335,64786,43605,53810,52373,34537,32575,31420,19366,16784,15888,8340
2021-12-27,1047,24,1,37559,33454,302,84554,79515,8512,62355,58455,8538,71202,66465,10486,83585,77935,14310,99450,92988,20579,103389,97041,25816,104602,98897,32387,114122,108732,43810,110462,106655,53302,111371,108387,64680,95552,93344,62149,66336,64809,43789,53818,52386,34669,32581,31428,19471,16787,15894,8407
2021-12-28,1116,24,2,37663,33593,320,84623,79623,9049,62406,58540,8798,71252,66550,10756,83631,78004,14676,99492,93089,21102,103418,97133,26424,104639,98980,33033,114145,108818,44564,110481,106732,53854,111387,108458,65145,95565,93405,62471,66351,64846,44013,53829,52411,34842,32588,31439,19573,16791,15903,8467
2021-12-29,1154,24,2,37752,33699,335,84671,79689,9447,62432,58600,9024,71288,66607,11032,83663,78070,15002,99525,93160,21513,103439,97202,26922,104653,99045,33628,114157,108892,45088,110505,106807,54310,111401,108499,65525,95582,93443,62741,66361,64868,44195,53840,52432,34999,32596,31448,19679,16798,15910,8523
2021-12-30,1299,25,2,37880,33826,353,84717,79752,9746,62467,58657,9195,71321,66655,11222,83684,78133,15268,99560,93222,21894,103475,97259,27379,104674,99092,34146,114184,108956,45633,110524,106858,54690,111419,108546,65848,95594,93480,62977,66369,64895,44374,53850,52455,35153,32607,31465,19795,16802,15915,8580
2021-12-31,1299,25,2,37896,33864,356,84725,79766,9799,62478,58671,9240,71333,66669,11285,83695,78148,15360,99566,93235,21995,103481,97269,27502,104684,99108,34260,114191,108975,45753,110528,106869,54764,111424,108552,65903,95596,93486,63027,66371,64900,44407,53851,52460,35188,32609,31467,19810,16802,15916,8580
2022-01-01,1299,25,2,37896,33864,356,84725,79766,9799,62478,58671,9240,71333,66669,11285,83695,78148,15360,99566,93235,21995,103481,97269,27502,104684,99108,34260,114191,108975,45753,110528,106869,54764,111424,108552,65904,95596,93486,63027,66371,64900,44407,53851,52460,35188,32609,31467,19810,16802,15916,8580
2022-01-02,1299,25,2,37898,33870,356,84727,79767,9810,62478,58672,9251,71335,66671,11295,83696,78149,15365,99568,93237,22009,103482,97272,27515,104684,99108,34267,114191,108976,45767,110528,106869,54768,111424,108552,65907,95597,93486,63029,66371,64900,44411,53851,52460,35189,32609,31467,19810,16802,15916,8580
2022-01-03,1311,25,2,37981,34005,358,84790,79850,10158,62508,58736,9505,71376,66744,11524,83733,78220,15648,99608,93307,22387,103520,97346,28040,104710,99161,34719,114210,109032,46229,110540,106908,55139,111441,108598,66234,95605,93522,63307,66377,64923,44547,53857,52482,35280,32613,31479,19846,16804,15917,8589
2022-01-04,1330,26,2,38048,34105,371,84887,79933,10556,62550,58798,9754,71428,66820,11837,83795,78283,16070,99655,93364,22985,103558,97419,28679,104747,99226,35396,114244,109103,46921,110555,106958,55758,111466,108653,66767,95612,93562,63684,66385,64954,44777,53869,52503,35426,32623,31486,19927,16807,15924,8630
2022-01-05,1493,57,2,38151,34237,389,84958,80022,11125,62601,58865,10136,71481,66900,12303,83841,78378,16700,99691,93459,23784,103594,97523,29551,104782,99307,36282,114259,109195,47908,110578,107039,56685,111487,108706,67592,95634,93607,64241,66400,64990,45138,53877,52529,35698,32635,31516,20093,16815,15943,8732
2022-01-06,1730,116,3,38298,34416,408,85030,80119,11753,62663,58932,10603,71540,66990,12830,83895,78480,17458,99750,93561,24718,103652,97646,30639,104811,99409,37395,114284,109313,49037,110608,107120,57679,111511,108771,68450,95652,93658,64867,66419,65027,45516,53887,52564,35965,32645,31543,20293,16826,15953,8859
2022-01-07,1789,154,3,38405,34560,424,85100,80231,12421,62719,59003,11022,71599,67084,13343,83935,78567,18164,99793,93671,25565,103683,97734,31689,104849,99531,38423,114308,109412,50107,110626,107199,58556,111533,108836,69081,95666,93716,65349,66427,65047,45845,53898,52595,36175,32654,31554,20426,16832,15969,8933
2022-01-08,1789,154,3,38429,34587,426,85118,80260,12570,62727,59021,11096,71611,67103,13436,83940,78590,18287,99809,93691,25681,103690,97753,31791,104856,99545,38565,114315,109423,50221,110627,107207,58617,111536,108840,69129,95668,93718,65387,66428,65050,45871,53898,52598,36199,32654,31556,20433,16832,15969,8934
2022-01-09,1789,154,3,38432,34602,426,85121,80263,12614,62730,59022,11123,71614,67110,13462,83946,78597,18311,99809,93693,25701,103691,97755,31827,104857,99550,38599,114315,109426,50243,110627,107207,58635,111536,108840,69143,95668,93721,65393,66428,65050,45879,53898,52598,36200,32654,31557,20434,16832,15969,8935
2022-01-10,1793,191,3,38493,34697,433,85177,80344,12988,62768,59092,11379,71661,67179,13769,83984,78673,18662,99836,93780,26170,103720,97843,32306,104872,99622,39107,114333,109493,50782,110641,107276,59143,111546,108896,69593,95675,93776,65707,66437,65076,46039,53901,52619,36321,32657,31569,20521,16835,15976,8978
2022-01-11,1838,229,3,38549,34819,436,85249,80423,13383,62817,59158,11665,71718,67271,14090,84028,78752,19045,99877,93865,26622,103760,97913,32860,104896,99700,39608,114349,109599,51362,110663,107360,59688,111565,108969,70076,95694,93836,66079,66448,65116,46307,53911,52652,36481,32669,31593,20629,16839,15991,9044
2022-01-12,1908,295,3,38607,34936,440,85304,80489,13730,62858,59206,11909,71753,67324,14421,84060,78823,19417,99908,93935,27129,103782,97998,33358,104917,99775,40148,114369,109687,51985,110681,107443,60252,111589,109052,70664,95709,93911,66518,66466,65176,46600,53926,52692,36699,32679,31631,20798,16843,16011,9149
2022-01-13,2026,434,3,38771,35163,461,85409,80611,14583,62939,59335,12487,71824,67453,15117,84124,78953,20256,99970,94067,28217,103820,98158,34537,104973,99929,41443,114413,109880,53440,110714,107612,61552,111643,109190,71893,95753,94003,67383,66484,65277,47229,53955,52779,37247,32695,31688,21145,16852,16036,9403
2022-01-14,2064,479,3,38938,35341,473,85502,80724,15451,63006,59415,13139,71895,67554,15883,84184,79083,21173,100031,94219,29359,103869,98324,35857,105010,100092,42911,114460,110054,55008,110755,107744,62813,111688,109317,73051,95787,94077,68223,66504,65331,47792,53969,52819,37699,32703,31713,21403,16859,16049,9562
2022-01-15,2065,479,3,39047,35411,485,85555,80777,16105,63050,59457,13578,71943,67614,16367,84234,79153,21763,100080,94293,30119,103906,98402,36788,105046,100181,43972,114486,110142,56032,110790,107810,63557,111722,109352,73683,95811,94095,68665,66516,65343,48020,53977,52836,37867,32709,31723,21492,16861,16053,9598
2022-01-16,2065,479,3,39051,35414,485,85556,80781,16121,63050,59462,13593,71943,67620,16379,84235,79154,21776,100080,94295,30136,103907,98404,36807,105050,100184,43983,114486,110143,56044,110791,107812,63565,111723,109352,73692,95811,94095,68673,66516,65343,48022,53977,52836,37869,32710,31723,21495,16861,16053,9598
2022-01-17,2069,492,3,39083,35457,487,85592,80815,16351,63068,59497,13713,71962,67651,16490,84257,79182,21925,100094,94329,30309,103926,98437,36991,105067,100215,44144,114499,110176,56226,110798,107832,63720,111730,109367,73868,95815,94113,68788,66518,65350,48126,53984,52843,37928,32713,31728,21535,16864,16056,9629
2022-01-18,2100,544,3,39126,35527,494,85652,80880,16576,63104,59539,13893,71992,67710,16696,84287,79239,22102,100117,94396,30532,103941,98483,37218,105092,100267,44415,114510,110227,56449,110806,107871,63974,111743,109392,74107,95821,94128,68972,66525,65365,48221,53993,52854,38026,32719,31736,21609,16870,16057,9678
2022-01-19,2150,632,3,39164,35611,499,85697,80929,16850,63131,59576,14094,72022,67753,16883,84309,79281,22337,100130,94438,30838,103957,98524,37496,105106,100319,44671,114525,110267,56750,110822,107918,64283,111761,109420,74387,95833,94151,69169,66534,65383,48387,54001,52873,38148,32722,31756,21688,16881,16081,9741
2022-01-20,2223,815,4,39229,35748,506,85750,80976,17134,63159,59609,14319,72048,67805,17112,84333,79343,22585,100151,94490,31137,103976,98575,37817,105126,100365,44975,114535,110312,57103,110834,107955,64592,111774,109453,74694,95853,94173,69379,66545,65399,48565,54013,52887,38280,32733,31775,21768,16888,16094,9806
2022-01-21,2245,866,4,39289,35846,514,85807,81022,17513,63200,59643,14593,72102,67842,17414,84357,79383,22926,100173,94546,31570,104008,98645,38277,105138,100425,45423,114546,110362,57516,110853,107982,64879,111780,109477,74914,95856,94192,69578,66548,65410,48681,54021,52897,38386,32734,31781,21833,16890,16097,9852
2022-01-22,2245,866,4,39294,35860,516,85812,81038,17567,63207,59656,14649,72110,67851,17449,84366,79391,22971,100181,94551,31629,104013,98651,38329,105139,100429,45475,114546,110366,57565,110854,107986,64905,111783,109477,74937,95857,94192,69584,66548,65410,48695,54021,52897,38395,32735,31781,21835,16890,16097,9854
2022-01-23,2245,866,4,39296,35860,516,85813,81040,17575,63208,59658,14656,72111,67853,17458,84367,79391,22977,100182,94553,31636,104014,98654,38342,105139,100429,45480,114546,110366,57572,110854,107986,64911,111783,109477,74941,95857,94192,69586,66548,65410,48695,54022,52897,38398,32735,31781,21836,16890,16097,9854
2022-01-24,2246,879,4,39321,35906,520,85825,81083,17728,63225,59678,14765,72129,67875,17592,84381,79415,23105,100193,94584,31794,104033,98693,38472,105145,100452,45646,114549,110389,57750,110861,108004,65056,111787,109494,75098,95862,94200,69679,66549,65414,48749,54027,52899,38435,32738,31785,21855,16891,16098,9858
2022-01-25,2255,899,4,39354,35960,520,85874,81143,17912,63249,59719,14884,72150,67913,17719,84411,79461,23266,100218,94630,31986,104056,98739,38674,105152,100493,45857,114562,110419,57968,110867,108033,65247,111797,109517,75272,95872,94212,69792,66551,65421,48812,54030,52906,38487,32740,31793,21885,16892,16100,9863
2022-01-26,2297,990,4,39393,36057,531,85918,81205,18179,63274,59755,15050,72169,67961,17923,84425,79511,23489,100231,94668,32240,104067,98786,38932,105163,100532,46090,114572,110463,58217,110878,108066,65515,111805,109539,75518,95880,94239,69975,66560,65439,48916,54036,52918,38560,32743,31807,21947,16901,16104,9904
2022-01-27,2346,1079,4,39438,36159,540,85957,81276,18497,63306,59802,15261,72201,68001,18149,84447,79566,23706,100239,94719,32554,104082,98843,39242,105175,100592,46431,114581,110507,58528,110889,108108,65809,111818,109572,75827,95883,94258,70194,66565,65458,49059,54044,52936,38690,32750,31821,22031,16904,16114,9957
2022-01-28,2357,1120,4,39479,36269,542,86008,81343,18802,63329,59863,15501,72225,68072,18381,84474,79623,23994,100253,94797,32894,104110,98919,39626,105194,100680,46794,114596,110572,58875,110896,108149,66126,111826,109604,76127,95885,94285,70365,66570,65473,49150,54050,52954,38759,32753,31834,22074,16905,16119,9970
2022-01-29,2357,1120,4,39484,36283,542,86019,81352,18856,63332,59869,15550,72231,68084,18431,84477,79631,24045,100255,94812,32950,104110,98925,39678,105198,100688,46841,114596,110579,58931,110898,108151,66165,111826,109605,76155,95886,94287,70385,66571,65473,49167,54050,52954,38766,32753,31834,22078,16905,16120,9974
2022-01-30,2357,1120,4,39485,36288,542,86019,81353,18867,63332,59871,15562,72232,68085,18434,84478,79636,24056,100256,94812,32962,104111,98930,39685,105199,100691,46853,114596,110579,58935,110898,108153,66172,111826,109608,76166,95887,94288,70389,66571,65473,49167,54050,52954,38766,32753,31834,22081,16905,16120,9974
2022-01-31,2360,1131,4,39497,36318,544,86043,81395,19032,63349,59906,15677,72242,68113,18588,84486,79671,24194,100265,94850,33138,104119,98962,39887,105208,100734,47047,114601,110609,59165,110904,108179,66376,111831,109628,76392,95888,94298,70513,66574,65483,49247,54051,52959,38829,32753,31836,22105,16905,16120,9991
2022-02-01,2364,1168,4,39513,36370,550,86078,81442,19242,63364,59945,15818,72258,68152,18762,84502,79718,24373,100274,94911,33377,104130,99019,40138,105216,100793,47281,114607,110664,59439,110914,108215,66657,111836,109654,76696,95897,94310,70709,66575,65496,49349,54053,52968,38900,32755,31844,22137,16906,16125,10005
2022-02-02,2403,1319,4,39532,36433,562,86110,81499,19555,63396,59991,15985,72277,68224,18975,84516,79758,24618,100286,94951,33666,104145,99075,40485,105232,100856,47604,114614,110729,59770,110919,108240,66978,111842,109689,77032,95899,94334,70938,66579,65520,49521,54056,52977,39033,32758,31857,22190,16908,16132,10035
2022-02-03,2412,1353,4,39565,36525,572,86166,81581,19845,63415,60040,16183,72297,68288,19207,84530,79811,24857,100299,95011,34018,104163,99137,40865,105238,100928,48034,114627,110785,60219,110931,108278,67467,111858,109744,77505,95904,94380,71213,66586,65548,49713,54058,53005,39175,32759,31868,22276,16909,16140,10084
2022-02-04,2420,1372,4,39589,36621,575,86208,81644,20134,63440,60100,16376,72330,68358,19436,84552,79876,25115,100314,95071,34328,104182,99205,41224,105247,100981,48373,114638,110845,60568,110942,108330,67804,111863,109786,77824,95906,94409,71433,66589,65561,49839,54059,53030,39278,32764,31882,22333,16912,16146,10113
2022-02-05,2420,1372,4,39592,36641,575,86217,81658,20207,63449,60119,16432,72335,68368,19486,84559,79891,25166,100317,95082,34400,104186,99219,41305,105248,101000,48453,114641,110853,60645,110944,108335,67868,111863,109789,77867,95907,94411,71451,66590,65565,49866,54059,53032,39293,32764,31883,22342,16912,16146,10114
2022-02-06,2420,1372,4,39592,36643,575,86218,81661,20208,63450,60120,16437,72335,68369,19490,84559,79891,25169,100317,95083,34403,104186,99219,41313,105248,101001,48461,114642,110854,60650,110944,108335,67869,111863,109791,77871,95907,94411,71453,66590,65565,49866,54059,53032,39296,32764,31883,22343,16912,16146,10114
2022-02-07,2420,1374,4,39612,36690,579,86243,81704,20377,63466,60137,16564,72348,68397,19588,84569,79919,25287,100331,95113,34584,104194,99253,41510,105259,101039,48620,114647,110878,60801,110948,108358,68002,111864,109801,77974,95908,94423,71508,66591,65570,49909,54059,53035,39325,32764,31888,22362,16912,16148,10118
2022-02-08,2420,1374,4,39612,36690,579,86244,81705,20379,63466,60138,16566,72348,68397,19591,84569,79920,25288,100331,95113,34588,104194,99254,41516,105259,101040,48621,114647,110878,60803,110948,108358,68004,111864,109801,77975,95908,94423,71508,66591,65570,49909,54059,53035,39325,32764,31888,22362,16912,16148,10118
2022-02-09,2434,1473,4,39628,36777,581,86279,81759,20558,63490,60173,16726,72367,68459,19729,84589,79969,25467,100358,95158,34812,104214,99295,41770,105267,101079,48847,114654,110915,61011,110959,108388,68204,111870,109826,78158,95908,94450,71613,66595,65585,49975,54060,53045,39375,32765,31901,22388,16913,16155,10129
2022-02-10,2444,1511,4,39657,36907,591,86334,81838,20889,63518,60232,16890,72393,68506,19977,84611,80023,25705,100378,95225,35100,104228,99343,42096,105277,101143,49190,114666,110972,61355,110964,108423,68488,111877,109867,78437,95913,94479,71796,66597,65595,50110,54062,53065,39475,32768,31913,22463,16915,16163,10172
2022-02-11,2445,1534,4,39679,36976,593,86379,81888,21137,63532,60279,17060,72417,68555,20137,84629,80064,25896,100391,95268,35321,104242,99395,42342,105288,101187,49476,114673,111015,61631,110971,108458,68723,111880,109882,78607,95917,94496,71919,66600,65606,50196,54065,53075,39534,32769,31917,22534,16917,16171,10209
2022-02-12,2445,1534,4,39680,36984,593,86382,81898,21192,63535,60284,17104,72424,68562,20173,84632,80070,25937,100394,95276,35354,104245,99407,42378,105289,101193,49521,114673,111021,61665,110971,108462,68747,111880,109886,78627,95917,94497,71928,66600,65606,50204,54066,53075,39541,32769,31918,22536,16917,16171,10209
2022-02-13,2445,1534,4,39680,36986,593,86382,81899,21196,63535,60285,17108,72424,68562,20176,84633,80070,25946,100395,95278,35357,104245,99408,42381,105289,101195,49525,114673,111021,61669,110971,108462,68749,111880,109886,78628,95917,94497,71929,66600,65606,50205,54066,53075,39542,32769,31918,22536,16917,16171,10209
2022-02-14,2445,1534,4,39691,37014,595,86406,81924,21372,63542,60308,17225,72429,68586,20262,84648,80091,26045,100409,95305,35470,104250,99427,42483,105297,101215,49641,114680,111038,61781,110973,108472,68862,111885,109894,78707,95919,94502,71985,66600,65613,50233,54066,53080,39563,32770,31923,22549,16918,16171,10212
2022-02-15,2447,1557,4,39710,37048,596,86428,81947,21478,63555,60330,17300,72447,68609,20347,84660,80119,26134,100423,95328,35589,104258,99459,42626,105307,101238,49773,114682,111054,61932,110976,108482,69000,111889,109901,78789,95923,94512,72050,66600,65617,50269,54068,53083,39589,32770,31926,22562,16918,16174,10222
