date,vaccination.administered,vaccination.administered.todate,vaccination.administered2nd,vaccination.administered2nd.todate,vaccination.administered3rd,vaccination.administered3rd.todate,vaccination.used.todate,vaccination.pfizer.used.todate,vaccination.moderna.used.todate,vaccination.az.used.todate,vaccination.janssen.used.todate,vaccination.novavax.used.todate,vaccination.delivered.todate,vaccination.pfizer.delivered,vaccination.pfizer.delivered.todate,vaccination.moderna.delivered,vaccination.moderna.delivered.todate,vaccination.az.delivered,vaccination.az.delivered.todate,vaccination.janssen.delivered,vaccination.janssen.delivered.todate,vaccination.novavax.delivered,vaccination.novavax.delivered.todate,vaccination.age.0-11.1st.todate,vaccination.age.0-11.2nd.todate,vaccination.age.0-11.3rd.todate,vaccination.age.12-17.1st.todate,vaccination.age.12-17.2nd.todate,vaccination.age.12-17.3rd.todate,vaccination.age.18-24.1st.todate,vaccination.age.18-24.2nd.todate,vaccination.age.18-24.3rd.todate,vaccination.age.25-29.1st.todate,vaccination.age.25-29.2nd.todate,vaccination.age.25-29.3rd.todate,vaccination.age.30-34.1st.todate,vaccination.age.30-34.2nd.todate,vaccination.age.30-34.3rd.todate,vaccination.age.35-39.1st.todate,vaccination.age.35-39.2nd.todate,vaccination.age.35-39.3rd.todate,vaccination.age.40-44.1st.todate,vaccination.age.40-44.2nd.todate,vaccination.age.40-44.3rd.todate,vaccination.age.45-49.1st.todate,vaccination.age.45-49.2nd.todate,vaccination.age.45-49.3rd.todate,vaccination.age.50-54.1st.todate,vaccination.age.50-54.2nd.todate,vaccination.age.50-54.3rd.todate,vaccination.age.55-59.1st.todate,vaccination.age.55-59.2nd.todate,vaccination.age.55-59.3rd.todate,vaccination.age.60-64.1st.todate,vaccination.age.60-64.2nd.todate,vaccination.age.60-64.3rd.todate,vaccination.age.65-69.1st.todate,vaccination.age.65-69.2nd.todate,vaccination.age.65-69.3rd.todate,vaccination.age.70-74.1st.todate,vaccination.age.70-74.2nd.todate,vaccination.age.70-74.3rd.todate,vaccination.age.75-79.1st.todate,vaccination.age.75-79.2nd.todate,vaccination.age.75-79.3rd.todate,vaccination.age.80-84.1st.todate,vaccination.age.80-84.2nd.todate,vaccination.age.80-84.3rd.todate,vaccination.age.85-89.1st.todate,vaccination.age.85-89.2nd.todate,vaccination.age.85-89.3rd.todate,vaccination.age.90+.1st.todate,vaccination.age.90+.2nd.todate,vaccination.age.90+.3rd.todate
2021-10-14,1044,1177897,5749,1093240,1465,30777,2161253,1502908,195113,326862,136370,,3049100,18720,2117700,,330000,,371000,,230400,,,18,13,,26350,22628,5,76738,69744,183,56958,51976,643,63715,57664,825,76236,69132,917,92799,84457,1128,97632,89264,1351,99466,91505,1427,109626,101398,1881,106503,100429,1556,108268,103339,1346,94439,90570,1868,65315,62701,3934,53636,51206,6556,32661,30894,4593,17537,16320,2564
2021-10-15,891,1178788,3869,1097109,1182,31959,2167161,1508496,195423,326866,136376,,3049100,,2117700,,330000,,371000,,230400,,,18,13,,26412,22994,5,76829,70215,188,57028,52252,651,63798,57949,845,76335,69446,946,92904,84777,1163,97726,89542,1380,99536,91813,1484,109687,101657,1948,106546,100664,1603,108309,103540,1404,94464,90771,1993,65332,62828,4202,53651,51322,6794,32672,30969,4729,17541,16357,2624
2021-10-16,148,1178936,281,1097390,29,31988,2167614,1508949,195423,326866,136376,,3049100,,2117700,,330000,,371000,,230400,,,18,13,,26425,23027,5,76848,70246,188,57040,52284,652,63810,57978,846,76352,69474,946,92922,84811,1163,97739,89565,1381,99551,91832,1484,109702,101677,1949,106549,100672,1603,108313,103551,1408,94464,90774,1994,65335,62832,4212,53654,51324,6801,32673,30973,4732,17541,16357,2624
2021-10-17,10,1178946,29,1097419,,31988,2167653,1508988,195423,326866,136376,,3049100,,2117700,,330000,,371000,,230400,,,18,13,,26426,23029,5,76849,70253,188,57040,52288,652,63811,57978,846,76353,69478,946,92923,84815,1163,97740,89568,1381,99551,91835,1484,109705,101677,1949,106549,100672,1603,108314,103552,1408,94464,90774,1994,65335,62833,4212,53654,51324,6801,32673,30973,4732,17541,16357,2624
2021-10-18,667,1179613,1919,1099338,592,32580,2170811,1512042,195520,326873,136376,,3068990,19890,2137590,,330000,,371000,,230400,,,18,13,,26462,23252,5,76914,70509,194,57085,52412,660,63884,58126,853,76426,69619,959,92998,84974,1178,97798,89725,1386,99614,91954,1493,109749,101820,1971,106582,100764,1622,108347,103661,1439,94491,90844,2103,65353,62912,4361,53665,51370,6922,32682,31014,4786,17545,16369,2648
2021-10-19,725,1180338,2133,1101471,836,33416,2174485,1515572,195637,326898,136378,,3068990,,2137590,,330000,,371000,,230400,,,18,13,,26517,23438,5,77008,70745,198,57132,52600,673,63953,58299,862,76494,69812,973,93062,85183,1187,97867,89917,1400,99685,92109,1515,109794,101975,1992,106622,100883,1637,108381,103775,1493,94516,90918,2227,65362,62964,4572,53688,51414,7104,32690,31044,4877,17549,16382,2701
2021-10-20,818,1181156,2154,1103625,1184,34600,2178604,1519418,195905,326903,136378,,3068990,,2137590,,330000,,371000,,230400,,,18,13,,26572,23614,5,77104,70977,199,57196,52749,679,64015,58467,867,76561,69975,981,93140,85374,1208,97942,90088,1413,99742,92257,1543,109857,102116,2025,106668,101015,1681,108431,103881,1570,94549,91014,2457,65389,63052,4849,53703,51504,7342,32709,31109,5009,17560,16420,2772
2021-10-21,1155,1182311,3375,1107000,2237,36837,2185314,1525819,196199,326909,136387,,3068990,,2137590,,330000,,371000,,230400,,,18,13,,26668,23928,5,77217,71347,199,57266,52951,688,64118,58747,881,76654,70256,1005,93266,85643,1229,98043,90334,1444,99831,92476,1577,109949,102357,2073,106738,101248,1731,108489,104079,1679,94591,91196,2857,65419,63165,5498,53734,51617,7846,32735,31180,5244,17575,16463,2881
2021-10-22,886,1183197,2201,1109201,2363,39200,2190707,1530900,196504,326916,136387,,3068990,,2137590,,330000,,371000,,230400,,,18,13,,26723,24108,5,77311,71631,211,57349,53110,696,64207,58917,902,76746,70468,1041,93349,85846,1265,98127,90525,1497,99897,92635,1620,110020,102483,2154,106787,101357,1783,108528,104203,1772,94619,91280,3466,65438,63223,6250,53753,51673,8151,32744,31246,5427,17581,16483,2960
2021-10-23,147,1183344,209,1109410,69,39269,2191126,1531313,196510,326916,136387,,3068990,,2137590,,330000,,371000,,230400,,,18,13,,26740,24129,5,77328,71667,212,57360,53124,696,64221,58944,904,76762,70484,1041,93371,85873,1267,98144,90541,1501,99914,92644,1622,110028,102497,2157,106789,101362,1785,108529,104212,1778,94623,91289,3480,65438,63224,6261,53754,51675,8163,32744,31248,5435,17581,16484,2962
2021-10-24,,1183344,,1109410,,39269,2191126,1531313,196510,326916,136387,,3068990,,2137590,,330000,,371000,,230400,,,18,13,,26740,24129,5,77328,71667,212,57360,53124,696,64221,58944,904,76762,70484,1041,93371,85873,1267,98144,90541,1501,99914,92644,1622,110028,102497,2157,106789,101362,1785,108529,104212,1778,94623,91289,3480,65438,63224,6261,53754,51675,8163,32744,31248,5435,17581,16484,2962
2021-10-25,829,1184173,1054,1110464,874,40143,2193867,1534014,196545,326919,136389,,3088880,19890,2157480,,330000,,371000,,230400,,,18,13,,26822,24236,5,77416,71818,218,57435,53210,703,64297,59043,911,76837,70567,1046,93450,85958,1280,98220,90630,1511,99976,92703,1634,110102,102578,2185,106826,101427,1799,108574,104263,1838,94650,91320,3688,65451,63243,6508,53766,51708,8316,32750,31255,5512,17583,16492,2989
2021-10-26,1066,1185239,1540,1112004,1325,41468,2197769,1537788,196671,326921,136389,,3088880,,2157480,,330000,,371000,,230400,,,18,13,,26907,24336,5,77509,72000,227,57513,53343,708,64409,59198,928,76949,70732,1059,93569,86134,1295,98317,90761,1542,100077,92810,1655,110176,102690,2224,106889,101521,1841,108616,104319,1926,94682,91360,3976,65479,63287,6838,53786,51730,8566,32758,31273,5647,17585,16497,3031
2021-10-27,891,1186130,1163,1113167,1897,43365,2201676,1541385,196976,326922,136393,,3088880,,2157480,,330000,,371000,,230400,,,18,13,,26991,24425,5,77603,72131,235,57575,53436,718,64512,59295,938,77035,70831,1076,93631,86221,1313,98394,90863,1560,100148,92899,1684,110227,102765,2281,106936,101591,1884,108654,104388,2083,94715,91410,4439,65509,63332,7329,53810,51757,8902,32778,31298,5829,17594,16512,3089
2021-10-28,1639,1187769,2128,1115295,3700,47065,2209086,1548470,197273,326948,136395,,3088880,,2157480,,330000,,371000,,230400,,,18,13,,27144,24600,6,77778,72387,241,57696,53592,740,64665,59473,958,77212,70993,1100,93793,86385,1345,98542,91035,1591,100270,93054,1741,110348,102925,2367,107021,101736,1977,108722,104513,2446,94771,91498,5509,65547,63410,8156,53843,51817,9529,32795,31327,6135,17604,16537,3224
2021-10-29,1007,1188776,1164,1116459,2059,49124,2213290,1552496,197445,326952,136397,,3088880,,2157480,,330000,,371000,,230400,,,18,13,,27233,24677,6,77869,72539,252,57774,53685,756,64769,59572,970,77307,71099,1127,93922,86494,1372,98632,91122,1615,100361,93135,1789,110420,103013,2434,107069,101796,2055,108768,104580,2655,94801,91549,6042,65560,63438,8602,53857,51848,9858,32807,31349,6283,17609,16550,3308
2021-10-30,212,1188988,133,1116592,191,49315,2213822,1553028,197445,326952,136397,,3088880,,2157480,,330000,,371000,,230400,,,18,13,,27256,24686,6,77894,72555,256,57793,53697,763,64794,59583,976,77345,71122,1132,93944,86511,1377,98647,91132,1620,100376,93146,1799,110427,103021,2441,107077,101803,2065,108775,104585,2684,94804,91551,6075,65563,63438,8641,53858,51849,9880,32807,31350,6289,17610,16550,3311
2021-10-31,,1188988,,1116592,4,49319,2213826,1553032,197445,326952,136397,,3088880,,2157480,,330000,,371000,,230400,,,18,13,,27256,24686,6,77894,72555,256,57793,53697,763,64794,59583,976,77345,71122,1133,93944,86511,1377,98647,91132,1620,100376,93146,1799,110427,103021,2441,107077,101803,2065,108775,104585,2686,94804,91551,6076,65563,63438,8641,53858,51849,9880,32807,31350,6289,17610,16550,3311
2021-11-01,,1188988,,1116592,,49319,2213826,1553032,197445,326952,136397,,3088880,,2157480,,330000,,371000,,230400,,,18,13,,27256,24686,6,77894,72555,256,57793,53697,763,64794,59583,976,77345,71122,1133,93944,86511,1377,98647,91132,1620,100376,93146,1799,110427,103021,2441,107077,101803,2065,108775,104585,2686,94804,91551,6076,65563,63438,8641,53858,51849,9880,32807,31350,6289,17610,16550,3311
2021-11-02,1425,1190413,1401,1117993,2623,51942,2219241,1558250,197639,326953,136399,,3088880,,2157480,,330000,,371000,,230400,,,18,13,,27371,24786,6,78034,72738,274,57929,53815,793,64943,59699,1010,77480,71248,1182,94105,86646,1436,98800,91256,1684,100469,93258,1863,110518,103131,2527,107162,101877,2166,108832,104647,3114,94843,91597,6757,65595,63470,9137,53881,51888,10190,32821,31367,6453,17612,16557,3350
2021-11-03,1195,1191608,1125,1119118,7210,59152,2228732,1567337,198035,326957,136403,,3088880,,2157480,,330000,,371000,,230400,,,18,13,,27451,24840,6,78131,72853,325,58029,53891,872,65062,59773,1089,77600,71356,1304,94219,86733,1624,98905,91347,1890,100568,93344,2112,110595,103223,2958,107244,101965,2953,108896,104716,4364,94890,91665,8321,65626,63512,10182,53909,51929,10916,32842,31391,6788,17623,16567,3448
2021-11-04,2001,1193609,1697,1120815,13220,72372,2245588,1583672,198545,326968,136403,,3088880,,2157480,,330000,,371000,,230400,,,19,13,,27581,24931,6,78332,73026,429,58186,53995,995,65238,59908,1283,77802,71485,1571,94407,86878,1974,99087,91476,2377,100715,93489,2632,110754,103374,3853,107387,102083,4577,108982,104817,6459,94967,91756,11008,65690,63575,12057,53952,51993,12094,32870,31427,7376,17640,16589,3681
2021-11-05,1774,1195383,1305,1122120,12249,84621,2260836,1598021,199438,326971,136406,,3088880,,2157480,,330000,,371000,,230400,,,19,14,,27698,25002,7,78511,73174,548,58336,54086,1161,65417,60012,1496,77987,71604,1894,94585,87002,2463,99252,91596,2941,100858,93566,3284,110881,103479,4769,107497,102181,6117,109059,104898,8400,95043,91813,13175,65721,63613,13527,53979,52033,13086,32893,31450,7854,17647,16597,3899
2021-11-06,735,1196118,282,1122402,4179,88800,2266019,1603143,199499,326971,136406,,3088880,,2157480,,330000,,371000,,230400,,,19,14,,27793,25024,7,78587,73202,608,58402,54101,1252,65501,60028,1600,78072,71632,2055,94659,87032,2696,99324,91625,3217,100916,93595,3632,110927,103508,5233,107529,102201,6673,109079,104914,9048,95057,91823,13728,65727,63616,13859,53983,52038,13309,32896,31452,7953,17647,16597,3930
2021-11-07,248,1196366,128,1122530,1663,90463,2268051,1604842,199832,326971,136406,,3088880,,2157480,,330000,,371000,,230400,,,19,14,,27827,25029,9,78604,73210,625,58424,54104,1275,65534,60045,1636,78100,71640,2113,94693,87046,2777,99354,91642,3328,100931,93609,3750,110944,103522,5369,107534,102210,6862,109086,104921,9306,95058,91826,14025,65730,63620,14020,53985,52040,13402,32896,31455,8017,17647,16597,3949
2021-11-08,1818,1198184,932,1123462,9396,99859,2280129,1616559,200191,326973,136406,,3088880,,2157480,,330000,,371000,,230400,,,19,14,,28024,25075,9,78780,73301,717,58577,54164,1407,65705,60122,1773,78279,71719,2355,94869,87140,3151,99528,91719,3750,101064,93694,4206,111061,103594,6054,107644,102275,8120,109184,104991,11070,95120,91872,15672,65760,63645,15046,54008,52069,14136,32911,31467,8352,17651,16601,4041
2021-11-09,2102,1200286,972,1124434,11525,111384,2294627,1630293,200955,326973,136406,,3088880,,2157480,,330000,,371000,,230400,,,19,14,,28210,25125,9,78990,73396,809,58785,54226,1547,65928,60193,1949,78501,71806,2596,95078,87224,3566,99711,91793,4193,101192,93768,4746,111199,103676,6850,107767,102340,9529,109275,105063,13063,95178,91939,17855,65824,63678,16546,54042,52098,15094,32926,31481,8820,17661,16614,4212
2021-11-10,2021,1202307,1245,1125679,15382,126766,2313220,1647549,202285,326978,136408,,3125150,36270,2193750,,330000,,371000,,230400,,,19,14,,28447,25192,12,79180,73500,947,58942,54310,1706,66122,60281,2164,78702,71904,2944,95256,87329,4126,99873,91900,4864,101309,93857,5427,111329,103784,7931,107890,102424,11360,109384,105148,15779,95254,92007,20776,65881,63739,18353,54079,52148,16363,32960,31507,9524,17680,16635,4490
2021-11-11,2721,1205028,1720,1127399,18878,145644,2336453,1669905,203157,326982,136409,,3125150,,2193750,,330000,,371000,,230400,,,19,14,,28783,25280,15,79442,73641,1147,59155,54419,2008,66378,60407,2464,78938,72021,3417,95504,87499,4783,100084,92045,5716,101471,93992,6304,111506,103939,9312,108053,102542,13499,109535,105264,18912,95365,92104,24265,65953,63814,20601,54133,52209,17981,33006,31547,10349,17703,16662,4871
2021-11-12,2517,1207545,1555,1128954,17665,163309,2358084,1690239,204450,326986,136409,,3125150,,2193750,,330000,,371000,,230400,,,19,14,,29132,25350,16,79683,73763,1487,59320,54523,2327,66625,60521,2846,79168,72165,4021,95739,87651,5642,100328,92180,6861,101622,94110,7411,111654,104104,10860,108200,102656,15588,109647,105364,21416,95449,92178,27014,66005,63861,22310,54175,52256,19279,33051,31582,11076,17728,16676,5155
2021-11-13,1134,1208679,385,1129339,5122,168431,2364698,1696735,204567,326987,136409,,3125150,,2193750,,330000,,371000,,230400,,,19,14,,29288,25387,18,79806,73801,1583,59400,54542,2415,66745,60560,2963,79297,72192,4194,95864,87692,5885,100454,92208,7127,101710,94144,7739,111708,104146,11308,108241,102681,16184,109678,105382,22269,95473,92191,27804,66019,63869,22817,54191,52265,19631,33058,31584,11271,17728,16681,5223
2021-11-14,235,1208914,72,1129411,1070,169501,2366068,1698099,204573,326987,136409,,3125150,,2193750,,330000,,371000,,230400,,,19,14,,29347,25390,18,79826,73804,1602,59416,54547,2440,66770,60568,2995,79320,72200,4246,95892,87699,5953,100471,92215,7191,101726,94148,7806,111720,104156,11405,108247,102685,16299,109683,105386,22452,95476,92192,27939,66020,63869,22897,54194,52268,19711,33059,31588,11308,17728,16682,5239
2021-11-15,2028,1210942,894,1130305,8578,178079,2377517,1709213,204906,326989,136409,,3125150,,2193750,,330000,,371000,,230400,,,19,14,,29621,25440,20,80032,73883,1682,59576,54630,2564,66989,60633,3165,79523,72263,4486,96075,87776,6337,100644,92292,7605,101861,94212,8244,111830,104241,12013,108350,102753,17402,109793,105449,24013,95538,92250,29443,66060,63892,23770,54226,52286,20347,33074,31602,11637,17731,16689,5351
2021-11-16,2543,1213485,1099,1131404,13491,191570,2394601,1724788,206415,326989,136409,,3125150,,2193750,,330000,,371000,,230400,,,19,14,,29942,25492,21,80255,73956,1807,59768,54690,2731,67225,60715,3376,79783,72357,4798,96326,87870,6779,100849,92396,8173,102014,94306,8900,112017,104354,12792,108498,102836,19094,109932,105513,26760,95611,92323,32083,66113,63941,25258,54279,52320,21290,33108,31624,12160,17746,16697,5548
2021-11-17,2338,1215823,1365,1132769,13118,204688,2411353,1740896,207055,326993,136409,,3129950,,2193750,,330000,4800,375800,,230400,,,19,14,,30268,25561,22,80469,74067,1900,59938,54763,2940,67437,60823,3634,80016,72459,5141,96512,87985,7294,101040,92510,8799,102148,94415,9615,112153,104465,13766,108619,102962,20655,110064,105603,29042,95697,92399,34221,66184,63999,26663,54346,52372,22373,33145,31663,12786,17768,16709,5837
2021-11-18,2705,1218528,1955,1134724,15531,220219,2431454,1760108,207939,326995,136412,,3129950,,2193750,,330000,,375800,,230400,,,19,14,,30648,25705,26,80714,74203,2023,60130,54882,3091,67680,60968,3882,80249,72622,5478,96740,88132,7805,101237,92664,9462,102316,94606,10350,112316,104616,14804,108784,103112,22549,110218,105758,32168,95807,92504,36809,66271,64076,28413,54421,52444,23681,33184,31694,13501,17794,16724,6177
2021-11-19,2245,1220773,1639,1136363,12063,232282,2447302,1774951,208942,326996,136413,,3204830,74880,2268630,,330000,,375800,,230400,,,19,14,,30981,25799,28,80921,74323,2190,60308,54972,3319,67895,61095,4165,80466,72757,5899,96931,88318,8440,101401,92801,10240,102475,94760,11174,112456,104761,15888,108907,103205,23993,110313,105860,33911,95886,92595,38609,66327,64140,29595,54457,52488,24488,33223,31724,13928,17807,16751,6415
2021-11-20,964,1221737,397,1136760,4021,236303,2452650,1779958,209283,326996,136413,,3204830,,2268630,,330000,,375800,,230400,,,19,14,,31151,25826,29,81036,74370,2323,60383,55001,3411,67970,61131,4261,80562,72800,6045,97034,88364,8634,101492,92833,10510,102539,94792,11460,112497,104793,16240,108947,103221,24466,110340,105883,34502,95919,92608,39153,66339,64147,29961,54474,52498,24769,33227,31726,14064,17808,16753,6475
2021-11-21,221,1221958,90,1136850,928,237231,2453880,1781186,209285,326996,136413,,3204830,,2268630,,330000,,375800,,230400,,,19,14,,31191,25832,29,81050,74376,2346,60407,55008,3445,67997,61137,4294,80586,72807,6097,97053,88371,8689,101504,92848,10573,102556,94799,11532,112512,104803,16318,108953,103225,24567,110349,105890,34621,95924,92611,39272,66345,64148,30030,54475,52502,24841,33228,31726,14096,17809,16753,6481
2021-11-22,1218,1223176,475,1137325,5846,243077,2461362,1788460,209493,326996,136413,,3241100,36270,2304900,,330000,,375800,,230400,,,19,14,,31355,25853,29,81192,74407,2426,60527,55034,3539,68107,61183,4403,80697,72845,6295,97159,88416,8937,101603,92891,10859,102644,94833,11841,112562,104852,16779,109021,103260,25347,110406,105924,35724,95967,92643,40213,66366,64165,30579,54499,52516,25249,33239,31733,14302,17813,16756,6555
2021-11-23,1588,1224764,1321,1138646,7282,250359,2471479,1798084,209982,326999,136414,,3241100,,2304900,,330000,,375800,,230400,,,19,14,,31525,25937,30,81359,74517,2534,60667,55134,3651,68259,61301,4555,80845,72969,6499,97300,88545,9254,101745,92996,11240,102728,94918,12297,112686,104961,17387,109108,103352,26316,110478,106003,37020,96027,92695,41321,66405,64215,31276,54538,52562,25733,33254,31760,14582,17821,16767,6664
2021-11-24,1478,1226242,1401,1140047,10762,261121,2485035,1810292,211329,326999,136415,,3241100,,2304900,,330000,,375800,,230400,,,20,15,,31710,26008,33,81494,74611,2617,60794,55225,3797,68382,61408,4767,80984,73072,6766,97434,88652,9674,101842,93125,11722,102830,95036,12880,112770,105084,18262,109190,103476,27692,110566,106102,38955,96079,92783,43092,66451,64266,32404,54577,52614,26543,33277,31787,15052,17842,16783,6865
2021-11-25,1564,1227806,2127,1142174,11992,273113,2500650,1825141,212091,327003,136415,,3241100,,2304900,,330000,,375800,,230400,,,20,15,,31918,26113,35,81644,74794,2714,60924,55372,3961,68521,61595,4967,81116,73254,7018,97565,88846,10105,101935,93285,12221,102923,95204,13609,112862,105269,19660,109287,103651,29414,110639,106233,41034,96151,92886,44875,66498,64355,33540,54633,52669,27365,33299,31827,15501,17871,16806,7094
2021-11-26,1407,1229213,2014,1144188,9657,282770,2513662,1837392,212849,327006,136415,,3303500,,2304900,62400,392400,,375800,,230400,,,20,15,,32124,26254,36,81781,74963,2836,61053,55510,4132,68649,61777,5205,81259,73439,7328,97682,89040,10594,102038,93447,12779,103009,95367,14455,112959,105452,20881,109351,103807,30679,110702,106353,42466,96192,92972,46166,66528,64412,34259,54668,52705,27934,33315,31859,15797,17883,16816,7223
2021-11-27,610,1229823,585,1144773,3052,285822,2517879,1841381,213077,327006,136415,,3303500,,2304900,,392400,,375800,,230400,,,20,15,,32217,26317,36,81850,75017,2900,61111,55552,4199,68698,61843,5272,81313,73500,7425,97741,89100,10744,102093,93508,12945,103054,95414,14851,112997,105505,21429,109380,103833,31051,110728,106367,42830,96211,92987,46472,66539,64423,34447,54672,52712,28087,33316,31864,15883,17883,16816,7251
2021-11-28,75,1229898,79,1144852,354,286176,2518380,1841881,213078,327006,136415,,3303500,,2304900,,392400,,375800,,230400,,,20,15,,32228,26330,36,81861,75022,2907,61121,55558,4212,68704,61850,5283,81320,73504,7432,97747,89112,10759,102100,93517,12979,103059,95425,14898,113001,105510,21499,109382,103837,31107,110730,106368,42863,96215,92988,46499,66539,64424,34460,54672,52712,28099,33316,31864,15887,17883,16816,7256
2021-11-29,922,1230820,1602,1146454,4865,291041,2525708,1849042,213245,327006,136415,,3303500,,2304900,,392400,,375800,,230400,,,20,15,,32385,26493,37,81958,75166,2977,61192,55684,4288,68808,61990,5394,81412,73643,7566,97829,89260,10941,102159,93656,13192,103115,95552,15365,113046,105639,22206,109427,103947,31842,110777,106471,43586,96240,93049,47120,66552,64452,34832,54691,52741,28383,33324,31876,16013,17885,16820,7299
