date,rh.total,rh.employee.total,rh.occupant.total,rh.šmarje_pri_jelšah.spj.total,rh.šmarje_pri_jelšah.spj.employee,rh.šmarje_pri_jelšah.spj.occupant,rh.ljutomer.ljt.total,rh.ljutomer.ljt.employee,rh.ljutomer.ljt.occupant,rh.metlika.met.total,rh.metlika.met.employee,rh.metlika.met.occupant,rh.horjul.hor.total,rh.horjul.hor.employee,rh.horjul.hor.occupant,rh.ljubljana.bok.total,rh.ljubljana.bok.employee,rh.ljubljana.bok.occupant,rh.naklo.nak.total,rh.naklo.nak.employee,rh.naklo.nak.occupant,rh.domžale.mbd.total,rh.domžale.mbd.employee,rh.domžale.mbd.occupant,rh.štore.sto.total,rh.štore.sto.employee,rh.štore.sto.occupant,rh.idrija.bor.total,rh.idrija.bor.employee,rh.idrija.bor.occupant,rh.radovljica.rdl.total,rh.radovljica.rdl.employee,rh.radovljica.rdl.occupant,rh.ljubljana.kol.total,rh.ljubljana.kol.employee,rh.ljubljana.kol.occupant,rh.murska_sobota.rakm.total,rh.murska_sobota.rakm.employee,rh.murska_sobota.rakm.occupant,rh.maribor.dmm.total,rh.maribor.dmm.employee,rh.maribor.dmm.occupant,rh.postojna.tkp.total,rh.postojna.tkp.employee,rh.postojna.tkp.occupant,rh.ljubljana.trn.total,rh.ljubljana.trn.employee,rh.ljubljana.trn.occupant,rh.vipava.zpv.total,rh.vipava.zpv.employee,rh.vipava.zpv.occupant,rh.postojna.dutp.total,rh.postojna.dutp.employee,rh.postojna.dutp.occupant,rh.hrastnik.hra.total,rh.hrastnik.hra.employee,rh.hrastnik.hra.occupant,rh.radenci.rad.total,rh.radenci.rad.employee,rh.radenci.rad.occupant,rh.velenje.vel.total,rh.velenje.vel.employee,rh.velenje.vel.occupant,rh.sevnica.zdm.total,rh.sevnica.zdm.employee,rh.sevnica.zdm.occupant,rh.novo_mesto.nm.total,rh.novo_mesto.nm.employee,rh.novo_mesto.nm.occupant,rh.celje.sjc.total,rh.celje.sjc.employee,rh.celje.sjc.occupant,rh.trebnje.tre.total,rh.trebnje.tre.employee,rh.trebnje.tre.occupant,rh.dravograd.dra.total,rh.dravograd.dra.employee,rh.dravograd.dra.occupant,rh.sevnica.sev.total,rh.sevnica.sev.employee,rh.sevnica.sev.occupant,rh.preddvor.prd.total,rh.preddvor.prd.employee,rh.preddvor.prd.occupant,rh.ljubljana.sis.total,rh.ljubljana.sis.employee,rh.ljubljana.sis.occupant,rh.maribor.dmt.total,rh.maribor.dmt.employee,rh.maribor.dmt.occupant,rh.žalec.zal.total,rh.žalec.zal.employee,rh.žalec.zal.occupant,rh.tujina.aus.total,rh.tujina.aus.employee,rh.tujina.aus.occupant,rh.tujina.trs.total,rh.tujina.trs.employee,rh.tujina.trs.occupant
2020-03-08,1,1,0,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,2,2,0,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,3,3,0,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,8,5,3,,,,,,,8,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,8,5,3,,,,,,,8,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,9,5,4,,,,,,,9,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,12,5,7,,,,,,,12,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,12,5,7,,,,,,,12,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,12,5,7,,,,,,,12,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,13,6,7,1,1,,,,,12,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,13,6,7,1,1,,,,,12,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,24,8,16,9,3,6,,,,15,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,26,9,17,11,4,7,,,,15,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21,33,9,24,18,4,14,,,,15,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22,37,9,28,22,4,18,,,,15,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,40,11,29,24,5,19,,,,15,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,53,16,37,30,6,24,,,,16,5,11,1,,1,1,,1,1,1,,,,,1,1,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
2020-03-25,64,16,48,40,6,34,,,,16,5,11,1,,1,2,,2,1,1,,,,,1,1,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
2020-03-26,94,17,77,49,6,43,,,,34,5,29,1,,1,3,,3,2,1,1,,,,1,1,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,
2020-03-27,106,25,81,49,7,42,2,,2,34,9,25,6,,6,7,2,5,2,1,1,,,,1,1,,,,,,,,1,1,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,
2020-03-28,121,26,95,63,9,54,2,,2,35,8,27,6,,6,7,2,5,2,1,1,,,,1,1,,,,,,,,1,1,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,
2020-03-29,133,26,107,70,9,61,6,,6,35,8,27,6,,6,7,2,5,2,1,1,1,,1,1,1,,,,,,,,1,1,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,
2020-03-30,158,36,122,75,15,60,12,2,10,37,8,29,13,,13,11,3,8,2,1,1,1,,1,1,1,,,,,,,,1,1,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1,
