date,deceased.0-4.todate,deceased.5-14.todate,deceased.15-24.todate,deceased.25-34.todate,deceased.35-44.todate,deceased.45-54.todate,deceased.55-64.todate,deceased.65-74.todate,deceased.75-84.todate,deceased.85+.todate,deceased.todate,deceased.female.0-4.todate,deceased.female.5-14.todate,deceased.female.15-24.todate,deceased.female.25-34.todate,deceased.female.35-44.todate,deceased.female.45-54.todate,deceased.female.55-64.todate,deceased.female.65-74.todate,deceased.female.75-84.todate,deceased.female.85+.todate,deceased.female.todate,deceased.male.0-4.todate,deceased.male.5-14.todate,deceased.male.15-24.todate,deceased.male.25-34.todate,deceased.male.35-44.todate,deceased.male.45-54.todate,deceased.male.55-64.todate,deceased.male.65-74.todate,deceased.male.75-84.todate,deceased.male.85+.todate,deceased.male.todate
2021-07-25,,,1,4,23,63,216,718,1557,2184,4766,,,,1,10,21,56,234,715,1391,2428,,,1,3,13,42,160,484,842,793,2338
2021-07-26,,,1,4,23,63,216,718,1557,2184,4766,,,,1,10,21,56,234,715,1391,2428,,,1,3,13,42,160,484,842,793,2338
2021-07-27,,,1,4,23,63,216,718,1557,2184,4766,,,,1,10,21,56,234,715,1391,2428,,,1,3,13,42,160,484,842,793,2338
2021-07-28,,,1,4,23,63,216,718,1557,2184,4766,,,,1,10,21,56,234,715,1391,2428,,,1,3,13,42,160,484,842,793,2338
2021-07-29,,,1,4,23,63,216,718,1557,2184,4766,,,,1,10,21,56,234,715,1391,2428,,,1,3,13,42,160,484,842,793,2338
2021-07-30,,,1,4,23,63,216,718,1558,2184,4767,,,,1,10,21,56,234,716,1391,2429,,,1,3,13,42,160,484,842,793,2338
2021-07-31,,,1,4,23,63,216,718,1558,2184,4767,,,,1,10,21,56,234,716,1391,2429,,,1,3,13,42,160,484,842,793,2338
2021-08-01,,,1,4,23,63,216,718,1558,2184,4767,,,,1,10,21,56,234,716,1391,2429,,,1,3,13,42,160,484,842,793,2338
2021-08-02,,,1,4,23,63,216,718,1558,2184,4767,,,,1,10,21,56,234,716,1391,2429,,,1,3,13,42,160,484,842,793,2338
2021-08-03,,,1,4,23,63,216,718,1558,2184,4767,,,,1,10,21,56,234,716,1391,2429,,,1,3,13,42,160,484,842,793,2338
2021-08-04,,,1,4,23,63,216,718,1558,2184,4767,,,,1,10,21,56,234,716,1391,2429,,,1,3,13,42,160,484,842,793,2338
2021-08-05,,,1,4,23,64,216,718,1558,2184,4768,,,,1,10,22,56,234,716,1391,2430,,,1,3,13,42,160,484,842,793,2338
2021-08-06,,,1,4,23,64,216,718,1558,2184,4768,,,,1,10,22,56,234,716,1391,2430,,,1,3,13,42,160,484,842,793,2338
2021-08-07,,,1,4,23,64,216,718,1558,2184,4768,,,,1,10,22,56,234,716,1391,2430,,,1,3,13,42,160,484,842,793,2338
2021-08-08,,,1,4,23,64,216,718,1558,2184,4768,,,,1,10,22,56,234,716,1391,2430,,,1,3,13,42,160,484,842,793,2338
2021-08-09,,,1,4,23,64,216,718,1558,2184,4768,,,,1,10,22,56,234,716,1391,2430,,,1,3,13,42,160,484,842,793,2338
2021-08-10,,,1,4,23,64,216,718,1558,2184,4768,,,,1,10,22,56,234,716,1391,2430,,,1,3,13,42,160,484,842,793,2338
2021-08-11,,,1,4,23,64,216,718,1558,2184,4768,,,,1,10,22,56,234,716,1391,2430,,,1,3,13,42,160,484,842,793,2338
2021-08-12,,,1,4,23,64,216,718,1558,2184,4768,,,,1,10,22,56,234,716,1391,2430,,,1,3,13,42,160,484,842,793,2338
2021-08-13,,,1,4,23,64,216,718,1558,2184,4768,,,,1,10,22,56,234,716,1391,2430,,,1,3,13,42,160,484,842,793,2338
2021-08-14,,,1,4,23,64,216,718,1558,2184,4768,,,,1,10,22,56,234,716,1391,2430,,,1,3,13,42,160,484,842,793,2338
2021-08-15,,,1,4,23,64,216,718,1558,2184,4768,,,,1,10,22,56,234,716,1391,2430,,,1,3,13,42,160,484,842,793,2338
2021-08-16,,,1,4,23,64,216,718,1558,2184,4768,,,,1,10,22,56,234,716,1391,2430,,,1,3,13,42,160,484,842,793,2338
2021-08-17,,,1,4,23,64,216,719,1558,2185,4770,,,,1,10,22,56,235,716,1392,2432,,,1,3,13,42,160,484,842,793,2338
2021-08-18,,,1,4,23,64,216,719,1559,2188,4774,,,,1,10,22,56,235,717,1393,2434,,,1,3,13,42,160,484,842,795,2340
2021-08-19,,,1,4,23,64,216,719,1559,2188,4774,,,,1,10,22,56,235,717,1393,2434,,,1,3,13,42,160,484,842,795,2340
2021-08-20,,,1,4,23,64,216,719,1559,2188,4774,,,,1,10,22,56,235,717,1393,2434,,,1,3,13,42,160,484,842,795,2340
2021-08-21,,,1,4,23,64,217,719,1559,2189,4776,,,,1,10,22,56,235,717,1394,2435,,,1,3,13,42,161,484,842,795,2341
2021-08-22,,,1,4,23,64,217,719,1559,2190,4777,,,,1,10,22,56,235,717,1395,2436,,,1,3,13,42,161,484,842,795,2341
2021-08-23,,,1,4,23,64,217,720,1560,2191,4780,,,,1,10,22,56,235,718,1396,2438,,,1,3,13,42,161,485,842,795,2342
2021-08-24,,,1,4,23,64,217,720,1561,2191,4781,,,,1,10,22,56,235,718,1396,2438,,,1,3,13,42,161,485,843,795,2343
2021-08-25,,,1,4,23,64,217,720,1561,2192,4782,,,,1,10,22,56,235,718,1397,2439,,,1,3,13,42,161,485,843,795,2343
2021-08-26,,,1,4,23,64,217,721,1562,2193,4785,,,,1,10,22,56,235,718,1398,2440,,,1,3,13,42,161,486,844,795,2345
2021-08-27,,,1,4,23,64,217,721,1562,2195,4787,,,,1,10,22,56,235,718,1400,2442,,,1,3,13,42,161,486,844,795,2345
2021-08-28,,,1,4,23,64,217,721,1562,2195,4787,,,,1,10,22,56,235,718,1400,2442,,,1,3,13,42,161,486,844,795,2345
2021-08-29,,,1,4,23,64,217,721,1562,2195,4787,,,,1,10,22,56,235,718,1400,2442,,,1,3,13,42,161,486,844,795,2345
2021-08-30,,,1,4,23,64,217,721,1562,2197,4789,,,,1,10,22,56,235,718,1402,2444,,,1,3,13,42,161,486,844,795,2345
2021-08-31,,,1,4,23,64,218,721,1563,2197,4791,,,,1,10,22,57,235,718,1402,2445,,,1,3,13,42,161,486,845,795,2346
2021-09-01,,,1,4,23,64,218,721,1564,2197,4792,,,,1,10,22,57,235,719,1402,2446,,,1,3,13,42,161,486,845,795,2346
2021-09-02,,,1,4,23,64,218,722,1564,2197,4793,,,,1,10,22,57,235,719,1402,2446,,,1,3,13,42,161,487,845,795,2347
2021-09-03,,,1,4,23,64,218,724,1564,2197,4795,,,,1,10,22,57,235,719,1402,2446,,,1,3,13,42,161,489,845,795,2349
2021-09-04,,,1,4,23,64,218,724,1564,2197,4795,,,,1,10,22,57,235,719,1402,2446,,,1,3,13,42,161,489,845,795,2349
2021-09-05,,,1,4,23,64,218,724,1564,2197,4795,,,,1,10,22,57,235,719,1402,2446,,,1,3,13,42,161,489,845,795,2349
2021-09-06,,,1,4,23,65,218,725,1565,2197,4798,,,,1,10,22,57,235,720,1402,2447,,,1,3,13,43,161,490,845,795,2351
2021-09-07,,,1,4,23,65,218,725,1567,2200,4803,,,,1,10,22,57,235,721,1403,2449,,,1,3,13,43,161,490,846,797,2354
2021-09-08,,,1,4,23,65,218,726,1568,2200,4805,,,,1,10,22,57,236,722,1403,2451,,,1,3,13,43,161,490,846,797,2354
2021-09-09,,,1,4,23,65,218,726,1571,2200,4808,,,,1,10,22,57,236,724,1403,2453,,,1,3,13,43,161,490,847,797,2355
2021-09-10,,,1,4,23,66,218,727,1573,2201,4813,,,,1,10,22,57,237,725,1404,2456,,,1,3,13,44,161,490,848,797,2357
2021-09-11,,,1,4,23,66,218,727,1573,2201,4813,,,,1,10,22,57,237,725,1404,2456,,,1,3,13,44,161,490,848,797,2357
2021-09-12,,,1,4,23,66,219,727,1574,2202,4816,,,,1,10,22,57,237,726,1405,2458,,,1,3,13,44,162,490,848,797,2358
2021-09-13,,,1,4,23,67,219,728,1574,2204,4820,,,,1,10,22,57,238,726,1405,2459,,,1,3,13,45,162,490,848,799,2361
2021-09-14,,,1,4,23,67,219,728,1577,2206,4825,,,,1,10,22,57,238,727,1407,2462,,,1,3,13,45,162,490,850,799,2363
2021-09-15,,,1,4,23,67,220,729,1579,2210,4833,,,,1,10,22,57,238,727,1409,2464,,,1,3,13,45,163,491,852,801,2369
2021-09-16,,,1,4,23,67,221,731,1579,2211,4837,,,,1,10,22,57,239,727,1409,2465,,,1,3,13,45,164,492,852,802,2372
2021-09-17,,,1,4,23,67,221,732,1580,2215,4843,,,,1,10,22,57,240,727,1412,2469,,,1,3,13,45,164,492,853,803,2374
2021-09-18,,,1,4,23,67,221,733,1582,2215,4846,,,,1,10,22,57,240,727,1412,2469,,,1,3,13,45,164,493,855,803,2377
2021-09-19,,,1,4,23,67,221,735,1584,2217,4852,,,,1,10,22,57,240,728,1413,2471,,,1,3,13,45,164,495,856,804,2381
2021-09-20,,,1,4,23,67,221,736,1586,2219,4857,,,,1,10,22,57,241,729,1414,2474,,,1,3,13,45,164,495,857,805,2383
2021-09-21,,,1,4,23,67,221,737,1588,2223,4864,,,,1,10,22,57,241,730,1417,2478,,,1,3,13,45,164,496,858,806,2386
2021-09-22,,,1,4,23,67,221,738,1589,2225,4868,,,,1,10,22,57,241,730,1418,2479,,,1,3,13,45,164,497,859,807,2389
2021-09-23,,,1,4,23,67,221,738,1593,2228,4875,,,,1,10,22,57,241,731,1420,2482,,,1,3,13,45,164,497,862,808,2393
2021-09-24,,,1,4,24,67,221,739,1597,2230,4883,,,,1,11,22,57,241,734,1421,2487,,,1,3,13,45,164,498,863,809,2396
2021-09-25,,,1,4,25,67,221,742,1597,2233,4890,,,,1,11,22,57,243,734,1424,2492,,,1,3,14,45,164,499,863,809,2398
2021-09-26,,,1,4,25,67,221,744,1600,2234,4896,,,,1,11,22,57,244,736,1425,2496,,,1,3,14,45,164,500,864,809,2400
2021-09-27,,,1,4,25,67,223,746,1605,2237,4908,,,,1,11,22,58,244,736,1428,2500,,,1,3,14,45,165,502,869,809,2408
2021-09-28,,,1,4,25,68,223,746,1606,2238,4911,,,,1,11,22,58,244,736,1428,2500,,,1,3,14,46,165,502,870,810,2411
2021-09-29,,,1,4,25,69,223,752,1607,2239,4920,,,,1,11,22,58,245,737,1429,2503,,,1,3,14,47,165,507,870,810,2417
2021-09-30,,,1,4,25,69,223,754,1608,2240,4924,,,,1,11,22,58,246,737,1429,2504,,,1,3,14,47,165,508,871,811,2420
2021-10-01,,,1,4,25,71,224,755,1611,2242,4933,,,,1,11,22,58,246,739,1430,2507,,,1,3,14,49,166,509,872,812,2426
2021-10-02,,,1,4,25,71,225,757,1614,2243,4940,,,,1,11,22,58,246,740,1431,2509,,,1,3,14,49,167,511,874,812,2431
2021-10-03,,,1,4,25,71,227,758,1617,2244,4947,,,,1,11,22,58,246,741,1432,2511,,,1,3,14,49,169,512,876,812,2436
2021-10-04,,,1,4,25,71,228,760,1619,2246,4954,,,,1,11,22,58,247,742,1434,2515,,,1,3,14,49,170,513,877,812,2439
2021-10-05,,,1,4,25,71,230,763,1620,2251,4965,,,,1,11,22,59,248,742,1438,2521,,,1,3,14,49,171,515,878,813,2444
2021-10-06,,,1,4,25,72,231,764,1620,2252,4969,,,,1,11,23,59,249,742,1439,2524,,,1,3,14,49,172,515,878,813,2445
2021-10-07,,,1,4,25,72,231,765,1620,2254,4972,,,,1,11,23,59,250,742,1441,2527,,,1,3,14,49,172,515,878,813,2445
2021-10-08,,,1,4,25,73,232,768,1622,2257,4982,,,,1,11,23,59,250,743,1444,2531,,,1,3,14,50,173,518,879,813,2451
2021-10-09,,,1,4,26,73,233,768,1627,2259,4991,,,,1,11,23,59,250,746,1445,2535,,,1,3,15,50,174,518,881,814,2456
2021-10-10,,,1,4,26,73,234,769,1629,2261,4997,,,,1,11,23,59,250,747,1446,2537,,,1,3,15,50,175,519,882,815,2460
2021-10-11,,,1,4,26,73,234,771,1629,2261,4999,,,,1,11,23,59,250,747,1446,2537,,,1,3,15,50,175,521,882,815,2462
2021-10-12,,,1,4,26,73,234,773,1630,2262,5003,,,,1,11,23,59,250,747,1447,2538,,,1,3,15,50,175,523,883,815,2465
2021-10-13,,,1,4,26,73,234,774,1632,2268,5012,,,,1,11,23,59,251,749,1451,2545,,,1,3,15,50,175,523,883,817,2467
2021-10-14,,,1,4,26,74,234,775,1632,2271,5017,,,,1,11,23,59,252,749,1451,2546,,,1,3,15,51,175,523,883,820,2471
2021-10-15,,,1,4,26,74,234,775,1633,2274,5021,,,,1,11,23,59,252,750,1454,2550,,,1,3,15,51,175,523,883,820,2471
2021-10-16,,,1,4,26,74,234,775,1634,2277,5025,,,,1,11,23,59,252,751,1457,2554,,,1,3,15,51,175,523,883,820,2471
2021-10-17,,,1,4,26,74,234,777,1635,2281,5032,,,,1,11,23,59,252,751,1460,2557,,,1,3,15,51,175,525,884,821,2475
2021-10-18,,,1,4,26,74,234,778,1638,2282,5037,,,,1,11,23,59,253,752,1460,2559,,,1,3,15,51,175,525,886,822,2478
2021-10-19,,,1,4,26,74,235,780,1638,2286,5044,,,,1,11,23,59,254,752,1462,2562,,,1,3,15,51,176,526,886,824,2482
2021-10-20,,,1,4,26,74,239,782,1641,2288,5055,,,,1,11,23,61,254,754,1462,2566,,,1,3,15,51,178,528,887,826,2489
2021-10-21,,,1,4,26,74,239,783,1642,2290,5059,,,,1,11,23,61,255,755,1464,2570,,,1,3,15,51,178,528,887,826,2489
2021-10-22,,,1,4,27,74,240,784,1647,2293,5070,,,,1,12,23,61,255,756,1466,2574,,,1,3,15,51,179,529,891,827,2496
2021-10-23,,,1,4,27,74,240,784,1649,2296,5075,,,,1,12,23,61,255,757,1468,2577,,,1,3,15,51,179,529,892,828,2498
2021-10-24,,,1,4,27,74,240,785,1655,2298,5084,,,,1,12,23,61,256,761,1469,2583,,,1,3,15,51,179,529,894,829,2501
2021-10-25,,,1,4,27,74,240,786,1659,2303,5094,,,,1,12,23,61,256,762,1472,2587,,,1,3,15,51,179,530,897,831,2507
2021-10-26,,,1,4,27,74,240,789,1666,2304,5105,,,,1,12,23,61,256,766,1473,2592,,,1,3,15,51,179,533,900,831,2513
2021-10-27,,,1,4,27,74,241,794,1668,2307,5116,,,,1,12,23,61,256,767,1475,2595,,,1,3,15,51,180,538,901,832,2521
2021-10-28,,,1,4,27,74,244,796,1675,2310,5131,,,,1,12,23,62,257,770,1477,2602,,,1,3,15,51,182,539,905,833,2529
2021-10-29,,,1,4,27,74,244,796,1679,2313,5138,,,,1,12,23,62,257,771,1480,2606,,,1,3,15,51,182,539,908,833,2532
2021-10-30,,,1,4,27,76,245,796,1681,2316,5146,,,,1,12,23,62,257,771,1483,2609,,,1,3,15,53,183,539,910,833,2537
2021-10-31,,,1,4,27,76,246,799,1685,2320,5158,,,,1,12,23,62,257,774,1486,2615,,,1,3,15,53,184,542,911,834,2543
2021-11-01,,,1,4,28,76,246,800,1689,2324,5168,,,,1,12,23,62,257,775,1488,2618,,,1,3,16,53,184,543,914,836,2550
2021-11-02,,,1,4,28,76,246,802,1697,2333,5187,,,,1,12,23,62,259,779,1492,2628,,,1,3,16,53,184,543,918,841,2559
2021-11-03,,,1,4,28,76,249,804,1702,2335,5199,,,,1,12,23,63,259,780,1494,2632,,,1,3,16,53,186,545,922,841,2567
2021-11-04,,,1,4,28,76,252,807,1706,2342,5216,,,,1,12,23,64,259,780,1497,2636,,,1,3,16,53,188,548,926,845,2580
2021-11-05,,,1,4,28,76,253,808,1713,2345,5228,,,,1,12,23,64,259,785,1498,2642,,,1,3,16,53,189,549,928,847,2586
2021-11-06,,,1,4,28,76,253,814,1715,2352,5243,,,,1,12,23,64,260,786,1501,2647,,,1,3,16,53,189,554,929,851,2596
2021-11-07,,,2,4,28,76,256,816,1719,2362,5263,,,1,1,12,23,65,261,787,1506,2656,,,1,3,16,53,191,555,932,856,2607
2021-11-08,,,2,4,28,76,256,818,1725,2367,5276,,,1,1,12,23,65,262,790,1509,2663,,,1,3,16,53,191,556,935,858,2613
2021-11-09,,,2,4,28,78,258,821,1729,2376,5296,,,1,1,12,24,66,262,790,1513,2669,,,1,3,16,54,192,559,939,863,2627
2021-11-10,,,2,4,28,78,259,823,1732,2382,5308,,,1,1,12,24,66,262,790,1517,2673,,,1,3,16,54,193,561,942,865,2635
2021-11-11,,,2,4,28,78,260,824,1737,2387,5320,,,1,1,12,24,66,262,793,1521,2680,,,1,3,16,54,194,562,944,866,2640
2021-11-12,,,2,4,29,79,262,829,1747,2392,5344,,,1,1,12,25,67,266,798,1523,2693,,,1,3,17,54,195,563,949,869,2651
2021-11-13,,,2,4,29,80,266,830,1755,2402,5368,,,1,1,12,25,68,267,804,1529,2707,,,1,3,17,55,198,563,951,873,2661
2021-11-14,,,2,4,29,80,269,837,1761,2409,5391,,,1,1,12,25,69,269,806,1533,2716,,,1,3,17,55,200,568,955,876,2675
2021-11-15,,,2,4,29,80,271,838,1764,2412,5400,,,1,1,12,25,70,270,807,1535,2721,,,1,3,17,55,201,568,957,877,2679
2021-11-16,,,2,4,29,80,272,841,1772,2415,5415,,,1,1,12,25,70,271,810,1536,2726,,,1,3,17,55,202,570,962,879,2689
2021-11-17,,,2,4,29,80,276,846,1783,2421,5441,,,1,1,12,25,73,273,816,1538,2739,,,1,3,17,55,203,573,967,883,2702
2021-11-18,,,2,4,29,81,278,848,1791,2433,5466,,,1,1,12,25,73,273,821,1545,2751,,,1,3,17,56,205,575,970,888,2715
2021-11-19,,,2,4,29,81,280,852,1798,2440,5486,,,1,1,12,25,73,276,824,1548,2760,,,1,3,17,56,207,576,974,892,2726
2021-11-20,,,2,4,29,81,282,855,1809,2451,5513,,,1,1,12,25,74,278,827,1555,2773,,,1,3,17,56,208,577,982,896,2740
2021-11-21,,,2,4,29,83,282,858,1815,2458,5531,,,1,1,12,25,74,280,829,1560,2782,,,1,3,17,58,208,578,986,898,2749
2021-11-22,,,2,4,29,84,283,862,1824,2462,5550,,,1,1,12,26,74,281,834,1563,2792,,,1,3,17,58,209,581,990,899,2758
2021-11-23,,,2,4,29,84,284,867,1831,2468,5569,,,1,1,12,26,75,282,839,1567,2803,,,1,3,17,58,209,585,992,901,2766
2021-11-24,,,2,4,29,84,285,870,1834,2475,5583,,,1,1,12,26,75,284,839,1571,2809,,,1,3,17,58,210,586,995,904,2774
2021-11-25,,,2,4,29,84,288,874,1839,2481,5601,,,1,1,12,26,76,284,842,1573,2815,,,1,3,17,58,212,590,997,908,2786
2021-11-26,,,2,4,29,84,289,883,1849,2486,5626,,,1,1,12,26,76,291,847,1577,2831,,,1,3,17,58,213,592,1002,909,2795
2021-11-27,,,2,4,29,85,290,890,1858,2499,5657,,,1,1,12,26,76,293,851,1584,2844,,,1,3,17,59,214,597,1007,915,2813
2021-11-28,,,2,4,29,85,293,895,1862,2508,5678,,,1,1,12,26,78,297,851,1589,2855,,,1,3,17,59,215,598,1011,919,2823
2021-11-29,,,2,4,30,85,294,897,1872,2513,5697,,,1,1,12,26,78,298,855,1592,2863,,,1,3,18,59,216,599,1017,921,2834
2021-11-30,,,2,4,30,85,297,904,1878,2520,5720,,,1,1,12,26,78,300,858,1599,2875,,,1,3,18,59,219,604,1020,921,2845
2021-12-01,,,2,4,30,85,299,911,1883,2526,5740,,,1,1,12,26,78,303,862,1603,2886,,,1,3,18,59,221,608,1021,923,2854
2021-12-02,,,2,4,30,85,301,912,1892,2534,5760,,,1,1,12,26,78,303,869,1606,2896,,,1,3,18,59,223,609,1023,928,2864
2021-12-03,,,2,4,30,86,304,915,1898,2543,5782,,,1,1,12,26,80,304,872,1613,2909,,,1,3,18,60,224,611,1026,930,2873
2021-12-04,,,2,4,30,86,306,920,1900,2554,5802,,,1,1,12,26,81,307,872,1620,2920,,,1,3,18,60,225,613,1028,934,2882
2021-12-05,,,2,4,31,86,307,922,1904,2557,5813,,,1,1,12,26,81,307,873,1623,2924,,,1,3,19,60,226,615,1031,934,2889
2021-12-06,,,2,4,31,87,309,927,1909,2562,5831,,,1,1,12,26,81,311,876,1625,2933,,,1,3,19,61,228,616,1033,937,2898
2021-12-07,,,2,4,31,87,309,932,1915,2568,5848,,,1,1,12,26,81,312,877,1627,2937,,,1,3,19,61,228,620,1038,941,2911
2021-12-08,,,2,4,31,88,312,934,1918,2573,5862,,,1,1,12,26,81,313,878,1631,2943,,,1,3,19,62,231,621,1040,942,2919
2021-12-09,,,2,4,31,88,312,938,1925,2581,5881,,,1,1,12,26,81,313,882,1638,2954,,,1,3,19,62,231,625,1043,943,2927
2021-12-10,,,2,4,31,89,314,945,1928,2583,5896,,,1,1,12,26,82,316,882,1640,2960,,,1,3,19,63,232,629,1046,943,2936
2021-12-11,,,2,4,31,90,316,948,1931,2586,5908,,,1,1,12,27,83,316,882,1642,2964,,,1,3,19,63,233,632,1049,944,2944
2021-12-12,,,2,4,31,90,319,952,1935,2594,5927,,,1,1,12,27,85,318,883,1647,2974,,,1,3,19,63,234,634,1052,947,2953
2021-12-13,,,2,4,31,91,322,956,1940,2597,5943,,,1,1,12,28,86,319,883,1650,2980,,,1,3,19,63,236,637,1057,947,2963
2021-12-14,,,2,5,31,93,323,959,1944,2600,5957,,,1,2,12,28,86,321,886,1651,2987,,,1,3,19,65,237,638,1058,949,2970
2021-12-15,,,2,5,31,93,323,959,1944,2607,5964,,,1,2,12,28,86,321,886,1656,2992,,,1,3,19,65,237,638,1058,951,2972
2021-12-16,,,2,5,31,93,324,963,1945,2612,5975,,,1,2,12,28,86,322,886,1659,2996,,,1,3,19,65,238,641,1059,953,2979
2021-12-17,,,2,5,31,93,325,968,1948,2619,5991,,,1,2,12,28,87,323,886,1663,3002,,,1,3,19,65,238,645,1062,956,2989
2021-12-18,,,2,5,31,93,326,969,1951,2626,6003,,,1,2,12,28,88,323,888,1666,3008,,,1,3,19,65,238,646,1063,960,2995
2021-12-19,,,2,5,31,93,327,970,1955,2628,6011,,,1,2,12,28,88,323,890,1666,3010,,,1,3,19,65,239,647,1065,962,3001
2021-12-20,,,2,5,31,93,329,972,1959,2630,6021,,,1,2,12,28,88,324,892,1668,3015,,,1,3,19,65,241,648,1067,962,3006
2021-12-21,,,2,5,31,93,329,974,1961,2635,6030,,,1,2,12,28,88,325,893,1671,3020,,,1,3,19,65,241,649,1068,964,3010
2021-12-22,,,2,5,31,93,331,976,1965,2635,6038,,,1,2,12,28,88,325,897,1671,3024,,,1,3,19,65,243,651,1068,964,3014
2021-12-23,,,2,6,31,94,331,976,1966,2641,6047,,,1,2,12,28,88,325,898,1674,3028,,,1,4,19,66,243,651,1068,967,3019
2021-12-24,,,2,6,31,94,331,976,1968,2643,6051,,,1,2,12,28,88,325,899,1676,3031,,,1,4,19,66,243,651,1069,967,3020
2021-12-25,,,2,6,31,94,333,978,1972,2646,6062,,,1,2,12,28,90,326,902,1678,3039,,,1,4,19,66,243,652,1070,968,3023
2021-12-26,,,2,6,31,94,333,979,1976,2650,6071,,,1,2,12,28,90,327,903,1679,3042,,,1,4,19,66,243,652,1073,971,3029
2021-12-27,,,2,6,32,94,333,980,1980,2655,6082,,,1,2,12,28,90,327,904,1683,3047,,,1,4,20,66,243,653,1076,972,3035
2021-12-28,,,2,6,32,94,335,985,1984,2661,6099,,,1,2,12,28,91,330,905,1689,3058,,,1,4,20,66,244,655,1079,972,3041
2021-12-29,,,2,6,32,94,335,985,1989,2663,6106,,,1,2,12,28,91,330,908,1691,3063,,,1,4,20,66,244,655,1081,972,3043
2021-12-30,,,2,6,32,94,335,986,1991,2665,6111,,,1,2,12,28,91,330,909,1692,3065,,,1,4,20,66,244,656,1082,973,3046
2021-12-31,,,2,6,32,94,335,988,1993,2668,6118,,,1,2,12,28,91,331,909,1693,3067,,,1,4,20,66,244,657,1084,975,3051
2022-01-01,,,2,6,32,94,338,988,1995,2671,6126,,,1,2,12,28,92,331,909,1694,3069,,,1,4,20,66,246,657,1086,977,3057
2022-01-02,,,2,6,32,94,338,988,2001,2674,6135,,,1,2,12,28,92,331,913,1695,3074,,,1,4,20,66,246,657,1088,979,3061
2022-01-03,,,2,6,32,94,339,994,2004,2674,6145,,,1,2,12,28,92,333,915,1695,3078,,,1,4,20,66,247,661,1089,979,3067
2022-01-04,,,2,6,32,95,339,996,2006,2677,6153,,,1,2,12,28,92,334,916,1697,3082,,,1,4,20,67,247,662,1090,980,3071
2022-01-05,,,2,6,32,96,341,997,2007,2679,6160,,,1,2,12,28,92,334,917,1698,3084,,,1,4,20,68,249,663,1090,981,3076
2022-01-06,,,2,6,32,96,342,1002,2008,2683,6171,,,1,2,12,28,93,335,917,1699,3087,,,1,4,20,68,249,667,1091,984,3084
2022-01-07,,,2,6,32,96,342,1003,2012,2683,6176,,,1,2,12,28,93,335,919,1699,3089,,,1,4,20,68,249,668,1093,984,3087
2022-01-08,,,2,6,32,96,342,1004,2014,2685,6181,,,1,2,12,28,93,335,920,1700,3091,,,1,4,20,68,249,669,1094,985,3090
2022-01-09,,,2,6,32,96,343,1005,2015,2690,6189,,,1,2,12,28,93,336,920,1703,3095,,,1,4,20,68,250,669,1095,987,3094
2022-01-10,,,2,6,32,96,343,1006,2018,2690,6193,,,1,2,12,28,93,336,921,1703,3096,,,1,4,20,68,250,670,1097,987,3097
2022-01-11,,,2,6,32,96,343,1007,2021,2698,6205,,,1,2,12,28,93,337,922,1708,3103,,,1,4,20,68,250,670,1099,990,3102
2022-01-12,,,2,6,34,97,343,1009,2023,2700,6214,,,1,2,12,28,93,337,924,1709,3106,,,1,4,22,69,250,672,1099,991,3108
2022-01-13,,,2,6,34,97,346,1011,2024,2703,6223,,,1,2,12,28,93,338,925,1710,3109,,,1,4,22,69,253,673,1099,993,3114
2022-01-14,,,2,6,34,98,346,1013,2026,2703,6228,,,1,2,12,29,93,339,926,1710,3112,,,1,4,22,69,253,674,1100,993,3116
2022-01-15,,,2,6,34,98,346,1014,2027,2705,6232,,,1,2,12,29,93,339,926,1711,3113,,,1,4,22,69,253,675,1101,994,3119
2022-01-16,,,2,6,34,98,346,1016,2028,2709,6239,,,1,2,12,29,93,340,926,1713,3116,,,1,4,22,69,253,676,1102,996,3123
2022-01-17,,,2,6,34,98,347,1017,2032,2713,6249,,,1,2,12,29,94,341,927,1717,3123,,,1,4,22,69,253,676,1105,996,3126
2022-01-18,,,2,6,35,98,348,1020,2035,2719,6263,,,1,2,12,29,95,341,929,1721,3130,,,1,4,23,69,253,679,1106,998,3133
2022-01-19,,,2,6,35,98,348,1021,2038,2719,6267,,,1,2,12,29,95,342,930,1721,3132,,,1,4,23,69,253,679,1108,998,3135
2022-01-20,,,2,6,36,98,350,1022,2041,2722,6277,,,1,2,13,29,95,342,933,1721,3136,,,1,4,23,69,255,680,1108,1001,3141
2022-01-21,,,2,6,36,98,350,1026,2044,2727,6289,,,1,2,13,29,95,344,934,1722,3140,,,1,4,23,69,255,682,1110,1005,3149
2022-01-22,,,2,7,36,98,354,1027,2046,2733,6303,,,1,3,13,29,96,344,934,1723,3143,,,1,4,23,69,258,683,1112,1010,3160
2022-01-23,,,2,7,36,98,354,1027,2049,2736,6309,,,1,3,13,29,96,344,935,1724,3145,,,1,4,23,69,258,683,1114,1012,3164
2022-01-24,,,2,7,36,98,354,1029,2050,2739,6315,,,1,3,13,29,96,344,935,1727,3148,,,1,4,23,69,258,685,1115,1012,3167
2022-01-25,,,2,7,36,98,354,1029,2054,2744,6324,,,1,3,13,29,96,344,936,1729,3151,,,1,4,23,69,258,685,1118,1015,3173
2022-01-26,,,2,7,36,98,354,1030,2057,2745,6329,,,1,3,13,29,96,344,937,1729,3152,,,1,4,23,69,258,686,1120,1016,3177
