date,state.icu.in.vaccinated,state.icu.in.vaccinatedpartially,state.icu.in.recovered,state.icu.in.other,state.icu.in,state.icu.out,state.icu,state.critical.in,state.critical.out,state.critical,state.niv,hospital.icu.free,hospital.icu.total,state.deceased.hospital.icu,state.deceased.hospital.icu.todate,state.icu.total,state.critical.total,state.ukclj.icu.in.vaccinated,state.ukclj.icu.in.vaccinatedpartially,state.ukclj.icu.in.recovered,state.ukclj.icu.in.other,state.ukclj.icu.in,state.ukclj.icu.out,state.ukclj.icu,state.ukclj.critical.in,state.ukclj.critical.out,state.ukclj.critical,state.ukclj.niv,hospital.ukclj.icu.free,hospital.ukclj.icu.total,state.ukclj.deceased.hospital.icu,state.ukclj.deceased.hospital.icu.todate,state.ukclj.icu.total,state.ukclj.critical.total,state.ukcmb.icu.in.vaccinated,state.ukcmb.icu.in.vaccinatedpartially,state.ukcmb.icu.in.recovered,state.ukcmb.icu.in.other,state.ukcmb.icu.in,state.ukcmb.icu.out,state.ukcmb.icu,state.ukcmb.critical.in,state.ukcmb.critical.out,state.ukcmb.critical,state.ukcmb.niv,hospital.ukcmb.icu.free,hospital.ukcmb.icu.total,state.ukcmb.deceased.hospital.icu,state.ukcmb.deceased.hospital.icu.todate,state.ukcmb.icu.total,state.ukcmb.critical.total,state.ukg.icu.in.other,state.ukg.icu.in,state.ukg.icu.out,state.ukg.icu,state.ukg.icu.in,state.ukg.icu.out,state.ukg.icu,state.ukg.critical.in,state.ukg.critical.out,state.ukg.critical,state.ukg.niv,hospital.ukg.icu.free,hospital.ukg.icu.total,state.ukg.deceased.hospital.icu,state.ukg.deceased.hospital.icu.todate,state.ukg.icu.total,state.ukg.critical.total,state.sbce.icu.in.vaccinated,state.sbce.icu.in.vaccinatedpartially,state.sbce.icu.in.recovered,state.sbce.icu.in.other,state.sbce.icu.in,state.sbce.icu.out,state.sbce.icu,state.sbce.critical.in,state.sbce.critical.out,state.sbce.critical,state.sbce.niv,hospital.sbce.icu.free,hospital.sbce.icu.total,state.sbce.deceased.hospital.icu,state.sbce.deceased.hospital.icu.todate,state.sbce.icu.total,state.sbce.critical.total,state.sbnm.icu.in.vaccinated,state.sbnm.icu.in.vaccinatedpartially,state.sbnm.icu.in.recovered,state.sbnm.icu.in.other,state.sbnm.icu.in,state.sbnm.icu.out,state.sbnm.icu,state.sbnm.critical.in,state.sbnm.critical.out,state.sbnm.critical,state.sbnm.niv,hospital.sbnm.icu.free,hospital.sbnm.icu.total,state.sbnm.deceased.hospital.icu,state.sbnm.deceased.hospital.icu.todate,state.sbnm.icu.total,state.sbnm.critical.total,state.sbms.icu.in.vaccinated,state.sbms.icu.in.vaccinatedpartially,state.sbms.icu.in.recovered,state.sbms.icu.in.other,state.sbms.icu.in,state.sbms.icu.out,state.sbms.icu,state.sbms.critical.in,state.sbms.critical.out,state.sbms.critical,state.sbms.niv,hospital.sbms.icu.free,hospital.sbms.icu.total,state.sbms.deceased.hospital.icu,state.sbms.deceased.hospital.icu.todate,state.sbms.icu.total,state.sbms.critical.total,state.sbpt.icu.in.vaccinated,state.sbpt.icu.in.vaccinatedpartially,state.sbpt.icu.in.recovered,state.sbpt.icu.in.other,state.sbpt.icu.in,state.sbpt.icu.out,state.sbpt.icu,state.sbpt.critical.in,state.sbpt.critical.out,state.sbpt.critical,state.sbpt.niv,hospital.sbpt.icu.free,hospital.sbpt.icu.total,state.sbpt.deceased.hospital.icu,state.sbpt.deceased.hospital.icu.todate,state.sbpt.icu.total,state.sbpt.critical.total,state.sbsg.icu.in.vaccinated,state.sbsg.icu.in.vaccinatedpartially,state.sbsg.icu.in.recovered,state.sbsg.icu.in.other,state.sbsg.icu.in,state.sbsg.icu.out,state.sbsg.icu,state.sbsg.critical.in,state.sbsg.critical.out,state.sbsg.critical,state.sbsg.niv,hospital.sbsg.icu.free,hospital.sbsg.icu.total,state.sbsg.deceased.hospital.icu,state.sbsg.deceased.hospital.icu.todate,state.sbsg.icu.total,state.sbsg.critical.total,state.sbtr.icu.in.vaccinated,state.sbtr.icu.in.vaccinatedpartially,state.sbtr.icu.in.recovered,state.sbtr.icu.in.other,state.sbtr.icu.in,state.sbtr.icu.out,state.sbtr.icu,state.sbtr.critical.in,state.sbtr.critical.out,state.sbtr.critical,state.sbtr.niv,hospital.sbtr.icu.free,hospital.sbtr.icu.total,state.sbtr.deceased.hospital.icu,state.sbtr.deceased.hospital.icu.todate,state.sbtr.icu.total,state.sbtr.critical.total,state.sbiz.icu.in.vaccinated,state.sbiz.icu.in.vaccinatedpartially,state.sbiz.icu.in.recovered,state.sbiz.icu.in.other,state.sbiz.icu.in,state.sbiz.icu.out,state.sbiz.icu,state.sbiz.critical.in,state.sbiz.critical.out,state.sbiz.critical,state.sbiz.niv,hospital.sbiz.icu.free,hospital.sbiz.icu.total,state.sbiz.deceased.hospital.icu,state.sbiz.deceased.hospital.icu.todate,state.sbiz.icu.total,state.sbiz.critical.total,state.sbng.icu.in.vaccinated,state.sbng.icu.in.vaccinatedpartially,state.sbng.icu.in.recovered,state.sbng.icu.in.other,state.sbng.icu.in,state.sbng.icu.out,state.sbng.icu,state.sbng.critical.in,state.sbng.critical.out,state.sbng.critical,state.sbng.niv,hospital.sbng.icu.free,hospital.sbng.icu.total,state.sbng.deceased.hospital.icu,state.sbng.deceased.hospital.icu.todate,state.sbng.icu.total,state.sbng.critical.total,state.sbje.icu.in.vaccinated,state.sbje.icu.in.vaccinatedpartially,state.sbje.icu.in.recovered,state.sbje.icu.in.other,state.sbje.icu.in,state.sbje.icu.out,state.sbje.icu,state.sbje.critical.in,state.sbje.critical.out,state.sbje.critical,state.sbje.niv,hospital.sbje.icu.free,hospital.sbje.icu.total,state.sbje.deceased.hospital.icu,state.sbje.deceased.hospital.icu.todate,state.sbje.icu.total,state.sbje.critical.total,state.sbbr.icu.in.vaccinated,state.sbbr.icu.in.vaccinatedpartially,state.sbbr.icu.in.recovered,state.sbbr.icu.in.other,state.sbbr.icu.in,state.sbbr.icu.out,state.sbbr.icu,state.sbbr.critical.in,state.sbbr.critical.out,state.sbbr.critical,state.sbbr.niv,hospital.sbbr.icu.free,hospital.sbbr.icu.total,state.sbbr.deceased.hospital.icu,state.sbbr.deceased.hospital.icu.todate,state.sbbr.icu.total,state.sbbr.critical.total,state.bse.icu.in.vaccinated,state.bse.icu.in.vaccinatedpartially,state.bse.icu.in.recovered,state.bse.icu.in.other,state.bse.icu.in,state.bse.icu.out,state.bse.icu,state.bse.critical.in,state.bse.critical.out,state.bse.critical,state.bse.niv,hospital.bse.icu.free,hospital.bse.icu.total,state.bse.deceased.hospital.icu,state.bse.deceased.hospital.icu.todate,state.bse.icu.total,state.bse.critical.total,state.bto.icu.in.vaccinated,state.bto.icu.in.vaccinatedpartially,state.bto.icu.in.recovered,state.bto.icu.in.other,state.bto.icu.in,state.bto.icu.out,state.bto.icu,state.bto.critical.in,state.bto.critical.out,state.bto.critical,state.bto.niv,hospital.bto.icu.free,hospital.bto.icu.total,state.bto.deceased.hospital.icu,state.bto.deceased.hospital.icu.todate,state.bto.icu.total,state.bto.critical.total
2021-07-15,,,,,0,0,10,0,0,7,3,10,20,0,764,2897,1469,,,,,0,0,5,,,4,1,7,12,,159,733,329,,,,,0,0,5,,,3,2,3,8,,150,647,305,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-16,,,,,0,0,10,0,1,6,3,10,20,0,764,2897,1469,,,,,0,0,5,,1,3,1,7,12,,159,733,329,,,,,0,0,5,,,3,2,3,8,,150,647,305,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-17,,,,,0,0,10,0,0,6,2,10,20,0,764,2897,1469,,,,,0,0,5,,,3,0,7,12,,159,733,329,,,,,0,0,5,,,3,2,3,8,,150,647,305,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-18,,,,,0,0,10,0,0,6,2,10,20,0,764,2897,1469,,,,,0,0,5,,,3,0,7,12,,159,733,329,,,,,0,0,5,,,3,2,3,8,,150,647,305,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-19,,,,,0,0,10,0,0,6,2,10,20,0,764,2897,1469,,,,,0,0,5,,,3,0,7,12,,159,733,329,,,,,0,0,5,,,3,2,3,8,,150,647,305,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-20,,,,,0,1,9,0,1,5,2,11,20,0,764,2897,1469,,,,,0,1,4,,1,2,0,8,12,,159,733,329,,,,,0,0,5,,,3,2,3,8,,150,647,305,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-21,,,,,0,1,8,0,0,5,1,12,20,0,764,2897,1469,,,,,0,0,4,,,2,0,8,12,,159,733,329,,,,,0,1,4,,,3,1,4,8,,150,647,305,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-22,,,,,0,1,7,0,0,5,1,13,20,0,764,2897,1469,,,,,0,1,3,,,2,0,9,12,,159,733,329,,,,,0,0,4,,,3,1,4,8,,150,647,305,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-23,,,,,1,0,8,1,0,6,1,12,20,0,764,2898,1470,,,,,0,0,3,,,2,0,9,12,,159,733,329,,,,,1,0,5,1,,4,1,3,8,,150,648,306,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-24,,,,,0,0,8,0,0,6,1,12,20,0,764,2898,1470,,,,,0,0,3,,,2,0,9,12,,159,733,329,,,,,0,0,5,,,4,1,3,8,,150,648,306,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-25,,,,,1,0,8,1,0,6,1,12,20,1,765,2899,1471,,,,,0,0,3,,,2,0,9,12,,159,733,329,,,,,1,0,5,1,,4,1,3,8,1,151,649,307,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-26,,,,,0,0,8,0,0,6,1,12,20,0,765,2899,1471,,,,,0,0,3,,,2,0,9,12,,159,733,329,,,,,0,0,5,,,4,1,3,8,,151,649,307,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-27,,,,,0,1,7,1,1,6,1,13,20,0,765,2899,1472,,,,,0,0,3,1,,3,0,9,12,,159,733,330,,,,,0,1,4,,1,3,1,4,8,,151,649,307,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-28,,,,,0,0,7,0,0,6,1,13,20,0,765,2899,1472,,,,,0,0,3,,,3,0,9,12,,159,733,330,0,0,0,0,0,0,4,,,3,1,4,8,,151,649,307,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-29,,,,,1,0,8,0,0,6,2,12,20,0,765,2900,1472,,,,,0,0,3,,,3,0,9,12,,159,733,330,0,0,0,1,1,0,5,,,3,2,3,8,,151,650,307,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-30,,,,,1,0,9,0,0,6,3,11,20,0,765,2901,1472,,,,,0,0,3,,,3,0,9,12,,159,733,330,0,0,0,1,1,0,6,,,3,3,2,8,,151,651,307,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-31,,,,,1,1,9,1,0,7,2,11,20,0,765,2902,1473,,,,,1,1,3,,,3,0,9,12,,159,734,330,0,0,0,0,0,0,6,1,,4,2,2,8,,151,651,308,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-01,0,0,0,0,0,1,8,0,0,7,1,12,20,0,765,2902,1473,0,0,0,0,0,0,3,,,3,0,9,12,,159,734,330,0,0,0,0,0,1,5,,,4,1,3,8,,151,651,308,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-02,0,0,0,1,1,0,9,0,0,7,2,11,20,0,765,2903,1473,0,0,0,0,0,0,3,,,3,0,9,12,,159,734,330,0,0,0,1,1,0,6,,,4,2,2,8,,151,652,308,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-03,0,0,0,0,0,0,9,0,0,7,2,11,20,0,765,2903,1473,0,0,0,0,0,0,3,,,3,0,9,12,,159,734,330,0,0,0,0,0,0,6,,,4,2,2,8,,151,652,308,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-04,0,0,0,0,0,1,8,0,0,7,1,12,20,0,765,2903,1473,0,0,0,0,0,0,3,,,3,0,9,12,,159,734,330,0,0,0,0,0,1,5,,,4,1,3,8,,151,652,308,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-05,0,0,0,0,0,0,8,0,0,7,1,12,20,0,765,2903,1473,0,0,0,0,0,0,3,,,3,0,9,12,,159,734,330,0,0,0,0,0,0,5,,,4,1,3,8,,151,652,308,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-06,0,0,0,0,0,0,7,1,0,7,0,13,20,1,766,2903,1474,0,0,0,0,0,0,3,,,3,0,9,12,,159,734,330,0,0,0,0,0,0,4,1,,4,0,4,8,1,152,652,309,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-07,0,0,0,2,2,0,8,1,0,7,1,12,20,1,767,2905,1475,0,0,0,1,1,0,3,1,,3,0,9,12,1,160,735,331,0,0,0,1,1,0,5,,,4,1,3,8,,152,653,309,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-08,0,0,0,1,1,1,7,1,1,6,1,13,20,1,768,2906,1476,0,0,0,1,1,0,4,1,,4,0,8,12,,160,736,332,0,0,0,0,0,1,3,,1,2,1,5,8,1,153,653,309,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-09,0,0,0,0,0,0,7,0,1,5,2,13,20,0,768,2906,1476,0,0,0,0,0,0,4,,,4,0,8,12,,160,736,332,0,0,0,0,0,0,3,,1,1,2,5,8,,153,653,309,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-10,0,0,0,0,0,0,7,0,0,5,1,13,20,0,768,2906,1476,0,0,0,0,0,0,4,,,4,0,8,12,,160,736,332,0,0,0,0,0,0,3,,,1,1,5,8,,153,653,309,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-11,0,0,0,0,0,0,7,0,0,5,1,13,20,0,768,2906,1476,0,0,0,0,0,0,4,,,4,0,8,12,,160,736,332,0,0,0,0,0,0,3,,,1,1,5,8,,153,653,309,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-12,0,0,0,1,1,1,7,0,0,5,0,13,20,0,768,2907,1476,0,0,0,1,1,0,5,,,4,0,7,12,,160,737,332,0,0,0,0,0,1,2,,,1,0,6,8,,153,653,309,,,,,,,,,,,,,,,63,184,109,,,,,,,,,,,,,,,132,433,233,,,,,,,,,,,,,,,53,184,117,,,,,,,,,,,,,,,81,244,144,,,,,,,,,,,,,,,22,72,27,,,,,,,,,,,,,,,26,82,52,,,,,,,,,,,,,,,39,119,52,,,,,,,,,,,,,,,17,63,32,,,,,,,,,,,,,,,11,76,48,,,,,,,,,,,,,,,9,32,19,,,,,,,,,,,,,,,2,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
