date,vaccination.region.kp.1st,vaccination.region.kp.1st.todate,vaccination.region.kp.2nd,vaccination.region.kp.2nd.todate,vaccination.region.kp.3rd,vaccination.region.kp.3rd.todate,vaccination.region.ng.1st,vaccination.region.ng.1st.todate,vaccination.region.ng.2nd,vaccination.region.ng.2nd.todate,vaccination.region.ng.3rd,vaccination.region.ng.3rd.todate,vaccination.region.po.1st,vaccination.region.po.1st.todate,vaccination.region.po.2nd,vaccination.region.po.2nd.todate,vaccination.region.po.3rd,vaccination.region.po.3rd.todate,vaccination.region.kr.1st,vaccination.region.kr.1st.todate,vaccination.region.kr.2nd,vaccination.region.kr.2nd.todate,vaccination.region.kr.3rd,vaccination.region.kr.3rd.todate,vaccination.region.lj.1st,vaccination.region.lj.1st.todate,vaccination.region.lj.2nd,vaccination.region.lj.2nd.todate,vaccination.region.lj.3rd,vaccination.region.lj.3rd.todate,vaccination.region.nm.1st,vaccination.region.nm.1st.todate,vaccination.region.nm.2nd,vaccination.region.nm.2nd.todate,vaccination.region.nm.3rd,vaccination.region.nm.3rd.todate,vaccination.region.kk.1st,vaccination.region.kk.1st.todate,vaccination.region.kk.2nd,vaccination.region.kk.2nd.todate,vaccination.region.kk.3rd,vaccination.region.kk.3rd.todate,vaccination.region.za.1st,vaccination.region.za.1st.todate,vaccination.region.za.2nd,vaccination.region.za.2nd.todate,vaccination.region.za.3rd,vaccination.region.za.3rd.todate,vaccination.region.ce.1st,vaccination.region.ce.1st.todate,vaccination.region.ce.2nd,vaccination.region.ce.2nd.todate,vaccination.region.ce.3rd,vaccination.region.ce.3rd.todate,vaccination.region.sg.1st,vaccination.region.sg.1st.todate,vaccination.region.sg.2nd,vaccination.region.sg.2nd.todate,vaccination.region.sg.3rd,vaccination.region.sg.3rd.todate,vaccination.region.mb.1st,vaccination.region.mb.1st.todate,vaccination.region.mb.2nd,vaccination.region.mb.2nd.todate,vaccination.region.mb.3rd,vaccination.region.mb.3rd.todate,vaccination.region.ms.1st,vaccination.region.ms.1st.todate,vaccination.region.ms.2nd,vaccination.region.ms.2nd.todate,vaccination.region.ms.3rd,vaccination.region.ms.3rd.todate
2022-01-14,52,66787,87,64096,734,29185,57,71969,111,69314,839,33316,12,32467,56,30816,410,14393,106,126336,139,122018,1371,58792,170,344048,426,328133,3278,150280,56,83542,152,79288,961,34121,29,43166,95,40715,403,17931,33,35526,73,34002,507,16207,110,150530,156,144382,1600,63664,24,43470,59,42075,546,20707,129,184876,325,176875,1994,79235,51,68738,70,66108,722,30664
2022-01-15,40,66827,37,64133,424,29609,26,71995,32,69346,458,33774,12,32479,34,30850,198,14591,50,126386,77,122095,878,59670,122,344170,234,328367,2299,152579,45,83587,55,79343,545,34666,16,43182,39,40754,202,18133,16,35542,30,34032,202,16409,87,150617,67,144449,1051,64715,18,43488,24,42099,356,21063,100,184976,109,176984,1286,80521,28,68766,39,66147,374,31038
2022-01-16,2,66829,,64133,3,29612,,71995,1,69347,3,33777,,32479,,30850,,14591,4,126390,12,122107,42,59712,7,344177,16,328383,89,152668,,83587,,79343,,34666,,43182,,40754,,18133,,35542,,34032,,16409,1,150618,,144449,3,64718,,43488,,42099,2,21065,,184976,,176984,2,80523,,68766,,66147,2,31040
2022-01-17,6,66835,7,64140,64,29676,6,72001,9,69356,52,33829,11,32490,3,30853,73,14664,17,126407,28,122135,141,59853,50,344227,107,328490,581,153249,14,83601,38,79381,78,34744,10,43192,35,40789,104,18237,,35542,2,34034,61,16470,26,150644,50,144499,231,64949,4,43492,3,42102,38,21103,53,185029,72,177056,396,80919,17,68783,29,66176,161,31201
2022-01-18,24,66859,46,64186,173,29849,11,72012,21,69377,88,33917,5,32495,7,30860,46,14710,10,126417,38,122173,119,59972,116,344343,233,328723,769,154018,26,83627,74,79455,251,34995,7,43199,20,40809,69,18306,5,35547,22,34056,62,16532,41,150685,62,144561,325,65274,3,43495,3,42105,55,21158,68,185097,98,177154,531,81450,25,68808,45,66221,226,31427
2022-01-19,11,66870,13,64199,139,29988,17,72029,27,69404,170,34087,11,32506,30,30890,114,14824,47,126464,106,122279,455,60427,77,344420,156,328879,835,154853,21,83648,51,79506,196,35191,23,43222,51,40860,148,18454,7,35554,9,34065,53,16585,42,150727,91,144652,361,65635,13,43508,20,42125,104,21262,53,185150,109,177263,499,81949,16,68824,26,66247,131,31558
2022-01-20,29,66899,48,64247,233,30221,14,72043,31,69435,192,34279,12,32518,14,30904,59,14883,26,126490,61,122340,261,60688,123,344543,321,329200,914,155767,25,83673,98,79604,253,35444,10,43232,19,40879,68,18522,12,35566,30,34095,96,16681,44,150771,93,144745,564,66199,16,43524,24,42149,174,21436,58,185208,67,177330,430,82379,33,68857,38,66285,273,31831
2022-01-21,17,66916,40,64287,217,30438,25,72068,44,69479,321,34600,6,32524,8,30912,76,14959,12,126502,27,122367,138,60826,90,344633,161,329361,1002,156769,36,83709,50,79654,264,35708,16,43248,23,40902,129,18651,12,35578,20,34115,164,16845,28,150799,36,144781,643,66842,13,43537,29,42178,312,21748,65,185273,164,177494,584,82963,21,68878,28,66313,209,32040
2022-01-22,2,66918,7,64294,31,30469,,72068,1,69480,7,34607,1,32525,,30912,4,14963,8,126510,5,122372,14,60840,34,344667,57,329418,365,157134,1,83710,,79654,5,35713,,43248,,40902,3,18654,1,35579,1,34116,2,16847,1,150800,1,144782,4,66846,,43537,,42178,1,21749,1,185274,3,177497,6,82969,1,68879,4,66317,37,32077
2022-01-23,,66918,,64294,,30469,,72068,,69480,1,34608,,32525,1,30913,,14963,,126510,,122372,2,60842,7,344674,9,329427,67,157201,,83710,,79654,1,35714,,43248,,40902,,18654,,35579,,34116,2,16849,,150800,,144782,3,66849,,43537,1,42179,,21749,1,185275,,177497,2,82971,,68879,,66317,,32077
2022-01-24,4,66922,9,64303,47,30516,3,72071,14,69494,38,34646,2,32527,6,30919,41,15004,13,126523,22,122394,124,60966,36,344710,58,329485,453,157654,15,83725,34,79688,110,35824,9,43257,28,40930,108,18762,2,35581,11,34127,31,16880,14,150814,39,144821,145,66994,4,43541,4,42183,39,21788,35,185310,65,177562,336,83307,9,68888,37,66354,184,32261
2022-01-25,24,66946,18,64321,138,30654,21,72092,25,69519,146,34792,6,32533,9,30928,29,15033,7,126530,21,122415,41,61007,70,344780,143,329628,482,158136,22,83747,65,79753,176,36000,,43257,7,40937,25,18787,6,35587,18,34145,83,16963,29,150843,57,144878,299,67293,1,43542,10,42193,38,21826,40,185350,80,177642,376,83683,20,68908,44,66398,186,32447
2022-01-26,10,66956,21,64342,111,30765,16,72108,65,69584,136,34928,4,32537,24,30952,95,15128,33,126563,83,122498,460,61467,68,344848,182,329810,693,158829,13,83760,50,79803,164,36164,18,43275,38,40975,141,18928,2,35589,4,34149,30,16993,33,150876,50,144928,292,67585,7,43549,32,42225,104,21930,43,185393,67,177709,372,84055,12,68920,34,66432,132,32579
