datum_izvida,stevilo_potrjenih_skupaj,stevilo_potrjenih_pcr,stevilo_potrjenih_hagt,stevilo_potrjenih_skupaj_0_17,stevilo_potrjenih_skupaj_18_24,stevilo_potrjenih_skupaj_25_44,stevilo_potrjenih_skupaj_45_64,stevilo_potrjenih_skupaj_65_74,stevilo_potrjenih_skupaj_75_plus,stevilo_potrjenih_pcr_0_17,stevilo_potrjenih_pcr_18_24,stevilo_potrjenih_pcr_25_44,stevilo_potrjenih_pcr_45_64,stevilo_potrjenih_pcr_65_74,stevilo_potrjenih_pcr_75_plus,stevilo_potrjenih_hagt_0_17,stevilo_potrjenih_hagt_18_24,stevilo_potrjenih_hagt_25_44,stevilo_potrjenih_hagt_45_64,stevilo_potrjenih_hagt_65_74,stevilo_potrjenih_hagt_75_plus,stevilo_testiranj_skupaj,stevilo_testiranj_pcr,stevilo_testiranj_hagt,stevilo_umrlih
2021-06-03,280,280,0,57,22,104,80,8,9,57,22,104,80,8,9,0,0,0,0,0,0,37893,3927,33966,3
2021-06-04,247,247,0,61,27,73,68,9,9,61,27,73,68,9,9,0,0,0,0,0,0,49075,3478,45597,1
2021-06-05,157,157,0,48,16,47,36,3,7,48,16,47,36,3,7,0,0,0,0,0,0,11706,2257,9449,2
2021-06-06,58,58,0,15,2,23,11,3,4,15,2,23,11,3,4,0,0,0,0,0,0,10047,1329,8718,2
2021-06-07,220,220,0,57,24,65,60,11,3,57,24,65,60,11,3,0,0,0,0,0,0,46207,3053,43154,3
2021-06-08,254,254,0,54,26,89,73,9,3,54,26,89,73,9,3,0,0,0,0,0,0,29979,3508,26471,0
2021-06-09,195,195,0,42,16,65,61,5,6,42,16,65,61,5,6,0,0,0,0,0,0,31327,3036,28291,3
2021-06-10,123,123,0,20,17,38,41,5,2,20,17,38,41,5,2,0,0,0,0,0,0,35860,2737,33123,3
2021-06-11,126,126,0,32,13,41,33,2,5,32,13,41,33,2,5,0,0,0,0,0,0,48738,2700,46038,3
2021-06-12,91,91,0,21,9,31,22,5,3,21,9,31,22,5,3,0,0,0,0,0,0,10794,1376,9418,5
2021-06-13,24,24,0,5,4,9,3,2,1,5,4,9,3,2,1,0,0,0,0,0,0,8331,1024,7307,3
2021-06-14,113,113,0,15,12,45,34,2,5,15,12,45,34,2,5,0,0,0,0,0,0,44233,2332,41901,3
2021-06-15,117,117,0,15,16,38,33,8,7,15,16,38,33,8,7,0,0,0,0,0,0,28396,2654,25742,1
2021-06-16,84,84,0,11,11,24,31,2,5,11,11,24,31,2,5,0,0,0,0,0,0,29690,2344,27346,0
2021-06-17,89,89,0,17,10,32,19,7,4,17,10,32,19,7,4,0,0,0,0,0,0,36039,2418,33621,1
2021-06-18,84,84,0,11,9,35,19,4,6,11,9,35,19,4,6,0,0,0,0,0,0,48222,2255,45967,0
2021-06-19,26,26,0,6,9,5,3,1,2,6,9,5,3,1,2,0,0,0,0,0,0,10883,1067,9816,2
2021-06-20,19,19,0,4,2,5,3,2,3,4,2,5,3,2,3,0,0,0,0,0,0,7733,810,6923,2
2021-06-21,67,67,0,13,11,23,11,7,2,13,11,23,11,7,2,0,0,0,0,0,0,37917,2194,35723,2
2021-06-22,54,54,0,4,8,23,13,5,1,4,8,23,13,5,1,0,0,0,0,0,0,21239,2090,19149,0
2021-06-23,43,43,0,4,9,17,7,4,2,4,9,17,7,4,2,0,0,0,0,0,0,34332,2163,32169,1
2021-06-24,46,46,0,9,6,21,7,2,1,9,6,21,7,2,1,0,0,0,0,0,0,57637,2172,55465,1
2021-06-25,11,11,0,1,2,4,3,1,0,1,2,4,3,1,0,0,0,0,0,0,0,11550,957,10593,2
2021-06-26,19,19,0,0,3,8,7,1,0,0,3,8,7,1,0,0,0,0,0,0,0,14574,861,13713,0
2021-06-27,11,11,0,1,3,5,2,0,0,1,3,5,2,0,0,0,0,0,0,0,0,7552,657,6895,0
2021-06-28,36,36,0,4,2,17,12,1,0,4,2,17,12,1,0,0,0,0,0,0,0,30053,1657,28396,0
2021-06-29,47,47,0,3,10,18,13,3,0,3,10,18,13,3,0,0,0,0,0,0,0,18634,2039,16595,0
2021-06-30,23,23,0,7,3,7,5,0,1,7,3,7,5,0,1,0,0,0,0,0,0,20050,1633,18417,0
2021-07-01,24,24,0,2,4,8,8,1,1,2,4,8,8,1,1,0,0,0,0,0,0,27035,1662,25373,0
2021-07-02,30,30,0,5,5,11,6,1,2,5,5,11,6,1,2,0,0,0,0,0,0,36699,1520,35179,0
2021-07-03,9,9,0,0,2,2,2,2,1,0,2,2,2,2,1,0,0,0,0,0,0,13063,850,12213,0
2021-07-04,8,8,0,1,2,4,0,0,1,1,2,4,0,0,1,0,0,0,0,0,0,6304,605,5699,1
2021-07-05,48,48,0,9,16,11,10,1,1,9,16,11,10,1,1,0,0,0,0,0,0,29164,1703,27461,1
2021-07-06,73,73,0,19,35,10,8,1,0,19,35,10,8,1,0,0,0,0,0,0,0,19781,2115,17666,3
2021-07-07,69,69,0,23,29,7,7,2,1,23,29,7,7,2,1,0,0,0,0,0,0,21298,1720,19578,0
2021-07-08,81,81,0,25,23,18,11,1,3,25,23,18,11,1,3,0,0,0,0,0,0,26785,1704,25081,2
2021-07-09,81,81,0,19,29,15,16,2,0,19,29,15,16,2,0,0,0,0,0,0,0,38254,1641,36613,0
2021-07-10,24,24,0,10,8,3,3,0,0,10,8,3,3,0,0,0,0,0,0,0,0,13220,774,12446,0
2021-07-11,11,11,0,4,5,0,1,1,0,4,5,0,1,1,0,0,0,0,0,0,0,6801,570,6231,1
2021-07-12,84,84,0,19,27,20,16,1,1,19,27,20,16,1,1,0,0,0,0,0,0,28341,1854,26487,0
2021-07-13,83,83,0,23,29,15,11,4,1,23,29,15,11,4,1,0,0,0,0,0,0,18758,1758,17000,0
2021-07-14,56,56,0,9,23,16,6,2,0,9,23,16,6,2,0,0,0,0,0,0,0,22204,1694,20510,0
2021-07-15,63,63,0,12,25,12,11,1,2,12,25,12,11,1,2,0,0,0,0,0,0,26551,1685,24866,0
2021-07-16,61,61,0,9,21,15,14,2,0,9,21,15,14,2,0,0,0,0,0,0,0,40729,1733,38996,0
2021-07-17,21,21,0,1,9,8,3,0,0,1,9,8,3,0,0,0,0,0,0,0,0,15542,819,14723,0
2021-07-18,9,9,0,0,3,4,1,1,0,0,3,4,1,1,0,0,0,0,0,0,0,7694,591,7103,0
2021-07-19,89,89,0,15,24,26,22,0,2,15,24,26,22,0,2,0,0,0,0,0,0,30677,1737,28940,0
2021-07-20,110,110,0,16,27,34,29,2,2,16,27,34,29,2,2,0,0,0,0,0,0,20898,1807,19091,0
2021-07-21,70,70,0,7,23,27,11,1,1,7,23,27,11,1,1,0,0,0,0,0,0,22292,1448,20844,0
2021-07-22,58,58,0,8,17,20,10,0,3,8,17,20,10,0,3,0,0,0,0,0,0,26682,1641,25041,0
2021-07-23,93,93,0,22,21,27,16,5,2,22,21,27,16,5,2,0,0,0,0,0,0,46084,1867,44217,1
2021-07-24,32,32,0,6,11,12,2,1,0,6,11,12,2,1,0,0,0,0,0,0,0,18757,740,18017,0
2021-07-25,21,21,0,2,10,6,3,0,0,2,10,6,3,0,0,0,0,0,0,0,0,8709,593,8116,0
2021-07-26,106,106,0,9,32,41,17,2,5,9,32,41,17,2,5,0,0,0,0,0,0,30478,1652,28826,0
2021-07-27,85,85,0,9,27,30,17,2,0,9,27,30,17,2,0,0,0,0,0,0,0,21486,1587,19899,0
2021-07-28,99,99,0,13,20,37,21,4,4,13,20,37,21,4,4,0,0,0,0,0,0,22778,1480,21298,0
2021-07-29,117,117,0,21,30,44,14,6,2,21,30,44,14,6,2,0,0,0,0,0,0,28626,1690,26936,0
2021-07-30,135,135,0,30,32,43,22,6,2,30,32,43,22,6,2,0,0,0,0,0,0,47778,1678,46100,1
2021-07-31,58,58,0,7,27,17,5,1,1,7,27,17,5,1,1,0,0,0,0,0,0,20513,764,19749,0
2021-08-01,31,31,0,11,8,6,6,0,0,11,8,6,6,0,0,0,0,0,0,0,0,9986,648,9338,0
2021-08-02,181,181,0,18,42,71,38,10,2,18,42,71,38,10,2,0,0,0,0,0,0,31078,1777,29301,0
2021-08-03,139,139,0,22,30,53,27,5,2,22,30,53,27,5,2,0,0,0,0,0,0,20673,1590,19083,0
2021-08-04,139,139,0,27,31,54,24,2,1,27,31,54,24,2,1,0,0,0,0,0,0,22881,1614,21267,0
2021-08-05,143,143,0,19,42,50,21,9,2,19,42,50,21,9,2,0,0,0,0,0,0,26988,1775,25213,1
2021-08-06,134,134,0,20,28,43,32,8,3,20,28,43,32,8,3,0,0,0,0,0,0,44556,1578,42978,0
2021-08-07,67,67,0,5,17,27,12,2,4,5,17,27,12,2,4,0,0,0,0,0,0,20782,778,20004,0
2021-08-08,46,46,0,5,6,18,14,2,1,5,6,18,14,2,1,0,0,0,0,0,0,8330,671,7659,0
2021-08-09,219,219,0,34,52,89,37,1,6,34,52,89,37,1,6,0,0,0,0,0,0,30053,1857,28196,0
2021-08-10,247,247,0,34,63,79,55,11,5,34,63,79,55,11,5,0,0,0,0,0,0,21726,1977,19749,0
2021-08-11,250,250,0,34,71,92,43,6,4,34,71,92,43,6,4,0,0,0,0,0,0,22784,1831,20953,0
2021-08-12,199,199,0,28,56,72,30,8,5,28,56,72,30,8,5,0,0,0,0,0,0,25628,1844,23784,0
2021-08-13,264,264,0,37,69,96,42,10,10,37,69,96,42,10,10,0,0,0,0,0,0,46773,1872,44901,0
2021-08-14,97,97,0,16,24,34,18,3,2,16,24,34,18,3,2,0,0,0,0,0,0,22343,921,21422,0
2021-08-15,57,57,0,10,17,18,9,0,3,10,17,18,9,0,3,0,0,0,0,0,0,9055,803,8252,0
2021-08-16,318,318,0,48,72,107,71,14,6,48,72,107,71,14,6,0,0,0,0,0,0,31598,2062,29536,0
2021-08-17,387,387,0,60,78,129,96,13,11,60,78,129,96,13,11,0,0,0,0,0,0,22406,2238,20168,2
2021-08-18,382,382,0,70,68,128,92,14,10,70,68,128,92,14,10,0,0,0,0,0,0,24227,2238,21989,4
2021-08-19,335,335,0,56,64,120,75,14,6,56,64,120,75,14,6,0,0,0,0,0,0,28383,2481,25902,0
2021-08-20,388,388,0,67,97,122,73,15,14,67,97,122,73,15,14,0,0,0,0,0,0,49401,2121,47280,0
2021-08-21,246,246,0,45,53,88,41,10,9,45,53,88,41,10,9,0,0,0,0,0,0,25629,1399,24230,2
2021-08-22,117,117,0,18,24,38,26,7,4,18,24,38,26,7,4,0,0,0,0,0,0,12228,755,11473,1
2021-08-23,476,476,0,77,82,167,109,25,16,77,82,167,109,25,16,0,0,0,0,0,0,30331,2489,27842,3
2021-08-24,509,509,0,68,111,164,143,15,8,68,111,164,143,15,8,0,0,0,0,0,0,20917,2806,18111,1
2021-08-25,511,511,0,91,95,181,114,20,10,91,95,181,114,20,10,0,0,0,0,0,0,23366,2935,20431,0
2021-08-26,544,544,0,67,117,185,138,20,17,67,117,185,138,20,17,0,0,0,0,0,0,23339,2955,20384,3
2021-08-27,540,540,0,95,88,198,124,24,11,95,88,198,124,24,11,0,0,0,0,0,0,37500,3104,34396,2
2021-08-28,277,277,0,56,31,107,67,10,6,56,31,107,67,10,6,0,0,0,0,0,0,17866,1396,16470,0
2021-08-29,144,144,0,14,25,56,33,8,8,14,25,56,33,8,8,0,0,0,0,0,0,7514,888,6626,0
2021-08-30,541,541,0,90,60,211,140,24,16,90,60,211,140,24,16,0,0,0,0,0,0,37795,2919,34876,2
2021-08-31,772,772,0,135,90,296,198,29,24,135,90,296,198,29,24,0,0,0,0,0,0,27409,3790,23619,2
2021-09-01,668,668,0,130,99,244,146,36,13,130,99,244,146,36,13,0,0,0,0,0,0,24614,3613,21001,1
2021-09-02,611,611,0,113,88,234,134,24,18,113,88,234,134,24,18,0,0,0,0,0,0,24957,3303,21654,1
2021-09-03,743,743,0,143,81,270,192,39,18,143,81,270,192,39,18,0,0,0,0,0,0,41096,3757,37339,2
2021-09-04,318,318,0,60,48,109,72,17,12,60,48,109,72,17,12,0,0,0,0,0,0,17816,1710,16106,0
2021-09-05,236,236,0,52,20,81,63,16,4,52,20,81,63,16,4,0,0,0,0,0,0,8321,1429,6892,0
2021-09-06,881,881,0,215,81,286,228,39,32,215,81,286,228,39,32,0,0,0,0,0,0,42212,3947,38265,3
2021-09-07,1095,1095,0,246,116,353,274,58,48,246,116,353,274,58,48,0,0,0,0,0,0,28053,5161,22892,5
2021-09-08,1019,1019,0,238,79,359,254,50,39,238,79,359,254,50,39,0,0,0,0,0,0,30090,4924,25166,2
2021-09-09,999,999,0,230,82,374,224,50,39,230,82,374,224,50,39,0,0,0,0,0,0,28085,5188,22897,3
2021-09-10,1088,1088,0,277,88,376,248,63,36,277,88,376,248,63,36,0,0,0,0,0,0,44538,5491,39047,5
2021-09-11,560,560,0,153,45,168,142,38,14,153,45,168,142,38,14,0,0,0,0,0,0,19538,2723,16815,0
2021-09-12,285,285,0,83,19,91,59,14,19,83,19,91,59,14,19,0,0,0,0,0,0,8292,1657,6635,3
2021-09-13,1394,1394,0,407,78,477,300,82,50,407,78,477,300,82,50,0,0,0,0,0,0,36265,5668,30597,4
2021-09-14,1365,1365,0,358,100,463,311,80,53,358,100,463,311,80,53,0,0,0,0,0,0,33019,6747,26272,5
2021-09-15,1327,1327,0,354,105,421,325,77,45,354,105,421,325,77,45,0,0,0,0,0,0,45764,6707,39057,8
2021-09-16,1145,1145,0,271,87,412,267,67,41,271,87,412,267,67,41,0,0,0,0,0,0,38368,6534,31834,4
2021-09-17,1253,1253,0,294,105,431,297,85,41,294,105,431,297,85,41,0,0,0,0,0,0,49681,6255,43426,6
2021-09-18,545,545,0,136,51,190,107,39,22,136,51,190,107,39,22,0,0,0,0,0,0,21199,2579,18620,3
2021-09-19,292,292,0,63,19,115,62,21,12,63,19,115,62,21,12,0,0,0,0,0,0,11136,1706,9430,6
2021-09-20,1308,1308,0,338,100,462,293,64,51,338,100,462,293,64,51,0,0,0,0,0,0,46860,5729,41131,5
2021-09-21,1189,1189,0,318,85,413,270,59,44,318,85,413,270,59,44,0,0,0,0,0,0,35389,5937,29452,7
2021-09-22,1012,1012,0,245,109,334,242,44,38,245,109,334,242,44,38,0,0,0,0,0,0,37469,5620,31849,4
2021-09-23,941,941,0,209,83,334,205,61,49,209,83,334,205,61,49,0,0,0,0,0,0,33633,5472,28161,7
2021-09-24,1007,1007,0,238,71,359,250,49,40,238,71,359,250,49,40,0,0,0,0,0,0,46805,5537,41268,8
2021-09-25,447,447,0,94,32,172,97,27,25,94,32,172,97,27,25,0,0,0,0,0,0,19845,2316,17529,7
2021-09-26,286,286,0,81,21,104,54,15,11,81,21,104,54,15,11,0,0,0,0,0,0,9055,1443,7612,7
2021-09-27,1041,1041,0,238,66,364,249,62,62,238,66,364,249,62,62,0,0,0,0,0,0,42705,4790,37915,13
2021-09-28,1342,1342,0,283,112,446,345,83,73,283,112,446,345,83,73,0,0,0,0,0,0,31639,6411,25228,4
2021-09-29,1028,1028,0,218,87,364,257,66,36,218,87,364,257,66,36,0,0,0,0,0,0,33789,5756,28033,9
2021-09-30,973,973,0,194,73,366,241,55,44,194,73,366,241,55,44,0,0,0,0,0,0,31520,5335,26185,5
2021-10-01,993,993,0,233,81,313,257,60,49,233,81,313,257,60,49,0,0,0,0,0,0,39417,5002,34415,9
2021-10-02,533,533,0,114,44,180,141,29,25,114,44,180,141,29,25,0,0,0,0,0,0,17680,2443,15237,7
2021-10-03,225,225,0,69,15,72,47,12,10,69,15,72,47,12,10,0,0,0,0,0,0,8935,1201,7734,7
2021-10-04,980,980,0,233,77,338,257,45,30,233,77,338,257,45,30,0,0,0,0,0,0,38515,4787,33728,7
2021-10-05,1209,1209,0,293,104,391,295,81,45,293,104,391,295,81,45,0,0,0,0,0,0,28732,6177,22555,11
2021-10-06,969,969,0,254,79,313,229,50,44,254,79,313,229,50,44,0,0,0,0,0,0,29579,5340,24239,4
2021-10-07,842,842,0,179,68,309,210,44,32,179,68,309,210,44,32,0,0,0,0,0,0,26163,4713,21450,3
2021-10-08,883,883,0,228,72,310,199,44,30,228,72,310,199,44,30,0,0,0,0,0,0,34949,4615,30334,10
2021-10-09,489,489,0,121,47,148,125,30,18,121,47,148,125,30,18,0,0,0,0,0,0,15221,2049,13172,8
2021-10-10,188,188,0,47,23,50,43,11,14,47,23,50,43,11,14,0,0,0,0,0,0,7029,1012,6017,6
2021-10-11,1005,1005,0,236,118,330,236,50,35,236,118,330,236,50,35,0,0,0,0,0,0,35569,4562,31007,2
2021-10-12,1229,1229,0,265,180,363,304,70,47,265,180,363,304,70,47,0,0,0,0,0,0,26923,5692,21231,4
2021-10-13,1082,1082,0,265,139,326,246,68,38,265,139,326,246,68,38,0,0,0,0,0,0,29319,5379,23940,9
2021-10-14,1105,1105,0,249,140,369,248,44,55,249,140,369,248,44,55,0,0,0,0,0,0,26522,5141,21381,5
2021-10-15,1438,1438,0,317,193,470,321,88,49,317,193,470,321,88,49,0,0,0,0,0,0,36706,5724,30982,4
2021-10-16,632,632,0,135,97,193,139,38,30,135,97,193,139,38,30,0,0,0,0,0,0,16249,2279,13970,4
2021-10-17,364,364,0,73,55,133,65,16,22,73,55,133,65,16,22,0,0,0,0,0,0,7877,1357,6520,7
2021-10-18,1673,1673,0,391,235,531,407,60,49,391,235,531,407,60,49,0,0,0,0,0,0,35689,5237,30452,5
2021-10-19,2155,2155,0,448,308,706,501,127,65,448,308,706,501,127,65,0,0,0,0,0,0,28422,7370,21052,7
2021-10-20,1853,1853,0,389,270,559,449,113,73,389,270,559,449,113,73,0,0,0,0,0,0,31462,6645,24817,11
2021-10-21,1969,1969,0,411,248,615,488,114,93,411,248,615,488,114,93,0,0,0,0,0,0,28836,6875,21961,4
2021-10-22,2272,2272,0,475,259,736,568,137,97,475,259,736,568,137,97,0,0,0,0,0,0,40996,7509,33487,11
2021-10-23,1498,1498,0,319,178,486,360,98,57,319,178,486,360,98,57,0,0,0,0,0,0,22857,4458,18399,5
2021-10-24,708,708,0,157,75,223,172,55,26,157,75,223,172,55,26,0,0,0,0,0,0,9537,2084,7453,9
2021-10-25,2296,2296,0,530,206,726,620,125,89,530,206,726,620,125,89,0,0,0,0,0,0,37970,6076,31894,10
2021-10-26,3138,3138,0,588,310,1001,892,219,128,588,310,1001,892,219,128,0,0,0,0,0,0,31730,8313,23417,11
2021-10-27,2632,2632,0,594,227,880,660,154,117,594,227,880,660,154,117,0,0,0,0,0,0,34316,7332,26984,11
2021-10-28,2517,2517,0,475,242,905,609,165,121,475,242,905,609,165,121,0,0,0,0,0,0,31696,6802,24894,15
2021-10-29,2991,2991,0,579,244,983,846,212,127,579,244,983,846,212,127,0,0,0,0,0,0,40551,7609,32942,7
2021-10-30,1664,1664,0,369,127,555,414,111,88,369,127,555,414,111,88,0,0,0,0,0,0,23066,3954,19112,8
2021-10-31,1258,1258,0,256,110,431,304,81,76,256,110,431,304,81,76,0,0,0,0,0,0,9537,2643,6894,12
2021-11-01,1136,1136,0,213,86,415,299,73,50,213,86,415,299,73,50,0,0,0,0,0,0,10207,2641,7566,10
2021-11-02,3462,3462,0,710,269,1148,943,222,170,710,269,1148,943,222,170,0,0,0,0,0,0,44603,7757,36846,19
2021-11-03,4518,4518,0,800,361,1511,1321,339,186,800,361,1511,1321,339,186,0,0,0,0,0,0,35851,10176,25675,12
2021-11-04,3779,3779,0,670,338,1298,995,298,180,670,338,1298,995,298,180,0,0,0,0,0,0,38294,9983,28311,17
2021-11-05,3664,3664,0,620,374,1210,1021,280,159,620,374,1210,1021,280,159,0,0,0,0,0,0,42243,9643,32600,12
2021-11-06,2326,2326,0,388,240,777,603,222,96,388,240,777,603,222,96,0,0,0,0,0,0,22218,5456,16762,15
2021-11-07,1288,1288,0,227,113,443,315,105,85,227,113,443,315,105,85,0,0,0,0,0,0,11424,2962,8462,20
2021-11-08,3348,3348,0,708,310,1101,814,231,184,708,310,1101,814,231,184,0,0,0,0,0,0,64880,7622,57258,13
2021-11-09,4483,4483,0,960,385,1384,1198,348,208,960,385,1384,1198,348,208,0,0,0,0,0,0,52150,10579,41571,20
2021-11-10,3573,3573,0,784,305,1075,959,294,156,784,305,1075,959,294,156,0,0,0,0,0,0,67837,9082,58755,12
2021-11-11,3434,3434,0,734,276,1151,853,243,177,734,276,1151,853,243,177,0,0,0,0,0,0,58598,9128,49470,12
2021-11-12,3667,3667,0,792,300,1237,931,255,152,792,300,1237,931,255,152,0,0,0,0,0,0,80790,9220,71570,24
2021-11-13,2369,2369,0,534,177,747,627,176,108,534,177,747,627,176,108,0,0,0,0,0,0,43587,5351,38236,24
2021-11-14,1820,1820,0,415,132,627,460,118,68,415,132,627,460,118,68,0,0,0,0,0,0,20108,3416,16692,23
2021-11-15,3771,3771,0,894,254,1279,979,219,146,894,254,1279,979,219,146,0,0,0,0,0,0,90637,7654,82983,9
2021-11-16,4283,4283,0,1095,292,1306,1134,303,153,1095,292,1306,1134,303,153,0,0,0,0,0,0,65100,10053,55047,15
2021-11-17,3667,3667,0,1030,216,1167,883,226,145,1030,216,1167,883,226,145,0,0,0,0,0,0,81059,9223,71836,26
2021-11-18,3518,3518,0,883,221,1162,855,252,145,883,221,1162,855,252,145,0,0,0,0,0,0,68716,8283,60433,25
2021-11-19,3239,3239,0,828,212,1079,779,204,137,828,212,1079,779,204,137,0,0,0,0,0,0,94447,8134,86313,21
2021-11-20,2248,2248,0,569,150,706,594,137,92,569,150,706,594,137,92,0,0,0,0,0,0,51299,4743,46556,27
2021-11-21,1390,1390,0,373,73,507,308,79,50,373,73,507,308,79,50,0,0,0,0,0,0,23254,2739,20515,18
2021-11-22,3400,3400,0,938,201,1067,858,197,139,938,201,1067,858,197,139,0,0,0,0,0,0,98216,7351,90865,19
2021-11-23,3143,3143,0,733,195,1012,853,207,143,733,195,1012,853,207,143,0,0,0,0,0,0,66725,8623,58102,19
2021-11-24,2670,2670,0,701,165,864,652,168,120,701,165,864,652,168,120,0,0,0,0,0,0,84597,7210,77387,14
2021-11-25,2367,2367,0,572,150,833,563,158,91,572,150,833,563,158,91,0,0,0,0,0,0,70572,6528,64044,18
2021-11-26,2228,2228,0,600,118,727,557,135,91,600,118,727,557,135,91,0,0,0,0,0,0,92968,6147,86821,26
2021-11-27,1481,1481,0,343,81,532,377,94,54,343,81,532,377,94,54,0,0,0,0,0,0,51302,3421,47881,31
2021-11-28,1039,1039,0,234,72,395,237,49,52,234,72,395,237,49,52,0,0,0,0,0,0,24124,2231,21893,21
2021-11-29,2484,2484,0,660,153,830,604,131,106,660,153,830,604,131,106,0,0,0,0,0,0,99883,6291,93592,19
2021-11-30,2258,2258,0,569,142,742,567,145,93,569,142,742,567,145,93,0,0,0,0,0,0,67112,6983,60129,23
2021-12-01,2128,2128,0,563,132,695,507,143,88,563,132,695,507,143,88,0,0,0,0,0,0,86101,6243,79858,20
2021-12-02,1739,1739,0,368,110,661,442,98,60,368,110,661,442,98,60,0,0,0,0,0,0,67554,5530,62024,20
2021-12-03,1908,1908,0,501,106,657,449,107,88,501,106,657,449,107,88,0,0,0,0,0,0,99277,5518,93759,22
2021-12-04,1116,1116,0,270,68,384,297,64,33,270,68,384,297,64,33,0,0,0,0,0,0,54997,2995,52002,20
2021-12-05,774,774,0,188,57,285,176,35,33,188,57,285,176,35,33,0,0,0,0,0,0,24906,1857,23049,11
2021-12-06,1955,1955,0,534,131,618,501,114,57,534,131,618,501,114,57,0,0,0,0,0,0,101661,5487,96174,18
2021-12-07,1852,1852,0,467,133,651,455,91,55,467,133,651,455,91,55,0,0,0,0,0,0,65528,6576,58952,17
2021-12-08,1688,1688,0,456,110,572,399,98,53,456,110,572,399,98,53,0,0,0,0,0,0,87652,5946,81706,14
2021-12-09,1324,1324,0,327,111,496,299,49,42,327,111,496,299,49,42,0,0,0,0,0,0,64070,5053,59017,19
2021-12-10,1480,1480,0,385,100,524,358,68,45,385,100,524,358,68,45,0,0,0,0,0,0,100604,5052,95552,15
2021-12-11,786,786,0,196,51,277,202,40,20,196,51,277,202,40,20,0,0,0,0,0,0,57474,2230,55244,12
2021-12-12,677,677,0,167,53,235,172,33,17,167,53,235,172,33,17,0,0,0,0,0,0,29327,1750,27577,19
2021-12-13,1716,1716,0,496,114,550,425,77,54,496,114,550,425,77,54,0,0,0,0,0,0,102848,5113,97735,16
2021-12-14,1530,1530,0,365,95,508,399,104,59,365,95,508,399,104,59,0,0,0,0,0,0,71216,5907,65309,14
2021-12-15,1347,1347,0,337,79,479,343,68,41,337,79,479,343,68,41,0,0,0,0,0,0,95659,4928,90731,7
2021-12-16,1281,1281,0,310,85,408,361,67,50,310,85,408,361,67,50,0,0,0,0,0,0,82338,5037,77301,11
2021-12-17,1288,1288,0,340,76,390,357,74,51,340,76,390,357,74,51,0,0,0,0,0,0,111560,4484,107076,16
2021-12-18,769,769,0,172,55,271,206,40,25,172,55,271,206,40,25,0,0,0,0,0,0,69585,2266,67319,12
2021-12-19,586,586,0,156,38,200,152,21,19,156,38,200,152,21,19,0,0,0,0,0,0,34090,1550,32540,9
2021-12-20,1558,1558,0,394,107,511,420,76,50,394,107,511,420,76,50,0,0,0,0,0,0,116517,4981,111536,10
2021-12-21,1255,1255,0,251,100,445,327,75,57,251,100,445,327,75,57,0,0,0,0,0,0,81021,5566,75455,9
2021-12-22,1124,1124,0,297,77,428,237,52,33,297,77,428,237,52,33,0,0,0,0,0,0,107166,4935,102231,8
2021-12-23,1207,1207,0,221,87,461,329,60,49,221,87,461,329,60,49,0,0,0,0,0,0,85223,5004,80219,9
2021-12-24,1091,1091,0,213,87,424,281,57,29,213,87,424,281,57,29,0,0,0,0,0,0,86142,4264,81878,4
2021-12-25,666,666,0,144,59,241,166,33,23,144,59,241,166,33,23,0,0,0,0,0,0,15640,2161,13479,11
2021-12-26,701,701,0,159,69,270,158,27,18,159,69,270,158,27,18,0,0,0,0,0,0,42338,1848,40490,9
2021-12-27,1820,1820,0,342,155,716,453,91,63,342,155,716,453,91,63,0,0,0,0,0,0,120258,5337,114921,11
2021-12-28,1871,1871,0,312,163,769,478,84,65,312,163,769,478,84,65,0,0,0,0,0,0,100201,5949,94252,17
2021-12-29,1691,1691,0,309,153,643,432,97,57,309,153,643,432,97,57,0,0,0,0,0,0,114031,5114,108917,7
2021-12-30,1898,1898,0,319,174,747,479,103,76,319,174,747,479,103,76,0,0,0,0,0,0,105398,5176,100222,5
2021-12-31,1668,1668,0,260,153,648,439,97,71,260,153,648,439,97,71,0,0,0,0,0,0,85994,4266,81728,7
2022-01-01,835,835,0,146,85,321,220,34,29,146,85,321,220,34,29,0,0,0,0,0,0,13418,1984,11434,8
2022-01-02,1011,1011,0,193,100,380,231,60,47,193,100,380,231,60,47,0,0,0,0,0,0,43267,2288,40979,9
2022-01-03,3402,3402,0,633,441,1283,836,135,74,633,441,1283,836,135,74,0,0,0,0,0,0,107699,7493,100206,10
2022-01-04,4084,4084,0,655,719,1629,854,147,80,655,719,1629,854,147,80,0,0,0,0,0,0,93762,10580,83182,8
2022-01-05,3848,3848,0,606,729,1475,826,136,76,606,729,1475,826,136,76,0,0,0,0,0,0,101125,10098,91027,7
2022-01-06,4085,4085,0,682,775,1553,853,131,91,682,775,1553,853,131,91,0,0,0,0,0,0,98211,11026,87185,11
2022-01-07,4492,4492,0,965,680,1568,994,181,104,965,680,1568,994,181,104,0,0,0,0,0,0,111017,11232,99785,5
2022-01-08,3360,3360,0,698,516,1216,713,134,83,698,516,1216,713,134,83,0,0,0,0,0,0,76826,7425,69401,6
2022-01-09,2530,2530,0,536,297,938,620,76,63,536,297,938,620,76,63,0,0,0,0,0,0,43385,5254,38131,8
