datum_izvida,stevilo_potrjenih_skupaj,stevilo_potrjenih_pcr,stevilo_potrjenih_hagt,stevilo_potrjenih_skupaj_0_17,stevilo_potrjenih_skupaj_18_24,stevilo_potrjenih_skupaj_25_44,stevilo_potrjenih_skupaj_45_64,stevilo_potrjenih_skupaj_65_74,stevilo_potrjenih_skupaj_75_plus,stevilo_potrjenih_pcr_0_17,stevilo_potrjenih_pcr_18_24,stevilo_potrjenih_pcr_25_44,stevilo_potrjenih_pcr_45_64,stevilo_potrjenih_pcr_65_74,stevilo_potrjenih_pcr_75_plus,stevilo_potrjenih_hagt_0_17,stevilo_potrjenih_hagt_18_24,stevilo_potrjenih_hagt_25_44,stevilo_potrjenih_hagt_45_64,stevilo_potrjenih_hagt_65_74,stevilo_potrjenih_hagt_75_plus,stevilo_testiranj_skupaj,stevilo_testiranj_pcr,stevilo_testiranj_hagt,stevilo_umrlih
2020-03-04,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,364,364,0,0
2020-03-05,5,5,0,0,0,3,1,1,0,0,0,3,1,1,0,0,0,0,0,0,0,103,103,0,0
2020-03-06,4,4,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,278,278,0,0
2020-03-07,5,5,0,0,0,4,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,177,177,0,0
2020-03-08,5,5,0,0,0,0,4,1,0,0,0,0,4,1,0,0,0,0,0,0,0,238,238,0,0
2020-03-09,11,11,0,0,1,4,3,2,1,0,1,4,3,2,1,0,0,0,0,0,0,367,367,0,0
2020-03-10,17,17,0,0,1,5,9,1,1,0,1,5,9,1,1,0,0,0,0,0,0,542,542,0,0
2020-03-11,35,35,0,2,2,17,10,2,2,2,2,17,10,2,2,0,0,0,0,0,0,749,749,0,0
2020-03-12,50,50,0,7,5,18,18,0,2,7,5,18,18,0,2,0,0,0,0,0,0,1045,1045,0,0
2020-03-13,46,46,0,5,3,14,16,4,4,5,3,14,16,4,4,0,0,0,0,0,0,1197,1197,0,0
2020-03-14,36,36,0,5,3,18,7,2,1,5,3,18,7,2,1,0,0,0,0,0,0,916,916,0,1
2020-03-15,35,35,0,1,3,16,14,1,0,1,3,16,14,1,0,0,0,0,0,0,0,590,590,0,0
2020-03-16,26,26,0,1,2,10,13,0,0,1,2,10,13,0,0,0,0,0,0,0,0,871,871,0,0
2020-03-17,10,10,0,1,1,4,4,0,0,1,1,4,4,0,0,0,0,0,0,0,0,1121,1121,0,0
2020-03-18,32,32,0,1,1,11,9,3,7,1,1,11,9,3,7,0,0,0,0,0,0,1026,1026,0,0
2020-03-19,23,23,0,0,1,7,6,2,7,0,1,7,6,2,7,0,0,0,0,0,0,1184,1184,0,0
2020-03-20,28,28,0,0,1,10,11,4,2,0,1,10,11,4,2,0,0,0,0,0,0,1242,1242,0,0
2020-03-21,37,37,0,1,1,10,10,5,10,1,1,10,10,5,10,0,0,0,0,0,0,872,872,0,0
2020-03-22,36,36,0,1,0,9,18,2,6,1,0,9,18,2,6,0,0,0,0,0,0,731,731,0,1
2020-03-23,36,36,0,2,0,4,16,4,10,2,0,4,16,4,10,0,0,0,0,0,0,1257,1257,0,1
2020-03-24,48,48,0,0,1,15,19,6,7,0,1,15,19,6,7,0,0,0,0,0,0,1243,1243,0,3
2020-03-25,47,47,0,1,2,10,19,10,5,1,2,10,19,10,5,0,0,0,0,0,0,1181,1181,0,0
2020-03-26,61,61,0,0,1,10,16,9,25,0,1,10,16,9,25,0,0,0,0,0,0,1075,1075,0,2
2020-03-27,52,52,0,0,2,11,21,8,10,0,2,11,21,8,10,0,0,0,0,0,0,1384,1384,0,2
2020-03-28,47,47,0,0,7,7,14,6,13,0,7,7,14,6,13,0,0,0,0,0,0,999,999,0,2
2020-03-29,24,24,0,1,0,3,7,2,11,1,0,3,7,2,11,0,0,0,0,0,0,597,597,0,1
2020-03-30,48,48,0,0,1,8,16,6,17,0,1,8,16,6,17,0,0,0,0,0,0,1125,1125,0,5
2020-03-31,37,37,0,1,2,9,13,6,6,1,2,9,13,6,6,0,0,0,0,0,0,1288,1288,0,1
2020-04-01,55,55,0,1,3,9,12,2,28,1,3,9,12,2,28,0,0,0,0,0,0,1095,1095,0,1
2020-04-02,40,40,0,0,1,8,13,4,14,0,1,8,13,4,14,0,0,0,0,0,0,1064,1064,0,3
2020-04-03,41,41,0,0,7,10,8,4,12,0,7,10,8,4,12,0,0,0,0,0,0,1188,1188,0,3
2020-04-04,20,20,0,1,1,6,10,1,1,1,1,6,10,1,1,0,0,0,0,0,0,655,655,0,4
2020-04-05,23,23,0,0,0,6,6,2,9,0,0,6,6,2,9,0,0,0,0,0,0,489,489,0,3
2020-04-06,35,35,0,0,1,10,8,4,12,0,1,10,8,4,12,0,0,0,0,0,0,1202,1202,0,7
2020-04-07,36,36,0,1,3,8,14,4,6,1,3,8,14,4,6,0,0,0,0,0,0,1214,1214,0,2
2020-04-08,33,33,0,1,5,12,11,0,4,1,5,12,11,0,4,0,0,0,0,0,0,1144,1144,0,4
2020-04-09,35,35,0,0,2,10,11,2,10,0,2,10,11,2,10,0,0,0,0,0,0,1234,1234,0,2
2020-04-10,29,29,0,0,5,9,10,0,5,0,5,9,10,0,5,0,0,0,0,0,0,1232,1232,0,6
2020-04-11,17,17,0,0,4,4,2,2,5,0,4,4,2,2,5,0,0,0,0,0,0,572,572,0,3
2020-04-12,7,7,0,0,2,2,2,1,0,0,2,2,2,1,0,0,0,0,0,0,0,554,554,0,4
2020-04-13,8,8,0,0,1,5,2,0,0,0,1,5,2,0,0,0,0,0,0,0,0,541,541,0,3
2020-04-14,27,27,0,0,0,7,10,2,8,0,0,7,10,2,8,0,0,0,0,0,0,1168,1168,0,1
2020-04-15,21,21,0,0,1,4,4,1,11,0,1,4,4,1,11,0,0,0,0,0,0,1023,1023,0,0
2020-04-16,36,36,0,1,4,8,7,4,12,1,4,8,7,4,12,0,0,0,0,0,0,1193,1193,0,6
2020-04-17,13,13,0,0,1,4,4,1,3,0,1,4,4,1,3,0,0,0,0,0,0,1250,1250,0,4
2020-04-18,13,13,0,0,2,5,0,0,6,0,2,5,0,0,6,0,0,0,0,0,0,685,685,0,3
2020-04-19,5,5,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,0,537,537,0,5
2020-04-20,9,9,0,1,2,1,2,0,3,1,2,1,2,0,3,0,0,0,0,0,0,1174,1174,0,1
2020-04-21,9,9,0,2,0,4,0,1,2,2,0,4,0,1,2,0,0,0,0,0,0,1478,1478,0,3
2020-04-22,13,13,0,0,2,2,3,3,3,0,2,2,3,3,3,0,0,0,0,0,0,1457,1457,0,0
2020-04-23,7,7,0,0,0,4,1,0,2,0,0,4,1,0,2,0,0,0,0,0,0,1510,1510,0,1
2020-04-24,15,15,0,0,1,5,3,2,4,0,1,5,3,2,4,0,0,0,0,0,0,1380,1380,0,1
2020-04-25,8,8,0,1,0,1,4,0,2,1,0,1,4,0,2,0,0,0,0,0,0,1012,1012,0,1
2020-04-26,6,6,0,1,1,3,0,0,1,1,1,3,0,0,1,0,0,0,0,0,0,831,831,0,0
2020-04-27,6,6,0,0,0,1,0,1,4,0,0,1,0,1,4,0,0,0,0,0,0,826,826,0,3
2020-04-28,9,9,0,0,0,2,3,1,3,0,0,2,3,1,3,0,0,0,0,0,0,1360,1360,0,3
2020-04-29,11,11,0,1,0,4,4,1,1,1,0,4,4,1,1,0,0,0,0,0,0,1370,1370,0,1
2020-04-30,5,5,0,0,0,2,1,0,2,0,0,2,1,0,2,0,0,0,0,0,0,1382,1382,0,3
2020-05-01,5,5,0,0,0,0,2,0,3,0,0,0,2,0,3,0,0,0,0,0,0,771,771,0,2
2020-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,535,0,2
2020-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,616,0,1
2020-05-04,6,6,0,0,0,2,0,1,3,0,0,2,0,1,3,0,0,0,0,0,0,1338,1338,0,0
2020-05-05,3,3,0,1,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,1449,1449,0,2
2020-05-06,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1055,1055,0,0
2020-05-07,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1049,1049,0,1
2020-05-08,4,4,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1176,1176,0,1
2020-05-09,3,3,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,625,625,0,1
2020-05-10,3,3,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,537,537,0,0
2020-05-11,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1182,1182,0,0
2020-05-12,2,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1147,1147,0,1
2020-05-13,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,984,984,0,0
2020-05-14,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1023,1023,0,0
2020-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,1151,0,0
2020-05-16,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,511,511,0,0
2020-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,479,0,0
2020-05-18,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1128,1128,0,0
2020-05-19,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,981,981,0,1
2020-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,909,0,1
2020-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882,882,0,0
2020-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,677,0,0
2020-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,341,0,0
2020-05-24,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,256,256,0,0
2020-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,754,0,0
2020-05-26,2,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,809,809,0,0
2020-05-27,2,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,631,631,0,0
2020-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,706,0,0
2020-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,613,0,0
2020-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,264,0,0
2020-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,246,0,0
2020-06-01,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,659,659,0,0
2020-06-02,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,807,807,0,0
2020-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,828,0,0
2020-06-04,2,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,828,828,0,0
2020-06-05,5,5,0,1,0,3,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,715,715,0,0
2020-06-06,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,229,229,0,0
2020-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,211,0,0
2020-06-08,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,814,814,0,0
2020-06-09,2,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,738,738,0,0
2020-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,758,0,0
2020-06-11,2,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,702,702,0,0
2020-06-12,2,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,767,767,0,0
2020-06-13,3,3,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,291,291,0,0
2020-06-14,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,212,212,0,0
2020-06-15,3,3,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,567,567,0,0
2020-06-16,4,4,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,986,986,0,0
2020-06-17,8,8,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,0,0,0,0,952,952,0,0
2020-06-18,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,902,902,0,0
2020-06-19,6,6,0,2,0,3,0,1,0,2,0,3,0,1,0,0,0,0,0,0,0,1147,1147,0,0
2020-06-20,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,758,758,0,0
2020-06-21,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,271,271,0,0
2020-06-22,13,13,0,0,2,5,6,0,0,0,2,5,6,0,0,0,0,0,0,0,0,984,984,0,0
2020-06-23,6,6,0,2,0,3,1,0,0,2,0,3,1,0,0,0,0,0,0,0,0,1222,1222,0,0
2020-06-24,6,6,0,1,1,3,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0,1212,1212,0,0
2020-06-25,11,11,0,4,0,5,2,0,0,4,0,5,2,0,0,0,0,0,0,0,0,843,843,0,0
2020-06-26,14,14,0,1,3,2,7,0,1,1,3,2,7,0,1,0,0,0,0,0,0,878,878,0,0
2020-06-27,9,9,0,1,4,4,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,625,625,0,0
2020-06-28,4,4,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,300,300,0,0
2020-06-29,15,15,0,0,0,11,4,0,0,0,0,11,4,0,0,0,0,0,0,0,0,1085,1085,0,0
2020-06-30,13,13,0,0,1,6,6,0,0,0,1,6,6,0,0,0,0,0,0,0,0,1399,1399,0,0
2020-07-01,21,21,0,3,3,10,5,0,0,3,3,10,5,0,0,0,0,0,0,0,0,1198,1198,0,0
2020-07-02,16,16,0,2,3,9,2,0,0,2,3,9,2,0,0,0,0,0,0,0,0,1274,1274,0,0
2020-07-03,30,30,0,0,6,12,8,2,2,0,6,12,8,2,2,0,0,0,0,0,0,1456,1456,0,0
2020-07-04,21,21,0,0,4,9,5,0,3,0,4,9,5,0,3,0,0,0,0,0,0,716,716,0,0
2020-07-05,16,16,0,2,2,4,3,0,5,2,2,4,3,0,5,0,0,0,0,0,0,530,530,0,0
2020-07-06,23,23,0,4,1,7,9,2,0,4,1,7,9,2,0,0,0,0,0,0,0,1325,1325,0,0
2020-07-07,24,24,0,0,3,12,7,2,0,0,3,12,7,2,0,0,0,0,0,0,0,1607,1607,0,0
2020-07-08,13,13,0,0,3,4,3,0,3,0,3,4,3,0,3,0,0,0,0,0,0,1271,1271,0,0
2020-07-09,17,17,0,1,1,9,6,0,0,1,1,9,6,0,0,0,0,0,0,0,0,1390,1390,0,0
2020-07-10,34,34,0,3,2,15,12,1,1,3,2,15,12,1,1,0,0,0,0,0,0,1159,1159,0,0
2020-07-11,15,15,0,1,4,5,3,1,1,1,4,5,3,1,1,0,0,0,0,0,0,560,560,0,0
2020-07-12,8,8,0,2,0,2,2,1,1,2,0,2,2,1,1,0,0,0,0,0,0,440,440,0,0
2020-07-13,10,10,0,2,0,2,3,0,3,2,0,2,3,0,3,0,0,0,0,0,0,1218,1218,0,0
2020-07-14,19,19,0,2,1,6,5,4,1,2,1,6,5,4,1,0,0,0,0,0,0,1112,1112,0,0
2020-07-15,19,19,0,0,2,8,7,2,0,0,2,8,7,2,0,0,0,0,0,0,0,1032,1032,0,0
2020-07-16,19,19,0,1,1,4,7,3,3,1,1,4,7,3,3,0,0,0,0,0,0,1012,1012,0,0
2020-07-17,24,24,0,0,1,13,6,2,2,0,1,13,6,2,2,0,0,0,0,0,0,1027,1027,0,0
2020-07-18,6,6,0,0,1,2,3,0,0,0,1,2,3,0,0,0,0,0,0,0,0,480,480,0,0
2020-07-19,7,7,0,0,0,2,3,1,1,0,0,2,3,1,1,0,0,0,0,0,0,371,371,0,1
2020-07-20,24,24,0,0,3,3,8,1,9,0,3,3,8,1,9,0,0,0,0,0,0,914,914,0,1
2020-07-21,29,29,0,0,0,10,12,5,2,0,0,10,12,5,2,0,0,0,0,0,0,1150,1150,0,1
2020-07-22,27,27,0,1,2,10,4,2,8,1,2,10,4,2,8,0,0,0,0,0,0,935,935,0,0
2020-07-23,19,19,0,1,3,9,3,1,2,1,3,9,3,1,2,0,0,0,0,0,0,848,848,0,0
2020-07-24,14,14,0,1,0,5,7,0,1,1,0,5,7,0,1,0,0,0,0,0,0,918,918,0,1
2020-07-25,16,16,0,0,0,3,1,4,8,0,0,3,1,4,8,0,0,0,0,0,0,565,565,0,0
2020-07-26,5,5,0,1,0,1,0,3,0,1,0,1,0,3,0,0,0,0,0,0,0,335,335,0,1
2020-07-27,14,14,0,0,3,5,5,0,1,0,3,5,5,0,1,0,0,0,0,0,0,874,874,0,0
2020-07-28,14,14,0,0,0,3,6,3,2,0,0,3,6,3,2,0,0,0,0,0,0,919,919,0,1
2020-07-29,24,24,0,2,0,6,11,3,2,2,0,6,11,3,2,0,0,0,0,0,0,879,879,0,0
2020-07-30,17,17,0,1,2,6,8,0,0,1,2,6,8,0,0,0,0,0,0,0,0,917,917,0,1
2020-07-31,15,15,0,0,5,6,4,0,0,0,5,6,4,0,0,0,0,0,0,0,0,892,892,0,0
2020-08-01,9,9,0,0,2,3,4,0,0,0,2,3,4,0,0,0,0,0,0,0,0,374,374,0,1
2020-08-02,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,272,272,0,2
2020-08-03,9,9,0,0,3,0,4,0,2,0,3,0,4,0,2,0,0,0,0,0,0,890,890,0,1
2020-08-04,18,18,0,0,4,7,4,2,1,0,4,7,4,2,1,0,0,0,0,0,0,974,974,0,1
2020-08-05,15,15,0,0,4,3,4,2,2,0,4,3,4,2,2,0,0,0,0,0,0,771,771,0,0
2020-08-06,10,10,0,1,4,4,1,0,0,1,4,4,1,0,0,0,0,0,0,0,0,753,753,0,0
2020-08-07,14,14,0,1,3,5,3,1,1,1,3,5,3,1,1,0,0,0,0,0,0,829,829,0,1
2020-08-08,2,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,304,304,0,2
2020-08-09,6,6,0,0,1,3,1,0,1,0,1,3,1,0,1,0,0,0,0,0,0,322,322,0,1
2020-08-10,17,17,0,1,5,5,4,2,0,1,5,5,4,2,0,0,0,0,0,0,0,1058,1058,0,1
2020-08-11,31,31,0,0,13,10,8,0,0,0,13,10,8,0,0,0,0,0,0,0,0,1118,1118,0,0
2020-08-12,29,29,0,1,10,12,3,2,1,1,10,12,3,2,1,0,0,0,0,0,0,856,856,0,0
2020-08-13,37,37,0,1,12,14,7,1,2,1,12,14,7,1,2,0,0,0,0,0,0,937,937,0,0
2020-08-14,32,32,0,1,9,8,9,3,2,1,9,8,9,3,2,0,0,0,0,0,0,1034,1034,0,0
2020-08-15,15,15,0,1,5,3,6,0,0,1,5,3,6,0,0,0,0,0,0,0,0,382,382,0,0
2020-08-16,13,13,0,2,2,6,2,1,0,2,2,6,2,1,0,0,0,0,0,0,0,393,393,0,0
2020-08-17,27,27,0,1,10,10,5,1,0,1,10,10,5,1,0,0,0,0,0,0,0,1143,1143,0,0
2020-08-18,37,37,0,3,12,13,8,0,1,3,12,13,8,0,1,0,0,0,0,0,0,1092,1092,0,0
2020-08-19,43,43,0,1,10,18,5,5,4,1,10,18,5,5,4,0,0,0,0,0,0,1168,1168,0,0
2020-08-20,38,38,0,3,10,5,15,4,1,3,10,5,15,4,1,0,0,0,0,0,0,1096,1096,0,1
2020-08-21,43,43,0,1,15,12,11,2,2,1,15,12,11,2,2,0,0,0,0,0,0,1203,1203,0,0
2020-08-22,34,34,0,1,10,13,8,2,0,1,10,13,8,2,0,0,0,0,0,0,0,760,760,0,0
2020-08-23,14,14,0,0,4,9,1,0,0,0,4,9,1,0,0,0,0,0,0,0,0,543,543,0,1
2020-08-24,21,21,0,2,3,6,4,1,5,2,3,6,4,1,5,0,0,0,0,0,0,1370,1370,0,0
2020-08-25,36,36,0,3,5,12,10,4,2,3,5,12,10,4,2,0,0,0,0,0,0,1439,1439,0,0
2020-08-26,33,33,0,1,1,14,14,2,1,1,1,14,14,2,1,0,0,0,0,0,0,1299,1299,0,0
2020-08-27,42,42,0,3,4,18,11,3,3,3,4,18,11,3,3,0,0,0,0,0,0,1338,1338,0,0
2020-08-28,37,37,0,3,2,16,11,2,3,3,2,16,11,2,3,0,0,0,0,0,0,1328,1328,0,0
2020-08-29,31,31,0,1,3,15,10,1,1,1,3,15,10,1,1,0,0,0,0,0,0,769,769,0,0
2020-08-30,18,18,0,0,1,7,6,1,3,0,1,7,6,1,3,0,0,0,0,0,0,588,588,0,0
2020-08-31,41,41,0,6,2,15,13,2,3,6,2,15,13,2,3,0,0,0,0,0,0,1415,1415,0,0
2020-09-01,55,55,0,5,5,20,19,1,5,5,5,20,19,1,5,0,0,0,0,0,0,1608,1608,0,0
2020-09-02,53,53,0,2,4,26,20,1,0,2,4,26,20,1,0,0,0,0,0,0,0,1653,1653,0,0
2020-09-03,47,47,0,6,7,19,11,3,1,6,7,19,11,3,1,0,0,0,0,0,0,1733,1733,0,0
2020-09-04,43,43,0,4,4,16,15,1,3,4,4,16,15,1,3,0,0,0,0,0,0,1708,1708,0,1
2020-09-05,43,43,0,4,2,21,10,4,2,4,2,21,10,4,2,0,0,0,0,0,0,1212,1212,0,0
2020-09-06,25,25,0,1,2,15,4,1,2,1,2,15,4,1,2,0,0,0,0,0,0,706,706,0,0
2020-09-07,43,43,0,4,2,19,15,2,1,4,2,19,15,2,1,0,0,0,0,0,0,1581,1581,0,0
2020-09-08,79,79,0,11,3,28,23,4,10,11,3,28,23,4,10,0,0,0,0,0,0,2560,2560,0,1
2020-09-09,78,78,0,10,8,34,15,4,7,10,8,34,15,4,7,0,0,0,0,0,0,2489,2489,0,0
2020-09-10,108,108,0,12,15,42,30,4,5,12,15,42,30,4,5,0,0,0,0,0,0,2758,2758,0,0
2020-09-11,105,105,0,14,10,37,36,2,6,14,10,37,36,2,6,0,0,0,0,0,0,3191,3191,0,1
2020-09-12,99,99,0,9,8,32,36,3,11,9,8,32,36,3,11,0,0,0,0,0,0,1793,1793,0,1
2020-09-13,47,47,0,5,4,16,18,2,2,5,4,16,18,2,2,0,0,0,0,0,0,1110,1110,0,0
2020-09-14,83,83,0,5,4,33,32,0,9,5,4,33,32,0,9,0,0,0,0,0,0,2247,2247,0,0
2020-09-15,123,123,0,9,7,37,43,10,17,9,7,37,43,10,17,0,0,0,0,0,0,3123,3123,0,0
2020-09-16,104,104,0,8,8,41,30,8,9,8,8,41,30,8,9,0,0,0,0,0,0,3070,3070,0,1
2020-09-17,137,137,0,11,9,54,43,10,10,11,9,54,43,10,10,0,0,0,0,0,0,3557,3557,0,4
2020-09-18,113,113,0,12,12,39,42,4,4,12,12,39,42,4,4,0,0,0,0,0,0,3070,3070,0,2
2020-09-19,111,111,0,6,5,52,33,5,10,6,5,52,33,5,10,0,0,0,0,0,0,2288,2288,0,1
2020-09-20,50,50,0,1,6,17,23,2,1,1,6,17,23,2,1,0,0,0,0,0,0,984,984,0,0
2020-09-21,88,88,0,8,8,26,36,7,3,8,8,26,36,7,3,0,0,0,0,0,0,2335,2335,0,1
2020-09-22,136,136,0,8,8,57,51,5,7,8,8,57,51,5,7,0,0,0,0,0,0,2616,2616,0,1
2020-09-23,121,121,0,13,13,37,45,9,4,13,13,37,45,9,4,0,0,0,0,0,0,2848,2848,0,2
2020-09-24,193,193,0,18,24,74,55,14,8,18,24,74,55,14,8,0,0,0,0,0,0,3645,3645,0,1
2020-09-25,184,184,0,17,20,67,66,6,8,17,20,67,66,6,8,0,0,0,0,0,0,2775,2775,0,1
2020-09-26,158,158,0,13,16,58,46,13,12,13,16,58,46,13,12,0,0,0,0,0,0,1917,1917,0,1
2020-09-27,39,39,0,2,4,21,9,1,2,2,4,21,9,1,2,0,0,0,0,0,0,909,909,0,2
2020-09-28,99,99,0,5,10,37,32,6,9,5,10,37,32,6,9,0,0,0,0,0,0,2382,2382,0,0
2020-09-29,202,202,0,20,25,78,64,8,7,20,25,78,64,8,7,0,0,0,0,0,0,3391,3391,0,1
2020-09-30,175,175,0,7,13,70,60,12,13,7,13,70,60,12,13,0,0,0,0,0,0,2899,2899,0,2
2020-10-01,239,239,0,22,15,89,82,12,19,22,15,89,82,12,19,0,0,0,0,0,0,3281,3281,0,2
2020-10-02,228,228,0,17,18,89,69,18,17,17,18,89,69,18,17,0,0,0,0,0,0,2893,2893,0,0
2020-10-03,168,168,0,19,19,60,48,16,6,19,19,60,48,16,6,0,0,0,0,0,0,1940,1940,0,0
2020-10-04,75,75,0,9,3,21,26,8,8,9,3,21,26,8,8,0,0,0,0,0,0,1034,1034,0,2
2020-10-05,190,190,0,24,21,49,72,9,15,24,21,49,72,9,15,0,0,0,0,0,0,2509,2509,0,5
2020-10-06,357,357,0,30,38,132,117,19,21,30,38,132,117,19,21,0,0,0,0,0,0,3998,3998,0,0
2020-10-07,388,388,0,40,33,150,117,26,22,40,33,150,117,26,22,0,0,0,0,0,0,3655,3655,0,1
2020-10-08,363,363,0,35,39,141,115,16,17,35,39,141,115,16,17,0,0,0,0,0,0,3682,3682,0,2
2020-10-09,380,380,0,45,48,120,106,28,33,45,48,120,106,28,33,0,0,0,0,0,0,4362,4362,0,7
2020-10-10,411,411,0,51,36,140,117,26,41,51,36,140,117,26,41,0,0,0,0,0,0,2956,2956,0,0
2020-10-11,169,169,0,26,16,49,56,4,18,26,16,49,56,4,18,0,0,0,0,0,0,1404,1404,0,2
2020-10-12,399,399,0,54,46,139,112,27,21,54,46,139,112,27,21,0,0,0,0,0,0,3308,3308,0,3
2020-10-13,707,707,0,94,56,265,218,31,43,94,56,265,218,31,43,0,0,0,0,0,0,4902,4902,0,5
2020-10-14,748,748,0,91,64,285,236,36,36,91,64,285,236,36,36,0,0,0,0,0,0,5287,5287,0,3
2020-10-15,836,836,0,95,93,300,241,45,62,95,93,300,241,45,62,0,0,0,0,0,0,5196,5196,0,8
2020-10-16,898,898,0,99,79,330,291,40,59,99,79,330,291,40,59,0,0,0,0,0,0,5605,5605,0,5
2020-10-17,727,727,0,75,68,255,236,39,54,75,68,255,236,39,54,0,0,0,0,0,0,3765,3765,0,6
2020-10-18,537,537,0,63,59,184,178,26,27,63,59,184,178,26,27,0,0,0,0,0,0,2637,2637,0,4
2020-10-19,802,802,0,49,50,323,263,43,74,49,50,323,263,43,74,0,0,0,0,0,0,4326,4326,0,6
2020-10-20,1505,1505,0,139,135,565,474,87,105,139,135,565,474,87,105,0,0,0,0,0,0,5891,5891,0,11
2020-10-21,1670,1670,0,129,154,624,548,86,129,129,154,624,548,86,129,0,0,0,0,0,0,6215,6215,0,8
2020-10-22,1661,1661,0,109,159,634,563,76,120,109,159,634,563,76,120,0,0,0,0,0,0,6745,6745,0,9
