date,region.ce.cases.active,region.ce.cases.confirmed.todate,region.ce.deceased.todate,region.ce.vaccinated.1st.todate,region.ce.vaccinated.2nd.todate,region.ce.vaccinated.3rd.todate,region.foreign.cases.active,region.foreign.cases.confirmed.todate,region.foreign.deceased.todate,region.kk.cases.active,region.kk.cases.confirmed.todate,region.kk.deceased.todate,region.kk.vaccinated.1st.todate,region.kk.vaccinated.2nd.todate,region.kk.vaccinated.3rd.todate,region.kp.cases.active,region.kp.cases.confirmed.todate,region.kp.deceased.todate,region.kp.vaccinated.1st.todate,region.kp.vaccinated.2nd.todate,region.kp.vaccinated.3rd.todate,region.kr.cases.active,region.kr.cases.confirmed.todate,region.kr.deceased.todate,region.kr.vaccinated.1st.todate,region.kr.vaccinated.2nd.todate,region.kr.vaccinated.3rd.todate,region.lj.cases.active,region.lj.cases.confirmed.todate,region.lj.deceased.todate,region.lj.vaccinated.1st.todate,region.lj.vaccinated.2nd.todate,region.lj.vaccinated.3rd.todate,region.mb.cases.active,region.mb.cases.confirmed.todate,region.mb.deceased.todate,region.mb.vaccinated.1st.todate,region.mb.vaccinated.2nd.todate,region.mb.vaccinated.3rd.todate,region.ms.cases.active,region.ms.cases.confirmed.todate,region.ms.deceased.todate,region.ms.vaccinated.1st.todate,region.ms.vaccinated.2nd.todate,region.ms.vaccinated.3rd.todate,region.ng.cases.active,region.ng.cases.confirmed.todate,region.ng.deceased.todate,region.ng.vaccinated.1st.todate,region.ng.vaccinated.2nd.todate,region.ng.vaccinated.3rd.todate,region.nm.cases.active,region.nm.cases.confirmed.todate,region.nm.deceased.todate,region.nm.vaccinated.1st.todate,region.nm.vaccinated.2nd.todate,region.nm.vaccinated.3rd.todate,region.po.cases.active,region.po.cases.confirmed.todate,region.po.deceased.todate,region.po.vaccinated.1st.todate,region.po.vaccinated.2nd.todate,region.po.vaccinated.3rd.todate,region.sg.cases.active,region.sg.cases.confirmed.todate,region.sg.deceased.todate,region.sg.vaccinated.1st.todate,region.sg.vaccinated.2nd.todate,region.sg.vaccinated.3rd.todate,region.unknown.cases.active,region.unknown.cases.confirmed.todate,region.unknown.deceased.todate,region.za.cases.active,region.za.cases.confirmed.todate,region.za.deceased.todate,region.za.vaccinated.1st.todate,region.za.vaccinated.2nd.todate,region.za.vaccinated.3rd.todate
2021-02-27,1244,25154,469,13481,6677,,23,646,1,198,8157,173,4806,1704,,977,8012,157,6648,2938,,1220,20178,364,12210,4853,,3003,45320,865,34716,15035,,1425,28586,793,17497,8413,,588,13059,415,6813,3252,,503,8688,241,8781,3133,,629,15222,308,8758,2958,,302,4218,93,2682,1091,,320,7422,187,4703,1931,,40,545,,214,4972,97,3948,1729,
2021-02-28,1248,25163,469,13481,6677,,24,647,1,197,8158,173,4806,1704,,978,8015,157,6648,2938,,1229,20207,367,12210,4853,,2982,45394,866,34716,15035,,1423,28646,797,17497,8413,,601,13084,416,6813,3252,,505,8695,242,8781,3133,,632,15233,308,8758,2958,,303,4220,93,2682,1091,,317,7437,188,4703,1931,,38,545,,211,4981,97,3948,1729,
2021-03-01,1254,25253,469,13577,6677,,25,649,1,188,8167,173,4806,1704,,1002,8109,158,6651,2938,,1238,20308,368,12213,4853,,2962,45558,866,34758,15035,,1426,28722,799,17936,8413,,575,13115,416,7119,3252,,508,8739,244,8794,3133,,604,15261,308,8850,2958,,284,4237,93,2728,1091,,341,7485,188,4713,1931,,40,550,,225,5002,97,4035,1729,
2021-03-02,1258,25389,470,14131,6682,,25,650,1,180,8180,173,4814,1704,,1025,8248,159,6858,2938,,1246,20445,368,12267,4853,,3015,45917,866,35162,15035,,1467,28879,799,18146,8413,,562,13156,419,7383,3252,,513,8787,244,8805,3133,,570,15316,308,9076,2958,,281,4278,94,2894,1096,,354,7524,188,4724,1931,,38,552,,250,5046,98,4092,1729,
2021-03-03,1309,25515,472,15383,6850,,29,656,1,179,8195,173,5139,1712,,1041,8350,159,7117,3079,,1252,20570,369,12745,4920,,3052,46192,866,36681,15236,,1466,29015,803,19009,8538,,565,13198,420,7776,3313,,543,8852,245,9510,3140,,563,15365,308,9416,2963,,269,4295,94,3144,1114,,376,7574,188,4898,1981,,35,553,,252,5059,98,4110,1781,
2021-03-04,1354,25645,472,15869,7539,,32,659,1,170,8205,173,5706,1904,,1014,8435,159,7444,3364,,1246,20680,369,13456,5354,,3039,46403,868,37430,17012,,1456,29118,803,20380,8633,,532,13234,423,8176,3344,,541,8894,247,10078,3252,,568,15430,308,10032,3356,,256,4314,94,3299,1298,,399,7617,188,5346,2323,,31,553,,267,5087,98,4439,1909,
2021-03-05,1340,25754,474,16231,7890,,29,660,1,160,8220,173,5885,2159,,985,8492,159,7581,3547,,1237,20777,369,13863,6035,,2993,46640,868,38636,18135,,1481,29248,803,20682,9269,,505,13268,423,8567,3773,,595,8977,247,10535,4217,,572,15492,308,10711,3853,,264,4344,94,3423,1480,,406,7657,188,5520,2635,,30,556,,274,5115,98,4616,2074,
2021-03-06,1329,25786,474,16238,7890,,30,661,1,164,8227,173,5886,2159,,982,8492,159,7584,3547,,1236,20824,369,13868,6036,,2969,46779,868,38811,18200,,1476,29315,804,21384,9608,,526,13296,424,8680,3912,,582,8997,248,10537,4218,,571,15515,308,10879,3854,,263,4344,95,3424,1480,,407,7673,188,5613,2685,,26,558,,275,5117,98,4710,2074,
2021-03-07,1316,25790,474,16238,7890,,28,661,1,159,8228,173,5886,2159,,981,8492,159,7584,3547,,1238,20849,369,13868,6036,,2923,46818,868,38813,18200,,1517,29406,805,21384,9608,,510,13316,426,8680,3912,,586,9002,248,10537,4218,,565,15528,308,10879,3854,,263,4344,95,3424,1480,,415,7683,188,5613,2685,,27,559,,269,5119,98,4710,2074,
2021-03-08,1325,25907,475,16531,7890,,27,661,1,163,8250,173,5886,2159,,956,8554,159,7652,3548,,1228,20938,370,13927,6037,,2857,46983,868,38850,18205,,1467,29482,807,22091,9610,,478,13351,426,8804,4106,,589,9042,250,10540,4218,,573,15577,308,10939,4045,,258,4371,96,3450,1480,,433,7732,188,5641,2685,,24,560,,259,5130,98,4713,2076,
2021-03-09,1307,26036,477,17085,7890,,27,661,1,157,8273,173,5983,2176,,886,8632,159,7701,3656,,1240,21068,370,14018,6037,,2821,47230,868,39005,18329,,1470,29616,809,23981,9841,,472,13388,427,9168,4110,,578,9093,251,10551,4221,,578,15635,308,11043,4045,,242,4386,96,3605,1492,,435,7753,189,5767,2686,,20,561,,269,5166,98,4805,2076,
2021-03-10,1312,26151,478,18055,8202,,26,665,1,146,8284,173,6299,2350,,859,8683,159,7731,4135,,1245,21167,371,14222,6275,,2791,47435,870,39533,20994,,1473,29716,813,25528,10168,,498,13445,427,9541,4360,,617,9186,252,10629,4453,,571,15678,309,11464,4057,,239,4409,96,3699,1618,,449,7795,191,5858,2814,,21,562,,258,5184,98,4943,2108,
2021-03-11,1242,26226,479,18537,9145,,27,668,1,166,8307,173,6681,2708,,823,8750,159,7813,4616,,1240,21254,372,14610,7362,,2712,47612,870,39895,22882,,1447,29819,813,27577,10843,,484,13479,429,9833,4591,,626,9224,253,11296,5371,,595,15745,309,12232,4744,,229,4422,96,3905,1904,,457,7834,192,6252,3049,,19,562,,290,5230,99,5126,2252,
2021-03-12,1228,26340,481,19468,9471,,25,670,1,168,8322,173,6946,2843,,796,8805,159,7941,4856,,1231,21352,372,16007,7908,,2656,47815,871,41835,24803,,1441,29946,814,29191,11639,,488,13526,429,10169,4869,,617,9282,253,11545,5743,,593,15791,310,12948,4946,,224,4442,96,4000,2038,,472,7874,192,6756,3109,,20,564,,301,5255,99,5428,2423,
2021-03-13,1228,26382,481,20573,9481,,29,675,1,176,8333,174,7012,2843,,797,8809,160,8366,4871,,1223,21401,373,16055,7928,,2671,47991,871,42879,25931,,1448,30034,815,30860,12603,,485,13544,429,10602,4872,,641,9329,253,11942,5751,,585,15807,310,13826,4951,,225,4443,96,4034,2040,,461,7883,192,6883,3205,,22,567,,296,5268,99,5639,2432,
2021-03-14,1230,26393,481,20573,9481,,30,677,1,176,8334,174,7012,2843,,794,8809,161,8366,4871,,1210,21417,373,16055,7928,,2629,48023,872,42879,25931,,1472,30118,815,30860,12603,,478,13562,429,10602,4872,,641,9336,253,11942,5751,,579,15812,310,13826,4951,,223,4443,97,4034,2040,,464,7901,192,6884,3205,,23,568,,297,5278,100,5639,2432,
2021-03-15,1297,26550,484,20781,9481,,29,678,1,185,8352,174,7020,2843,,771,8880,161,8367,4873,,1188,21496,373,16153,8215,,2687,48245,873,42914,25934,,1508,30230,815,31509,12603,,488,13603,429,10799,4872,,668,9407,253,11943,5751,,620,15881,310,13935,4951,,233,4470,97,4041,2040,,449,7934,192,6895,3205,,20,570,,294,5296,100,5650,2433,
2021-03-16,1314,26703,486,20968,9565,,32,682,1,185,8365,174,7023,2886,,735,8983,162,8367,4873,,1162,21607,373,16153,8215,,2594,48511,874,42922,26187,,1484,30363,816,31582,12775,,495,13651,429,10799,4873,,675,9462,253,11943,5751,,626,15942,310,13936,5179,,222,4500,98,4041,2042,,479,8003,194,6902,3206,,22,574,,314,5360,100,5650,2434,
2021-03-17,1342,26857,486,20993,10133,,30,686,1,189,8384,174,7045,3285,,731,9081,162,8382,5317,,1144,21714,374,16186,9015,,2569,48761,874,43025,28001,,1454,30469,817,31720,13457,,495,13693,430,10808,5112,,675,9527,253,11966,5970,,641,16006,310,13947,5352,,224,4519,98,4065,2240,,453,8027,194,6936,3272,,25,578,,321,5380,100,5665,2544,
2021-03-18,1317,26962,487,21108,11089,,30,689,1,187,8392,174,7095,3684,,733,9168,162,8425,5993,,1125,21805,374,16217,10398,,2595,48998,874,43238,30001,,1501,30619,823,31888,14296,,491,13725,430,10817,5368,,710,9604,254,12582,6906,,620,16050,310,14180,5671,,223,4537,98,4084,2385,,463,8080,195,7109,3626,,27,580,,330,5417,101,5674,2716,
2021-03-19,1344,27098,488,21322,11928,,33,693,1,185,8405,174,7141,3916,,738,9230,162,8846,6109,,1114,21891,374,16682,10746,,2669,49309,877,44415,30825,,1519,30767,829,32175,15048,,503,13771,430,10853,5643,,682,9659,254,12615,7178,,625,16117,310,14268,6193,,210,4554,98,4114,2433,,472,8129,195,7220,3705,,28,584,,338,5453,101,5744,2939,
2021-03-20,1368,27154,488,21375,11929,,33,694,1,201,8428,174,7149,3960,,742,9234,162,8900,6109,,1115,21939,374,16717,10746,,2683,49462,878,46730,30829,,1535,30850,832,33433,15048,,501,13797,431,11058,5643,,717,9714,254,12620,7178,,620,16135,310,14300,6193,,219,4563,99,4116,2433,,484,8157,195,7258,3835,,26,584,,350,5467,101,5799,2941,
2021-03-21,1373,27163,489,21375,11929,,33,694,1,201,8429,174,7149,3961,,745,9237,162,8900,6109,,1117,21966,374,16717,10746,,2717,49535,880,46731,30829,,1527,30933,833,33433,15048,,512,13828,432,11058,5643,,722,9724,255,12620,7178,,624,16152,310,14300,6193,,220,4564,100,4116,2433,,501,8184,195,7258,3835,,26,585,,355,5474,102,5799,2941,
2021-03-22,1431,27338,489,21394,11929,,36,697,1,204,8454,174,7150,3961,,758,9312,162,8912,6110,,1104,22042,375,17030,10750,,2768,49751,881,46776,30830,,1603,31085,836,33703,15048,,517,13868,433,11244,5646,,757,9799,256,12622,7178,,633,16210,310,14578,6193,,220,4591,100,4116,2433,,488,8220,196,7259,3835,,27,587,,372,5502,102,5799,2941,
2021-03-23,1508,27544,489,22340,11930,,39,700,1,209,8482,174,7194,3962,,792,9424,163,9324,6110,,1094,22162,375,17075,10750,,2841,50071,881,47452,30860,,1601,31217,838,34868,15329,,544,13932,434,11513,5646,,797,9890,258,12644,7179,,667,16302,311,14624,6194,,239,4625,101,4175,2433,,506,8259,197,7445,3836,,29,590,,382,5548,105,5921,2941,
2021-03-24,1544,27695,489,23868,12262,,42,707,1,212,8496,174,7596,4218,,808,9491,163,9763,6345,,1103,22270,377,18036,10873,,2971,50406,882,49639,31036,,1631,31347,839,35594,16015,,531,13976,435,11825,5697,,825,10011,259,12693,7436,,702,16380,311,14802,6244,,243,4652,101,4319,2754,,512,8307,197,7691,3976,,31,593,,394,5578,105,6124,2945,
2021-03-25,1622,27848,489,25338,12531,,43,711,1,209,8516,174,8140,4404,,797,9547,164,10473,6461,,1087,22341,378,20134,11348,,3078,50690,882,51917,31490,,1709,31528,843,36945,16223,,531,14010,435,12183,5728,,871,10095,260,13176,7584,,696,16441,311,15874,6484,,264,4686,101,4610,2873,,494,8328,198,8423,4192,,32,594,,381,5611,106,6665,3044,
2021-03-26,1701,28041,492,26499,12833,,46,716,1,220,8542,174,8616,4529,,823,9628,164,11183,6590,,1092,22444,378,22451,11464,,3219,51034,882,55276,31866,,1754,31700,844,38906,16394,,504,14030,436,12797,6099,,928,10210,260,14348,7805,,736,16527,311,16647,6714,,284,4726,101,4967,2964,,499,8373,199,8786,4230,,33,597,,375,5630,106,7175,3226,
2021-03-27,1710,28092,493,26987,12837,,43,718,1,217,8550,174,8641,4529,,824,9633,164,11465,6591,,1088,22489,379,23035,11465,,3290,51281,883,58506,32074,,1780,31814,844,39154,16500,,519,14063,438,13159,6145,,942,10271,260,14676,7807,,758,16565,311,17178,6757,,283,4726,101,5022,2964,,506,8389,200,9006,4315,,31,598,,382,5650,106,7616,3226,
2021-03-28,1709,28102,493,26994,12837,,41,718,1,223,8557,174,8651,4529,,825,9634,164,11468,6591,,1096,22513,380,23074,11465,,3339,51362,885,59566,32077,,1787,31905,845,39160,16500,,516,14078,438,13161,6145,,946,10282,260,14680,7807,,775,16587,312,17198,6757,,284,4727,101,5032,2964,,501,8402,200,9010,4315,,33,601,,382,5660,107,7709,3226,
2021-03-29,1773,28323,494,27060,12837,,43,721,1,232,8584,174,8674,4529,,842,9722,164,11488,6591,,1115,22611,382,23255,11465,,3341,51586,886,59937,32077,,1812,32042,847,39269,16501,,502,14105,439,13286,6145,,957,10364,263,14694,7807,,782,16663,313,17252,6757,,292,4762,101,5111,2964,,515,8449,200,9020,4321,,32,602,,382,5678,107,7787,3226,
2021-03-30,1871,28574,499,27916,13023,,41,723,1,250,8615,174,8894,4530,,867,9850,165,11804,6592,,1119,22726,382,23592,11465,,3480,51991,886,62121,32089,,1892,32255,850,41306,16526,,507,14158,439,13693,6242,,1022,10484,263,14897,7808,,830,16772,313,17565,6757,,314,4814,102,5440,2964,,480,8483,201,9302,4322,,36,610,,369,5729,108,7984,3226,
2021-03-31,1956,28813,499,29882,13374,,40,726,1,261,8645,174,9464,4538,,837,9918,165,12542,6607,,1138,22852,382,25432,11517,,3605,52366,889,64784,32175,,1955,32424,853,43667,16745,,508,14201,439,14394,6496,,1040,10567,264,15636,7821,,862,16868,313,17864,6947,,318,4837,102,5790,2988,,515,8542,201,10161,4328,,36,614,,371,5751,108,8288,3339,
2021-04-01,2035,28997,501,32461,13758,,39,728,1,273,8665,174,10137,4608,,833,10001,166,13181,6840,,1135,22940,382,27503,12036,,3657,52655,889,68844,32363,,1981,32600,857,44674,17531,,534,14259,440,16183,6545,,1055,10659,265,16942,7932,,905,16955,313,18733,7190,,334,4871,102,6265,3009,,498,8578,202,10759,4392,,37,617,,354,5771,109,9016,3358,
2021-04-02,2132,29230,502,33402,13922,,45,738,1,294,8699,174,10468,4631,,846,10076,166,13534,6867,,1156,23047,382,28470,12157,,3642,52951,891,72193,33046,,2000,32767,860,45620,18407,,527,14298,440,17047,6577,,1111,10770,265,17921,7976,,945,17062,313,19217,7223,,347,4901,102,6553,3050,,509,8638,202,11030,4417,,38,622,,344,5797,109,9377,3414,
2021-04-03,2141,29295,503,33410,13922,,45,739,1,285,8713,174,10479,4631,,850,10084,168,13561,6868,,1180,23119,383,28511,12157,,3750,53212,892,74428,33046,,2054,32904,863,45634,18407,,512,14309,440,17413,6603,,1134,10848,266,17923,7976,,958,17093,313,19477,7225,,342,4905,102,6561,3050,,498,8655,202,11034,4417,,44,628,,346,5813,109,9501,3414,
2021-04-04,2135,29298,504,33417,13922,,46,740,1,290,8719,174,10481,4631,,847,10084,168,13582,6868,,1179,23145,383,28552,12157,,3774,53309,892,75905,33048,,2049,32982,865,45636,18407,,496,14324,440,17415,6603,,1133,10857,267,17931,7976,,967,17119,313,19493,7225,,341,4905,102,6570,3050,,481,8665,203,11037,4417,,43,628,,351,5825,109,9507,3414,
2021-04-05,1973,29311,505,33417,13922,,44,741,1,270,8724,175,10481,4631,,773,10085,169,13582,6868,,1123,23165,384,28552,12157,,3664,53415,893,75905,33048,,1959,33044,869,45636,18407,,479,14347,440,17415,6603,,1064,10863,267,17931,7976,,924,17134,313,19494,7225,,318,4909,102,6570,3050,,461,8681,203,11037,4417,,41,628,,324,5826,109,9507,3414,
2021-04-06,1992,29536,507,33974,14129,,42,742,1,291,8773,175,10542,4631,,714,10138,169,13754,6868,,1101,23263,384,28591,12159,,3599,53670,893,76905,33051,,1998,33215,871,45648,18508,,455,14387,441,17535,6654,,1038,10928,267,18194,7976,,920,17222,313,19546,7227,,340,4965,102,6660,3050,,476,8735,204,11086,4420,,41,631,,313,5861,109,9560,3414,
2021-04-07,2091,29786,508,34493,14130,,39,746,1,308,8804,175,10729,4631,,734,10225,169,13976,6868,,1125,23395,384,29334,12159,,3710,54116,893,78789,33051,,2041,33388,875,46878,18520,,493,14469,441,17551,6654,,1010,11021,267,18899,7977,,963,17343,313,19957,7234,,360,5012,102,6701,3050,,454,8761,204,11190,4420,,40,633,,320,5898,109,9642,3414,
2021-04-08,2162,30010,508,36312,14237,,38,749,1,327,8843,175,11359,4656,,713,10260,169,14212,6877,,1175,23516,385,31415,12220,,3769,54459,893,82907,33208,,2034,33562,876,48450,18624,,503,14513,441,18020,6672,,971,11066,267,20188,7999,,996,17437,313,21239,7293,,391,5077,102,6919,3078,,479,8807,204,11736,4461,,46,640,,331,5942,110,10136,3441,
2021-04-09,2179,30220,509,39453,14378,,35,751,1,340,8882,176,11883,4728,,679,10307,169,15149,6972,,1191,23635,386,33524,12469,,3732,54766,895,87057,33829,,2048,33748,881,50885,18866,,550,14580,441,18327,6702,,923,11133,268,22384,8118,,998,17525,313,22014,7348,,396,5122,102,7488,3104,,470,8843,205,12730,4504,,48,645,,351,5981,110,10554,3448,
2021-04-10,2188,30280,509,39692,14383,,34,752,1,339,8889,176,11972,4729,,677,10310,169,15946,6990,,1203,23692,386,33606,12469,,3657,54938,895,90679,33887,,2066,33880,882,52265,18867,,553,14616,443,18930,6707,,882,11153,268,23163,8118,,999,17564,313,22853,7348,,400,5126,102,7506,3104,,466,8855,205,13037,4511,,50,648,,334,5984,111,10876,3484,
2021-04-11,2184,30286,511,39695,14383,,35,753,1,343,8900,176,11973,4729,,677,10311,169,15962,6990,,1223,23736,386,33656,12470,,3653,55015,895,92183,33899,,2065,33970,883,52268,18867,,560,14638,443,18933,6707,,874,11156,270,23168,8118,,990,17577,313,22869,7348,,399,5126,102,7507,3104,,460,8862,205,13037,4511,,50,651,,337,5997,111,10902,3484,
2021-04-12,2171,30494,513,39868,14383,,33,754,1,357,8941,176,11997,4729,,623,10345,169,15990,6990,,1228,23839,387,34395,12473,,3708,55294,895,92236,33900,,2065,34107,883,52566,19069,,570,14675,443,18973,6707,,824,11188,272,23169,8118,,988,17651,314,23015,7348,,409,5171,103,7584,3104,,451,8900,205,13077,4511,,50,652,,339,6017,111,10942,3484,
2021-04-13,2108,30682,513,40284,14625,,33,756,1,368,8983,176,12043,4730,,555,10405,169,16132,6996,,1226,23952,388,34458,12478,,3612,55603,897,92444,34189,,1993,34248,885,53638,19288,,579,14737,443,19215,6712,,793,11277,273,23374,8122,,977,17749,314,23409,7351,,419,5233,103,7696,3107,,446,8929,205,13206,4519,,43,653,,328,6057,111,11000,3484,
2021-04-14,2047,30860,515,40942,15732,,32,758,1,368,9013,176,12522,4785,,514,10432,169,16707,7373,,1212,24064,388,35366,12810,,3419,55785,898,94558,35463,,1943,34367,885,54904,19718,,576,14777,443,19575,6744,,755,11322,273,23691,8129,,949,17817,315,24033,7364,,433,5270,103,7813,3139,,414,8956,205,13502,4584,,40,654,,332,6083,111,11120,3621,
2021-04-15,1991,30988,517,41871,16730,,37,765,1,368,9033,177,12743,5530,,467,10468,169,17248,8070,,1208,24148,392,36226,14675,,3371,56026,899,96710,37037,,1901,34501,885,56931,20882,,564,14823,443,20192,6954,,690,11349,273,24408,8768,,918,17873,315,24797,8162,,423,5294,103,8096,3450,,399,8977,205,13652,5373,,38,655,,349,6120,112,11344,3894,
2021-04-16,1867,31097,519,43412,17253,,30,768,1,371,9070,177,13140,5656,,415,10491,169,17701,8371,,1167,24214,392,37256,15703,,3287,56238,899,99018,38492,,1851,34618,889,57272,21631,,552,14850,443,20520,7211,,612,11382,273,25132,9255,,860,17922,315,25124,8495,,418,5319,103,8268,3602,,376,9014,205,13983,5463,,35,657,,355,6152,113,11795,4131,
2021-04-17,1845,31140,519,43519,17265,,30,769,1,378,9091,179,13202,5661,,409,10493,169,17744,8400,,1149,24268,393,37278,15739,,3165,56377,899,100325,41447,,1805,34709,890,57368,21895,,565,14874,443,20564,7237,,568,11416,273,25140,9257,,849,17942,315,25151,8548,,420,5325,103,8880,3606,,381,9036,205,14145,5497,,31,659,,356,6169,113,11810,4363,
2021-04-18,1852,31150,522,43531,17265,,30,770,1,383,9102,181,13206,5661,,411,10495,169,17757,8400,,1141,24286,393,37296,15739,,3136,56445,900,101293,41453,,1786,34768,890,57369,21895,,572,14896,443,20567,7237,,562,11419,273,25144,9257,,842,17961,316,25160,8548,,420,5325,103,8882,3606,,384,9049,206,14145,5497,,31,659,,351,6176,114,12055,4364,
2021-04-19,1977,31288,527,44274,17314,,32,773,1,412,9136,181,13228,5661,,440,10525,169,17772,8401,,1193,24358,393,37914,15992,,3193,56608,902,101338,41458,,1786,34830,891,57427,21900,,565,14912,443,20624,7237,,584,11447,273,25519,9258,,910,18044,316,25389,8607,,464,5373,103,9041,3606,,378,9059,206,14157,5497,,35,663,,385,6211,114,12056,4365,
2021-04-20,1917,31453,527,44940,17654,,47,789,1,398,9171,181,13307,5694,,426,10564,169,17902,8408,,1159,24422,393,38372,15994,,3210,56880,903,103824,41954,,1775,34990,892,57545,21906,,564,14951,443,20648,7561,,584,11512,276,26028,9263,,899,18121,316,25773,8608,,430,5395,103,9190,3615,,368,9103,206,14214,5748,,36,667,,388,6249,114,12214,4365,
2021-04-21,1803,31589,532,45548,19585,,50,796,1,390,9194,183,13470,5922,,368,10593,169,18443,9113,,1112,24507,394,39555,16408,,2926,57042,904,106409,43675,,1698,35086,894,58430,24043,,523,14992,444,20929,7868,,524,11545,276,26360,9665,,841,18184,317,26375,8738,,406,5418,104,9591,3860,,351,9112,206,14251,6518,,35,668,,387,6285,114,12337,4525,
2021-04-22,1697,31707,532,46470,21567,,58,807,1,388,9231,184,13713,6523,,354,10614,169,19312,9877,,1079,24595,394,40669,18205,,2774,57233,904,107566,45094,,1689,35251,894,59159,24920,,522,15035,445,21541,8943,,523,11589,276,26810,10858,,822,18259,317,27192,9408,,379,5456,104,9949,4320,,338,9145,206,14945,7174,,35,675,,373,6315,114,12512,4950,
2021-04-23,1584,31804,535,48154,22244,,62,813,1,392,9274,184,13895,6921,,340,10647,169,20779,10008,,1045,24680,395,41686,19458,,2685,57451,906,111069,46124,,1620,35368,895,60104,25848,,489,15069,445,21908,9078,,490,11623,276,27086,11901,,802,18327,318,27745,9875,,359,5481,105,10272,4495,,326,9169,206,15311,7196,,35,680,,376,6357,114,12705,5510,
2021-04-24,1578,31858,537,48251,22244,,63,815,1,407,9296,185,13937,6921,,337,10647,170,20822,10011,,1013,24705,396,41782,19458,,2623,57561,907,112666,46314,,1563,35443,896,60187,26001,,476,15092,445,21970,9164,,505,11658,276,27095,11902,,802,18366,319,27845,9879,,367,5493,105,10279,4495,,323,9178,206,15331,7196,,32,680,,384,6368,114,13036,5536,
2021-04-25,1582,31868,538,48254,22244,,62,815,1,399,9299,185,13938,6921,,336,10647,171,20830,10012,,1000,24736,397,41788,19458,,2621,57636,911,113286,46333,,1509,35479,896,60189,26001,,460,15098,446,21972,9164,,508,11664,276,27095,11902,,797,18374,320,27853,9879,,367,5493,105,10281,4495,,327,9189,206,15332,7196,,29,680,,377,6374,114,13041,5536,
2021-04-26,1508,32002,538,48260,22245,,62,816,1,394,9335,185,13941,6921,,327,10672,171,20830,10012,,990,24829,397,41853,19464,,2520,57814,911,113375,46333,,1471,35578,897,60275,26001,,450,15125,446,22058,9164,,516,11704,276,27103,11902,,797,18448,320,27873,9879,,366,5537,105,10281,4495,,315,9215,207,15340,7196,,30,682,,388,6405,114,13049,5537,
2021-04-27,1342,32024,540,48266,22245,,62,818,1,369,9352,187,13942,6921,,268,10673,171,20836,10012,,911,24863,397,41868,19464,,2337,57940,914,113790,46338,,1414,35662,898,60276,26001,,431,15168,447,22059,9164,,447,11724,276,27104,11902,,740,18489,322,27877,9881,,306,5539,105,10283,4495,,295,9224,208,15341,7197,,29,682,,351,6408,114,13053,5537,
2021-04-28,1335,32195,543,48495,22349,,61,819,1,366,9379,187,13965,6930,,277,10709,171,21383,10049,,886,24950,399,42070,19594,,2335,58120,915,114953,48822,,1457,35824,900,60572,27497,,410,15187,447,22097,9578,,457,11779,277,27171,11914,,752,18569,322,28309,9914,,304,5574,105,10403,4508,,290,9246,208,15342,7252,,31,685,,368,6451,114,13121,5562,
2021-04-29,1331,32319,544,49677,23713,,56,821,1,374,9407,189,14288,7614,,269,10737,171,22436,10299,,926,25074,401,42690,20550,,2327,58353,915,115853,53764,,1423,35924,902,60907,29395,,434,15257,447,22351,10565,,483,11832,277,27251,12645,,775,18648,322,28826,10844,,321,5615,105,10577,4695,,307,9284,208,15795,7498,,35,690,1,355,6475,114,13245,5764,
2021-04-30,1369,32466,547,50793,26225,,54,822,1,371,9441,190,14437,7961,,275,10766,171,22754,11002,,964,25178,401,43195,22269,,2384,58622,915,117266,57803,,1491,36109,905,62402,31604,,428,15278,447,22708,10753,,514,11896,277,27269,12959,,782,18704,322,29259,11786,,348,5667,106,10649,5264,,293,9307,208,15969,8450,,38,695,1,352,6504,115,13537,6150,
2021-05-01,1351,32491,549,50800,26451,,54,823,1,365,9456,190,14439,7978,,275,10768,171,22765,11052,,954,25222,401,43212,22366,,2383,58760,915,117939,61351,,1445,36154,905,62459,31859,,435,15309,448,22792,12084,,501,11917,277,27269,12969,,789,18731,322,29263,12356,,343,5668,106,10651,5277,,280,9316,208,15969,8453,,42,701,1,337,6506,116,13550,6390,
2021-05-02,1363,32513,551,50806,26459,,53,823,1,356,9458,191,14440,7981,,274,10769,171,22782,11085,,963,25249,401,43231,22421,,2380,58825,916,119148,63357,,1428,36196,907,62462,31861,,423,15319,448,22794,12087,,509,11928,277,27269,12977,,780,18741,323,29280,12377,,344,5669,106,10654,5286,,273,9322,208,15971,8456,,45,704,1,340,6516,117,13562,6400,
2021-05-03,1359,32647,551,52400,26982,,53,826,1,350,9486,191,14561,8049,,273,10798,171,22796,11106,,994,25352,401,43943,23288,,2441,59049,917,120167,63611,,1495,36325,907,62572,32073,,439,15351,448,23672,12109,,508,11955,277,27295,13616,,745,18789,325,29647,12696,,344,5717,106,10856,5292,,303,9362,208,15990,8462,,45,708,1,349,6560,117,13598,6407,
2021-05-04,1331,32784,552,53174,27063,,39,828,1,334,9505,191,14649,8087,,281,10845,171,23010,11278,,1036,25458,401,44953,23521,,2440,59320,923,122709,63921,,1463,36453,908,63965,33118,,429,15380,449,23806,12489,,479,11991,277,27406,13990,,738,18859,325,30320,12722,,359,5754,106,10923,5343,,272,9375,208,16044,8557,,46,713,1,341,6590,117,13715,6415,
