date,cases.confirmed,cases.confirmed.todate,cases.active,cases.closed.todate,cases.recovered.todate,cases.rh.occupant.confirmed.todate,cases.hs.employee.confirmed.todate,cases.rh.employee.confirmed.todate,cases.vaccinated.confirmed.todate
2020-03-04,1,1,,,,,,,
2020-03-05,5,6,,,,,1,,
2020-03-06,4,10,,,,,3,,
2020-03-07,5,15,,,,,3,,
2020-03-08,5,20,,,,,5,1,
2020-03-09,11,31,,,,1,9,2,
2020-03-10,17,48,,,,2,11,3,
2020-03-11,35,83,,,,2,17,5,
2020-03-12,50,133,,,,3,17,5,
2020-03-13,46,179,,,,8,17,5,
2020-03-14,36,215,,,,8,20,5,
2020-03-15,35,250,,,,8,22,5,
2020-03-16,26,276,,,,8,27,5,
2020-03-17,10,286,286,,,8,29,6,
2020-03-18,32,318,317,1,,15,30,6,
2020-03-19,23,341,335,6,5,18,30,8,
2020-03-20,28,369,359,10,9,18,33,9,
2020-03-21,37,406,391,15,14,25,33,9,
2020-03-22,36,442,422,20,18,31,33,9,
2020-03-23,36,478,447,31,28,37,36,11,
2020-03-24,48,526,478,48,44,44,59,14,
2020-03-25,47,573,490,83,78,51,59,14,
2020-03-26,61,634,501,133,126,79,75,15,
2020-03-27,52,686,507,179,170,90,82,23,
2020-03-28,47,733,518,215,204,104,83,24,
2020-03-29,24,757,507,250,238,115,84,24,
2020-03-30,48,805,529,276,263,135,84,30,
2020-03-31,37,842,556,286,271,144,84,30,
2020-04-01,55,897,579,318,302,172,89,32,
2020-04-02,40,937,596,341,321,185,93,35,
2020-04-03,41,978,609,369,347,201,101,42,
2020-04-04,20,998,592,406,378,204,107,49,
2020-04-05,23,1021,579,442,412,211,114,56,
2020-04-06,35,1056,578,478,442,222,119,70,
2020-04-07,36,1092,566,526,486,225,130,72,
2020-04-08,33,1125,552,573,530,228,136,72,
2020-04-09,35,1160,526,634,589,239,139,79,
2020-04-10,29,1189,503,686,636,243,144,83,
2020-04-11,17,1206,473,733,680,249,144,90,
2020-04-12,7,1213,456,757,702,249,147,92,
2020-04-13,8,1221,416,805,749,249,148,95,
2020-04-14,27,1248,406,842,781,256,148,106,
2020-04-15,21,1269,372,897,836,267,148,111,
2020-04-16,36,1305,368,937,871,279,152,117,
2020-04-17,13,1318,340,978,908,283,155,121,
2020-04-18,13,1331,333,998,924,289,156,122,
2020-04-19,5,1336,315,1021,944,289,156,123,
2020-04-20,9,1345,289,1056,979,292,158,123,
2020-04-21,9,1354,262,1092,1013,294,159,125,
2020-04-22,13,1367,242,1125,1046,298,157,128,
2020-04-23,7,1374,214,1160,1080,300,158,128,
2020-04-24,15,1389,200,1189,1107,303,159,127,
2020-04-25,8,1397,191,1206,1124,304,158,130,
2020-04-26,6,1403,190,1213,1129,305,160,131,
2020-04-27,6,1409,188,1221,1135,309,160,131,
2020-04-28,9,1418,170,1248,1159,312,162,133,
2020-04-29,11,1429,160,1269,1178,313,162,133,
2020-04-30,5,1434,129,1305,1212,315,164,133,
2020-05-01,5,1439,121,1318,1224,318,165,133,
2020-05-02,,1439,108,1331,1235,318,165,133,
2020-05-03,,1439,103,1336,1239,318,165,133,
2020-05-04,6,1445,100,1345,1247,322,166,134,
2020-05-05,3,1448,94,1354,1255,324,166,134,
2020-05-06,1,1449,82,1367,1268,324,165,135,
2020-05-07,1,1450,76,1374,1274,324,165,135,
2020-05-08,4,1454,65,1389,1288,324,165,135,
2020-05-09,3,1457,60,1397,1295,324,165,135,
2020-05-10,3,1460,57,1403,1301,324,165,136,
2020-05-11,1,1461,52,1409,1307,324,166,136,
2020-05-12,2,1463,45,1418,1315,324,166,136,
2020-05-13,1,1464,35,1429,1326,324,166,137,
2020-05-14,1,1465,31,1434,1331,324,166,137,
2020-05-15,,1465,26,1439,1336,324,166,137,
2020-05-16,1,1466,27,1439,1335,324,166,137,
2020-05-17,,1466,27,1439,1335,324,166,137,
2020-05-18,1,1467,22,1445,1341,324,166,137,
2020-05-19,1,1468,20,1448,1343,325,166,137,
2020-05-20,,1468,19,1449,1343,325,166,137,
2020-05-21,,1468,18,1450,1344,325,166,137,
2020-05-22,,1468,14,1454,1347,325,166,137,
2020-05-23,,1468,11,1457,1350,325,166,137,
2020-05-24,1,1469,9,1460,1353,325,166,137,
2020-05-25,,1469,8,1461,1353,325,166,137,
2020-05-26,2,1471,8,1463,1355,325,166,137,
2020-05-27,2,1473,9,1464,1356,325,167,137,
2020-05-28,,1473,8,1465,1357,325,167,137,
2020-05-29,,1473,8,1465,1357,325,167,137,
2020-05-30,,1473,7,1466,1358,325,167,137,
2020-05-31,,1473,7,1466,1357,325,167,137,
2020-06-01,2,1475,8,1467,1358,325,168,137,
2020-06-02,2,1477,9,1468,1359,325,168,137,
2020-06-03,,1477,9,1468,1359,325,168,137,
2020-06-04,2,1479,11,1468,1359,325,169,137,
2020-06-05,5,1484,16,1468,1359,325,169,137,
2020-06-06,1,1485,17,1468,1359,325,169,137,
2020-06-07,,1485,16,1469,1360,325,169,137,
2020-06-08,1,1486,17,1469,1360,325,169,137,
2020-06-09,2,1488,17,1471,1362,325,170,137,
2020-06-10,,1488,15,1473,1364,325,170,137,
2020-06-11,2,1490,17,1473,1364,325,170,137,
2020-06-12,2,1492,19,1473,1364,325,170,137,
2020-06-13,3,1495,22,1473,1364,325,170,137,
2020-06-14,1,1496,23,1473,1364,325,170,137,
2020-06-15,3,1499,24,1475,1366,325,170,137,
2020-06-16,4,1503,26,1477,1368,325,170,137,
2020-06-17,8,1511,34,1477,1368,325,172,137,
2020-06-18,2,1513,34,1479,1370,325,172,137,
2020-06-19,6,1519,35,1484,1375,325,172,137,
2020-06-20,1,1520,35,1485,1376,325,172,137,
2020-06-21,1,1521,36,1485,1376,325,172,137,
2020-06-22,13,1534,48,1486,1375,325,172,137,
2020-06-23,6,1540,52,1488,1377,325,173,137,
2020-06-24,6,1546,58,1488,1377,325,173,137,
2020-06-25,11,1557,67,1490,1379,325,174,137,
2020-06-26,14,1571,79,1492,1381,325,174,137,
2020-06-27,9,1580,85,1495,1384,325,174,137,
2020-06-28,4,1584,88,1496,1385,325,174,137,
2020-06-29,15,1599,100,1499,1388,325,180,137,
2020-06-30,13,1612,109,1503,1392,325,181,137,
2020-07-01,21,1633,122,1511,1400,325,182,137,
2020-07-02,16,1649,136,1513,1402,325,184,137,
2020-07-03,30,1679,160,1519,1408,326,190,137,
2020-07-04,21,1700,180,1520,1409,329,191,142,
2020-07-05,16,1716,195,1521,1410,335,192,144,
2020-07-06,23,1739,205,1534,1423,336,193,144,
2020-07-07,24,1763,223,1540,1429,337,193,145,
2020-07-08,13,1776,230,1546,1435,338,195,145,
2020-07-09,17,1793,236,1557,1446,338,196,146,
2020-07-10,34,1827,256,1571,1460,339,196,146,
2020-07-11,15,1842,262,1580,1469,340,196,147,
2020-07-12,8,1850,266,1584,1473,341,197,147,
2020-07-13,10,1860,261,1599,1488,343,198,149,
2020-07-14,19,1879,267,1612,1501,343,198,150,
2020-07-15,19,1898,265,1633,1522,344,198,152,
2020-07-16,19,1917,268,1649,1538,345,199,153,
2020-07-17,24,1941,262,1679,1568,347,199,153,
2020-07-18,6,1947,247,1700,1588,347,200,155,
2020-07-19,7,1954,238,1716,1603,347,200,155,
2020-07-20,24,1978,239,1739,1625,353,200,157,
2020-07-21,29,2007,244,1763,1648,353,201,158,
2020-07-22,27,2034,258,1776,1661,357,203,159,
2020-07-23,19,2053,260,1793,1678,357,204,160,
2020-07-24,14,2067,240,1827,1711,357,205,160,
2020-07-25,16,2083,241,1842,1726,365,205,163,
2020-07-26,5,2088,238,1850,1734,365,206,163,
2020-07-27,14,2102,242,1860,1743,365,206,163,
2020-07-28,14,2116,237,1879,1762,367,207,163,
2020-07-29,24,2140,242,1898,1780,367,209,163,
2020-07-30,17,2157,240,1917,1798,367,209,163,
2020-07-31,15,2172,231,1941,1822,367,210,163,
