date,deceased.age.female.0-3,deceased.age.female.4-18,deceased.age.female.19-31,deceased.age.female.32-41,deceased.age.female.42-51,deceased.age.female.52-61,deceased.age.female.62-71,deceased.age.female.72+,deceased.age.male.0-3,deceased.age.male.4-18,deceased.age.male.19-31,deceased.age.male.32-41,deceased.age.male.42-51,deceased.age.male.52-61,deceased.age.male.62-71,deceased.age.male.72+
2012-07-16,,,,,,2,1,16,,,,,,2,4,21
2012-07-17,,,,1,,,1,18,,,,,1,,1,25
2012-07-18,,,,1,1,,3,20,,,,,1,1,7,20
2012-07-19,,1,,,1,1,1,19,,1,,,1,,2,13
2012-07-20,,,,,,1,1,25,,,,,,2,3,29
2012-07-21,,,,,,1,2,25,,1,,,1,2,6,15
2012-07-22,,,,,,,,17,,,1,,,1,2,20
2012-07-23,,,,,,,3,24,,,,,,4,4,15
2012-07-24,,,1,,,,3,20,,,,,1,1,3,21
2012-07-25,,,,,,,4,15,,,,,1,1,2,12
2012-07-26,,,1,,1,,1,14,,,1,,1,,2,16
2012-07-27,,,,,,,1,24,,,,,1,1,5,23
2012-07-28,,,1,,,1,2,24,,,,1,,2,3,14
2012-07-29,,,,,,,1,26,,,,,,1,5,20
2012-07-30,,,,,2,1,1,24,,,,1,1,1,5,17
2012-07-31,,,,,,2,,27,,1,,,,2,3,19
2012-08-01,,,,,,,2,21,,,,,,4,2,17
2012-08-02,,1,,,,1,3,18,,,,,1,3,,14
2012-08-03,,,,,1,1,2,25,,,,1,1,2,3,21
2012-08-04,,,,,1,,3,23,,,,,,1,1,24
2012-08-05,,,,,,,3,17,,,,,,,2,16
2012-08-06,,,,,,1,2,14,,,,1,1,1,5,13
2012-08-07,,,,,1,1,2,28,,,,1,,2,3,17
2012-08-08,,,,,,,2,32,,,,,,3,3,20
2012-08-09,,,,,,,1,30,,,,1,2,1,5,22
2012-08-10,,,,,1,,1,29,,1,,,,1,4,28
2012-08-11,,,,,,1,1,17,,,,,1,,2,25
2012-08-12,,,,,1,,1,21,,,,,3,4,2,19
2012-08-13,,,1,,,1,2,18,,,,,,1,1,23
2012-08-14,,1,,,,,1,17,,1,,,,1,1,18
2012-08-15,,,,,,,1,22,,,,,,2,4,28
2012-08-16,,,,1,1,,2,17,,,,,,,6,15
2012-08-17,,,1,,1,1,1,22,,,,1,,2,1,21
2012-08-18,,,,,1,,,21,,,,,,,4,20
2012-08-19,,,,,,2,2,19,,,,1,,2,3,24
2012-08-20,,1,,,,,1,16,,,,,,3,6,14
2012-08-21,,,,,1,,3,14,,,1,,1,2,6,17
2012-08-22,,,,1,,,,26,,,,,1,,4,17
2012-08-23,,,1,,,1,2,20,,,,1,,,8,18
2012-08-24,,,,,,,,27,,1,,,,,9,13
2012-08-25,,,,,,,2,33,,,,,,,1,19
2012-08-26,,,,,1,1,1,30,,,1,,1,1,2,12
2012-08-27,,1,,,,2,1,28,,1,1,,1,,4,22
2012-08-28,,,1,,,1,2,25,,,,,,4,4,16
2012-08-29,,1,,,,,2,27,,,,,1,,3,26
2012-08-30,,,1,,,1,1,23,,,,1,2,1,3,28
2012-08-31,,,,,,,,39,,,,,2,2,1,14
2012-09-01,,,,,,,4,14,,,,,,,3,15
2012-09-02,,,,,,1,1,19,,,,1,1,,,11
2012-09-03,,,,,,2,1,21,,,,1,,2,2,13
2012-09-04,,,,,,,2,16,,,,,,1,6,24
2012-09-05,,,,,,1,6,19,,,,,,2,6,27
2012-09-06,,,,,,,,26,,,1,,,1,3,19
2012-09-07,,,,,,,5,18,,,,1,1,1,4,18
2012-09-08,,,,,,,2,17,,,,,,,7,19
2012-09-09,,,,1,,1,,18,,1,,,,1,5,15
2012-09-10,,,,,,,,17,,,,,,,1,22
2012-09-11,,,,,,3,,20,,,,,,,7,21
2012-09-12,,,,,,,,27,,,,,2,2,7,23
2012-09-13,,,,,,,1,21,,,,,,1,8,16
2012-09-14,,,,,,,2,16,,,,1,,,4,24
2012-09-15,,1,,,,,1,26,,,,,1,,6,19
2012-09-16,,,,1,,,,19,,,,,1,1,4,18
2012-09-17,,,,,,2,,20,,,,1,,4,2,14
2012-09-18,,,,,,,2,23,,,,,,2,5,15
2012-09-19,,,,,,,,25,,,,,,,6,15
2012-09-20,,,,,1,2,1,25,,,,,,,5,16
2012-09-21,,,,,1,1,2,28,,,,1,,,2,23
2012-09-22,,,,,,,3,30,,,,,,1,5,23
2012-09-23,,,,,,,1,23,,,,,,,3,25
2012-09-24,,,,,,,1,22,,,,,,1,2,25
2012-09-25,,1,,,,2,1,21,,,,2,,,3,22
2012-09-26,,,,,,,2,35,,,,1,,2,3,16
2012-09-27,,,,,1,,2,22,,,,,1,1,5,25
2012-09-28,,,,,1,,3,24,,,,,,1,3,21
2012-09-29,,1,,,,,1,18,,1,1,2,1,1,5,17
2012-09-30,,,,1,,,5,23,,,,,,2,,28
2012-10-01,,,,,,1,,28,,,,,,3,3,23
2012-10-02,,,,,,1,,23,,,,,1,,2,21
2012-10-03,,,,,,1,1,28,,,,,1,1,4,15
2012-10-04,,,,,,1,3,32,,,,,1,3,5,18
2012-10-05,,,,,,1,2,23,,,,,1,1,9,24
2012-10-06,,,,,,,2,20,,,,,,,4,22
2012-10-07,,,,,,,5,28,,,,,,1,6,18
2012-10-08,,,,,1,1,3,24,,,,,,2,4,24
2012-10-09,,,,,,,,23,,,,,,2,3,20
2012-10-10,,1,,,,1,3,18,,,,,1,2,5,24
2012-10-11,,,,,,,3,27,,,,1,1,,5,18
2012-10-12,,,,,,2,3,27,,,,,,1,1,28
2012-10-13,,,,,,1,4,25,,,1,,,2,4,27
2012-10-14,,,,,,,,27,,,,1,1,3,5,20
2012-10-15,,,,,,,4,35,,1,,,2,,4,18
2012-10-16,,,,,,,,18,,,1,,4,1,5,14
2012-10-17,,,1,,,,,27,,,,,2,,2,19
2012-10-18,,,,,,2,,23,,,,1,,,3,21
2012-10-19,,,,,,1,6,21,,,,,,,3,18
2012-10-20,,,,,,1,1,20,,,,1,,1,5,24
2012-10-21,,,,,,1,,31,,,,,1,2,4,23
2012-10-22,,,,,,,2,24,,,,,1,1,5,24
2012-10-23,,,1,,,,2,26,,,,3,,1,3,21
2012-10-24,,,,,,,2,28,,,,2,1,1,1,28
2012-10-25,,,,1,,1,1,24,,1,,,,2,7,9
2012-10-26,,,,,,,1,26,,,,,,1,,23
2012-10-27,,,1,1,,1,3,26,,,,,,,4,17
2012-10-28,,,,,,1,1,43,,,,1,,,4,16
2012-10-29,,,,,,,1,18,,,,,1,3,5,19
2012-10-30,,,1,,,2,1,23,,,,,,3,3,19
2012-10-31,,,,,,,1,23,,,,,1,,2,11
2012-11-01,,,,1,,1,5,31,,,,,1,3,5,25
2012-11-02,,,,,,,,30,,2,,,,3,4,26
2012-11-03,,,,,,2,2,25,,,,,,2,7,24
2012-11-04,,,,,,,,32,,,,,,1,4,27
2012-11-05,,,,,2,1,1,30,,,,,,,1,18
2012-11-06,,,,,,,1,25,,,,,,1,3,27
2012-11-07,,,,,,,1,29,,,,,1,4,4,23
2012-11-08,,,,,,,2,21,,,1,,,1,3,25
2012-11-09,,,,,,,1,28,,,,,1,1,2,10
2012-11-10,,,,,,,3,31,,,,,,1,7,29
2012-11-11,,,,,,2,2,30,,,,,,2,3,19
2012-11-12,,,,,,,3,21,,,,,,1,2,21
2012-11-13,,,,,,,2,26,,,,,2,2,4,16
2012-11-14,,,,,,1,,24,,,,,1,2,1,13
2012-11-15,,,,,,,2,22,,,1,1,,,2,25
2012-11-16,,,,,,1,1,30,,,,,,2,5,30
2012-11-17,,,,,,,1,28,,,,,,2,6,21
2012-11-18,,,,,,,3,28,,,,,2,2,5,25
2012-11-19,,,,,1,,,20,,,,,1,,3,22
2012-11-20,,,,,,,,20,,,,,,1,5,16
2012-11-21,,,,,,1,,29,,,,1,,3,4,15
2012-11-22,,,,,,1,1,25,,,,1,,,2,20
2012-11-23,,,,,,1,5,27,,,,,,2,5,23
2012-11-24,,,,,,,,23,,,,,,1,4,23
2012-11-25,,,,,,,1,24,,1,,,,1,1,21
2012-11-26,,,,1,,2,3,19,,,,,1,,4,14
2012-11-27,,1,,,,1,1,24,,1,,,,1,4,21
2012-11-28,,,,,,,6,30,,,,,,6,2,19
2012-11-29,,,,,,,1,19,,1,,,,2,3,20
2012-11-30,,,,,,2,3,21,,,,,1,1,2,17
2012-12-01,,,,,,2,,31,,,,,,2,5,24
2012-12-02,,,,,,,3,21,,,,,,,1,22
2012-12-03,,,,,1,,1,27,,,,,,1,3,33
2012-12-04,,,,1,1,,2,21,,,,,1,,3,18
2012-12-05,,,,,1,,1,32,,,,1,,1,10,19
2012-12-06,,4,,,,,,26,,,,,2,3,4,24
2012-12-07,,1,,,,,2,30,,,,1,2,4,3,16
2012-12-08,,,,,,,1,23,,,,,,2,4,20
2012-12-09,,,,,,2,,18,,,,,,3,2,15
2012-12-10,,,,,,,1,15,,,,,,2,5,17
2012-12-11,,,,,,3,1,31,,1,,1,1,2,3,24
2012-12-12,,,,,,1,,19,,,,1,,,4,23
2012-12-13,,,,,,,2,27,,,,,,1,3,29
2012-12-14,,2,,,,1,2,23,,,,,,3,10,22
2012-12-15,,,,,,,,27,,,,,,,1,24
2012-12-16,,,,,,,4,38,,,,1,,,3,21
2012-12-17,,,,,,,1,25,,,,,,1,7,26
2012-12-18,,,,1,,3,1,31,,1,1,,,,3,19
2012-12-19,,,,,,,,25,,,,,,1,2,32
2012-12-20,,,,,,1,4,29,,,,1,,4,3,17
2012-12-21,,,,,,1,,25,,,,,1,,2,21
2012-12-22,,,,,,,,25,,,,,1,2,5,18
2012-12-23,,,,1,1,,1,36,,,,,1,1,3,24
2012-12-24,,,,,,2,2,24,,,,,,,3,16
2012-12-25,,,,1,,1,2,30,,,,,,2,4,30
2012-12-26,,,,,,,2,19,,,,,,,3,25
2012-12-27,,,,,,2,2,28,,,1,1,,,2,26
2012-12-28,,,,,,,,27,,,,1,1,1,6,22
2012-12-29,,,,,1,,1,26,,,,,1,1,3,28
2012-12-30,,1,,,1,1,,24,,,,,,,6,17
2012-12-31,,1,,,,,5,36,,,,,,1,3,12
2013-01-01,,,,,,1,2,35,,,1,1,1,3,5,14
2013-01-02,,,,,,,,32,,,1,,1,,4,23
2013-01-03,,,,,,,1,30,,,,1,,1,4,18
2013-01-04,,,,,,,3,33,,,,,,,2,22
2013-01-05,,1,,,,,1,24,,,,,,2,5,23
2013-01-06,,,,,,,1,36,,,,1,,2,7,25
2013-01-07,,,,,,2,1,24,,,,2,,2,5,28
2013-01-08,,,,,,,,36,,,,,1,,1,22
2013-01-09,,,,,,,1,26,,,,,,1,4,31
2013-01-10,,,,1,,,2,27,,,,,1,1,8,21
2013-01-11,,,,,,,1,30,,,,2,1,,4,30
2013-01-12,,,,,1,1,3,34,,,,,,5,2,21
2013-01-13,,,,,,1,3,30,,,1,,,,4,15
2013-01-14,,1,,,,,1,28,,,1,,1,1,5,21
2013-01-15,,,,,,,3,29,,,,,,3,1,30
2013-01-16,,,,1,2,1,1,25,,,,1,1,1,8,26
2013-01-17,,,,,,,2,28,,1,,,1,3,3,18
2013-01-18,,,,,,,3,27,,,,,,1,3,29
2013-01-19,,,,,1,,3,29,,,,1,1,,3,27
2013-01-20,,1,,,,,2,27,,,,1,,2,5,28
2013-01-21,,,,,,1,1,34,,,,1,1,1,4,25
2013-01-22,,,1,,,1,2,28,,,,,,2,4,27
2013-01-23,,,,,,,1,38,,,,,2,3,5,19
2013-01-24,,,,,1,,3,26,,,,,,2,4,21
2013-01-25,,,,,,2,1,28,,,,,,2,3,19
2013-01-26,,,,,,6,3,33,,,,,,1,5,25
2013-01-27,,1,,,1,,1,31,,,,,,1,5,30
2013-01-28,,,,,,,2,27,,,,,,,8,20
2013-01-29,,1,1,,1,1,3,26,,,,,1,1,3,23
2013-01-30,,,,,1,,1,25,,,,,,1,6,31
2013-01-31,,,,,1,2,2,28,,,,1,,,6,33
2013-02-01,,,,,,,3,29,,1,,1,,2,4,23
2013-02-02,,,,,1,,1,32,,,,,,1,7,29
2013-02-03,,,,,,,5,37,,,,,1,,4,26
2013-02-04,,,,1,,2,2,28,,,,,,,6,17
2013-02-05,,,,,,,1,30,,,,,,3,4,25
2013-02-06,,,,,,1,,36,,,,1,,2,1,28
2013-02-07,,,,,,2,3,40,,,,,1,4,3,18
2013-02-08,,,,,,1,4,19,,,,,,2,6,25
2013-02-09,,2,1,,,,4,27,,,,,1,,2,19
2013-02-10,,,,,,,,22,,,,,,1,3,26
2013-02-11,,,,,,,3,44,,,,,,,5,22
2013-02-12,,,,,,,1,28,,,,,,4,4,29
2013-02-13,,,,,,1,,26,,,,,1,2,1,29
2013-02-14,,,,,,,,32,,,,,,,4,26
2013-02-15,,,,,,,3,32,,,,,2,3,2,25
2013-02-16,,,,,1,1,2,29,,,,,,2,1,22
2013-02-17,,,,,,2,3,28,,,,1,,3,7,26
2013-02-18,,,,,,,2,24,,,,,,4,5,21
2013-02-19,,,,,,3,2,29,,,,,,1,7,33
2013-02-20,,,,2,,,3,36,,,,,1,,3,32
2013-02-21,,,,,,,,30,,,,1,,,4,29
2013-02-22,,,,,,1,2,27,,,,1,,2,3,27
2013-02-23,,,,1,,,3,38,,,,,,1,4,25
2013-02-24,,,,,,,1,27,,,,,2,,2,28
2013-02-25,,,,1,,,,40,,,,1,1,,7,16
2013-02-26,,,,,,,1,27,,,,,1,2,4,32
2013-02-27,,,,,1,,3,37,,,,2,,1,,27
2013-02-28,,,,,,,,37,,,,,,4,3,35
2013-03-01,,,,,2,1,1,40,,,,,,2,2,26
2013-03-02,,,,,1,1,2,31,,,,,,2,8,26
2013-03-03,,,,,,,5,28,,1,,,,,2,21
2013-03-04,,,,,,1,2,31,,,,1,1,1,7,22
2013-03-05,,,,,1,,2,32,,,,,2,1,7,34
2013-03-06,,,,,1,,3,27,,,,1,,4,10,29
2013-03-07,,,,,,,,19,,,,,2,2,2,20
2013-03-08,,,,,,,1,35,,,1,,6,1,4,18
2013-03-09,,,2,,1,,2,28,,,,,,2,5,15
2013-03-10,,,,,,,3,30,,,,,,,4,31
2013-03-11,,,,,,2,1,39,,,,,,,8,25
2013-03-12,,,,,,1,1,21,,,,,2,2,1,30
2013-03-13,,,,,,3,1,22,,,1,2,1,3,2,23
2013-03-14,,,,,1,,,33,,,,1,2,,2,11
2013-03-15,,,1,,,,,30,,,,,,1,6,31
2013-03-16,,,,,,1,1,32,,2,,,,,4,31
2013-03-17,,,,,,,,37,,,,,,,5,30
2013-03-18,,,,,,,3,24,,,,,1,,4,36
2013-03-19,,,,2,,1,5,27,,,,,1,1,9,23
2013-03-20,,,,,,,1,33,,,,,,1,1,28
2013-03-21,,,,,,,1,28,,1,1,,,1,2,22
2013-03-22,,,,,,,3,35,,,,,,,2,23
2013-03-23,,,2,,,,,18,,,,,,2,3,29
2013-03-24,,,,,,,,23,,,,,,,4,23
2013-03-25,,,,,,,2,24,,,,,,1,2,27
2013-03-26,,,,,,1,1,29,,,,,,,2,18
2013-03-27,,,,,,,1,32,,,,,,1,4,19
2013-03-28,,,,,1,2,2,22,,,,,,,8,22
2013-03-29,,1,,,1,1,3,28,,1,,1,,,5,24
2013-03-30,,,,,,2,1,23,,2,,,,1,3,16
2013-03-31,,,,,,,4,25,,,,2,1,,5,24
2013-04-01,,,,,,,4,22,,,,,1,1,3,20
2013-04-02,,,,,,1,2,19,,,1,,1,,3,23
2013-04-03,,,,,,,2,38,,,,,2,1,2,23
2013-04-04,,,,,1,,1,34,,,,,1,1,3,25
2013-04-05,,,,,,1,6,27,,,,,,,5,28
2013-04-06,,,,,,,,34,,,,,,,4,21
2013-04-07,,1,,,,,2,23,,,,,1,,2,27
2013-04-08,,,,1,,,2,22,,,,,,3,1,19
2013-04-09,,,,,,1,1,31,,1,,,,2,5,21
2013-04-10,,,,,,1,4,20,,,,1,2,,4,28
2013-04-11,,,,,,,5,27,,,,1,1,,6,20
2013-04-12,,,,,,5,4,26,,,,,1,1,5,14
2013-04-13,,,,,,,2,31,,,,,,,5,36
2013-04-14,,,,,,,3,24,,1,,,2,,4,24
2013-04-15,,,,1,,,1,30,,,,,1,2,5,12
2013-04-16,,,,,1,,1,27,,,,1,1,,7,25
2013-04-17,,,,,,,,26,,,,,,,5,17
2013-04-18,,,,,,1,1,24,,,,,2,2,4,27
2013-04-19,,,,,,,,25,,,,,,3,3,32
2013-04-20,,,,,,,,21,,,,,,1,9,24
2013-04-21,,,,,1,,1,40,,,,1,,,9,30
2013-04-22,,,,,,1,3,19,,1,,,1,4,4,16
2013-04-23,,,,,,1,1,35,,,,,2,2,3,10
2013-04-24,,,,,2,,3,22,,,,1,,2,7,22
2013-04-25,,,,,,,,26,,,,,,2,1,16
2013-04-26,,,,,1,1,2,29,,,,,1,1,5,21
2013-04-27,,,,,,,6,31,,,,,,3,3,31
2013-04-28,,,,,,,1,21,,,,1,,1,3,29
2013-04-29,,,,,,2,,20,,,,,,2,4,16
2013-04-30,,,,,,1,2,28,,,2,,,,6,16
2013-05-01,,,,,,2,2,20,,,,,,,2,15
2013-05-02,,,,,1,1,1,26,,1,,1,2,1,3,17
2013-05-03,,,1,,1,,2,25,,,,1,,,5,9
2013-05-04,,,,,1,,1,17,,,1,1,2,,5,20
2013-05-05,,,,,,,2,17,,,,,,1,4,31
2013-05-06,,,,,1,2,2,16,,,,2,2,1,5,22
2013-05-07,,,2,,1,1,2,21,,1,2,1,,1,3,26
2013-05-08,,,,,1,,,24,,,,,,2,2,21
2013-05-09,,,,,,1,1,26,,,,,3,,2,23
2013-05-10,,,,,,,,27,,,1,,,2,2,15
2013-05-11,,,,,,,3,25,,1,,,,1,6,25
2013-05-12,,,1,,1,,,22,,,2,,1,1,6,12
2013-05-13,,,,1,,1,1,26,,1,,,1,,6,15
2013-05-14,,,1,,1,1,2,26,,,,,,2,7,19
2013-05-15,,,,,,,,16,,,,,1,1,5,19
2013-05-16,,,,,,1,1,17,,,1,,,1,1,19
2013-05-17,,,,,,,2,23,,,1,,,2,5,20
2013-05-18,,,,,1,1,2,15,,,,1,,2,5,21
2013-05-19,,,,,,,1,20,,,,,,1,8,22
2013-05-20,,,,,,,2,19,,,,,,,1,14
2013-05-21,,,,1,,,1,22,,,1,,,3,5,18
2013-05-22,,,,,,,1,19,,,,1,2,3,,14
2013-05-23,,,,,,,2,22,,,,,1,5,2,24
2013-05-24,,,,,,,1,26,,,,,,1,2,21
2013-05-25,,,,,,,1,29,,,,,,1,3,29
2013-05-26,,,,,,3,4,31,,,,,,2,6,12
2013-05-27,,,,,,1,1,14,,,,1,2,,2,25
2013-05-28,,,,,,,,23,,,,,,,5,19
2013-05-29,,,,,,,4,16,,,,1,1,3,1,20
2013-05-30,,1,,,,,1,25,,1,,,1,,6,17
2013-05-31,,,,,,,1,19,,,,,1,1,3,13
2013-06-01,,,,1,,,1,19,,,2,,,3,5,25
2013-06-02,,,,,,,3,21,,,,1,,,2,14
2013-06-03,,,,,,1,2,26,,1,,,,1,2,22
2013-06-04,,,,,,1,1,18,,,1,,1,1,6,13
2013-06-05,,,,,,,1,25,,,,,2,,3,18
2013-06-06,,,,,,,4,22,,,,,2,2,4,22
2013-06-07,,,,,,,1,30,,,,,1,1,5,13
2013-06-08,,,,,,1,,19,,,,,2,,2,23
2013-06-09,,,,,,,2,22,,,1,,1,1,4,29
2013-06-10,,,,,,,2,16,,,,,,,1,22
2013-06-11,,,,,,,2,31,,,,,,1,1,17
2013-06-12,,,,,1,1,2,17,,,,1,,1,2,21
2013-06-13,,,,1,1,,5,21,,,,,,3,4,18
2013-06-14,,,,,,1,1,31,,,,,1,2,5,17
2013-06-15,,,,,,1,3,22,,,1,,,1,1,28
2013-06-16,,1,,,,,4,29,,,,,,2,5,26
2013-06-17,,,,,,,4,31,,,,,2,,8,27
2013-06-18,,,,,,,2,29,,,,,,2,1,35
2013-06-19,,,,1,1,1,1,27,,,,,1,,4,22
2013-06-20,,,,,,1,,27,,,,,,2,2,30
2013-06-21,,,,1,,,2,22,,,,,,1,3,38
2013-06-22,,,,,1,,,30,,,,2,,,10,25
2013-06-23,,,,,1,,2,34,,,,,1,2,2,23
2013-06-24,,,,,,3,7,34,,,,1,,3,6,16
2013-06-25,,1,2,,1,1,3,23,,,,,1,,6,17
2013-06-26,,,,,,2,,23,,,,,2,1,4,20
2013-06-27,,,,,,,2,28,,,,,,2,8,18
2013-06-28,,,,,,1,1,21,,,,,2,3,5,27
2013-06-29,,,,1,1,,1,19,,,,,,1,3,18
2013-06-30,,1,,,,1,1,21,,,,,1,2,1,15
2013-07-01,,,,,,1,1,19,,,,,1,1,3,21
2013-07-02,,,,,,,1,21,,,,,,5,2,22
2013-07-03,,,,,,,4,16,,,,,,3,3,16
2013-07-04,,,,,,,,22,,,2,1,,3,1,21
2013-07-05,,,,,1,,1,23,,,,1,,3,2,15
2013-07-06,,,,,,1,2,16,,,,,,2,5,23
2013-07-07,,,,,1,,1,25,,,,,,2,7,17
2013-07-08,,,,,,1,1,38,,,,,,1,5,22
2013-07-09,,,,,,1,2,26,,,,1,1,1,5,16
2013-07-10,,1,,,,2,2,23,,,1,1,1,,7,17
2013-07-11,,,,,,,2,24,,,,1,1,1,1,27
2013-07-12,,,,,,1,1,25,,,,,,,3,22
2013-07-13,,,,,1,2,,27,,,,,,,1,16
2013-07-14,,3,,,,2,3,15,,1,1,,1,1,4,19
2013-07-15,,,,,1,1,,28,,,,,1,,3,18
2013-07-16,,1,,,,,,18,,,,,1,,5,17
2013-07-17,,,,1,,,2,30,,1,,,1,1,6,15
2013-07-18,,,,,,,1,14,,,,,1,1,1,23
2013-07-19,,1,,,,2,2,23,,,,2,1,1,8,11
2013-07-20,,,,,,2,3,14,,,,2,,3,2,23
2013-07-21,,1,,,,1,,22,,,,,,1,4,29
2013-07-22,,,,,1,,2,23,,,,,2,,4,25
2013-07-23,,1,,,,,2,33,,,,,,,2,22
2013-07-24,,,,,1,,2,19,,,,1,1,,4,10
2013-07-25,,,,,,1,3,21,,,,1,1,1,5,20
2013-07-26,,,1,,,,,23,,,,,,1,5,18
2013-07-27,,,,,,1,1,26,,,,1,1,2,6,19
2013-07-28,,,,,,5,1,21,,,,1,,,4,23
2013-07-29,,,,,,,,39,,,,,,2,4,28
2013-07-30,,,,,,,3,15,,,,,,1,4,13
2013-07-31,,,,,,,1,25,,,,,2,1,5,21
2013-08-01,,,,,,,1,22,,,,,,2,2,26
2013-08-02,,,,,,,3,29,,,1,1,1,3,1,19
2013-08-03,,,,,,4,3,22,,,,1,2,2,5,17
2013-08-04,,,,,,,,23,,,,,,1,2,15
2013-08-05,,,,,,,1,24,,,,1,1,3,3,16
2013-08-06,,,,1,,,1,29,,,,,,1,7,25
2013-08-07,,,,,,2,3,24,,,,,1,3,5,20
2013-08-08,,,,,2,,1,24,,,,,1,2,8,23
2013-08-09,,,,1,,,1,21,,1,,,3,2,1,17
2013-08-10,,,,,,1,,27,,,1,1,,,5,18
2013-08-11,,,,,1,,3,19,,,,,,,2,21
2013-08-12,,2,,,,,2,18,,,,,2,2,6,17
2013-08-13,,,,,,,2,21,,,,,,3,4,26
2013-08-14,,,,,1,2,,21,,,,,,3,8,26
2013-08-15,,,,,,1,,19,,3,,,,1,8,14
2013-08-16,,,,1,,2,1,11,,,,,,,2,21
2013-08-17,,,,,,1,1,21,,,,,1,1,2,22
2013-08-18,,,,,,,2,17,,,,,,3,3,11
2013-08-19,,1,,,,,1,23,,,,,,3,4,24
2013-08-20,,,,,,,3,18,,,,,,1,10,28
2013-08-21,,,,,,1,2,18,,,,1,,,5,21
2013-08-22,,,,,,,1,18,,,,,1,1,1,19
2013-08-23,,,,1,,1,4,17,,,,,,,3,23
2013-08-24,,,,,,,3,21,,,,,,3,2,21
2013-08-25,,,,,,,3,17,,,,1,,1,2,20
2013-08-26,,,,,1,,1,18,,,,1,4,1,9,21
2013-08-27,,,,,,,4,17,,,,,,,6,23
2013-08-28,,,,,,,1,25,,1,,,1,1,3,12
2013-08-29,,,,,,1,1,21,,,,1,,,2,12
2013-08-30,,,,,,,1,23,,,,1,4,,6,24
2013-08-31,,,,,,1,1,14,,,,,,2,6,19
2013-09-01,,,,1,,1,,15,,,,,1,1,1,22
2013-09-02,,,,,1,1,3,16,,,,,2,,4,20
2013-09-03,,1,,,,,,24,,,,,1,2,4,17
2013-09-04,,,,,1,1,4,16,,,,,1,1,2,18
2013-09-05,,,,,1,,1,29,,,,,2,1,4,17
2013-09-06,,,,,,1,3,22,,,,,1,,4,16
2013-09-07,,,,,,1,3,20,,,,3,,1,2,14
2013-09-08,,,,,,3,1,27,,,,,1,1,2,17
2013-09-09,,1,,,1,,2,19,,,,1,1,,1,17
2013-09-10,,,,,,3,1,31,,,,,,,6,24
2013-09-11,,,,,1,,3,19,,,1,3,,,3,16
2013-09-12,,,,,1,1,1,26,,,,1,1,2,8,19
2013-09-13,,,,,,2,2,19,,,,,2,1,1,22
2013-09-14,,,,,1,2,,25,,,,1,1,2,7,17
2013-09-15,,,,,1,2,6,20,,,,1,3,2,5,19
2013-09-16,,,,,,,2,31,,1,,,,,4,24
2013-09-17,,,,,,,4,22,,1,,,1,2,1,19
2013-09-18,,,,,,1,2,23,,,,,,1,4,24
2013-09-19,,,,,1,1,2,18,,,1,,,2,1,30
2013-09-20,,,,,,,,33,,,,,,2,5,16
2013-09-21,,,,,1,,,21,,,,,2,5,4,19
2013-09-22,,,,,,,,28,,,,1,1,,3,16
2013-09-23,,,,,,2,2,28,,,,,,1,4,19
2013-09-24,,,,,2,1,,17,,1,,,,2,6,19
2013-09-25,,1,,,,,1,28,,1,,,,1,1,13
2013-09-26,,,,,,,3,31,,,,1,,,2,21
2013-09-27,,,,,,,1,27,,,1,,,,5,38
2013-09-28,,,,,,,3,32,,,,,1,1,3,24
2013-09-29,,,,,,1,1,20,,,,,,,3,24
2013-09-30,,,,,,,2,27,,,,,,,6,16
2013-10-01,,,,,,,4,16,,,,,1,3,2,20
2013-10-02,,,,1,1,2,1,29,,,,1,1,1,6,24
2013-10-03,,,,,,,3,14,,,,,2,1,4,18
2013-10-04,,1,,,2,1,2,20,,,,1,1,2,,26
2013-10-05,,,,,,,1,24,,,,,,2,1,21
2013-10-06,,,,,,,,19,,,,,1,,3,14
2013-10-07,,,,,,,4,35,,,,,,,5,26
2013-10-08,,,,,,1,1,25,,,,1,,1,2,13
2013-10-09,,,,,1,1,1,23,,,,,,,3,21
2013-10-10,,1,,,,,5,19,,,,,1,4,1,21
2013-10-11,,,,,,1,,26,,,,,,1,3,30
2013-10-12,,,,1,,,2,30,,1,,,,4,2,27
2013-10-13,,,,,,2,1,24,,,,,,,3,24
2013-10-14,,2,,,,,2,22,,,,1,1,,5,24
2013-10-15,,,,,,,1,32,,,,,,,4,19
2013-10-16,,,,,,,1,29,,,,,1,1,2,18
2013-10-17,,,,,,,2,25,,,,1,2,1,2,21
2013-10-18,,,,,1,,2,25,,,,1,,1,7,24
2013-10-19,,,,,,,,26,,,,,,1,6,20
2013-10-20,,,,,1,,,27,,,,,1,,2,25
2013-10-21,,,1,1,,,2,38,,,,,,1,3,16
2013-10-22,,,,,,1,2,24,,,,,,1,6,15
2013-10-23,,,,,,1,2,28,,,,,,1,4,22
2013-10-24,,,,,,,1,17,,,,1,,1,7,32
2013-10-25,,,,,1,,2,23,,1,,,,2,1,21
2013-10-26,,,,,,1,2,29,,2,1,,,2,2,14
2013-10-27,,,,,1,,3,20,,,,,,1,,18
2013-10-28,,,,,,,3,25,,,1,,,4,4,25
2013-10-29,,,,,,,1,29,,,,,1,,3,16
2013-10-30,,,,,1,,6,22,,,,,1,2,2,14
2013-10-31,,,,,,1,,22,,,,,,,3,19
