date,deceased.age.female.0-3,deceased.age.female.4-18,deceased.age.female.19-31,deceased.age.female.32-41,deceased.age.female.42-51,deceased.age.female.52-61,deceased.age.female.62-71,deceased.age.female.72+,deceased.age.male.0-3,deceased.age.male.4-18,deceased.age.male.19-31,deceased.age.male.32-41,deceased.age.male.42-51,deceased.age.male.52-61,deceased.age.male.62-71,deceased.age.male.72+
2016-05-31,,,,,,1,2,21,,,,,,1,1,22
2016-06-01,,,1,,2,,3,24,,,1,,,1,2,15
2016-06-02,,,,,1,,2,28,,1,,,,5,3,15
2016-06-03,,,,,,,1,28,,,,,,1,5,24
2016-06-04,,,,,,,2,27,,,,,,,8,11
2016-06-05,,,,,,,1,19,,,1,,,3,2,23
2016-06-06,,,,,1,1,3,30,,,,1,,3,4,14
2016-06-07,,,,1,,,1,23,,,,1,,5,7,21
2016-06-08,,,,,,,,21,,1,,,,3,2,23
2016-06-09,,,,,,,2,17,,,,1,,5,6,16
2016-06-10,,,,,1,,1,22,,,,,,1,7,17
2016-06-11,,,,,,1,1,16,,,,,,2,6,26
2016-06-12,,,,,,2,1,19,,,,,,5,3,27
2016-06-13,,,1,,,,3,19,,,,,1,2,1,19
2016-06-14,,,,1,,2,4,23,,,,,,3,2,22
2016-06-15,,,,,,,2,24,,,,,1,1,10,20
2016-06-16,,,,,,,2,19,,,,,,4,3,25
2016-06-17,,,,,,1,1,22,,,,1,,1,7,25
2016-06-18,,,,,,1,1,22,,,2,,,3,3,22
2016-06-19,,1,,,,,2,19,,1,1,1,1,2,,12
2016-06-20,,,,,,1,,25,,,,,,1,2,20
2016-06-21,,,,1,,,,18,,,,,1,3,3,15
2016-06-22,,,,,,3,2,17,,,,,2,5,2,18
2016-06-23,,,,,,1,3,27,,,,1,,2,3,18
2016-06-24,,,,1,,,,18,,,1,,,1,2,19
2016-06-25,,1,,,,,1,22,,,,,,2,7,27
2016-06-26,,,,,1,3,,23,,,,1,,1,6,23
2016-06-27,,,,,,,4,27,,,,,,2,1,15
2016-06-28,,,,,,,3,19,,,,,,2,1,16
2016-06-29,,1,,,,,5,27,,,1,1,,2,6,14
2016-06-30,,,,,,1,1,32,,,1,1,,2,4,19
2016-07-01,,,,,,,3,26,,,,,,5,7,16
2016-07-02,,1,,,,,5,18,,,1,,,1,9,8
2016-07-03,,,,,1,1,1,31,,,,,,,3,20
2016-07-04,,1,,,,1,1,23,,1,,,,,5,10
2016-07-05,,,,,,1,1,21,,,,,2,4,5,15
2016-07-06,,,,1,,,1,31,,,,1,1,4,3,19
2016-07-07,,,,,,1,1,21,,,,,1,1,6,28
2016-07-08,,,,,,,,20,,,,,,2,1,16
2016-07-09,,,,,1,,1,23,,,2,2,,,4,20
2016-07-10,,,,,,1,,25,,,1,,4,1,4,21
2016-07-11,,,,,,1,4,24,,,,,,3,5,19
2016-07-12,,,,,,2,1,32,,,1,2,1,1,1,33
2016-07-13,,,,,1,,4,11,,,,,1,,5,23
2016-07-14,,,,,1,,1,24,,,,,4,1,4,25
2016-07-15,,,,,,,3,26,,,,,1,3,9,19
2016-07-16,,,,,1,,4,25,,,,,,1,6,13
2016-07-17,,,,,,1,1,18,,,,,1,,2,19
2016-07-18,,,,,1,,3,21,,,,1,2,1,3,19
2016-07-19,,,,,,1,2,22,,,,,,3,1,12
2016-07-20,,,,,1,,1,27,,,,,1,4,3,12
2016-07-21,,,,,,,2,19,,1,1,,1,1,3,22
2016-07-22,,,,,,,5,17,,,,,1,,5,18
2016-07-23,,,,,,1,3,16,,,,,2,1,7,6
2016-07-24,,,,,,,2,27,,,2,2,,1,3,21
2016-07-25,,,,,1,1,,25,,,,1,,2,4,27
2016-07-26,,,,,,1,3,18,,,,,1,1,4,25
2016-07-27,,1,,2,,1,1,22,,,,1,1,,2,19
2016-07-28,,,1,,,2,2,23,,,,,2,,3,20
2016-07-29,,,,,,,4,31,,,,2,1,1,4,13
2016-07-30,,,,1,1,2,1,20,,,1,,,2,5,19
2016-07-31,,,,,,4,3,18,,,,,,2,3,15
2016-08-01,,,,,,,3,21,,,1,,,3,2,17
2016-08-02,,,,1,,1,3,21,,,2,,,1,2,17
2016-08-03,,,,,,,,19,,,,1,,1,4,17
2016-08-04,,,1,,1,,2,23,,,,1,,1,,17
2016-08-05,,,,,,,4,24,,,,,,,5,16
2016-08-06,,,1,,,3,4,24,,,,,1,2,3,14
2016-08-07,,,,,,,3,26,,,,2,,4,5,17
2016-08-08,,,,,1,1,,22,,,,1,1,2,6,19
2016-08-09,,,,,,1,1,16,,,,,1,1,7,20
2016-08-10,,,,1,,1,,26,,,,,,2,8,10
2016-08-11,,,,,,1,2,22,,,,,,1,3,20
2016-08-12,,,1,,1,1,2,20,,,1,2,,2,2,27
2016-08-13,,,,,,,1,15,,,,1,1,1,5,20
2016-08-14,,,,,,,3,17,,,,,,,3,20
2016-08-15,,,1,,,1,2,26,,,,,1,1,4,19
2016-08-16,,,,,,,2,34,,,,,1,1,7,19
2016-08-17,,,,,,2,1,20,,1,,,,4,5,20
2016-08-18,,,,,,1,2,15,,,,,1,1,3,15
2016-08-19,,,,,,,6,19,,,,,,5,4,22
2016-08-20,,,1,1,,1,2,25,,,,1,1,1,3,20
2016-08-21,,,,,3,,1,15,,1,,2,,2,5,19
2016-08-22,,1,1,,,,2,22,,,,,4,1,5,19
2016-08-23,,,,,,,,19,,,,,,,5,24
2016-08-24,,,,,,1,1,28,,,,,1,2,7,12
2016-08-25,,,,1,,1,1,19,,,1,1,,1,5,13
2016-08-26,,,,,,1,2,24,,,,,1,,5,24
2016-08-27,,,,1,,2,1,28,,,1,2,,2,7,18
2016-08-28,,,,,,,2,32,,,1,,1,1,3,13
2016-08-29,,,,,,2,2,22,,,,,1,1,5,25
2016-08-30,,,,,,,1,28,,,,,1,1,8,29
2016-08-31,,1,,,1,2,3,19,,,1,,1,4,2,14
2016-09-01,,,,1,,,3,21,,,,4,,2,3,14
2016-09-02,,,,,,1,2,26,,1,1,,,3,5,19
2016-09-03,,,1,,,,,33,,,,,1,1,3,23
2016-09-04,,,,,1,1,1,18,,,1,,,4,8,16
2016-09-05,,,,,,1,,25,,,1,,1,5,6,18
2016-09-06,,,,,,,4,20,,,,,,2,6,21
2016-09-07,,,,,1,,3,29,,,,,1,1,6,12
2016-09-08,,,,,,1,2,23,,,,,1,1,4,24
2016-09-09,,,,,,,3,23,,,,,,2,3,12
2016-09-10,,,,,,2,,20,,,,,,4,4,18
2016-09-11,,,,,,,3,10,,,,,1,,4,17
2016-09-12,,1,,,,3,2,24,,,,,1,,2,19
2016-09-13,,,,,,,1,22,,,,,1,1,4,29
2016-09-14,,,,1,,2,2,21,,,,,,1,2,22
2016-09-15,,,,,,,2,24,,,1,,,1,7,17
2016-09-16,,,,,,1,1,20,,,,,,,4,19
2016-09-17,,,,,1,,2,21,,1,,,1,2,4,30
2016-09-18,,,,,,,4,21,,,,1,1,2,7,25
2016-09-19,,1,,,,,,18,,,,,,1,5,19
2016-09-20,,,,,,,,21,,1,,,,2,4,15
2016-09-21,,,,,,,4,26,,,1,1,,1,6,19
2016-09-22,,,,,,,1,22,,,,,,1,5,21
2016-09-23,,,,,,,,20,,,,,1,2,5,20
2016-09-24,,,,,1,2,3,23,,1,,,1,,3,23
2016-09-25,,,,,1,1,3,33,,,1,1,1,1,7,25
2016-09-26,,,,,,,3,22,,,,,,1,5,15
2016-09-27,,,,,,,2,28,,,,,2,,6,23
2016-09-28,,1,,1,,,,18,,,,,1,1,1,14
2016-09-29,,,,,,,1,21,,,,,,,2,29
2016-09-30,,1,,,1,1,3,23,,,,2,,1,4,23
2016-10-01,,,,,,1,1,23,,,,2,,2,6,22
2016-10-02,,,,,,1,5,23,,,,1,2,4,5,22
2016-10-03,,,,,,,3,25,,,,,,,5,18
2016-10-04,,,,,1,2,3,18,,,,,,,3,19
2016-10-05,,,1,,,,,26,,,1,,,5,3,23
2016-10-06,,,,,,,1,21,,,,,,2,5,17
2016-10-07,,,,1,3,2,3,32,,,,,,3,6,25
2016-10-08,,,,,,1,3,22,,,,,2,1,2,19
2016-10-09,,1,,,,1,,26,,,,,,1,3,28
2016-10-10,,,,2,2,,3,17,,2,,,,,4,22
2016-10-11,,,,1,,2,1,20,,,,,,2,4,25
2016-10-12,,,,,,2,1,24,,,,,,2,8,15
2016-10-13,,,1,,,1,4,18,,,,2,,2,4,13
2016-10-14,,,,,,3,1,13,,,,1,1,2,3,32
2016-10-15,,,,,,,4,39,,,,1,,1,5,34
2016-10-16,,,,,1,,2,29,,,2,1,1,,9,26
2016-10-17,,,,,,,1,34,,,,,,,3,22
2016-10-18,,,,,,1,5,20,,,1,1,,1,2,14
2016-10-19,,,,,,,,28,,1,,,,1,3,21
2016-10-20,,,,,,4,2,14,,,,,,1,3,21
2016-10-21,,,,,,,3,29,,,,,1,1,3,14
2016-10-22,,,,,,1,3,36,,,,,,3,2,22
2016-10-23,,,,,,,3,35,,,,,,1,5,22
2016-10-24,,,,,,,2,19,,,,,1,1,2,18
2016-10-25,,,,,,1,,25,,1,,,,3,7,24
2016-10-26,,1,,,,,5,29,,1,,,,3,11,21
2016-10-27,,1,,1,,,1,20,,,,,1,3,,26
2016-10-28,,1,,,,,1,33,,,,,1,1,5,17
2016-10-29,,1,,,,,1,31,,,,1,1,1,5,25
2016-10-30,,,,,,2,3,24,,1,,,,3,3,23
2016-10-31,,,,,,1,1,17,,,,1,,3,3,20
2016-11-01,,,,,,,1,18,,,,,1,,3,25
2016-11-02,,,,,1,1,2,30,,,,,1,1,5,19
2016-11-03,,,,,,,3,18,,,,,,,3,16
2016-11-04,,,,1,4,,3,19,,,,,,2,4,14
2016-11-05,,,,,1,1,4,21,,1,,1,1,,4,16
2016-11-06,,,,,,1,3,32,,,,1,1,1,6,23
2016-11-07,,,,,,,3,24,,,,,1,1,3,18
2016-11-08,,,,,,,1,18,,,,,,,2,21
2016-11-09,,,,,,1,6,26,,,,,,2,6,15
2016-11-10,,,,,,1,3,29,,1,,,1,,2,22
2016-11-11,,,,,,,3,25,,,,1,,4,9,18
2016-11-12,,,,,,1,,24,,,,,1,6,9,26
2016-11-13,,,,,,,1,23,,,,,1,1,9,25
2016-11-14,,,,,,,2,26,,,,1,,3,6,25
2016-11-15,,,,,,1,2,22,,,,,,4,3,29
2016-11-16,,,,,,1,2,21,,,,,1,1,3,22
2016-11-17,,,,,,,3,24,,,,,,3,3,18
2016-11-18,,,,,1,,3,36,,,,,,,3,28
2016-11-19,,,,,,1,1,16,,,1,,2,3,2,22
2016-11-20,,,,,,,1,30,,,1,,,1,1,20
2016-11-21,,,,,,1,4,31,,,,,2,,4,14
2016-11-22,,,,1,1,1,2,21,,,,,,1,6,15
2016-11-23,,,,,,1,5,29,,,,1,1,2,2,23
2016-11-24,,1,,,,,2,25,,,,,1,1,2,23
2016-11-25,,1,,,,,3,25,,,,,,1,7,17
2016-11-26,,,,,,,1,24,,,,,,,8,20
2016-11-27,,,,,,,3,23,,,,,,2,2,20
2016-11-28,,,,,,,2,15,,,,,1,,4,22
2016-11-29,,1,,,,1,7,25,,,,,1,2,7,20
2016-11-30,,1,,,,,,12,,,,2,2,2,2,30
2016-12-01,,,,,,,3,19,,,,,3,,1,12
2016-12-02,,,,,,1,,34,,,,,,1,7,12
2016-12-03,,,,,,,3,28,,,,,,,5,24
2016-12-04,,,,,,,2,29,,,,,1,3,10,18
2016-12-05,,,,,,,2,29,,,,,2,2,7,20
2016-12-06,,,,,,,1,24,,,,1,1,1,4,27
2016-12-07,,,,,,4,1,32,,,,,2,,7,18
2016-12-08,,,,,,,4,31,,,,1,,1,2,24
2016-12-09,,,,,,1,,25,,,,1,1,1,3,26
2016-12-10,,,,,,1,1,22,,,1,,,3,8,21
2016-12-11,,,,,1,,3,19,,,,1,1,,4,21
2016-12-12,,,,,,1,1,18,,,2,,2,,3,16
2016-12-13,,,,1,1,,1,30,,,,,1,1,3,22
2016-12-14,,,,,,1,2,26,,,,,1,2,5,21
2016-12-15,,,,1,,,3,26,,,,1,,1,3,18
2016-12-16,,,,,,1,3,27,,,,,1,,5,13
2016-12-17,,,,1,,1,1,24,,,,,,1,5,16
2016-12-18,,,,,,,2,20,,,,,,2,6,20
2016-12-19,,1,,,,1,4,30,,,,,,2,4,21
2016-12-20,,,,,1,1,5,35,,,1,,,2,8,22
2016-12-21,,1,,,,2,,27,,,,,,3,6,18
2016-12-22,,,,,,,1,23,,,,,,6,10,22
2016-12-23,,,1,,,,,25,,,,,,1,5,23
2016-12-24,,,,,,,,25,,,,,1,3,3,23
2016-12-25,,,1,,,1,4,31,,,,,,,5,20
2016-12-26,,,1,1,,,1,31,,,2,,,1,8,25
2016-12-27,,,,,,2,2,36,,,,1,1,,7,35
2016-12-28,,1,,,,2,1,26,,,1,,2,4,5,22
2016-12-29,,,,,,,7,21,,,1,,1,4,4,27
2016-12-30,,,,,,1,2,23,,,1,,1,,6,27
2016-12-31,,,,,,,2,35,,,,,,,5,24
2017-01-01,,,,,,3,2,36,,,,,,2,5,32
2017-01-02,,,,,,1,1,40,,,,,,2,3,26
2017-01-03,,,,,,1,3,30,,,,,,3,2,36
2017-01-04,,,,,,1,2,31,,,,1,,4,6,27
2017-01-05,,,1,,,,1,34,,,,,1,,5,21
2017-01-06,,,,,,2,5,26,,,,,5,1,4,23
2017-01-07,,,,,,,3,39,,,,,,,2,26
2017-01-08,,,,,2,1,1,36,,,,,,1,4,34
2017-01-09,,1,,,,1,5,34,,,,4,2,1,4,34
2017-01-10,,,,,,,5,41,,,,,1,3,2,19
2017-01-11,,,,,,1,2,37,,,,,1,,5,30
2017-01-12,,,,,,1,3,39,,,,,,,4,42
2017-01-13,,,,,,3,2,29,,,,,,3,6,35
2017-01-14,,,,,,,,33,,,,,2,3,5,23
2017-01-15,,,,1,,,,51,,,,,,,7,37
2017-01-16,,,,,,,2,54,,,,2,1,2,7,29
2017-01-17,,,,,2,1,4,47,,,,,,3,5,37
2017-01-18,,,,,,1,3,40,,,,,,3,6,34
2017-01-19,,,,,,2,1,30,,,,,,2,6,30
2017-01-20,,,1,,,,1,37,,,,,1,3,5,29
2017-01-21,,,,,,,1,41,,,,,,1,11,30
2017-01-22,,,,,3,1,3,41,,,,1,,1,6,26
2017-01-23,,,,,,1,3,34,,,,,2,2,4,30
2017-01-24,,,,,,,3,40,,,,,1,,5,27
2017-01-25,,,,,,1,1,42,,,,,,3,5,24
2017-01-26,,1,,,,1,2,41,,,,,,3,6,32
2017-01-27,,,,1,,,4,43,,,,,,2,5,30
2017-01-28,,,,,,2,3,47,,,1,,1,3,6,30
2017-01-29,,,,,,1,4,52,,,,1,,2,6,39
2017-01-30,,,,,,,4,46,,,,,,2,5,33
2017-01-31,,,,,,1,,49,,1,,,1,5,6,38
2017-02-01,,,,,,2,1,36,,,,,,2,6,27
2017-02-02,,,,1,,2,5,43,,,1,,,2,7,40
2017-02-03,,,,,1,1,1,50,,,,,,1,6,36
2017-02-04,,,,1,,,1,38,,,,1,,3,2,28
2017-02-05,,,,,,1,2,51,,,,1,,1,6,22
2017-02-06,,,,,1,2,2,34,,,,,1,1,3,35
2017-02-07,,,,,,,2,41,,,,,,2,2,32
2017-02-08,,,1,,1,1,2,39,,,2,1,,3,4,26
2017-02-09,,,,,1,1,,29,,,,,,1,4,35
2017-02-10,,,,,,,3,41,,,,1,1,3,4,28
2017-02-11,,,,,,1,4,40,,,,,,1,7,33
2017-02-12,,,1,,,,1,37,,,,,1,1,6,25
2017-02-13,,,,,1,,1,28,,1,,,1,2,6,32
2017-02-14,,,,,,1,4,34,,,,2,,2,4,31
2017-02-15,,,,,2,1,3,38,,,,,,1,2,29
2017-02-16,,,,,1,,5,34,,,,,2,5,5,23
2017-02-17,,,,,1,1,1,28,,,,,2,1,5,24
2017-02-18,,,,,,,4,26,,,1,,,1,6,29
2017-02-19,,,2,,,,1,28,,,,,1,,6,25
2017-02-20,,,,,,,1,38,,,,,,2,5,27
2017-02-21,,,,,,1,2,22,,,,,,,5,29
2017-02-22,,,,,1,1,4,28,,,1,1,,,2,36
2017-02-23,,,,,,,1,36,,,,,,1,3,24
2017-02-24,,1,,,,,2,36,,,,,2,3,2,26
2017-02-25,,,,,,,2,28,,,,,,2,13,24
2017-02-26,,,,,,1,3,32,,,,,2,2,10,21
2017-02-27,,,,,,,2,29,,,,2,2,1,3,31
2017-02-28,,,,,1,2,1,30,,,,,,1,5,25
2017-03-01,,,,,,5,2,32,,,,,,,6,32
2017-03-02,,,,,,2,4,28,,,,1,,3,3,24
2017-03-03,,,,,,,2,27,,,,1,1,4,3,28
2017-03-04,,,,,,,2,18,,,,1,,3,5,24
2017-03-05,,,,,,,1,29,,,,1,1,1,3,27
2017-03-06,,1,,,,1,4,29,,,,,,2,1,19
2017-03-07,,,,,,1,,21,,,1,,,,5,28
2017-03-08,,,,,3,,6,23,,,,2,,2,4,22
2017-03-09,,,,1,1,1,3,21,,,,,,1,4,23
2017-03-10,,,,,,1,,26,,,,,1,3,4,20
2017-03-11,,,,,,2,1,18,,,,,,1,7,24
2017-03-12,,,,,,1,3,23,,1,,,,,1,21
2017-03-13,,,,,,,5,26,,,,,1,1,1,20
2017-03-14,,,,,,,1,34,,,,,,3,7,24
2017-03-15,,,,,1,1,4,21,,,,,,3,4,24
2017-03-16,,,1,1,,1,1,21,,,,,1,,2,22
2017-03-17,,,,,,,4,22,,,,,,1,5,26
2017-03-18,,,,,,,,27,,,,1,1,2,6,28
2017-03-19,,,,1,,1,2,29,,,,1,1,1,2,21
2017-03-20,,,1,,1,,1,26,,,,1,1,,6,21
2017-03-21,,1,,,,1,5,34,,,1,,,3,11,22
2017-03-22,,1,,,2,,2,22,,1,,,,4,3,25
2017-03-23,,,,,,,1,23,,,2,1,,3,2,27
2017-03-24,,,,,,2,,18,,,,,2,5,2,29
2017-03-25,,,,,,1,4,28,,,,,,4,4,29
2017-03-26,,,1,,1,1,2,22,,1,,,,1,3,25
2017-03-27,,,1,,1,1,3,24,,,,,,1,2,17
2017-03-28,,,,,1,,3,26,,,,,1,1,3,31
2017-03-29,,,1,,,,2,34,,,,1,,4,3,12
2017-03-30,,,,,1,,2,30,,,,,1,1,6,27
2017-03-31,,,,1,,,4,19,,,,,1,1,7,24
2017-04-01,,,,,,2,4,17,,,,,2,6,8,20
2017-04-02,,,,,2,1,2,30,,1,2,2,,3,4,20
2017-04-03,,,,,,,3,24,,,1,,,2,3,24
2017-04-04,,,,,1,2,3,16,,,,,3,,5,24
2017-04-05,,,,,,,2,31,,,,1,1,1,2,19
2017-04-06,,,,,,1,1,26,,,,,,1,2,20
2017-04-07,,,,,,,1,31,,,,,,3,6,14
2017-04-08,,,,,1,,3,26,,,,,,,5,16
2017-04-09,,,,,,,1,25,,,,,2,2,4,18
2017-04-10,,3,,,1,1,2,34,,,1,,,2,2,20
2017-04-11,,,,,1,1,1,23,,,,,1,1,5,16
2017-04-12,,,1,,,1,4,27,,,,,,,1,15
2017-04-13,,,,,,4,3,13,,,,1,,1,8,17
2017-04-14,,,,,1,1,1,28,,,,,,5,4,19
2017-04-15,,,,,,,4,23,,,,,,,2,17
2017-04-16,,,,,,1,1,22,,,,,,5,3,20
2017-04-17,,,,1,1,1,,33,,,,,1,2,4,19
2017-04-18,,,1,,,1,,20,,,,,1,1,2,20
2017-04-19,,,1,,,,3,18,,1,,,,4,5,15
2017-04-20,,,,,,2,1,25,,,,,1,1,7,23
2017-04-21,,,,,,,,28,,,,1,,3,5,19
2017-04-22,,,,1,,,1,26,,,,5,,,4,25
2017-04-23,,3,2,,,2,,28,,,,,,,3,28
2017-04-24,,,,,,,1,23,,,,1,,2,3,16
2017-04-25,,,,,1,1,2,20,,,,,1,,3,17
2017-04-26,,,,,,,3,29,,,,,,1,11,21
2017-04-27,,,,,,,2,27,,,,,,2,4,21
2017-04-28,,,,,,3,2,22,,,1,,,,2,23
2017-04-29,,,,,,,2,29,,,,,,3,4,20
2017-04-30,,,,,,,6,19,,,1,,,4,4,29
2017-05-01,,,,,,1,,16,,,1,,2,1,5,24
2017-05-02,,,,,,,1,28,,,,,,1,5,16
2017-05-03,,,,,1,1,,15,,,,,,1,13,18
2017-05-04,,,,,,,2,27,,,,1,,,3,17
2017-05-05,,,,,,,1,31,,,,,1,2,7,15
2017-05-06,,,,,,1,1,29,,,1,1,,1,,24
2017-05-07,,,,,,1,3,19,,,,1,,2,3,25
2017-05-08,,,,,,2,6,26,,,,,,1,5,22
2017-05-09,,,,,,1,2,17,,,,1,,1,5,23
2017-05-10,,,,,1,1,3,17,,,,,1,4,,24
2017-05-11,,,,,,2,3,17,,,,,2,1,4,17
2017-05-12,,,,,,1,3,25,,,1,,2,1,1,26
2017-05-13,,,,,1,2,2,18,,1,1,1,1,4,6,18
2017-05-14,,,,,,,1,27,,,,,,2,1,22
2017-05-15,,,,,,,5,15,,,,2,,1,3,21
2017-05-16,,,,,,1,2,18,,,,,3,5,5,17
2017-05-17,,,,,,,2,24,,,1,1,,,3,21
2017-05-18,,,,,,,4,27,,,,,1,1,4,28
2017-05-19,,,,,,,2,18,,,,1,1,4,3,27
2017-05-20,,,,,,,3,21,,,,1,,4,2,23
2017-05-21,,,,,,,1,22,,1,,,,,6,26
2017-05-22,,,,,,1,2,23,,,,,,3,3,21
2017-05-23,,,,,,1,3,22,,,1,,,,7,19
2017-05-24,,,,,,3,2,32,,,,,1,3,2,17
2017-05-25,,,,,,,4,24,,,,,1,1,2,10
2017-05-26,,,,,,,4,32,,,,,1,1,5,23
2017-05-27,,,,,,,,21,,,,1,,1,3,22
2017-05-28,,,,,1,1,1,14,,,,,,3,6,10
2017-05-29,,,,,,1,1,29,,,2,,,1,5,25
2017-05-30,,,,,,2,3,26,,,,,1,3,7,24
2017-05-31,,,,,,,1,23,,,,1,,,4,28
2017-06-01,,,,,,1,3,29,,,1,1,,,4,18
2017-06-02,,,,,,1,6,18,,,,,,2,3,20
2017-06-03,,,,1,,1,1,22,,,,1,1,9,5,17
2017-06-04,,,,,,1,6,16,,,,1,,2,3,16
2017-06-05,,1,,,1,1,,12,,,,,1,2,6,29
2017-06-06,,,,,,1,2,26,,1,,2,2,1,4,18
2017-06-07,,,,,,1,1,18,,,,,,,3,18
2017-06-08,,,,1,,,2,18,,,1,,2,,1,15
2017-06-09,,,,1,,,4,21,,,,,1,2,3,18
2017-06-10,,,,,,1,2,25,,,,1,1,3,8,27
2017-06-11,,,,1,,,3,31,,,,,,4,7,15
2017-06-12,,,,,1,1,,33,,,,,,1,3,17
2017-06-13,,,,,,1,3,24,,,1,,,3,5,18
2017-06-14,,1,,,,1,3,23,,,1,,1,,3,24
2017-06-15,,,,,1,2,1,27,,,,,1,1,3,21
2017-06-16,,,,,,1,4,29,,,1,,1,,2,18
2017-06-17,,,,,,1,1,8,,,,,,4,3,16
2017-06-18,,1,,,,,3,19,,,,,1,3,3,14
2017-06-19,,,,,,,1,17,,,,1,1,2,7,25
2017-06-20,,,,1,,,1,24,,1,1,,1,3,9,18
2017-06-21,,,,,,,3,27,,,,,,2,3,18
2017-06-22,,,,,,,4,16,,,,,,1,7,17
2017-06-23,,,,,,1,2,24,,,1,,,2,4,15
2017-06-24,,,,,,2,,29,,,,,1,1,7,23
2017-06-25,,,,,1,,4,15,,,,,,1,5,15
2017-06-26,,,,,,,3,21,,,,,,,4,10
2017-06-27,,,,,,,,21,,,,,1,3,2,22
2017-06-28,,,,,1,3,3,19,,,,,,,4,27
2017-06-29,,,1,,,,1,24,,,,,,3,2,21
2017-06-30,,,1,,,1,1,22,,,,,1,1,5,12
2017-07-01,,1,,,2,2,4,15,,1,,,1,2,4,18
2017-07-02,,,,,,1,,23,,,1,,,,6,24
2017-07-03,,,,,1,1,1,20,,,,1,1,2,4,17
2017-07-04,,,,,,,2,20,,,,1,1,3,8,19
2017-07-05,,,,,,1,1,15,,,1,1,,2,5,22
2017-07-06,,,,,,2,5,15,,,,,1,,4,29
2017-07-07,,,,,,,3,28,,,,,,2,5,17
2017-07-08,,,1,,1,,2,31,,1,1,,1,,4,21
2017-07-09,,,,1,1,1,1,30,,,1,,2,3,3,17
2017-07-10,,,1,,,,1,23,,1,,,1,,4,21
2017-07-11,,,,,,1,3,26,,,,,,1,7,14
2017-07-12,,,,,,,,22,,,,1,2,,3,16
2017-07-13,,,,,1,1,2,24,,1,2,,,3,6,22
2017-07-14,,1,,,,1,,21,,,,,,1,3,13
2017-07-15,,,,,,1,5,21,,,,,,1,4,20
2017-07-16,,,,,1,,3,20,,,,,,5,3,13
2017-07-17,,,,,,,4,21,,1,,,,2,4,11
2017-07-18,,,,,,4,6,19,,,,,1,2,8,22
2017-07-19,,,,1,,2,2,24,,,,,,6,3,13
2017-07-20,,,,,1,,1,20,,,,,,2,7,14
2017-07-21,,,,,,2,4,20,,,,1,1,2,7,22
2017-07-22,,,,,,1,4,27,,,2,1,1,1,10,21
2017-07-23,,,,,2,,2,13,,,,1,,2,5,20
2017-07-24,,,2,,1,,2,26,,,,,1,,4,12
2017-07-25,,,,,1,,3,29,,,,,1,1,5,21
2017-07-26,,,,,,,2,24,,,,,,2,4,12
2017-07-27,,1,,,,1,2,20,,,,,,3,2,17
2017-07-28,,,,,2,1,2,18,,,,,1,4,6,14
2017-07-29,,,,,,,1,18,,,,1,1,3,1,25
2017-07-30,,,,,,1,2,12,,,,2,,1,,28
2017-07-31,,,,1,,,2,19,,1,1,2,,6,4,13
2017-08-01,,,,,,1,1,25,,,,1,1,1,4,18
2017-08-02,,,,,,2,3,17,,,,2,,1,4,19
2017-08-03,,,,,,1,5,18,,,1,,,6,5,18
2017-08-04,,,,,,1,1,25,,,,,2,2,3,19
2017-08-05,,,,,,,3,26,,,,1,,1,3,26
2017-08-06,,,,,,4,1,24,,1,,,,,1,18
2017-08-07,,,,1,,,,22,,,,,1,3,10,17
2017-08-08,,,,,,2,3,25,,,,,,1,3,14
2017-08-09,,1,,,1,,1,23,,,,,,3,8,20
2017-08-10,,,,,,1,3,17,,,,,1,1,1,15
2017-08-11,,,,3,,,2,16,,,,,,2,2,15
2017-08-12,,,,,,1,2,22,,,,1,,1,2,14
2017-08-13,,,,,,1,2,24,,,,,,,5,14
2017-08-14,,,1,1,,1,4,20,,,,,1,1,3,28
2017-08-15,,,,1,1,,,20,,,,1,,2,5,17
2017-08-16,,1,,1,,2,1,20,,,,,,3,2,17
2017-08-17,,,,,,,2,20,,,1,1,1,2,5,19
2017-08-18,,,,,,1,3,21,,,1,,1,3,6,25
2017-08-19,,,,1,,3,,20,,,,,,,,21
2017-08-20,,,,,,,4,31,,,,1,1,2,6,18
2017-08-21,,,,,,1,1,23,,,,,,1,6,13
2017-08-22,,1,,,,,5,18,,,,,,1,3,11
2017-08-23,,,,,1,1,1,26,,,,,,1,2,16
2017-08-24,,1,,,,,5,26,,,,,,3,7,21
2017-08-25,,1,1,,1,1,,23,,,,,,1,8,20
2017-08-26,,,1,1,,,3,23,,1,,,2,,5,17
2017-08-27,,,,,,1,1,32,,,,,,3,5,19
2017-08-28,,,2,,,1,2,27,,,1,,1,2,8,27
2017-08-29,,1,,,,,1,22,,,1,,,3,3,18
2017-08-30,,,,,,1,2,25,,,,1,,2,5,21
2017-08-31,,,,,,2,3,23,,,1,,1,2,7,21
2017-09-01,,,,,,2,2,22,,,,,,1,3,24
2017-09-02,,,,,,1,,18,,,,,,2,5,19
2017-09-03,,,,,,,1,28,,,,,,2,5,16
2017-09-04,,,,,,2,3,26,,,,,,4,3,16
2017-09-05,,,,,1,,4,20,,,,,,1,4,20
2017-09-06,,,,,1,4,1,20,,,,,1,,1,19
2017-09-07,,,,,,,1,15,,,,1,,1,4,23
2017-09-08,,1,,,,,4,18,,,,,,1,9,17
