"datum","WWTP","flow","conc_SARS_N3_raw","COD","norm_vl_SARS_N3","estimated","aktivni_100.000","ime_protokol","lat","lng","Statistična_regija","preb_2022H2","Delež.preb..priključen.na.ČN"
"2023-01-16","CČN_Postojna",3605000,9639474.8997418,295,392114233209835.94,1031.3963608227346,248,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2023-01-23","CČN_Postojna",2729000,7309424.80266411,283,309940274317912.75,960.312454634016,130,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2023-01-29","CČN_Postojna",3689000,6618828.4971421,677,117320446035015.06,714.9931493899895,89,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2023-02-26","CČN_Postojna",3715000,21784712.2612292,488,535689645767931.06,1133.888067564604,360,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2023-03-06","CČN_Postojna",3522000,29000000,692,502890173410404.56,1112.341228446385,319,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2023-03-13","CČN_Postojna",2619000,23409741.04636398,722,389081568637628.5,1028.9676165739,408,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2023-03-19","CČN_Postojna",2635000,92557999.03222483,765,1451890180897644.5,1534.8158929099927,396,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2023-03-26","CČN_Postojna",2677000,21506954.588699467,1200,215069545886994.7,859.4562867990628,502,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2023-04-02","CČN_Postojna",3675000,8134046.372381644,314,310855275377642.44,961.1724213395387,331,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2023-04-11","CČN_Postojna",2923000,3101509.5852484223,821,45332661416542.11,535.6811586407409,142,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2023-04-17","CČN_Postojna",3699000,7459342.693270221,389,230108257890083.94,877.2772739517783,100,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2023-04-24","CČN_Postojna",3214000,18872609.969870273,1290,175559162510421.13,808.0821575256714,106,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2023-05-02","CČN_Postojna",3214000,9416295.762327421,325,347678612762858.6,994.4080209732122,12,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2023-05-08","CČN_Postojna",2740000,6915740.893791979,1370,60575832646353.12,584.9680525170139,6,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2023-05-14","CČN_Postojna",3723000,3542975.7510823794,233,182470854132998.1,817.6128476300039,12,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2023-05-21","CČN_Postojna",3617000,3293316.187610749,1020,38744896324832.336,510.73842179682407,30,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2023-05-29","CČN_Postojna",3062000,5959412.472229478,1760,40632357765200.98,518.1686796055042,6,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2023-06-04","CČN_Postojna",2756000,2610177.31417409,560,55932371018016.21,570.9721475037373,6,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2023-06-12","CČN_Postojna",3193000,6981851.544614135,870,96301400615367.375,673.3900723408614,6,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2023-06-19","CČN_Postojna",2173000,2216255.362462285,857,31032747199005.156,477.4507013544748,0,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2022-09-05","CČN_Slovenj_Gradec",3658000,68668479.917385,500,1648043518017240,2329.9790589105965,773,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2022-09-12","CČN_Slovenj_Gradec",4016000,56685656.9610904,390,1744174060341243.3,2450.3020125448056,1315,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2022-09-19","CČN_Slovenj_Gradec",3968000,42384779.2882787,230,2211379788953671,3025.281028514957,1749,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2022-09-26","CČN_Slovenj_Gradec",5472000,29971562.5758258,260,1383302888115037,1994.371069434096,1832,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2022-10-03","CČN_Slovenj_Gradec",5204000,41844424.0390902,230,2183187341169923.5,2991.001176061569,1725,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2022-10-10","CČN_Slovenj_Gradec",4492000,17671576.6812818,350,605882629072518.9,958.0184498591473,1505,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2022-10-17","CČN_Slovenj_Gradec",4132000,40599154.8763215,470,1036574167055017.1,1543.4909840104522,1011,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2022-11-02","CČN_Slovenj_Gradec",3008000,39785166.231097564,910,524639554695792,843.0227034893329,184,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2022-11-07","CČN_Slovenj_Gradec",4368000,6837134.8779086,430,190803764034658.56,343.31451069825346,101,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2022-11-14","CČN_Slovenj_Gradec",4112000,1860296.56992063,390,57239894459096.31,117.83712762266136,173,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2022-11-21","CČN_Slovenj_Gradec",5356000,3582250.0139452987,1200,35822500139452.984,77.7146318518164,375,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2022-11-28","CČN_Slovenj_Gradec",4752000,15676926.1826593,300,627077047306372.1,987.7255433874885,494,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2022-12-05","CČN_Slovenj_Gradec",5152000,68469164.9242082,200,4108149895452491,5244.046016870245,464,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2022-12-12","CČN_Slovenj_Gradec",9168000,1190642.79591098,290,49267977761833.664,103.14126272153491,500,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2022-12-19","CČN_Slovenj_Gradec",7728000,7900393.21189333,190,498972202856420.9,806.2893432370312,518,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2022-12-26","CČN_Slovenj_Gradec",5148000,3718755.04471828,440,101420592128680.38,195.85116720963416,464,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2023-01-03","CČN_Slovenj_Gradec",5440000,11153697.792364,460,290966029366017.3,499.4049341728415,357,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2023-01-09","CČN_Slovenj_Gradec",3004000,984247.974848774,280,42182056064947.45,89.85399377784051,280,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2023-01-16","CČN_Slovenj_Gradec",8688000,9697235.0098411,90,1292964667978813.3,1878.2594427508973,107,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2023-01-23","CČN_Slovenj_Gradec",3132000,2089850.63289386,95,263981132576066.53,458.0476939249196,83,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2023-02-06","CČN_Slovenj_Gradec",6364000,1837752.0132065,270,81677867253622.23,161.5918665889614,101,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2023-02-13","CČN_Slovenj_Gradec",4208000,6513110.21514011,340,229874478181415.6,405.0866764508523,95,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2023-02-20","CČN_Slovenj_Gradec",3728000,3778336.67724266,660,68697030495321.09,138.56688080498543,113,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2023-02-27","CČN_Slovenj_Gradec",3396000,17337427.3772002,310,671126221052911,1049.1130061612182,143,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2023-03-07","CČN_Slovenj_Gradec",3156000,12500000,330,454545454545454.5,742.2003698613876,494,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2023-03-13","CČN_Slovenj_Gradec",2424000,7233571.446441367,530,163778976145842.28,299.76530708564087,500,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2023-03-20","CČN_Slovenj_Gradec",4976000,16352840.875043204,650,301898600770028.4,516.0361777508606,369,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2023-03-27","CČN_Slovenj_Gradec",4036000,21413365.522439662,520,494154588979376.9,799.3714379025304,303,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2023-04-03","CČN_Slovenj_Gradec",3456000,6867909.508495002,390,211320292569077,375.91182626388246,274,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2023-04-11","CČN_Slovenj_Gradec",4792000,7102630.003068323,570,149529052696175.25,276.4839928923517,89,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2023-04-17","CČN_Slovenj_Gradec",4508000,3925533.743717849,1400,33647432089010.137,73.50912094138957,12,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2023-04-25","CČN_Slovenj_Gradec",3976000,5853900.481690283,380,184860015211272.13,333.79919531176796,30,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2023-05-03","CČN_Slovenj_Gradec",3120000,4215923.698458226,310,163197046391931.34,298.8191287969415,12,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2023-05-09","CČN_Slovenj_Gradec",5332000,2054875.9435512642,580,42514674694164.09,90.48300448028448,12,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2023-05-15","CČN_Slovenj_Gradec",5040000,2331230.639905585,410,68231140680163.47,137.73192675063862,12,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2023-05-29","CČN_Slovenj_Gradec",1416000,1217546.734967237,1100,13282328017824.404,32.1965624390726,18,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2023-06-19","CČN_Slovenj_Gradec",5072000,2176784.429502886,400,65303532885086.57,132.47035665530632,6,"SG",46.5388,15.0732,"Koroška",218402,0.172
"2022-09-05","CČN_Trbovlje",2581000,177642441.210916,480,4441061030272900.5,1361.4636339246292,403,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2022-09-12","CČN_Trbovlje",2835000,276070160.814716,450,7361870955059093,1984.9315729948953,453,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2022-09-19","CČN_Trbovlje",5314000,202157174.97789,310,7825439031402194,2077.441500596477,654,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2022-09-26","CČN_Trbovlje",8318000,19378448.1537114,240,968922407685570.1,437.2989329827559,988,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2022-10-03","CČN_Trbovlje",5343000,48197234.5575909,230,2514638324743873,890.7285094433245,1139,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2022-10-10","CČN_Trbovlje",3170000,116483710.402932,430,3250708197291126,1078.7525111265743,1101,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2022-10-17","CČN_Trbovlje",2844000,74573832.8700929,460,1945404335741554,735.5231420646988,755,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2022-10-24","CČN_Trbovlje",6029000,96883102.6212861,360,3229436754042870,1073.48241378516,642,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2022-11-02","CČN_Trbovlje",2762000,220211540.12035,230,11489297745409564,2766.583058513352,573,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2022-11-07","CČN_Trbovlje",3376000,51696910.5527301,440,1409915742347184.5,578.4935790305026,327,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2022-11-14","CČN_Trbovlje",3485000,28724135.3715,190,18141559182e5,698.1800231237055,384,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2022-11-21","CČN_Trbovlje",4124000,49132581.570927,220,2679958994777836.5,934.056450450414,378,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2022-11-28","CČN_Trbovlje",3939000,51190417.9325916,400,1535712537977748,616.5754099105333,390,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2022-12-05","CČN_Trbovlje",7587000,27394172.3871656,125,2629840549167897.5,920.9948275642358,428,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2022-12-12","CČN_Trbovlje",6698000,29915286.1475453,200,1794917168852718,692.6494149394115,617,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2022-12-19","CČN_Trbovlje",5405000,11902399.853638,123,1161209741818341.8,500.52653471613263,705,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2022-12-27","CČN_Trbovlje",3587000,13113739.7671372,370,425310478934179.44,236.61134387369302,617,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2023-01-03","CČN_Trbovlje",3744000,8500130.66053042,490,208166465155847.03,138.85688091872586,384,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2023-01-09","CČN_Trbovlje",10558000,2570053.97758185,73,422474626451811,235.43347257759515,214,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2023-01-30","CČN_Trbovlje",5086000,8061744.68728056,604,160167112992329.03,114.19554126141021,94,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2023-02-06","CČN_Trbovlje",3877000,11165100.1813303,450,297736004835474.7,181.34478873845472,107,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2023-02-13","CČN_Trbovlje",3372000,29521652.570927,470,753744320959838.4,362.59368627700525,101,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2023-02-20","CČN_Trbovlje",3214000,14509015.7370714,385,452229061934693.06,247.69497608573505,76,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2023-02-27","CČN_Trbovlje",3181000,15382777.9975669,200,922966679854013.9,421.73187147755704,101,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2023-03-07","CČN_Trbovlje",3544000,7380000,260,340615384615384.6,200.49047188209485,138,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2023-03-13","CČN_Trbovlje",2651000,184432727.25883526,310,7139331377761365,1939.9984789664102,145,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2023-03-20","CČN_Trbovlje",2889000,57396503.1726142,600,1147930063452284,496.25037953772625,113,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2023-03-27","CČN_Trbovlje",8072000,39476734.86285401,110,4306552894129529,1330.5839465153038,101,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2023-04-03","CČN_Trbovlje",3902000,4935200.117284358,640,92535002199081.7,75.84222480850856,69,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2023-04-11","CČN_Trbovlje",3299000,36150332.343742155,360,1205011078124738.5,514.5438972036466,63,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2023-04-17","CČN_Trbovlje",3180000,35840899.61937559,290,1483071708387955.5,600.7399992884152,50,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2023-04-25","CČN_Trbovlje",1608000,9583693.546388581,730,157540167885839.7,112.79546111791856,38,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2023-05-03","CČN_Trbovlje",3736000,12865095.30707995,230,671222363847649.6,332.54882178045847,13,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2023-05-09","CČN_Trbovlje",4078000,7666043.543243795,180,511069569549586.3,271.35872982718195,31,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2023-05-15","CČN_Trbovlje",6627000,1888368.6334068947,74,306221940552469.4,185.18657225183398,19,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2023-05-22","CČN_Trbovlje",3850,5543169.584597628,300,221726783383905.13,145.55001175963335,6,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2023-05-29","CČN_Trbovlje",3197000,5239530.249543633,240,261976512477181.7,164.83627110903345,6,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2023-06-05","CČN_Trbovlje",6442000,2355655.5709921555,150,188452445679372.44,128.9244214417843,0,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2023-06-12","CČN_Trbovlje",8999000,1207903.6319680738,400,36237108959042.21,37.68697175202627,0,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2023-06-19","CČN_Trbovlje",2683000,2964734.214530116,360,98824473817670.53,79.65527946746994,19,"TB",46.1306,15.0247,"Zasavska",175830,0.616
"2022-09-05","CČN_Zagorje",1940000,145900718.66858,480,3647517966714499.5,1454.24181838982,575,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2022-09-12","CČN_Zagorje",1463000,260690918.766286,500,6256582050390864,2063.9001440791603,752,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2022-09-19","CČN_Zagorje",2783000,78800263.975771,210,4502872227186914,1667.253430011723,874,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2022-09-26","CČN_Zagorje",6766000,20821616.5391831,110,2271449077001792.5,1069.4762633061312,801,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2022-10-03","CČN_Zagorje",3592000,109184744.209666,310,4226506227470941,1600.1212611920225,1137,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2022-10-10","CČN_Zagorje",2010000,87112115.1282019,420,2488917575091483,1134.842239286455,1253,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2022-10-17","CČN_Zagorje",1711000,394513983.87173,530,8932392087661812,2600.286810146365,1039,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2022-10-24","CČN_Zagorje",2243000,95897025.1119071,400,2876910753357213,1246.6905138973398,819,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2022-11-02","CČN_Zagorje",1662000,1128746341.08934,460,29445556724069740,5638.4653060864885,471,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2022-11-07","CČN_Zagorje",1738000,39888474.7130273,260,1841006525216644.8,933.1786809809033,385,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2022-11-14","CČN_Zagorje",1848000,15610703.2070519,310,604285285434267,452.9403651837762,391,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2022-11-21","CČN_Zagorje",2933000,21094041.6266522,230,1100558693564462.5,668.3188164608985,300,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2022-11-28","CČN_Zagorje",2121000,21901504.433727,330,796418343044618.25,541.7987771969359,452,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2022-12-05","CČN_Zagorje",3777000,37468327.932341,260,1729307443031123.3,896.0390929399944,434,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2022-12-12","CČN_Zagorje",4569000,15030989.6551371,123,1466438015135327,805.1254554074868,489,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2022-12-19","CČN_Zagorje",3322000,17796444.8389777,143,1493407958515611,814.7025370642302,599,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2022-12-27","CČN_Zagorje",2310000,14853034.386321,410,434722957648419.56,365.7934486798475,746,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2023-01-03","CČN_Zagorje",2185000,24289767.7466231,630,462662242792820.94,380.88017026404003,440,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2023-01-09","CČN_Zagorje",6389000,2104781.13198298,135,187091656176264.88,211.66695150065675,404,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2023-01-16","CČN_Zagorje",6357000,6706116.10383291,145,554988918937895.94,428.6086205437972,367,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2023-02-06","CČN_Zagorje",2252000,1023176.7658698,330,37206427849810.914,74.22049026652424,165,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2023-02-13","CČN_Zagorje",2162000,9238410.11072019,440,251956639383277.94,256.7622662568212,232,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2023-02-20","CČN_Zagorje",1699000,41107185.8457253,259,1904580039184184,953.9627891347609,220,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2023-02-27","CČN_Zagorje",2403000,17282463.2750073,510,406646194706054.06,350.28526297568004,153,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2023-03-07","CČN_Zagorje",2625000,10800000,250,518400000000000,410.05519051668875,141,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2023-03-13","CČN_Zagorje",2357000,26091462.515043095,360,869715417168103.25,573.650681213862,220,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2023-03-20","CČN_Zagorje",2253000,126575042.27056469,390,3894616685248144.5,1517.4266712793965,330,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2023-03-27","CČN_Zagorje",4383000,15931888.94619351,130,1470635902725554.8,806.620172526238,342,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2023-04-03","CČN_Zagorje",2889000,30960074.405182566,180,2064004960345504.5,1005.0412254252319,183,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2023-04-11","CČN_Zagorje",2192000,10876113.204790993,340,383862818992623.25,337.4225884821414,73,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2023-04-17","CČN_Zagorje",3399000,34146044.79078016,200,2048762687446809.5,1000.2191512114166,49,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2023-04-24","CČN_Zagorje",3169000,6865032.401734406,350,235372539488036.78,245.66574507033567,49,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2023-05-03","CČN_Zagorje",2877000,19573617.328587092,150,1565889386286967.3,840.1448424799725,12,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2023-05-09","CČN_Zagorje",2626000,4870482.819923505,200,292228969195410.3,282.69341582834414,18,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2023-05-15","CČN_Zagorje",5741000,3501446.059761711,78,538684009194109.44,420.39554538756056,12,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2023-05-22","CČN_Zagorje",2796000,6861066.163102779,370,222521064749279.3,236.8768059513324,31,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2023-05-29","CČN_Zagorje",2257000,3451464.7833781787,540,76699217408403.98,118.67955988440312,12,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2023-06-05","CČN_Zagorje",2606000,1569036.79534117,100,188284415440940.34,212.54155828988917,6,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2023-06-12","CČN_Zagorje",2286000,3290996.792238102,180,219399786149206.78,234.71555403284123,18,"ZG",46.1234,15.0076,"Zasavska",175830,0.616
"2022-09-05","ČN_Celje",11801000,46813089.910034,770,729554647948581.75,1276.421123839755,567,"CE",46.2053,15.2459,"Savinjska",809738,0.29
"2022-09-12","ČN_Celje",12784300,28262171.1131032,260,1304407897527840,1941.0786882836576,619,"CE",46.2053,15.2459,"Savinjska",809738,0.29
"2022-09-19","ČN_Celje",23597600,18592685.7337689,280,796829388590095.6,1360.2821491724033,741,"CE",46.2053,15.2459,"Savinjska",809738,0.29
"2022-09-26","ČN_Celje",42493100,39779590.1835507,310,1539855103879382,2187.9219341798876,740,"CE",46.2053,15.2459,"Savinjska",809738,0.29
"2022-10-03","ČN_Celje",23523100,31449213.7982903,310,1217388921224140.8,1846.769313893375,970,"CE",46.2053,15.2459,"Savinjska",809738,0.29
"2022-10-10","ČN_Celje",17801800,17647536.4500769,480,441188411251922.5,888.0062672308208,1011,"CE",46.2053,15.2459,"Savinjska",809738,0.29
"2022-10-17","ČN_Celje",14586600,150177628.793242,570,3161634290384042.5,3676.3758251490103,736,"CE",46.2053,15.2459,"Savinjska",809738,0.29
